,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6
1965-01-01,6.7995876e-05,1.4459831e-05,5.094618e-05,5.1273673e-06,-1.4731042e-05,4.8281043e-05
1965-02-01,4.94476e-05,6.2580293e-06,8.132156e-05,4.1582243e-06,-6.696593e-05,3.8060196e-05
1965-03-01,4.157782e-05,6.5003114e-06,7.162118e-05,3.7723585e-06,-1.5520716e-05,3.0540385e-05
1965-04-01,3.341191e-05,2.7268834e-07,7.961659e-05,6.406044e-07,-3.831347e-05,-1.0105286e-06
1965-05-01,4.512236e-05,3.5569974e-06,4.3453285e-05,-4.9006485e-07,7.5725984e-07,-1.3681143e-05
1965-06-01,2.2876993e-05,5.800379e-06,4.992762e-06,-1.0374497e-06,3.5018173e-05,-2.3336652e-05
1965-07-01,-7.112525e-06,8.25015e-06,-5.9248698e-05,-3.1641757e-06,8.6050604e-05,-4.309635e-05
1965-08-01,1.0323034e-05,3.3236865e-06,7.482813e-07,5.059992e-07,5.2947275e-05,-2.0088242e-05
1965-09-01,3.155439e-05,8.959061e-06,-5.31108e-05,-4.3622276e-07,7.583873e-05,-2.6576097e-05
1965-10-01,1.8668412e-05,7.352799e-06,3.4793833e-05,2.157125e-06,1.0071773e-05,-9.984047e-06
1965-11-01,6.131957e-05,1.4262412e-05,5.2516545e-05,1.2687451e-06,-1.5538659e-05,-1.46861785e-05
1965-12-01,7.032002e-05,2.0220832e-05,9.663936e-05,7.5725984e-07,-5.681687e-05,7.0476963e-06
1966-01-01,8.99709e-05,9.9367135e-06,0.00010071653,2.083194e-06,-8.5283114e-05,3.667452e-05
1966-02-01,6.33553e-05,8.991683e-06,8.841486e-05,3.1422787e-06,-8.884327e-05,4.4878347e-05
1966-03-01,4.0837534e-05,4.510941e-06,8.208479e-05,1.2277815e-06,-4.8703972e-05,8.217739e-06
1966-04-01,4.706169e-05,-2.1420419e-07,6.6060034e-05,1.0974327e-06,-3.4903285e-05,-3.644007e-06
1966-05-01,3.0091902e-05,6.8572226e-06,6.8895126e-05,-1.5910118e-06,1.3008059e-05,-1.0128861e-05
1966-06-01,-9.534146e-06,3.4600052e-06,3.5916866e-05,-8.333591e-07,1.134611e-05,-2.2186126e-05
1966-07-01,2.9847499e-05,4.918282e-06,3.1232456e-05,-3.595127e-06,5.4239026e-05,-3.323319e-05
1966-08-01,-2.1143336e-05,3.1585732e-06,-3.5880905e-05,-4.178728e-07,3.810021e-05,-1.4585163e-05
1966-09-01,-4.3364853e-06,1.2682187e-05,-6.8411086e-05,-4.178728e-07,6.5115004e-05,-2.9656745e-05
1966-10-01,2.813667e-05,1.2030439e-05,3.234042e-05,8.9376044e-07,2.0071335e-05,-1.6792947e-05
1966-11-01,7.406834e-05,1.6633385e-05,5.4662658e-05,1.3744248e-06,1.4564097e-05,-2.6414316e-05
1966-12-01,6.349379e-05,1.6633385e-05,8.444737e-05,2.1320775e-06,-5.257072e-06,-1.5701273e-05
1967-01-01,8.01915e-05,2.5475976e-05,8.725752e-05,3.283385e-06,-4.884153e-05,3.2582095e-05
1967-02-01,3.722594e-05,1.7343238e-05,7.5788266e-05,6.1867904e-06,-0.000106989806,6.802447e-05
1967-03-01,4.9962415e-05,7.165283e-06,7.3791176e-05,1.9519903e-06,-5.4014723e-05,3.6287543e-05
1967-04-01,1.1905373e-05,4.037309e-06,5.548851e-05,3.2383832e-07,-1.4858877e-05,7.60641e-06
1967-05-01,3.1226642e-05,2.024175e-06,4.219862e-05,-7.0277747e-07,1.2466804e-05,-1.2324414e-05
1967-06-01,-1.8853061e-05,5.7536854e-06,-4.621652e-07,-2.5474837e-06,4.8326245e-05,-2.5526075e-05
1967-07-01,-5.0097624e-06,4.927577e-06,-5.3260803e-05,-3.3094257e-06,9.369794e-05,-4.543284e-05
1967-08-01,8.777395e-06,8.737294e-06,-7.387336e-05,-2.9324656e-06,0.000104685954,-4.5625333e-05
1967-09-01,-3.3321958e-05,7.927229e-06,-7.862147e-05,2.5165355e-07,5.730915e-05,-2.9969407e-05
1967-10-01,2.5981264e-05,1.347738e-05,-2.6408328e-05,1.7145067e-07,4.523035e-05,-2.9720773e-05
1967-11-01,4.4805263e-05,1.7984874e-05,6.249838e-05,1.6712766e-06,-2.5983245e-05,-8.52051e-08
1967-12-01,9.463633e-05,2.2123428e-05,5.772621e-05,4.542595e-06,-4.4614753e-05,7.35666e-05
1968-01-01,8.197372e-05,1.3372588e-05,7.515269e-05,7.035451e-06,-5.1059622e-05,5.652281e-05
1968-02-01,5.5173492e-05,1.6210804e-05,5.6848505e-05,6.9610032e-06,-6.351056e-05,6.468385e-05
