,r300_cluster1,r300_cluster2,r300_cluster3,r300_cluster4,r300_cluster5,r300_cluster6
1965-01-01,13.657814,23.189499,51.79274,52.708397,15.153336,32.01847
1965-02-01,6.6355896,10.783077,63.47352,54.369358,24.093689,33.564766
1965-03-01,9.081165,21.115753,45.26356,74.069916,19.870853,39.396145
1965-04-01,17.323719,31.27808,73.73904,50.782078,65.943665,52.711674
1965-05-01,24.341032,32.233047,75.0298,50.210403,69.46214,56.380856
1965-06-01,28.147808,31.86613,47.35041,71.45726,67.526,49.065422
1965-07-01,47.221004,29.523752,63.638958,66.6775,40.742603,65.576744
1965-08-01,41.87612,42.444515,43.166885,57.586445,52.78047,52.30872
1965-09-01,48.85084,37.718803,51.474964,61.532455,52.49873,39.11932
1965-10-01,54.166245,43.08007,77.36563,50.711643,61.737206,41.463337
1965-11-01,24.427847,25.010984,66.73155,44.850777,51.99258,47.653442
1965-12-01,16.33599,20.309845,53.207996,36.994797,28.961908,33.799004
1966-01-01,9.24057,18.490967,56.827175,57.106247,30.303898,37.686157
1966-02-01,6.2692795,14.925419,65.278114,45.293316,21.839825,51.27365
1966-03-01,9.391598,22.803442,81.66946,41.775375,40.357033,56.168896
1966-04-01,22.995508,28.233843,75.86477,36.522263,66.91479,52.79049
1966-05-01,19.083584,36.234985,67.35802,65.12052,60.90162,52.304577
1966-06-01,31.888039,28.642601,59.38478,62.79602,79.88012,60.85401
1966-07-01,50.955185,51.482136,57.198174,78.294334,53.96259,67.12655
1966-08-01,52.859436,47.790184,49.79786,58.071507,42.28591,49.929184
1966-09-01,51.533024,51.204704,47.40441,57.073414,34.45221,56.21486
1966-10-01,44.23777,56.114723,39.404907,70.28334,37.260986,45.518215
1966-11-01,26.707159,28.598278,56.331413,66.22531,26.59389,40.365242
1966-12-01,15.412975,20.597137,60.939373,57.56425,21.472107,38.434723
1967-01-01,9.460945,11.280079,49.242104,61.68216,20.075108,21.767563
1967-02-01,7.5522842,16.043278,27.302671,54.618435,14.22752,41.60578
1967-03-01,21.379074,22.603657,40.411602,56.341293,30.790617,50.522423
1967-04-01,13.828899,26.740208,66.48251,52.74187,57.89525,60.239685
1967-05-01,39.271477,57.096313,44.21372,70.03972,77.84832,58.21279
1967-06-01,35.562263,46.537888,73.828316,58.866467,58.157055,60.72783
1967-07-01,55.794033,63.12632,57.125027,66.94026,43.609028,63.450623
1967-08-01,49.51573,49.078262,62.011528,63.07565,46.416275,61.070713
1967-09-01,69.090454,44.110683,56.158875,54.97652,47.792873,48.487083
1967-10-01,56.79228,39.26134,53.83639,62.702362,39.376198,42.59558
1967-11-01,33.631645,36.003113,71.33017,65.575485,28.354967,51.927734
1967-12-01,13.915043,23.250572,50.520733,36.470985,20.29469,26.46489
