,mgu850GLB_cluster1,mgu850GLB_cluster2,mgu850GLB_cluster3,mgu850GLB_cluster4,mgu850GLB_cluster5,mgu850GLB_cluster6,mgu850GLB_cluster7,mgu850GLB_cluster8,mgu850GLB_cluster9,mgu850GLB_cluster10,mgu850GLB_cluster11,mgu850GLB_cluster12
1980-01-01,0.16780548,-0.41529387,-0.8582737,0.6590679,-0.7461777,0.968681,0.19549179,-0.87211645,-1.0227028,0.55406266,-0.11445923,-0.020258332
1980-02-01,0.22520408,-0.13809356,-0.6668335,0.7002594,-0.5489975,0.9399818,0.3494545,-1.1678867,-1.0318187,0.68506545,-0.116147235,-0.11918564
1980-03-01,0.26943436,-0.4770813,-0.6800011,0.6580547,-0.4875473,1.095295,0.26572037,0.21608773,-1.1986119,0.38794518,-0.17759743,-0.02802391
1980-04-01,0.29779586,-0.41630667,-0.8096539,0.1536251,-0.49970245,0.972057,0.18401222,0.7012722,-0.9700314,0.40077513,-0.065164186,-0.3538437
1980-05-01,0.3514801,-0.63070565,0.41563147,-0.23229408,-0.26673356,0.68405306,-0.21980171,0.67527425,-0.78230554,0.30623665,0.09116211,-0.62462884
1980-06-01,0.59187776,-0.6901306,1.1712631,-0.22621688,-0.024985503,0.8957512,-1.0493762,0.9490978,-0.9983929,0.25896758,0.10129128,-0.5841125
1980-07-01,0.37342644,-0.75428164,1.2884232,-0.36599883,-0.04659424,0.83565176,-1.3589897,0.9014915,-1.2192078,0.27753752,0.08272133,-0.62766725
1980-08-01,0.34168893,-0.5159092,1.1915214,-0.25626642,0.06550141,0.8370026,-1.1786915,0.83328855,-1.4467747,0.2231781,0.061787795,-0.6104477
1980-09-01,0.6492764,-0.7870323,0.67426145,-0.14653435,-0.11344604,0.6783131,-0.5736454,0.9632786,-0.9382938,0.27112275,0.053684615,-0.40077513
1980-10-01,0.51152,-0.7802795,-0.56149065,-0.19346619,-0.22824249,0.67223585,0.10838127,0.9041923,-1.3471721,0.26133117,-0.015193557,-0.3477661
1980-11-01,0.2913807,-0.72119296,-0.93086547,-0.05672302,-0.4726921,0.6874291,0.46999055,0.74752843,-0.56182826,0.4142807,-0.030049514,-0.32885855
1980-12-01,0.11749764,-0.81100464,-0.9977177,0.22452888,-0.6610939,0.8559101,0.36937484,0.8339634,-1.1800419,0.61888885,-0.061787415,-0.23195687
1981-01-01,0.19233513,-0.46432075,-0.87064743,0.46028328,-0.7568611,1.0681213,0.3116272,-0.65702283,-0.8867973,0.70694196,-0.11452027,-0.056526184
1981-02-01,0.10754623,-0.35493928,-1.2072341,0.7667717,-0.48157197,1.0281128,0.17948838,-1.1268494,-1.4113147,0.5692978,-0.17141303,0.019453812
1981-03-01,0.42174226,0.071942136,-0.58948594,0.23601456,-0.42211,0.8996445,0.2591385,0.31346244,-1.0126965,0.50469625,-0.15746537,-0.0943325
1981-04-01,0.16994476,-0.3545723,-0.4246792,-0.03083229,-0.40228882,0.70620805,0.12039299,0.9334133,-1.1514419,0.41256636,-0.12222824,-0.11855774
