,abs_vo500GLB_cluster1,abs_vo500GLB_cluster2,abs_vo500GLB_cluster3,abs_vo500GLB_cluster4,abs_vo500GLB_cluster5,abs_vo500GLB_cluster6,abs_vo500GLB_cluster7,abs_vo500GLB_cluster8,abs_vo500GLB_cluster9,abs_vo500GLB_cluster10,abs_vo500GLB_cluster11,abs_vo500GLB_cluster12
1965-01-01,2.3185142558383144e-05,-7.43008240533527e-05,0.00010273518511189186,-3.4433294884464077e-05,6.685055874792549e-05,1.0652765067156638e-05,-5.195801113822872e-05,-8.785118398471673e-05,4.340308218924028e-05,-1.4589388065713455e-05,0.00602666441409383,8.68260607736685e-05
1965-02-01,2.2853984596177975e-05,-7.384349787158001e-05,0.00010420327289837736,-3.468876580095762e-05,6.723693129768233e-05,8.796737003355604e-06,-4.9734775199216195e-05,-8.549888076169922e-05,4.511343775416445e-05,-1.3969093253003892e-05,0.006422369187930599,8.788625061383274e-05
1965-03-01,2.3863150001721478e-05,-7.408498277072795e-05,0.00010483037630099245,-3.300075746124462e-05,6.49404662706527e-05,9.31371248391236e-06,-5.248856829787762e-05,-8.741694651011347e-05,4.368082065714139e-05,-1.3182842699235568e-05,0.005313037763698958,8.90523835235505e-05
1965-04-01,2.4559297077545957e-05,-7.789542161679657e-05,9.855406596816342e-05,-2.8847042616492932e-05,6.881742188448293e-05,7.187409516903529e-06,-4.8900912659448364e-05,-9.377818676481277e-05,4.961165140507738e-05,-1.3520309273445994e-05,0.0052065690397284925,8.595544413592778e-05
1965-05-01,3.0028271302077532e-05,-7.901151382777077e-05,9.482585043776273e-05,-2.6076014131143205e-05,6.695904226540329e-05,6.6386818954165985e-06,-4.936171039430933e-05,-9.596817601389268e-05,5.219960120153005e-05,-1.2643323157356207e-05,0.0042814590415218845,8.270743102350128e-05
1965-06-01,3.325528808986712e-05,-8.331856985354203e-05,9.424654314718938e-05,-2.3912681737439583e-05,6.2157990517638e-05,5.904996123066898e-06,-5.186516519442394e-05,-9.390076044483222e-05,5.357962558259748e-05,-1.1034487736483728e-05,0.003309574822196737,7.966316641411847e-05
1965-07-01,3.2557634193309284e-05,-8.098107255963524e-05,8.9006237610446e-05,-2.2650571945386883e-05,6.548435016561093e-05,6.238655495227437e-06,-4.6914374960779946e-05,-9.737759991351642e-05,5.807478802547866e-05,-1.4230456423161052e-05,0.0019861061446135864,7.667631088493539e-05
1965-08-01,3.2990058236081445e-05,-7.970631486386992e-05,8.771443835754252e-05,-2.3320972473270927e-05,6.505326887741426e-05,6.710926759631637e-06,-4.966980751222846e-05,-9.73735549743682e-05,5.64897594763724e-05,-1.2967138812121103e-05,0.0023772299755364656,7.917421811883689e-05
1965-09-01,3.2330502935814764e-05,-8.114790530684827e-05,9.167079475619608e-05,-2.3995421788886478e-05,6.391676530862848e-05,5.434118679054681e-06,-4.987788005647334e-05,-9.391646849739335e-05,5.587776748766249e-05,-1.19091557448397e-05,0.003274603295722045,7.968690693706556e-05
1965-10-01,3.0821745252281363e-05,-7.925701786668716e-05,9.114612396774801e-05,-2.6577421632847858e-05,6.501685169900561e-05,6.75780939809835e-06,-5.1634128972005046e-05,-9.149932292668875e-05,5.200203187057688e-05,-1.3777483249196468e-05,0.0038267327909125015,8.121682589666711e-05
