,mgu250GLB_cluster1,mgu250GLB_cluster2,mgu250GLB_cluster3,mgu250GLB_cluster4,mgu250GLB_cluster5,mgu250GLB_cluster6,mgu250GLB_cluster7,mgu250GLB_cluster8,mgu250GLB_cluster9,mgu250GLB_cluster10,mgu250GLB_cluster11,mgu250GLB_cluster12
1965-01-01,-0.87662584,-0.5611706,2.3333237,-1.6532056,0.87955874,0.61233485,-1.9709415,-1.9360721,0.47122687,1.6333265,-3.943512,-0.4503708
1965-02-01,-0.78570443,-0.51065904,3.7538486,-2.5210326,-0.25060424,0.49860153,-0.8375198,-2.5356975,0.9499496,1.2497619,-0.9339813,-3.0235443
1965-03-01,-0.93365556,0.11177788,3.3898368,-1.9373754,1.305814,0.40768012,-1.0789993,-2.0087442,0.6612171,1.7376095,-4.045514,-1.3970611
1965-04-01,-1.1086547,-0.15186158,1.6225725,-0.49599418,1.8001789,-0.052793123,-0.06973915,-2.8726604,1.9025062,1.1761124,-0.94212836,-2.0983617
1965-05-01,-0.9408245,-0.4581917,1.3576294,-1.2566055,0.5393368,-0.6993454,1.1985985,-2.4718242,1.5912876,0.652092,1.999945,-1.2302091
1965-06-01,-1.6662407,-0.27211228,0.79189605,0.5064228,1.5469677,-0.5165249,1.2976665,-2.7511058,0.9108437,0.4761154,2.3316941,1.3478531
1965-07-01,-1.2373787,0.019552613,-0.13915253,-0.264291,3.774053,-1.5922654,0.17336997,-3.164,1.233794,-0.3659668,2.3564615,1.6251796
1965-08-01,-1.0066532,0.3995331,0.7136841,-1.5883548,2.151155,-0.9916626,0.5087036,-2.703853,0.8639164,0.20204696,2.0315557,0.42821065
1965-09-01,-1.371968,-0.06387329,1.4465954,-1.5019958,0.8665234,-0.78309745,0.6481819,-2.6930988,0.7951549,0.38943022,0.5513943,-0.018901061
1965-10-01,-0.961681,-0.092876434,1.8588377,-1.0242507,0.22322997,-0.3174103,-0.03975792,-1.955951,0.58496016,0.79319954,3.5804787,0.2512558
1965-11-01,-0.85218465,0.20009232,2.4685655,-0.30274543,0.6162449,0.22160073,0.16098633,-0.94017315,0.8046055,0.9108437,1.4107485,-0.3571678
1965-12-01,-1.180349,-0.4112648,3.1079483,-2.5519912,0.23724289,0.2890583,-0.10167579,-1.2214102,0.40116233,1.8526459,0.42071533,-2.4447758
1966-01-01,-0.4198063,-0.36728898,3.283612,-3.3387547,-0.63446844,0.7756073,-2.1292274,-1.2541664,0.3587555,1.9516551,-2.4177423,0.6679481
1966-02-01,-0.5563496,-0.21794434,2.6445484,-2.1636918,-0.55569345,0.54978484,-0.677467,-1.7199249,1.3020881,2.085245,0.87440455,-2.1600811
1966-03-01,-0.5271374,-0.3200241,2.5913754,-2.057345,0.7667448,0.16641235,-0.54978526,-1.9247401,2.1449828,1.4136864,0.3512062,-1.6710182
1966-04-01,-1.2246258,-0.009518814,2.3652248,-0.029868698,0.34431344,0.22286797,-0.89606744,-2.466648,1.6959641,1.4323956,-0.008534241,-0.18577805
1966-05-01,-1.8394005,-0.22221145,2.3136926,-0.89803696,1.786227,-0.9088688,-0.25109595,-3.4227815,0.81827736,0.65908545,1.8869938,0.39945602
1966-06-01,-1.2387397,-0.14310837,1.2128098,-0.89869344,2.0389645,-0.8432228,1.5078884,-2.9770455,1.0253903,-0.56980705,3.795651,2.088527
1966-07-01,-1.297493,0.042998504,-0.57768476,0.53534317,2.8972855,0.1237423,0.81138456,-3.006258,1.0230926,0.033151247,2.122991,2.1466236
1966-08-01,-1.9598606,-0.049562834,0.44179764,-1.2206872,2.9471765,-0.53403014,0.73983,-3.3722343,0.08008804,0.38698348,2.922231,1.7918072
1966-09-01,-1.4832714,0.1516426,0.60328674,-0.6787796,2.0327277,-0.58851624,1.3477119,-3.2232177,0.702412,0.640049,2.486998,1.2850205
1966-10-01,-1.6066853,0.17232056,2.486342,-1.825943,1.3276901,-0.2179451,0.94398916,-3.173327,0.4237446,0.84486353,1.8210194,-1.7399471
1966-11-01,-1.4566845,0.16936684,2.5795588,-2.3363411,0.77068406,0.46411744,-0.3423439,-2.3232114,0.3774643,-0.25536308,-0.02330475,-3.4326286
1966-12-01,-0.40995902,-0.39321977,3.7536373,-2.4203675,0.8241852,0.31805497,0.0016410828,-2.0675204,0.5277935,1.1750634,-0.5209007,-1.2410377
1967-01-01,-0.8976696,-0.40720063,3.3836498,-2.269155,-0.12082138,0.54043007,-1.7884823,-1.115148,0.23021355,1.7195812,-0.2462143,-3.66709
1967-02-01,-0.78435934,-0.38140374,3.3271575,-1.7584397,-0.5107151,0.91889495,-1.2372754,-1.4638973,0.26548043,1.9063644,-1.7992585,-2.2910323
1967-03-01,0.4183033,-0.16784362,2.4066303,-1.3107479,0.24262199,0.68280375,-0.4499775,-1.1481289,0.41438445,2.2472763,-2.0706162,-2.532676
1967-04-01,-1.0651867,0.06204338,2.018369,-0.21584587,0.5211643,0.006531143,0.4036087,-1.1073112,1.6529661,0.8898327,0.3017269,-1.3104213
1967-05-01,-1.6787632,0.040491484,1.9210587,-0.028083038,0.98616296,-0.2883381,0.8085232,-2.8118713,0.7503983,0.36442298,-0.43071175,-2.7831352
1967-06-01,-2.1532319,-0.07379837,0.31576806,0.3938118,2.8229737,-0.6259853,1.058329,-2.6260676,0.3768322,0.654068,1.5860245,2.2557664
1967-07-01,-1.858036,0.05747223,-0.10057602,-0.36736184,2.569249,-1.3551579,1.7123973,-2.9764493,0.5348793,0.34809572,-1.3257691,3.638028
1967-08-01,-1.147802,0.35462648,0.6410057,-0.40393487,3.817953,-0.50353086,1.7731346,-2.835709,0.13649559,0.30629882,2.2172344,3.254665
1967-09-01,-1.4926326,-0.22596893,0.7954609,-2.565331,2.9578369,-0.48263207,-0.11298446,-2.9542441,0.5241035,0.5756973,4.827301,2.6237817
1967-10-01,-1.4145893,-0.047675706,2.3315248,0.47120324,-0.36572915,-0.17731324,-0.26515388,-1.5925554,0.29193038,0.65374106,3.776809,-1.0024903
1967-11-01,-1.3110745,0.0519207,3.2703393,-1.5252876,-0.24915314,0.27331772,-1.2699299,-2.0696363,0.89342463,1.4181812,1.6830086,-1.578188
1967-12-01,-0.6880287,-0.06759453,3.4130387,-1.7110913,0.8281158,0.7197033,-1.2098458,-1.7427658,0.4036087,1.2088665,-1.5230019,-1.5406349
1968-01-01,-1.279287,-0.57764816,3.7299175,-2.732161,-1.4663668,0.43834227,-1.0987717,0.0007293701,0.27934304,1.7438858,-4.6547384,-2.5257537
1968-02-01,-1.5878036,-0.3617592,4.119393,-1.731487,-0.9229981,0.94050217,-0.5233116,-1.0637634,0.9109634,2.1443017,-8.162203,-2.3532615
1968-03-01,-0.6695477,0.11195602,2.8251538,-0.13821259,-1.3248718,0.25928575,-0.7508701,0.04266739,1.5619122,1.111171,1.208905,-2.0742836
1968-04-01,-0.93539655,0.045220185,1.8226563,0.3686882,1.621719,-0.021516418,-1.1159118,-1.098772,0.9189865,1.2486541,1.3941605,-0.66043013
1968-05-01,-0.96019477,-0.041938018,1.230785,-0.30888137,2.0648022,-0.2673088,-0.9459721,-2.4411483,1.5885334,1.3186725,0.57035524,-0.8744953
1968-06-01,-0.9543602,-0.24433365,0.9674889,2.0378158,3.1044962,-0.369783,1.2358906,-1.8117161,0.65058404,0.3603012,1.3843148,2.918876
1968-07-01,-1.4554265,-0.04266739,0.23886338,0.34206694,3.0330195,-0.552121,3.0669346,-2.5509162,0.86975515,0.24688645,3.825463,2.755865
1968-08-01,-1.5444076,-0.27752,0.91278684,-0.4831974,3.7080371,-1.0039566,1.2708995,-3.1161664,0.75743484,0.012034607,2.447348,1.6133316
1968-09-01,-1.5611827,0.012034607,0.06673584,-0.49523163,1.1582146,-0.63563234,-0.13493042,-2.6643307,-0.07111206,0.41901398,2.3988461,1.852195
1968-10-01,-1.21474,-0.010939789,1.6683979,-1.2326084,0.22026482,-0.3325859,-0.32492715,-2.0374513,0.495961,0.9762413,3.736117,-1.5221622
1968-11-01,-0.81797105,-0.005105591,2.588478,-0.7129437,0.38838157,0.1706688,-0.60098803,-2.3255458,-0.016410828,1.342741,-0.089710996,-0.64730185
1968-12-01,-1.0371418,-0.441259,3.748881,-1.9823849,2.7281494,0.4361542,-1.7110649,-2.4513595,1.1283112,1.6322944,-0.7800442,-2.1694646
1969-01-01,-0.4737068,-0.11743202,2.3642235,-2.9556937,-0.19870491,1.1938881,-2.5732124,-1.198864,1.018404,1.4941018,-0.40769348,-1.2735031
1969-02-01,-1.0240433,-0.44219285,3.4005413,-2.0397935,0.51052916,0.6136967,-1.3892758,-0.51019746,1.2310417,1.6758884,1.8351177,-0.9195496
1969-03-01,-0.3128193,-0.08823929,1.6291149,-1.1796238,-1.118586,0.28793985,0.17183533,-2.2630465,0.9895439,1.7770656,0.3028679,1.2532673
1969-04-01,-0.9510635,0.11444626,1.8118969,-1.506044,1.0681633,-0.6044079,-0.53640366,-2.5085251,1.599591,1.3408436,2.974603,-1.3428341
1969-05-01,-1.4562848,0.12970582,1.7402439,-0.14695549,2.2560802,-0.3267517,0.37319335,-2.6057215,1.9814098,1.1842682,1.7428974,-0.48863488
1969-06-01,-1.6364132,-0.052412413,0.8007908,0.51782686,2.8943245,-0.8445789,0.70259935,-2.8385942,0.8153866,0.51484144,2.0364761,-1.809243
1969-07-01,-1.5329136,0.041134644,0.36490098,-0.11510964,2.6448653,-0.8611652,1.5232933,-2.2680225,0.902631,0.3373665,1.8580071,3.7392354
1969-08-01,-1.6748931,-0.5062164,0.7719307,-1.4702171,2.0029721,-0.95935667,1.314637,-2.5698948,0.4332367,0.15259476,-0.03980751,1.9790878
1969-09-01,-1.158725,0.4193039,-0.1545845,-0.8847183,2.0587025,-0.63260496,-0.17714271,-3.385945,0.521476,0.42991906,3.306331,0.11278763
1969-10-01,-1.9067711,-0.37518424,2.4060216,-0.5516632,0.20799331,-0.054403305,-1.6602974,-3.2622104,0.36788636,0.92950094,2.0431113,-0.05009079
1969-11-01,-1.6672637,-0.056061935,2.4212806,-1.3773339,1.2366807,0.29656488,-1.3637329,-3.3468013,0.34068412,1.252272,-0.42295304,-2.3592477
1969-12-01,-1.0313416,-0.43456382,3.274816,-2.4697125,0.3174633,0.4873081,-1.2671999,-1.9926884,0.7407482,1.4015496,-0.3436699,-0.44716913
1970-01-01,-0.972757,-0.037605286,3.9609132,-1.8982567,0.69620514,0.92549974,-1.5618016,-1.6400082,0.965435,1.6356821,-4.8155274,-1.7757881
1970-02-01,-0.62099344,-0.040267944,3.2956588,0.079870604,0.20466843,0.589378,-1.0067017,-1.846008,0.7897202,1.5488228,-4.432814,-1.3741058
1970-03-01,-0.8093548,-0.49286804,3.1805117,-0.749119,1.9728022,0.15142135,-0.04259758,-2.3984458,0.70286065,1.4769394,-2.1528442,-1.8260399
1970-04-01,-1.2429855,-0.31515616,1.7544892,-1.4110463,0.41998595,-0.16772804,-0.05790634,-1.6579794,1.3797634,0.9085274,1.1488044,-0.06256523
1970-05-01,-1.2346653,-0.22563438,1.5454948,0.4738987,2.1628275,-0.46624413,0.2878666,-2.659689,1.8353584,0.30783385,2.861362,0.20533371
1970-06-01,-1.1617836,-0.1916893,0.52581406,0.16939202,3.0563793,-1.0270023,3.2956588,-2.3518546,1.3012241,0.41932067,2.4666684,3.367209
