,abs_vo600GLB_cluster1,abs_vo600GLB_cluster2,abs_vo600GLB_cluster3,abs_vo600GLB_cluster4,abs_vo600GLB_cluster5,abs_vo600GLB_cluster6,abs_vo600GLB_cluster7,abs_vo600GLB_cluster8,abs_vo600GLB_cluster9,abs_vo600GLB_cluster10,abs_vo600GLB_cluster11,abs_vo600GLB_cluster12
1980-01-01,-4.538057657468709e-05,8.855079455394804e-05,2.056186499658875e-05,-8.234941135322796e-05,6.157818903379929e-05,-1.9467331029503568e-05,-6.434843314872567e-05,3.395871768468868e-05,0.00013481081935462564,0.0032122801972686178,5.490647539730606e-06,-9.921405760564724e-05
1980-02-01,-4.638136237017101e-05,8.850775172860543e-05,2.1011262130766253e-05,-8.588142543034953e-05,5.77102029508302e-05,-1.7538074972536477e-05,-6.398820135343288e-05,3.343521666841501e-05,0.00014066594256492013,0.003373969853523054,4.788249059829833e-06,-9.935198107296314e-05
1980-03-01,-4.412314003621716e-05,8.512590640115693e-05,2.3619527540854664e-05,-8.145998888278372e-05,5.7150247659647964e-05,-2.0843886735140888e-05,-6.247218455731247e-05,3.611850226947399e-05,0.00013514887824093977,0.0031150692458530617,5.0775130325294565e-06,-9.989048316444307e-05
1980-04-01,-4.092085839060712e-05,8.345599701936843e-05,2.5332228968982518e-05,-8.690936077647932e-05,5.704718177608491e-05,-1.8477826162981928e-05,-6.402113372349136e-05,3.9007697095190106e-05,0.00013059123487416715,0.002964251533350242,4.906584235080292e-06,-0.00010231341679985336
1980-05-01,-3.930975938038457e-05,8.103191881357064e-05,2.667801143960222e-05,-8.675391772479301e-05,5.9752604983683016e-05,-1.7497057603611245e-05,-6.331115530753908e-05,4.042162311461577e-05,0.00012163443686395378,0.00240950591562848,2.9297262241769887e-06,-0.00010261146836712815
1980-06-01,-3.437637427677622e-05,7.830553643187791e-05,2.9735082636733853e-05,-9.112698544368186e-05,5.802426882812151e-05,-1.765442208226078e-05,-6.524466135444873e-05,4.406088047582956e-05,0.00011443813332555436,0.0019581071683205664,1.7488344577514593e-06,-0.00010831476662876505
1980-07-01,-3.512590566450464e-05,7.762246439043615e-05,3.015430456271906e-05,-9.089975656341502e-05,6.111906037154031e-05,-1.8393489266667594e-05,-6.31581193980916e-05,4.43108712550549e-05,0.00010819238066917413,0.0014730945362576415,2.4610282725031976e-06,-0.00010758303169430966
1980-08-01,-3.7213743780739605e-05,7.810866444070479e-05,2.8591217295548513e-05,-8.631636842098365e-05,6.0559416113660666e-05,-1.7577140085820617e-05,-6.17693227208552e-05,4.521915880931457e-05,0.00011051385618239931,0.0017319330904034098,1.2088089995267705e-06,-0.0001051113612406761
1980-09-01,-3.672233287943527e-05,7.788027252662805e-05,2.6886294154058353e-05,-8.637404033974444e-05,5.884556429763976e-05,-1.801403270831172e-05,-6.349030930626516e-05,4.649177114989162e-05,0.0001121880351919922,0.001924983683108751,1.9984010297168355e-06,-0.00010425883504028948
1980-10-01,-3.726416685995424e-05,7.915898253407289e-05,2.778434818502674e-05,-9.121835300993101e-05,5.672261019358198e-05,-1.8927658663448744e-05,-6.268660616201703e-05,4.167160933162856e-05,0.00011754603625100384,0.002256693343432354,2.772678048820008e-06,-0.00010330486194299193
1980-11-01,-4.011859813804871e-05,8.144916730247053e-05,2.715673398383368e-05,-8.623287590239105e-05,5.497852149721633e-05,-2.0107916885468444e-05,-6.445345120266124e-05,3.944092775571876e-05,0.00012225007000123077,0.002220100681630096,4.8445647602532165e-06,-0.00010087792221025394
1980-12-01,-4.104698988764236e-05,8.598186547675616e-05,2.3692239886480132e-05,-8.313831882215389e-05,6.032477296046372e-05,-2.053295112866046e-05,-6.363783887493246e-05,3.533922353206676e-05,0.00013242224255851002,0.0026596591591701974,5.0735486306899975e-06,-0.00010122702991525751
1981-01-01,-4.6500340907923166e-05,8.874204942675651e-05,2.144975252722572e-05,-8.342610104519189e-05,6.016037149476859e-05,-1.8518196464322466e-05,-6.257294530985833e-05,3.40956315889614e-05,0.00013300268502053006,0.0025573968222098687,4.81830252389299e-06,-9.661125054587378e-05
1981-02-01,-4.802076866672862e-05,8.764904044295216e-05,2.1346932746565266e-05,-8.465239854323313e-05,5.925959405671739e-05,-1.7577026504248484e-05,-6.579669778667656e-05,3.447569927757737e-05,0.00013624397814756073,0.003313186087845159,5.862242366615155e-06,-9.602207253297742e-05
1981-03-01,-4.3866837499774104e-05,8.578714859259375e-05,2.293891139465796e-05,-8.621747512544103e-05,5.652095230726369e-05,-1.9979809503975384e-05,-6.46866880872819e-05,3.702448526939016e-05,0.0001312904025979557,0.0026252833777107294,5.07811427486468e-06,-0.00010032835928059566
1981-04-01,-4.367867881055212e-05,8.363556488525911e-05,2.450133813691189e-05,-8.611221627195585e-05,5.798469354314421e-05,-1.774283359905153e-05,-6.347926370965849e-05,3.911515877991992e-05,0.00012669276501109348,0.0027205169317312534,5.361021230513885e-06,-0.00010078370979281403
1981-05-01,-3.873632071883462e-05,8.28017777087592e-05,2.575217603263535e-05,-8.814626995101108e-05,5.7807959051584734e-05,-1.726827168500609e-05,-6.580249516576129e-05,4.0651937990693744e-05,0.00012217903404999946,0.0021882145249816987,4.228794172527073e-06,-0.00010662959089984945
1981-06-01,-3.638885530000109e-05,7.813474321269693e-05,2.739875824941308e-05,-9.486716249621757e-05,5.7269989001285046e-05,-1.7304465574044214e-05,-6.527849369116925e-05,4.4969227410321825e-05,0.00011751226780176597,0.00216608023038134,2.8419386180988745e-06,-0.00010956708682510745
1981-07-01,-3.5859816957132094e-05,7.858694002409364e-05,2.9098752386122763e-05,-8.640769073874019e-05,6.046846386640031e-05,-1.827575054583711e-05,-6.368524606971602e-05,4.551364116737242e-05,0.00010878599049526488,0.0016636902208639573,1.4007000755414687e-06,-0.00010827977463023432
1981-08-01,-3.367605330866008e-05,7.832365910239193e-05,2.6716631077848913e-05,-9.196278121060605e-05,6.0099820901447806e-05,-1.8458618982280042e-05,-6.536873202310831e-05,4.759856005688006e-05,0.00011106355124813261,0.0018239260368448282,1.7521211129841374e-06,-0.0001098943459181969
1981-09-01,-3.63056138407306e-05,7.674291776746269e-05,2.8497510370874823e-05,-8.713550731280254e-05,5.766004420231563e-05,-1.761272617133929e-05,-6.166145751541037e-05,4.5143754933700966e-05,0.0001138126929509107,0.002002146668798689,8.950102295184824e-07,-0.00010516000991784514
1981-10-01,-3.620390115039689e-05,8.097950621563739e-05,2.633768150702696e-05,-8.928765955761039e-05,5.821611990846466e-05,-1.8181584369745838e-05,-6.575514080828898e-05,4.240461545904967e-05,0.0001238762488826796,0.002409887383691966,2.9278136654585905e-06,-0.00010165869122295864
1981-11-01,-3.899597608584112e-05,8.300508140920378e-05,2.615510009448979e-05,-9.004278993176121e-05,5.495042482221561e-05,-1.9670122978991624e-05,-6.383177172946965e-05,3.8896430565683125e-05,0.00012915253081256494,0.0027542542998812026,4.0738983678173205e-06,-0.00010301595284977393
1981-12-01,-4.113506639398457e-05,8.147702552061831e-05,2.4929713653009495e-05,-8.675317564951396e-05,5.526119985608218e-05,-2.114598045308311e-05,-6.276220509399926e-05,3.7576728197361135e-05,0.00013222025820765416,0.0027643233936812195,3.868593879349984e-06,-0.00010212001113128138
1982-01-01,-4.496538756592643e-05,8.404062219083046e-05,2.1951366596597673e-05,-8.437498908464459e-05,6.0260788966787846e-05,-1.8964854891439445e-05,-6.227913781047045e-05,3.681804500505798e-05,0.00012796112925076442,0.0025450461959865473,4.033923816358809e-06,-9.56057598665047e-05
1982-02-01,-4.673074346057893e-05,8.681898021756712e-05,2.0751256733545296e-05,-8.432080310975568e-05,6.050730229867267e-05,-1.8128713147941904e-05,-6.429624027943992e-05,3.7278169273588356e-05,0.0001349389798145042,0.0030604586104995436,3.9623643213601965e-06,-9.555511159718373e-05
1982-03-01,-4.300845986498254e-05,8.506254230071689e-05,2.174500558474982e-05,-8.716296771800712e-05,6.060460295780554e-05,-1.9651287280558553e-05,-6.502144796762704e-05,3.791797399188465e-05,0.00013301758542822668,0.0029843444021285643,3.81154981403647e-06,-0.00010100546058747395
