,vws_v850-250GLB_cluster1,vws_v850-250GLB_cluster2,vws_v850-250GLB_cluster3,vws_v850-250GLB_cluster4,vws_v850-250GLB_cluster5,vws_v850-250GLB_cluster6,vws_v850-250GLB_cluster7,vws_v850-250GLB_cluster8,vws_v850-250GLB_cluster9,vws_v850-250GLB_cluster10,vws_v850-250GLB_cluster11,vws_v850-250GLB_cluster12
1980-01-01,-1.2851981106507373,5.027120055018231,0.8567424028236312,4.980351787287418,-6.256184840404664,2.3616171290394945,-17.58733361445354,2.142034363391525,8.54899940402098,-1.7220992624241191,-6.065914130802505,0.25111776213643244
1980-02-01,-1.3376516467646618,5.024695285047013,0.3297107704096366,3.755012266517266,-5.854704238402867,3.07601974984494,-9.878804694345432,2.3390794580676912,9.651892099826956,-2.539779191310996,-6.738614377651638,0.04564660079493946
1980-03-01,4.358287454876808,1.9165376964673317,-0.7252892284437508,7.2443055325083705,-4.859546160866005,2.2437929378545807,-17.762536195173297,1.7841343493927613,4.199687687852438,0.7786366537027519,-5.991754202511159,-2.0938879792935237
1980-04-01,-0.8345487896667984,-0.7751334212592882,-2.092555112196001,6.2366459867104345,-1.6576473207473181,0.6410394017007456,-8.591949055209067,3.834486567580808,4.527272713149061,0.6441939910189542,-3.9178742607161223,-3.432637478022764
1980-05-01,-0.18955731815509472,-2.748330239208287,-4.644549318539506,4.136615993026669,-0.5365005034966424,1.2436194006680912,-2.741481632340772,2.1301598812095404,-0.01939689795366867,2.7474136788707333,-3.6390014111860935,-2.4796880245432273
1980-06-01,11.74251191888679,-5.188706294121812,-5.36053660127108,4.40485057356555,3.20794753500049,-0.5409805865152535,-4.30307234599416,1.8516274290336998,-1.5535989051945485,1.5974447729850894,-3.511867681637415,-2.306449571811479
1980-07-01,9.251822696362522,-5.8089405438958135,-7.0026816788454065,5.186543809641441,5.196358774040469,-1.2702654795131798,-9.491545223441205,1.6465193712925597,-0.32891163771489235,2.231506727121233,-3.6386206124812754,-3.301001154925774
1980-08-01,10.139190358360121,-5.140549926051109,-7.088415567903912,3.9971526991568225,2.9541807977661203,-1.2205275845221806,-6.234983742771457,2.0829810786758194,-0.9872521155434573,1.7414996055394292,-4.088885006648755,-1.9804976258031775
1980-09-01,9.473198097523621,-2.9821317879979055,-5.221682211995312,2.4340258908392176,2.0590566005281628,-1.8209830298022585,-1.437935262642165,2.5628226823118663,1.1551635098975825,0.9920766740136805,-3.68093517585389,-1.5016927220731606
1980-10-01,5.7287512923253905,-0.2948754351136739,-3.721775048130844,5.338904654390073,-2.7523794428248114,-0.9520663533245399,-26.08271300386837,3.0552960106139233,3.909497265038454,0.2714735925765687,-4.347309659508341,-0.8788158038732216
1980-11-01,-0.7753307101464023,3.272428473293049,-2.4959279396132716,5.466120234153931,-5.688041598784019,0.6902978661523552,-15.996046968299932,3.4805237745209516,8.071328216402028,-0.6221804859133817,-4.558779325343083,-0.8230217569913618
1980-12-01,-1.9781823051807974,3.58435948262072,-1.2403567996009752,6.831583599236054,-6.9244306653507115,1.5570214874347332,-11.724482713112115,3.1688469846000378,9.518258350773406,-1.7651761995207282,-6.2522553978804165,0.08455452632418468
1981-01-01,2.045652655192431,6.163692651376827,0.5581346715293913,8.805594555809465,-9.373559200373572,3.4531406627798433,-18.042506498954765,1.9945183217672469,9.913175128472334,-3.798019999867044,-6.829918695629525,-0.016943522213232056
1981-02-01,-0.7752883218729714,4.545557661967806,-0.4402119288204516,7.652205156522959,-6.183075939906459,4.128987634320348,-20.73437312247809,1.1618923291401801,6.664580236535737,-1.8892886797154391,-6.917639386446767,0.3544945383348939
1981-03-01,-0.03731288582831425,2.326419550470022,-0.0058144851662855655,4.075208882216466,-5.497293247691241,2.095309833631137,-14.069610079321354,0.5179393419425741,7.561905125504925,0.050250274013802075,-4.089921822804309,-1.1901069245701676
1981-04-01,0.13655996635125725,-0.24070369439685524,-2.7182259379345153,4.018809632424954,1.0480058734381317,2.1666950986463913,-7.518074425083546,0.5580888924187891,2.1257557407577843,1.999641740106239,-3.592678578723847,-2.254493089092032
1981-05-01,5.734642160452517,-2.4492128518258545,-5.009744619567346,4.168306639734883,0.014949527535370278,0.4139535398999637,-5.519992495420823,1.436495948948043,-0.26693204798106,2.5712759752027146,-3.56414264700852,-2.736492892472894
1981-06-01,10.642146624901802,-4.891020271287637,-5.659514714232566,2.334648169534862,1.8540001429613482,1.2419015774856688,-1.4375824832968414,0.77527536433041,-2.158776207808627,1.5897630149047597,-5.059213965512515,-1.1823694796153486
1981-07-01,10.048339607736482,-5.583727233190587,-6.803302690543501,2.7691284353279673,4.898080595789594,-0.33799393305477377,-6.442251003369381,0.6577661626948971,-3.7945690105010597,2.0315214717029457,-2.7247316371259647,-2.545297729290081
1981-08-01,10.093886385509911,-5.010560246320192,-6.480120503066359,4.776285574835461,2.160912270023837,-1.4650497121485508,-7.243237586780045,1.9592594338394032,-1.9067329565404583,0.48194377128456956,-4.954231631843656,-2.032553935616906
1981-09-01,7.362442913279732,-3.271303643922897,-5.509841278869568,4.014179942512065,0.3148697700715227,-1.0610475599955898,-6.11099715734835,3.072502555943287,0.39719861952982805,1.2109957654294785,-4.281733199983852,-1.2684529417137154
1981-10-01,3.4424323732903868,-1.0847271783778012,-4.139695577544297,4.902856174052245,-0.21981492467242628,-0.3370044752762686,-18.15803151011799,1.7818843762005792,3.4548324894666806,2.425277595520411,-3.7179940730796615,-1.503517724536851
1981-11-01,7.681248071276854,2.9090143523968783,-3.0307771127675345,4.892570008743223,-3.6727500456163877,0.3351020857301253,-19.768873434418175,3.007982101231685,6.805508286470759,-0.917239790693475,-6.825057262672639,-0.18752086319183045
1981-12-01,-0.12861085733296562,3.706645798344939,-1.5839254849557403,7.525086886390671,-7.715617123118493,2.482109732571734,-21.809902075770797,2.640280899382833,8.319218410089478,-1.5812450674665361,-7.521660030062015,0.10251164812450424
1982-01-01,-0.5065079332543606,5.083499986164606,-0.04995239232231476,6.800677365033687,-6.473568540162856,3.78388713037074,-19.69353484820165,2.0327121142854643,8.133344229763539,-2.6730032740055423,-6.176477531556662,-0.07223263973414963
1982-02-01,1.4895603329909775,5.448606272956695,-0.1335612467633105,6.809892626694222,-5.894134094617876,4.043432430989207,-16.668048472584076,1.9413403985874893,6.424575456161749,-2.7017062545484576,-7.200481845816626,-0.6635774857490263
1982-03-01,5.096887304722461,2.3548281344602433,-1.1470021022709005,5.271175122798492,-2.1263138814172446,3.1651112381755575,-14.761904066468626,1.5200191722735017,4.116883932070376,-0.30532637526345446,-6.383072990460623,-1.1600357594739015
1982-04-01,1.5296518214843964,-0.11336990057615856,-2.60989955814156,5.793081994647298,-0.41847729428962777,2.3938197533938665,-5.5969959328794285,-0.3472073801106235,1.5021253940910957,0.6606679044006395,-2.7673026929122915,-1.6503769453561907
