,ssta30GLB_cluster1,ssta30GLB_cluster2,ssta30GLB_cluster3,ssta30GLB_cluster4,ssta30GLB_cluster5,ssta30GLB_cluster6,ssta30GLB_cluster7,ssta30GLB_cluster8,ssta30GLB_cluster9,ssta30GLB_cluster10,ssta30GLB_cluster11,ssta30GLB_cluster12
1993-09-01,-4.6238403,2.8355408,-10.652161,-2.1097717,1.2416992,-1.5482483,-7.8480835,0.60269165,-4.7593384,2.9466553,2.8365173,-12.472168
1993-10-01,-4.364563,2.5181885,-10.0434265,-4.8013,-0.6392517,-1.4273987,-7.230072,0.9126587,-8.201477,1.6462097,3.2190857,-12.626221
1993-11-01,-3.9835205,1.9555969,-9.5902405,-6.578491,-2.725006,-0.94937134,-7.12442,1.2800598,-10.272614,0.629364,3.2029114,-12.162323
1993-12-01,-2.615631,1.1384277,-7.936737,-7.822693,-4.3693542,0.0017700195,-5.0517273,1.852478,-12.993164,-0.74057007,3.0592957,-10.35968
1994-01-01,-1.0231323,0.49899292,-5.6621704,-8.54953,-5.188446,0.5147095,-2.4996948,2.1952515,-15.432526,-1.7028198,2.97937,-8.358276
1994-02-01,-1.1026001,-0.20617676,-5.3046875,-9.6073,-6.062317,0.89178467,-2.7360535,2.4404297,-17.096405,-2.5134277,3.3809814,-7.642334
1994-03-01,-1.3203125,-0.2939453,-6.0946655,-9.546967,-6.1348877,1.0889282,-3.9394531,2.2957764,-16.548157,-2.3927612,2.698883,-8.618164
1994-04-01,-1.7018127,-0.35372925,-7.297058,-8.808899,-5.9259644,0.8668213,-4.1782227,2.2913818,-16.55008,-2.3275146,3.1470947,-9.473877
1994-05-01,-2.8507385,0.7888794,-8.332245,-8.408752,-5.1069946,-0.03253174,-5.513031,1.8432007,-14.4409485,-1.7375793,3.112793,-10.67038
1994-06-01,-3.4700317,1.4744873,-9.330109,-6.655548,-2.8879395,-0.754303,-6.5859375,1.6569214,-10.497223,0.378479,3.0603943,-12.2812195
1994-07-01,-4.0968323,1.7730408,-9.995636,-4.0776978,-1.0991211,-1.739563,-7.0513916,1.0271606,-5.928894,1.2973633,2.916626,-12.682922
1994-08-01,-4.537506,2.4926147,-10.264221,-2.5210571,0.35012817,-2.0002747,-7.1958923,0.5036011,-1.2298889,1.8629456,3.2085571,-12.511139
1994-09-01,-4.983307,2.5862122,-10.559448,-1.6256714,0.7541504,-2.20578,-8.17865,0.38293457,-2.3396606,2.15271,3.1173096,-12.683319
1994-10-01,-4.838806,2.4531555,-10.776367,-3.1695557,0.099823,-2.1863403,-7.732086,0.64660645,-6.741028,2.015747,3.4913025,-12.432404
1994-11-01,-3.9025269,2.1012268,-9.595886,-5.3947754,-1.570282,-1.5060425,-6.7805786,1.0439453,-9.672852,0.6521301,3.368866,-12.396454
1994-12-01,-2.360382,1.2674866,-7.636902,-7.2666626,-3.7888489,-0.6788635,-4.5955505,1.273346,-12.972748,-0.91030884,3.0186157,-11.247101
1995-01-01,-1.3475342,0.5236511,-6.1209717,-7.783081,-4.783142,0.0029907227,-3.6026,1.810669,-15.793823,-2.2916565,2.8046265,-9.303558
1995-02-01,-0.56539917,0.09692383,-5.515625,-8.892639,-5.652405,0.80856323,-3.533081,2.281189,-16.643524,-2.9533386,2.3261108,-8.830109
1995-03-01,-0.46499634,0.08547974,-6.101959,-8.902618,-5.8919373,1.5825195,-3.5411377,2.4773254,-17.870209,-3.1586914,2.4138184,-8.706268
1995-04-01,-1.2156677,0.15927124,-6.8350525,-8.198273,-5.3751526,0.9295044,-4.4353943,2.1662292,-17.526306,-2.8670654,2.944275,-9.369049
1995-05-01,-2.274231,1.4378357,-8.378632,-6.630554,-2.9673157,0.20455933,-5.952606,2.0249329,-15.288452,-1.1303406,3.0071716,-10.378754
1995-06-01,-3.3713684,1.8489685,-9.759064,-4.6705933,-1.1216431,-0.6263733,-6.7464294,1.354187,-12.809784,1.0132751,3.1101074,-11.804108
1995-07-01,-4.019287,2.622406,-10.597473,-3.00531,0.20953369,-1.8990173,-7.7220764,0.71118164,-7.5887146,2.2003784,2.9046936,-12.35141
1995-08-01,-5.0088196,3.3350525,-10.834808,-1.7119141,1.3036499,-2.421112,-8.174805,0.13778687,-3.8644104,2.8290405,2.7694397,-13.344849
1995-09-01,-5.113617,2.9303284,-10.428223,-2.2269897,1.0708923,-2.6636658,-8.002686,0.036376953,-4.9040833,2.4585266,3.3909302,-13.235718
1995-10-01,-4.4911194,2.7395935,-9.915619,-3.8405151,-0.7292175,-2.1764526,-7.600464,0.46401978,-8.09671,2.0167236,3.6016846,-13.1539
1995-11-01,-4.123047,2.2871094,-9.285278,-6.680969,-2.7813416,-1.8977661,-6.367401,0.6249695,-10.607452,0.1824646,3.484253,-12.251038
1995-12-01,-2.4919434,1.8296814,-6.869751,-7.622406,-4.1960754,-0.7037964,-4.847168,1.200592,-14.474121,-0.8112488,2.8773804,-9.5043335
1996-01-01,-1.4790039,1.1069641,-5.708496,-9.244659,-5.445465,0.2906189,-3.815857,1.994873,-16.022552,-1.8604126,2.7077637,-8.422119
1996-02-01,-1.5564575,0.45147705,-4.810547,-10.197144,-6.270294,0.9729004,-2.4510498,2.3158264,-16.787659,-2.6177979,2.162445,-8.474335
1996-03-01,-1.3554077,0.27059937,-5.7779236,-10.494873,-6.453766,1.2660828,-3.736023,2.519928,-17.950134,-3.040619,2.575531,-8.447815
1996-04-01,-1.776123,0.28997803,-6.548645,-9.641632,-6.1548767,1.0723572,-5.4131775,2.397766,-16.100403,-2.8853455,3.2012634,-10.114136
1996-05-01,-2.7277222,0.8321228,-8.259979,-9.51178,-5.8294373,0.19696045,-5.9895325,1.6572266,-14.26886,-2.1182861,3.3728027,-11.318481
1996-06-01,-3.7491455,1.3739014,-9.2638855,-6.8400574,-3.488678,-0.8975525,-6.6058655,1.0259705,-11.607452,-0.506897,3.3257446,-12.550934
1996-07-01,-4.2513123,1.7632446,-9.619873,-3.066925,-1.7162781,-1.3003845,-7.3931885,0.6107788,-8.252258,0.88049316,3.4067688,-13.174591
1996-08-01,-4.861603,2.688385,-10.039215,-0.9249878,-0.023712158,-1.6574402,-8.237671,0.42666626,-4.251129,1.3629761,3.5917053,-13.096161
1996-09-01,-5.2061768,2.7216187,-10.105835,-1.1135864,0.6786804,-1.9309692,-8.588928,0.37088013,-5.144928,2.159027,3.6357727,-13.77066
1996-10-01,-4.5001526,2.6051025,-9.543945,-2.7464905,-0.0009460449,-1.4622498,-8.268982,0.8545227,-7.531372,1.7722778,3.8203735,-13.690552
1996-11-01,-3.1271362,2.3356323,-8.963074,-5.0002136,-1.7265625,-0.7784424,-7.4091187,1.4117126,-10.613281,0.78323364,3.5905457,-12.57901
1996-12-01,-1.9072876,1.2417908,-7.5986023,-6.9505615,-3.5209656,-0.21899414,-5.980835,1.9763184,-13.910156,-0.7100525,3.0592957,-11.137848
1997-01-01,-0.82907104,0.9873352,-6.75589,-9.091614,-5.167877,-0.07727051,-4.345886,2.2304688,-14.490448,-1.7548218,2.7391357,-9.5086975
1997-02-01,-0.612854,0.3881836,-6.2049866,-9.823029,-6.280243,-0.17184448,-3.4862366,2.105896,-16.24118,-2.7105408,2.881073,-9.012238
1997-03-01,-0.5887451,-0.20370483,-5.941284,-9.981018,-6.5064087,-0.41073608,-3.692047,1.9122925,-17.107239,-3.1004639,2.4326477,-8.412842
1997-04-01,-1.3381958,-0.10269165,-6.9526978,-9.805237,-6.208557,-0.42416382,-4.053894,1.6587524,-17.644073,-2.9888,2.6277466,-9.191803
1997-05-01,-2.8525085,0.8133545,-8.165894,-8.819519,-4.6388855,-1.052887,-5.1592407,1.0880127,-15.564728,-1.9893188,3.2782898,-10.633881
1997-06-01,-3.8045654,1.717865,-9.264435,-7.112335,-3.062439,-1.3615112,-6.5339966,0.6934509,-13.09256,0.3251953,3.1670227,-11.993866
1997-07-01,-4.831238,2.0253906,-10.113586,-4.0077515,-1.0773926,-1.7452393,-7.6033936,0.2079773,-8.087128,1.9190674,2.6891785,-12.641602
1997-08-01,-5.1593323,2.3799133,-10.539856,-2.0041504,0.25985718,-2.38208,-7.8867188,-0.16690063,-5.076935,2.085907,2.7537842,-12.886749
1997-09-01,-5.481018,2.5628052,-10.730316,-2.875702,0.8725586,-2.2704163,-8.009552,0.068878174,-6.0883484,2.6731873,2.818634,-13.217621
1997-10-01,-5.0085754,2.569336,-10.414032,-4.1102905,-0.75775146,-0.97546387,-8.172882,0.5352173,-9.51828,1.685791,2.943695,-12.80365
1997-11-01,-4.1323853,1.9037781,-9.200104,-6.6003723,-3.1298523,0.086364746,-7.2936707,1.1489258,-12.562286,0.14486694,3.1108093,-12.424438
1997-12-01,-3.9205933,1.4329529,-7.2828064,-8.4791565,-4.374817,0.58047485,-6.130707,1.553009,-14.124664,-0.6987915,2.7844543,-11.454742
1998-01-01,-3.3424377,0.713501,-5.805084,-9.754425,-5.4009094,0.716156,-3.8532104,2.2076416,-16.397644,-1.987793,2.4675293,-9.920441
1998-02-01,-2.6796875,0.5281372,-3.9871216,-10.166779,-6.182434,0.5048218,-2.284027,2.2185364,-17.095886,-3.0419617,2.1230469,-8.252045
1998-03-01,-2.4068909,0.15914917,-5.1427,-10.2361145,-6.395508,0.73358154,-2.2578735,2.195343,-17.374725,-3.8458862,2.203308,-8.598755
1998-04-01,-3.0887146,0.8128967,-6.019165,-9.818909,-6.10614,0.36471558,-3.0075684,2.081604,-15.615112,-3.3024597,2.3362122,-9.448181
1998-05-01,-4.0681458,1.6521912,-7.4796753,-8.001038,-4.6520996,0.024414062,-5.0557556,1.5848389,-14.303772,-1.9083557,2.5496216,-11.259796
1998-06-01,-4.555298,2.4332275,-8.352417,-5.512146,-2.2671509,-0.28878784,-5.953949,1.166626,-10.551453,0.2638855,2.8596497,-12.603027
1998-07-01,-5.111511,2.6784363,-8.8927,-2.1768188,-1.1340332,-1.0141907,-7.037384,0.9764099,-6.4953003,1.1450806,3.2645264,-13.179901
1998-08-01,-5.911072,3.4170227,-9.416992,-0.6834717,-0.11117554,-1.7792664,-8.111145,0.64782715,-3.817047,1.5527039,3.654663,-13.228424
1998-09-01,-5.7180786,3.290741,-9.2659,-1.5666504,0.49395752,-2.0317993,-7.7091675,0.68118286,-3.0024414,2.0872803,4.09906,-13.360046
1998-10-01,-5.266083,3.0346375,-9.155487,-2.340393,-0.15090942,-1.6137695,-7.322418,0.8218384,-6.2515564,1.9303589,3.8122253,-12.825836
1998-11-01,-4.232086,2.2408752,-8.520874,-3.658722,-1.261322,-1.1313782,-6.7005615,1.3100281,-9.419373,1.0941467,3.435852,-12.011444
1998-12-01,-2.833313,1.7153625,-7.077545,-5.848633,-2.8810425,-0.65548706,-4.521576,2.0134583,-12.49823,-0.27572632,3.219574,-9.952301
1999-01-01,-1.5816956,0.78253174,-5.05249,-7.695862,-4.6101685,-0.26730347,-2.298645,2.0557556,-15.606415,-1.4597168,3.0538635,-8.467529
1999-02-01,-1.672699,-0.08215332,-4.621338,-8.371277,-5.4025574,0.17739868,-1.7625732,2.3503418,-15.903259,-2.623108,2.9020996,-6.494049
1999-03-01,-1.9399414,-0.023071289,-4.988983,-8.568207,-5.654724,0.75213623,-2.7176514,2.254303,-16.143372,-2.98526,2.4736938,-8.25946
1999-04-01,-2.514923,0.702301,-5.8953247,-8.493011,-4.939392,0.8388672,-3.3719482,2.225586,-15.733307,-2.6379395,3.039917,-9.114075
1999-05-01,-3.3940125,1.8355103,-7.2935486,-7.510437,-3.5295715,0.26504517,-4.735016,1.8666382,-13.93988,-1.4234009,3.1223145,-10.044373
1999-06-01,-3.6330566,2.7009888,-8.095917,-5.689514,-2.1846008,-0.30789185,-5.7462463,1.5211487,-10.704163,-0.27926636,3.5524902,-11.305115
1999-07-01,-4.060974,2.9252625,-8.820068,-2.5758667,0.028839111,-0.9416504,-7.2360535,1.1117859,-5.9592896,1.3101196,3.5699158,-12.266235
1999-08-01,-4.634918,3.5492554,-9.629944,-0.8643799,1.413971,-1.5256042,-7.977661,0.48013306,-1.3031921,2.3277283,3.6391296,-12.647858
1999-09-01,-4.4453735,3.6524353,-9.334991,-1.7206726,1.4197693,-1.850708,-8.114471,0.4854126,-2.5028687,2.2205505,3.9315796,-12.467865
1999-10-01,-4.423889,2.9454346,-8.762726,-3.8379517,0.23028564,-1.7624207,-7.6355896,0.6113281,-5.0027466,1.7043457,3.8095093,-12.620087
1999-11-01,-3.6978455,2.1743164,-8.075836,-6.300049,-1.9029541,-1.1383057,-6.0188904,1.3629761,-7.8870544,0.8754883,3.7975159,-11.652069
1999-12-01,-1.8890991,1.4029541,-7.847107,-7.2657166,-3.4992065,-0.15646362,-4.741333,1.8427734,-11.35553,-0.4827881,3.7546387,-9.362335
2000-01-01,-0.09365845,0.40621948,-6.7716064,-8.11734,-4.381897,-0.12915039,-4.0528564,2.0761108,-13.482819,-1.5829163,2.993988,-7.3080444
2000-02-01,0.5271301,-0.1670227,-5.5625305,-8.737518,-5.4746704,0.80651855,-2.381012,2.3279724,-14.57724,-2.379364,2.6335754,-7.0305176
2000-03-01,0.24935913,-0.49884033,-6.137726,-8.805176,-5.7338867,0.67282104,-3.3179932,2.4551392,-15.318848,-3.0691528,2.795105,-8.3680725
2000-04-01,-1.649353,-0.31835938,-6.9248047,-9.410553,-5.9883423,0.45874023,-4.3812256,2.492096,-14.415314,-3.2444763,3.0945435,-9.519684
2000-05-01,-2.5454407,1.0093689,-8.071899,-8.146118,-4.583679,-0.075531006,-5.229828,1.8186646,-11.649078,-2.005188,3.1185608,-10.294617
2000-06-01,-3.599823,1.5086365,-8.714813,-5.3106384,-2.5853271,-0.7413635,-6.311493,1.3552856,-8.311005,-0.18743896,3.2800293,-11.937836
2000-07-01,-4.015045,2.3534546,-9.120239,-4.0538025,-0.54974365,-1.711029,-7.2424316,0.8336487,-4.178772,1.4917603,3.5507507,-13.292236
2000-08-01,-4.465637,2.8425903,-9.42511,-2.1201477,0.34976196,-1.9913635,-7.759033,0.5489502,-1.8069153,2.1500854,3.26062,-13.292053
2000-09-01,-4.5887146,3.4338684,-9.604401,-2.4293213,0.91049194,-2.3130798,-8.097137,0.77841187,-2.2655945,2.1907349,3.7471008,-13.376923
2000-10-01,-4.5032043,3.1111755,-9.61496,-3.6382446,0.053527832,-1.9689026,-7.4926453,0.9555969,-5.508423,1.2633667,3.3987427,-12.676422
2000-11-01,-3.17099,2.5186462,-9.036926,-4.5958557,-1.6347961,-1.1884155,-6.7443542,1.3055115,-9.934601,0.62008667,2.8640747,-11.24707
2000-12-01,-1.9381409,1.4283752,-7.018219,-7.477173,-3.1851196,-0.62350464,-3.7302856,1.7055969,-12.608002,-0.33154297,3.3236694,-8.982269
2001-01-01,-0.32574463,0.7779541,-5.973358,-8.814178,-4.3967896,-0.13009644,-2.4887695,2.144928,-14.5355835,-1.1197205,3.1072083,-7.8606873
2001-02-01,-0.4326172,0.061401367,-5.5964966,-9.623108,-5.1045227,0.84402466,-2.914154,2.1516418,-16.30835,-1.8692932,2.7597656,-6.9490356
2001-03-01,-0.8713379,-0.3236084,-5.4405212,-10.436615,-5.7709045,0.47808838,-3.3518372,2.0066528,-17.608673,-2.789154,2.7939148,-7.8342896
2001-04-01,-1.7049255,-0.17840576,-6.6452637,-9.415894,-5.756836,0.36157227,-4.703186,1.9969788,-16.09079,-2.3858337,2.9804077,-9.213013
2001-05-01,-2.9118958,0.9484863,-7.4919434,-8.230133,-4.133301,-0.137146,-5.700592,1.830719,-14.338226,-1.1598206,3.1977234,-10.937775
2001-06-01,-3.749237,1.8865051,-8.621429,-6.803772,-2.3120422,-1.1252136,-7.0773926,1.1745911,-10.416382,0.9195862,2.9019165,-13.030579
2001-07-01,-3.9971619,2.318451,-9.411926,-3.5439148,-0.6788025,-1.6064758,-7.8591003,0.7403259,-6.517395,1.250885,3.18573,-13.813324
2001-08-01,-4.234192,2.8206482,-9.731049,-1.0263062,0.7748108,-2.5073853,-8.453888,0.22711182,-7.020294,1.8955688,3.171173,-14.525299
2001-09-01,-4.4211426,3.3466187,-9.779633,-2.6096802,0.6141968,-2.6525269,-8.578369,0.3189392,-4.9502563,2.4674988,3.7652893,-14.179993
2001-10-01,-4.157074,2.8358154,-9.153198,-4.573181,-0.79382324,-2.1262207,-8.640564,0.876709,-7.6251526,1.8554688,4.1393127,-14.016632
2001-11-01,-3.9407349,2.362976,-8.484619,-6.333496,-2.1618042,-1.5227051,-6.35672,1.2458496,-9.677124,0.7378845,3.635498,-11.554169
2001-12-01,-3.2226562,1.65625,-7.034546,-7.4826355,-3.769867,-1.1282959,-3.8994446,1.6335449,-12.788483,-0.68692017,2.8544312,-9.348816
2002-01-01,-1.7242737,0.7963562,-6.097107,-8.820709,-5.0759583,-0.7459717,-3.4449463,1.5899658,-14.795502,-1.9291992,2.762848,-8.993622
2002-02-01,-1.0941467,0.2166748,-5.330536,-9.662476,-5.5930786,-0.015838623,-2.95224,1.9457092,-15.428894,-2.6281128,2.5131836,-8.004364
2002-03-01,-0.8910217,-0.31567383,-5.9007874,-10.546051,-6.171234,0.38531494,-3.1643982,2.0340576,-16.23462,-3.2259521,2.9916687,-8.600739
2002-04-01,-1.9238892,0.3553772,-7.380951,-9.926727,-6.2100525,0.2519226,-4.084961,1.936615,-15.247833,-3.101715,3.0080261,-10.378937
2002-05-01,-2.8955078,0.73150635,-8.114136,-7.890503,-5.100891,-0.3418579,-5.348694,1.7384033,-13.550995,-2.1477356,3.2694092,-11.825409
2002-06-01,-3.985077,1.6438904,-9.379578,-6.22937,-3.1698303,-1.211731,-6.5682983,1.1473389,-10.262817,-0.6959839,3.0724487,-12.807587
2002-07-01,-4.339386,2.0329285,-9.74176,-2.9817505,-1.4739075,-1.8694763,-6.5171814,0.67333984,-7.76001,0.5600586,3.0679016,-12.886017
2002-08-01,-4.3468933,3.1845093,-10.234467,-1.163208,0.11904907,-2.3222961,-7.6571655,0.52249146,-5.5030212,1.8643494,2.9559631,-12.811768
2002-09-01,-4.522156,3.3412476,-10.355072,-2.3744202,0.8013916,-2.699524,-8.102905,0.4984436,-5.741852,1.9048157,3.0210571,-13.395905
2002-10-01,-4.500305,2.9640808,-10.122406,-5.005249,-0.50531006,-2.8303833,-8.150024,0.25820923,-7.2874756,1.5404663,3.4291077,-13.981934
2002-11-01,-4.085541,2.2857666,-9.758362,-6.879608,-1.9939575,-2.0924988,-6.575653,1.0119019,-10.702698,0.89120483,3.7611084,-12.466217
2002-12-01,-3.3471985,1.4197388,-7.7052307,-8.150543,-3.695465,-0.98269653,-4.844208,1.477356,-14.278534,-0.3442688,3.469452,-10.8810425
2003-01-01,-2.133789,0.86050415,-6.200226,-8.996704,-4.5128174,0.536499,-1.8414612,2.0344238,-15.452057,-1.4022217,2.9534302,-9.363281
2003-02-01,-1.5815125,0.43615723,-5.544098,-9.368622,-5.518158,1.2611694,-2.1567688,2.2409363,-16.441803,-1.9620667,2.834381,-9.29541
2003-03-01,-1.502655,0.08041382,-6.21344,-9.971466,-5.6526794,1.2953796,-2.6547852,2.4319153,-18.416443,-1.9631958,2.7709656,-9.470428
2003-04-01,-1.9996033,0.44638062,-6.7669983,-10.2836,-6.192749,1.037262,-4.0982666,2.545044,-17.911835,-2.307495,3.2719421,-10.265442
2003-05-01,-2.903595,1.1997375,-8.053131,-8.159546,-4.760803,0.31240845,-5.0463867,1.9743958,-15.2561035,-1.4160461,3.3456116,-11.457581
2003-06-01,-3.580719,1.5968323,-8.877716,-5.7910156,-1.5672302,-0.38082886,-5.895355,1.5459595,-11.50647,-0.17471313,3.2463684,-11.880829
2003-07-01,-4.240204,1.9446411,-9.737061,-2.7812195,0.43270874,-0.91778564,-6.752655,0.85272217,-8.611938,1.2182617,2.8174133,-12.334686
2003-08-01,-4.5814514,2.8058777,-10.02121,-1.782898,1.8754578,-1.6951599,-7.832733,0.66049194,-4.3363647,2.064972,3.0909119,-13.23407
2003-09-01,-4.630615,3.334076,-10.281189,-2.1773376,1.1211853,-1.8834839,-8.209534,0.48257446,-4.38089,2.686615,3.01474,-13.548584
2003-10-01,-4.70047,3.2870483,-10.231628,-4.500061,-0.6428528,-1.3328857,-8.135559,0.8659668,-8.001099,2.4708557,3.252777,-13.516663
2003-11-01,-3.601471,2.5761108,-9.276428,-6.511627,-2.5505676,-1.196991,-6.682434,1.1778564,-9.245789,0.9738159,3.4618835,-12.287842
2003-12-01,-2.5523376,1.4943848,-7.1977234,-7.5076904,-4.043518,-0.34259033,-4.8394775,1.5499268,-11.392426,-0.33843994,2.4434814,-10.493652
2004-01-01,-1.4066467,0.86795044,-5.5160217,-7.886261,-4.60318,-0.027801514,-4.379242,1.8256226,-14.039276,-1.7453308,2.6413574,-8.690918
2004-02-01,-0.33740234,0.28762817,-5.6505127,-8.46106,-5.3792725,0.15579224,-3.4232178,2.0026245,-16.718079,-2.7453613,2.5360718,-8.43689
2004-03-01,-0.5321045,-0.0032043457,-6.486328,-9.071442,-5.7375183,0.02798462,-3.4090881,2.1466064,-16.74118,-2.7850647,2.8204346,-8.390564
2004-04-01,-1.620636,0.7576294,-7.727844,-9.162567,-6.124054,-0.48181152,-4.7376404,1.9850159,-15.853027,-2.403656,3.5037842,-9.894775
2004-05-01,-2.47583,1.2143555,-8.290161,-7.8508606,-5.076538,-0.7522583,-5.5626526,1.6864014,-13.996307,-1.7270203,3.2469177,-10.983459
2004-06-01,-3.3528442,2.002533,-9.257263,-5.48053,-1.6947021,-1.0098267,-6.344055,1.4615479,-9.448517,0.54367065,3.1715393,-12.219788
2004-07-01,-3.966339,2.4382935,-9.7846985,-3.0841675,-0.22329712,-1.5608826,-7.177948,0.8717346,-6.1634216,1.6255798,3.433197,-12.76886
2004-08-01,-4.688751,3.091217,-10.38736,-2.1011353,0.9449158,-2.0679321,-7.7171936,0.26504517,-3.0532532,2.527069,2.6785583,-13.146057
2004-09-01,-4.7277527,2.9893188,-10.544098,-1.9217224,1.0075684,-2.421936,-7.8045044,0.24215698,-4.9854126,2.329071,3.112091,-13.171967
2004-10-01,-4.754822,3.217865,-10.204315,-3.671875,-0.21768188,-2.1747437,-7.951355,0.7852478,-6.1623535,1.2633362,3.008545,-13.0979
2004-11-01,-4.034607,2.082672,-8.907928,-5.494507,-1.7806396,-1.4616089,-5.4914856,1.2211304,-8.913452,0.26498413,3.388031,-12.230743
2004-12-01,-3.0308533,1.0941467,-8.933258,-7.104004,-3.663391,-0.70339966,-5.248596,1.5249023,-12.4895935,-0.57458496,3.2731323,-11.434814
2005-01-01,-1.8918457,0.5639343,-6.855835,-8.303894,-5.200287,0.10296631,-4.0269165,2.0072632,-14.362396,-1.6409912,2.8286743,-9.834534
2005-02-01,-1.322937,-0.07122803,-4.9568787,-8.603516,-6.1006165,0.8936157,-3.5829163,2.5285034,-16.603363,-2.4957886,3.013855,-8.995178
2005-03-01,-1.487915,0.4227295,-5.3880615,-9.294556,-6.652466,1.1488953,-3.49646,2.588501,-16.605835,-2.8295898,2.633484,-8.750488
2005-04-01,-2.3535461,1.3915405,-6.7766113,-8.989471,-6.1684875,0.38168335,-4.267914,2.2817688,-16.568542,-2.4398193,2.789856,-10.26712
2005-05-01,-3.3139648,1.9908752,-7.9683228,-8.500244,-5.6877136,-0.31515503,-5.505127,1.6489563,-14.756134,-1.9585266,2.8948364,-10.946503
2005-06-01,-3.33313,2.6433105,-9.0312195,-6.4505005,-3.2833862,-1.1721497,-6.762787,1.3201599,-11.598663,0.29656982,3.0905457,-11.873352
2005-07-01,-4.066681,3.1773682,-9.703369,-3.2569275,-1.1620789,-1.7061768,-7.1263733,0.9020386,-6.3361816,1.7949219,3.2027588,-11.984497
2005-08-01,-4.600952,3.6195984,-9.860779,-1.5698547,0.18838501,-2.2991638,-7.4298706,0.4069519,-2.2435913,2.7447205,2.9262695,-12.336151
2005-09-01,-4.3937683,4.270294,-9.751007,-1.875,0.2071228,-2.3778076,-8.268524,0.54849243,-3.483429,2.6152954,3.2842712,-12.663025
2005-10-01,-4.2747803,3.6044006,-9.504974,-4.168396,-0.88113403,-1.8771973,-8.053192,0.96759033,-6.006012,1.8387451,3.8182068,-13.077515
2005-11-01,-3.210968,2.4590454,-7.99234,-6.3098145,-2.250885,-1.0960388,-6.5829163,1.3406982,-8.83017,1.0194397,3.5376892,-11.957062
2005-12-01,-1.5434875,1.68927,-6.6646423,-7.3569336,-3.5324707,-0.69558716,-3.7711487,1.7713013,-13.743561,-0.43521118,2.9293518,-9.373444
2006-01-01,0.11972046,0.9647827,-5.476715,-8.502197,-5.151581,-0.13027954,-2.8193665,1.9003296,-15.56842,-1.5560913,2.9355774,-8.889709
2006-02-01,-0.05999756,0.16390991,-4.6861267,-9.104675,-5.920227,0.627594,-1.8978882,2.0171204,-16.315582,-2.40094,2.565155,-8.29541
2006-03-01,-0.73672485,0.20648193,-5.6419983,-9.704742,-5.932373,0.99938965,-2.7264404,2.2738953,-16.182007,-2.5239868,2.5238953,-9.514557
2006-04-01,-1.6040039,0.66329956,-6.4821777,-9.560303,-5.755707,0.16125488,-4.5522766,2.3820496,-17.19397,-3.0789185,2.7593384,-10.263245
2006-05-01,-2.5729065,1.7372742,-8.003723,-8.2664795,-4.5212097,-0.5203247,-5.4199524,1.8916626,-14.618011,-1.9517822,3.0419312,-10.706085
2006-06-01,-3.587677,2.2863464,-9.101318,-6.4234924,-3.1878967,-1.2973938,-6.358032,1.137085,-11.683014,-0.03668213,3.3389587,-11.655914
2006-07-01,-4.0464478,2.6082458,-9.982849,-3.3286743,-1.154419,-1.8537903,-7.3275146,0.52700806,-8.71347,0.6619873,3.5238342,-12.202606
2006-08-01,-4.711212,2.8918152,-10.405273,-1.6300049,0.77737427,-2.2511597,-7.9345093,0.33670044,-5.4064636,2.8049011,2.969513,-13.195587
2006-09-01,-4.77594,3.809143,-10.275757,-2.3215332,0.17636108,-2.5403137,-7.9532166,0.30621338,-6.4972534,2.1655579,2.973297,-12.58139
2006-10-01,-4.2614136,3.1417236,-10.071014,-4.997589,-0.90008545,-1.9516602,-7.8170166,0.8810425,-8.528137,1.2982178,2.9448853,-12.661957
2006-11-01,-4.123169,2.3346863,-9.271759,-6.5382385,-2.5000305,-1.7168274,-6.8909607,1.1716309,-9.9210205,0.5418091,3.633728,-12.038544
2006-12-01,-3.1028442,1.509491,-8.552032,-8.407349,-4.2807007,-0.9433899,-4.667206,1.9077454,-12.666412,-0.7501526,3.5262756,-10.432861
2007-01-01,-1.8133545,0.7506714,-6.339142,-8.729523,-4.9998474,-0.42861938,-2.6543884,2.0274048,-14.571411,-1.6916809,2.7321472,-8.8567505
2007-02-01,-0.88497925,0.32659912,-5.606659,-9.218201,-5.652588,0.13327026,-2.3812866,2.254547,-15.131287,-2.0657654,2.3464355,-8.552338
2007-03-01,-1.082367,0.38217163,-5.76416,-9.432251,-5.6929626,0.113586426,-3.0784607,1.9925537,-15.595215,-2.1399841,2.5943298,-8.183807
2007-04-01,-1.9614868,0.72976685,-6.6185303,-9.254242,-5.643219,0.19665527,-3.7884521,2.2407227,-17.081635,-2.1841125,3.0737,-9.125519
2007-05-01,-3.3417969,1.7383118,-7.448578,-7.628296,-3.9162903,-0.63287354,-5.22583,1.6464233,-15.429932,-0.98373413,3.0437927,-10.556824
2007-06-01,-4.180023,2.5907288,-8.680084,-6.5062866,-2.257141,-1.4085083,-6.258911,1.0787659,-12.066498,0.7157898,3.2545776,-11.747437
2007-07-01,-4.931305,2.9975586,-9.264252,-3.0230408,-0.82650757,-2.0118713,-6.62854,0.9974365,-9.094116,1.8051453,3.3600464,-12.300293
2007-08-01,-5.1705933,3.211609,-9.89682,-1.6130676,0.106903076,-2.588379,-7.2328186,0.39312744,-3.6384277,2.330658,3.0298462,-13.032806
