,r300GLB_cluster1,r300GLB_cluster2,r300GLB_cluster3,r300GLB_cluster4,r300GLB_cluster5,r300GLB_cluster6,r300GLB_cluster7,r300GLB_cluster8,r300GLB_cluster9,r300GLB_cluster10,r300GLB_cluster11,r300GLB_cluster12
1965-01-01,48.9747117205364,60.94294276511686,32.9289747088143,28.205299043404867,38.39339315891266,44.85044479370117,66.77079402225118,48.740962791113446,27.413604785869648,33.953092502475194,82.22947750451429,50.77033547794118
1965-02-01,41.99633637094885,64.09418338813086,39.55037834938992,27.09431456183385,36.4993679523468,45.615304946899414,64.73833540795555,51.545418852969156,20.93082248390495,24.875297018400936,84.44911309008327,57.85175772274242
1965-03-01,43.88878209804132,61.27575610830941,40.90221133571439,25.59951708738524,37.499529123306274,41.42040189107259,64.27616065656636,47.401413728124325,29.813183128059684,29.34835361361916,92.71814118391312,59.838593426872706
1965-04-01,37.917055347101474,64.17654339762255,62.25429206305229,35.269248882233576,53.02768588066101,38.888959884643555,60.1975548435265,48.018393903610416,35.867605580912006,32.63537265025208,82.7438786344708,57.77341281666475
1965-05-01,27.13341829253406,64.9837274538016,65.66669449824073,26.608977843917607,57.90395140647888,40.499138514200844,48.40792266415878,50.434666635253066,40.37421028335373,45.274021716266354,75.91450769196516,71.25575570499196
1965-06-01,19.641898318034848,62.77895709408283,68.56594157129638,25.04129593510135,54.624751806259155,32.401256243387856,35.76721339158609,46.43851298330567,55.535787111752995,67.91843031516949,62.20828122312918,78.84657018324909
1965-07-01,14.959577428616159,58.43290460059553,67.05847465143668,22.166811647431864,53.21735620498657,24.988290150960285,24.596959772244308,44.77440829104093,57.307307751147775,68.6078345486862,54.41167579506928,78.03518407485065
1965-08-01,16.049657216886196,56.67917109806441,62.24524394403236,22.368465163035484,45.49208641052246,28.90294869740804,27.23760806338888,46.48079616829933,63.840915630390114,69.72041938544145,54.4425052666814,79.98136183794807
1965-09-01,21.0120111946168,59.380196655615855,60.862293314844486,21.556118699589877,51.51723504066467,33.4799280166626,39.34983804192342,47.421712002400085,59.43030567912312,66.7485616611362,62.93435006771447,83.36529451258042
1965-10-01,28.9366001036109,61.651015850136694,58.37046162465985,24.769015070018334,53.496729135513306,41.37154070536295,51.02048524668519,49.39650962183924,45.152155145422206,50.03047665922699,67.83322988066283,70.63505060532513
1965-11-01,36.975744681629706,62.12110800295023,57.338574584503746,25.76134476269189,54.04110670089722,45.860317866007485,56.0378329854616,49.21587612962475,34.20734777079,37.81134199518646,74.56028536430695,61.92257151884191
