,vws850-250GLB_cluster1,vws850-250GLB_cluster2,vws850-250GLB_cluster3,vws850-250GLB_cluster4,vws850-250GLB_cluster5,vws850-250GLB_cluster6,vws850-250GLB_cluster7,vws850-250GLB_cluster8,vws850-250GLB_cluster9,vws850-250GLB_cluster10,vws850-250GLB_cluster11,vws850-250GLB_cluster12
1980-01-01,30.23714828491211,31.759483337402344,3.8776257038116455,65.29820251464844,19.49843978881836,35.69819641113281,5.797410488128662,2.505157470703125,16.95241928100586,18.91970443725586,22.502960205078125,47.461910247802734
1980-02-01,24.780900955200195,28.70989990234375,4.09541130065918,57.40890121459961,22.23529052734375,34.40544891357422,9.5835542678833,1.7045955657958984,17.128061294555664,24.832416534423828,23.263269424438477,47.006168365478516
1980-03-01,24.538867950439453,31.430452346801758,3.773463487625122,48.41026306152344,14.44917106628418,22.309566497802734,7.625991344451904,5.379425048828125,17.276996612548828,20.650693893432617,18.204360961914062,43.463253021240234
1980-04-01,24.57463264465332,25.342161178588867,6.458779811859131,36.915733337402344,14.387284278869629,18.896684646606445,25.511804580688477,7.059348106384277,14.67934513092041,29.624414443969727,17.32038116455078,32.50123977661133
1980-05-01,19.695058822631836,21.98594093322754,9.093607902526855,25.115243911743164,26.660259246826172,12.327803611755371,29.423412322998047,5.921250820159912,22.555330276489258,35.644718170166016,11.86132526397705,20.334415435791016
1980-06-01,14.773245811462402,27.89051628112793,14.881889343261719,16.22920799255371,31.055824279785156,2.155499219894409,29.15749168395996,7.162359237670898,17.69049644470215,48.04648971557617,11.117148399353027,8.395593643188477
1980-07-01,13.238539695739746,20.19538116455078,16.843284606933594,7.215837478637695,27.86324119567871,10.580004692077637,31.854480743408203,12.202927589416504,17.52469253540039,40.90153503417969,9.746088981628418,9.628079414367676
1980-08-01,8.765641212463379,26.49909019470215,18.86271095275879,13.263786315917969,24.30883026123047,5.152910232543945,26.95171546936035,10.009603500366211,19.30722999572754,36.32167434692383,5.557709217071533,12.646937370300293
1980-09-01,11.291446685791016,31.036558151245117,15.498271942138672,16.974443435668945,28.96776008605957,10.01412582397461,24.211000442504883,6.923558235168457,24.53366470336914,38.669403076171875,7.841122150421143,5.856754779815674
1980-10-01,6.699250221252441,31.2869815826416,12.67940616607666,36.119232177734375,20.851144790649414,19.762510299682617,26.419179916381836,6.208125591278076,25.24547004699707,37.02741622924805,1.6152106523513794,23.36408042907715
1980-11-01,10.000041007995605,27.35129165649414,7.92761754989624,43.9846076965332,31.516496658325195,18.25231170654297,11.957988739013672,4.438849449157715,14.340768814086914,19.095111846923828,9.618852615356445,24.281095504760742
1980-12-01,23.525991439819336,39.68233871459961,8.68412971496582,61.075992584228516,20.085378646850586,32.238277435302734,12.412884712219238,6.578578472137451,27.093524932861328,22.209508895874023,17.93863296508789,39.90940475463867
1981-01-01,24.920028686523438,31.48952293395996,8.4628324508667,62.519344329833984,25.845977783203125,35.368080139160156,3.6214890480041504,8.62319564819336,18.285463333129883,15.76865005493164,21.144840240478516,51.98027420043945
1981-02-01,28.234268188476562,37.7593994140625,6.847225666046143,60.92572784423828,20.068857192993164,31.27719497680664,8.550064086914062,7.83381462097168,17.42726707458496,17.78648567199707,19.63364028930664,42.64455795288086
1981-03-01,22.344388961791992,22.12387466430664,3.4516007900238037,36.83293914794922,18.021024703979492,30.089763641357422,11.960051536560059,5.915454387664795,13.403027534484863,15.331758499145508,13.074616432189941,42.51488494873047
1981-04-01,19.848020553588867,19.70508575439453,4.731931209564209,35.70570373535156,17.56726837158203,18.786380767822266,16.674644470214844,2.309095621109009,20.354074478149414,18.99403953552246,9.852726936340332,27.1923885345459
1981-05-01,21.535890579223633,19.83527183532715,6.215439796447754,29.304426193237305,28.180849075317383,14.721138954162598,27.33315658569336,2.2924022674560547,19.370685577392578,36.101627349853516,10.152959823608398,24.32659339904785
1981-06-01,15.02342414855957,23.422121047973633,19.142549514770508,12.328014373779297,24.554685592651367,7.9045820236206055,27.39965057373047,4.763573169708252,19.238183975219727,45.54381561279297,7.430615425109863,15.063438415527344
1981-07-01,9.136853218078613,10.456564903259277,19.76544761657715,5.005537986755371,34.68610763549805,10.596413612365723,29.090837478637695,14.960888862609863,24.508682250976562,36.90656661987305,5.6973466873168945,11.183696746826172
1981-08-01,7.543065071105957,18.852514266967773,17.859495162963867,2.995551586151123,33.98773956298828,3.9023959636688232,21.856128692626953,7.972461700439453,18.45033073425293,39.4075813293457,2.656515121459961,8.778143882751465
1981-09-01,3.0147478580474854,28.758892059326172,13.605220794677734,14.202801704406738,32.51445388793945,5.725989818572998,25.274333953857422,8.584145545959473,24.419767379760742,36.946353912353516,1.84003484249115,5.555661678314209
1981-10-01,9.100103378295898,42.23814392089844,10.01776123046875,38.83974075317383,31.726057052612305,18.157773971557617,29.327077865600586,6.381301403045654,19.178585052490234,33.32060623168945,3.3311991691589355,24.527549743652344
1981-11-01,14.101265907287598,41.56059265136719,15.220544815063477,53.85193634033203,30.840587615966797,25.72808837890625,20.82245635986328,3.6559624671936035,13.262350082397461,36.65690612792969,14.717867851257324,38.770912170410156
1981-12-01,24.103206634521484,39.380279541015625,7.889622211456299,56.057281494140625,23.416160583496094,23.46528434753418,16.659337997436523,3.8036882877349854,17.843847274780273,27.50908851623535,19.575822830200195,31.913780212402344
1982-01-01,23.12784767150879,33.112586975097656,9.240500450134277,56.32832336425781,17.777528762817383,38.207401275634766,9.54935359954834,6.418023586273193,21.043210983276367,18.38557243347168,20.19713592529297,46.7819709777832
1982-02-01,24.621870040893555,24.969350814819336,4.966984748840332,52.07442092895508,21.018945693969727,36.67229080200195,6.591010093688965,9.475507736206055,14.012781143188477,25.63604164123535,21.72542381286621,56.027931213378906
1982-03-01,29.91501808166504,27.450029373168945,5.2526140213012695,50.2921028137207,24.1159725189209,37.24034118652344,11.531885147094727,6.617911338806152,12.2086820602417,24.32679557800293,22.895790100097656,47.44511413574219
1982-04-01,28.774492263793945,24.435482025146484,4.317680358886719,31.058252334594727,24.70009994506836,25.211254119873047,19.538787841796875,6.56031608581543,11.767220497131348,27.826725006103516,16.76647186279297,29.01067543029785
1982-05-01,25.872440338134766,20.334932327270508,6.486670017242432,25.57114028930664,27.12193489074707,20.672569274902344,34.13909912109375,3.5254225730895996,23.441444396972656,36.756378173828125,9.137410163879395,26.442256927490234
1982-06-01,16.935251235961914,33.3745231628418,16.928359985351562,24.255117416381836,26.120389938354492,8.457247734069824,26.930021286010742,3.7302963733673096,17.91374397277832,46.93074035644531,9.9420747756958,16.106735229492188
1982-07-01,18.631507873535156,23.306421279907227,15.532033920288086,10.962449073791504,23.972890853881836,3.9778237342834473,27.144609451293945,6.712442874908447,14.860430717468262,40.34517288208008,12.482542991638184,8.265172004699707
1982-08-01,12.386202812194824,19.112106323242188,17.064708709716797,6.931079387664795,19.97577667236328,8.650347709655762,26.7174015045166,9.250959396362305,22.199684143066406,39.05610275268555,10.277239799499512,10.466287612915039
1982-09-01,11.12662124633789,32.65772247314453,12.824159622192383,17.592683792114258,15.687910079956055,8.959694862365723,32.250511169433594,5.873359203338623,20.400712966918945,43.82230758666992,6.983999729156494,8.760720252990723
1982-10-01,4.677110195159912,24.787906646728516,2.752817153930664,33.66085433959961,23.155357360839844,21.33169937133789,26.85515022277832,9.924077033996582,18.282920837402344,31.17098045349121,6.616520881652832,27.047119140625
1982-11-01,20.50416374206543,25.082319259643555,3.0907256603240967,36.382530212402344,22.616058349609375,26.156251907348633,23.451927185058594,9.88045883178711,25.06790542602539,30.041763305664062,16.165212631225586,41.07752227783203
1982-12-01,23.676416397094727,31.103336334228516,6.07559061050415,53.95359420776367,20.581714630126953,30.150989532470703,18.766748428344727,6.003773212432861,28.993473052978516,25.4547061920166,19.764129638671875,41.9173469543457
1983-01-01,27.19092559814453,22.09111785888672,6.064260959625244,51.734134674072266,19.73162078857422,39.213809967041016,17.932785034179688,9.594733238220215,23.083864212036133,21.344945907592773,24.05635643005371,55.97765350341797
1983-02-01,34.13688278198242,27.045948028564453,4.830253601074219,55.05101776123047,18.086061477661133,36.744163513183594,7.337019443511963,2.0253701210021973,17.852581024169922,19.081666946411133,27.574411392211914,51.92218017578125
1983-03-01,31.98892593383789,27.042238235473633,5.979835033416748,39.510711669921875,20.885534286499023,32.559165954589844,17.309572219848633,3.3228509426116943,12.803970336914062,28.642894744873047,21.633277893066406,50.5142707824707
1983-04-01,28.445205688476562,25.206756591796875,5.54650354385376,36.56039810180664,16.399782180786133,26.91571617126465,28.20077896118164,3.0612728595733643,15.782644271850586,36.82316207885742,16.51152229309082,36.58729934692383
1983-05-01,24.237375259399414,23.143400192260742,6.024269104003906,23.015859603881836,22.68524742126465,14.566804885864258,26.51078224182129,2.546077013015747,22.102069854736328,35.3592414855957,10.982267379760742,16.87114143371582
1983-06-01,13.512812614440918,34.0810661315918,12.313838958740234,20.485044479370117,18.494243621826172,9.853838920593262,39.03459167480469,6.7383928298950195,25.27159309387207,43.23417663574219,8.248066902160645,13.85144329071045
1983-07-01,16.016677856445312,26.23478126525879,16.129108428955078,7.43557596206665,28.0894775390625,6.587350845336914,32.67513656616211,10.462533950805664,24.401939392089844,45.18757629394531,11.154273986816406,11.915842056274414
1983-08-01,11.922404289245605,18.60638427734375,18.065080642700195,8.792927742004395,31.32086753845215,9.747014045715332,20.722373962402344,12.212485313415527,25.82733726501465,35.01116943359375,10.607105255126953,9.431291580200195
1983-09-01,11.22484302520752,29.665569305419922,14.279809951782227,13.465883255004883,31.19328498840332,2.6981706619262695,30.090150833129883,8.847898483276367,24.861156463623047,39.05669021606445,7.837713718414307,9.946383476257324
1983-10-01,10.36335563659668,35.8501091003418,10.97053050994873,25.751924514770508,26.705297470092773,12.903115272521973,25.939205169677734,9.68791675567627,19.039011001586914,36.424468994140625,5.46154260635376,16.1612491607666
1983-11-01,16.28575897216797,29.98360252380371,11.69713020324707,52.8644905090332,32.32419204711914,22.242408752441406,15.168047904968262,5.6905670166015625,12.584553718566895,31.73388671875,9.469928741455078,33.15084457397461
1983-12-01,17.145002365112305,35.414485931396484,5.654284954071045,61.40749740600586,19.895532608032227,27.810924530029297,12.528584480285645,9.987405776977539,23.283266067504883,25.162464141845703,12.262518882751465,43.477848052978516
1984-01-01,17.970067977905273,46.05085372924805,11.422414779663086,71.65272521972656,17.867029190063477,27.211801528930664,3.956815242767334,11.949098587036133,20.4366512298584,15.784135818481445,14.053712844848633,44.542728424072266
1984-02-01,28.196393966674805,52.62322998046875,12.100558280944824,64.72421264648438,14.488378524780273,30.369230270385742,4.780455112457275,11.847270965576172,20.701473236083984,20.076135635375977,20.480680465698242,43.41301345825195
1984-03-01,28.02666473388672,34.77179718017578,8.656023979187012,49.925270080566406,12.767332077026367,22.744901657104492,14.341164588928223,7.486745357513428,19.279172897338867,21.25553321838379,17.17253303527832,40.6546516418457
1984-04-01,23.121170043945312,24.28120994567871,11.088351249694824,38.46742248535156,17.662147521972656,22.78319549560547,20.683635711669922,7.211010932922363,19.545520782470703,32.58223342895508,9.94841480255127,39.43035888671875
1984-05-01,24.641040802001953,22.71820068359375,13.05495548248291,28.555355072021484,24.509822845458984,8.726716995239258,29.217723846435547,2.1459414958953857,25.05059242248535,43.99563980102539,11.004006385803223,17.185081481933594
1984-06-01,14.977982521057129,25.99993133544922,19.335363388061523,14.138054847717285,26.11317253112793,1.4616144895553589,23.61542320251465,2.8329126834869385,24.426042556762695,41.92158889770508,8.135555267333984,6.330196857452393
1984-07-01,16.915761947631836,21.638227462768555,17.186038970947266,3.967398166656494,25.590017318725586,7.238096714019775,21.507165908813477,7.884790420532227,21.864519119262695,37.185516357421875,7.049586772918701,11.318037986755371
1984-08-01,13.659280776977539,17.952110290527344,19.928142547607422,4.755144119262695,29.22568130493164,3.4158639907836914,28.87371253967285,6.076060771942139,21.38945198059082,36.87036895751953,7.313316345214844,9.230063438415527
1984-09-01,7.719877243041992,29.139976501464844,15.851526260375977,17.22848892211914,29.197465896606445,9.616793632507324,25.25012969970703,5.2555341720581055,27.622867584228516,38.478981018066406,5.506221771240234,5.320056915283203
1984-10-01,17.181522369384766,43.490291595458984,14.456135749816895,32.799739837646484,26.76451873779297,22.544496536254883,23.485462188720703,3.2195653915405273,18.43301010131836,32.16609573364258,6.797831058502197,25.545181274414062
