,zgv850GLB_cluster1,zgv850GLB_cluster2,zgv850GLB_cluster3,zgv850GLB_cluster4,zgv850GLB_cluster5,zgv850GLB_cluster6,zgv850GLB_cluster7,zgv850GLB_cluster8,zgv850GLB_cluster9,zgv850GLB_cluster10,zgv850GLB_cluster11,zgv850GLB_cluster12
1980-01-01,0.0037727952,0.058073997,-0.31368047,-0.12800534,0.4980082,-0.6254746,0.35073465,0.025601054,-0.3382036,0.12301984,-0.008623516,1.5267669
1980-02-01,-0.0059286715,0.12962227,-0.22852321,-0.15966983,0.64501214,-0.03597624,0.05982566,-0.1362246,-0.18554038,0.13986269,-0.018055499,1.5713668
1980-03-01,0.028700149,0.13285609,-0.4451891,-0.2709671,0.6489197,0.3192049,0.047833562,0.028430676,-0.21963021,0.24321012,-0.12194194,1.024986
1980-04-01,0.082192905,0.097688295,-0.45879802,-0.31368047,0.65686953,0.58666867,0.011318361,-0.012935281,-0.25048622,0.21680064,-0.007815051,0.3480398
1980-05-01,-0.027622199,0.050124206,-0.4349486,-0.2414585,0.59354055,0.90277445,0.34925252,-0.078285374,-0.052684307,0.16640696,0.023310471,-0.85534513
1980-06-01,0.006063414,0.043117583,-0.6656278,-0.15940033,0.5908457,2.0475466,1.0844074,-0.5482672,0.075455785,0.17247036,0.4578549,-1.1843863
1980-07-01,-0.013608992,-0.051336884,-0.45987606,-0.08542673,0.4627056,2.2867146,1.0194616,-0.40166727,0.08623518,0.2538548,0.34494072,-1.077266
1980-08-01,0.009162486,0.11560905,-0.5552738,-0.058208752,0.5121561,2.083388,0.9820031,-0.3950649,0.18769625,0.33038852,0.31098562,-0.88296735
1980-09-01,0.009970939,0.064676404,-0.6557916,-0.14525238,0.5492103,1.5483257,0.7137309,-0.4720029,0.18109389,0.36272672,0.2833634,-0.63194215
1980-10-01,-0.012800539,0.069527104,-0.7385235,-0.20144,0.78069794,0.6730386,0.28188124,-0.18944792,-0.1170912,0.30047572,0.01024043,0.08151919
1980-11-01,0.009970951,0.11493532,-0.49140579,-0.2337782,0.9305315,-0.2773,0.11129729,-0.027622212,-0.20898557,0.31556687,0.0092972275,1.4207246
1980-12-01,0.07666846,0.14525238,-0.2976461,-0.2211124,0.77544296,-0.5909804,0.09324177,0.019537663,-0.2969724,0.335374,-0.018729199,1.7362915
1981-01-01,-0.011414099,0.24744639,-0.48094225,-0.14556503,0.7230339,-0.37891993,0.20249462,-0.064679906,-0.3173402,0.26252428,0.0015501023,1.6379938
1981-02-01,0.02663288,0.12414594,-0.6232662,-0.21404953,0.7698176,-0.26125607,0.17783451,0.026210165,-0.29535747,0.32255396,0.0784895,1.7628443
1981-03-01,-0.0009863854,0.13556004,-0.30634874,-0.30212134,0.81674224,0.42753553,0.03846979,0.03861065,-0.18628931,0.36384207,-0.078207776,1.2755607
1981-04-01,0.006200218,0.108222626,-0.46938723,-0.3453822,0.6875233,0.5226531,0.4523365,-0.10272684,-0.08342151,0.26435623,0.11526823,0.8905816
1981-05-01,-0.00014095307,0.12217321,-0.30395317,-0.17318435,0.5846555,1.0612295,0.21996804,-0.24857369,0.009018516,0.114704706,0.011132335,-0.6604677
