,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8,sstGLB_cluster9,sstGLB_cluster10,sstGLB_cluster11,sstGLB_cluster12
1981-03-01,616.672301806992,656.6977544662055,751.4044027412888,585.25603612264,775.5511000820491,698.7910945241044,599.127625582511,655.7286371379138,573.4690872664304,670.1353304993874,628.2568981955828,825.0334651295732
1981-04-01,615.9635036111736,657.4210490655461,750.3856827727462,585.9257380167644,776.1892658390411,698.3667699302116,598.2521244517544,655.7442164312215,574.3632208440722,670.8647125842525,628.7978542307035,823.6915848894818
1981-05-01,614.8750360063513,658.2262231669295,748.6709459693031,587.354342142741,777.637331888556,697.4329506478659,596.9205086691337,655.2375410245434,576.3688864167203,671.9678691789217,628.9887086072689,821.8379025342989
1981-06-01,613.3367305179295,658.5303070348336,746.9973943929757,589.7798538208008,780.3870353524544,696.0047279916159,595.3654399671052,654.136023673837,578.8051959165593,673.5287176393996,628.4596038429246,820.2721870236281
1981-07-01,612.1976564256407,658.6053550790209,745.6251296321904,591.9648170471191,782.4540090343179,694.856411073266,594.2049153645834,653.1372209662172,582.4932924250967,674.5332366344976,628.1854125754212,819.1833198361281
1981-08-01,611.4922612691098,658.5769513331421,744.8218151531389,593.0665651957195,783.3744972263842,693.9957223287444,593.5795084635416,652.533265553653,585.1170490697488,674.9144071691177,627.9581372203722,817.9771460556403
1981-09-01,611.3920582284173,658.7864727055261,744.5728673344165,593.1992530822754,783.5767772099744,694.066731522723,593.4420615748355,652.8068925692066,584.3639255798969,675.117426853554,628.0232858570981,817.6392792492379
1981-10-01,611.9309240107914,658.6592648007454,745.3528210125139,591.7897542317709,782.4350296090183,694.7123271663015,593.9956397341009,653.5185234731736,582.1499854019008,674.503173828125,628.3261714302994,818.4646234279726
1981-11-01,612.8997363632532,658.1743992796731,746.5791415324254,589.6716753641765,780.4657957869578,695.6589117282775,594.9112955729166,654.2833859517694,578.9561478133054,673.360595703125,628.493812435963,819.4603301257623
1981-12-01,614.3135784341277,657.4348799679257,748.3397087164685,587.7193768819174,778.3250782587756,696.8714644269246,596.4176218133224,654.8593042103668,576.2860170344717,672.0391726026348,628.2173643129554,822.0992520960367
1982-01-01,615.6667146751349,656.7182208419939,750.657046157702,586.2493832906088,776.4296997627712,697.9771125607375,598.2469632332785,655.283094432256,574.8526347052191,670.5958467371324,628.1415095094775,824.5083245998476
1982-02-01,616.380079530126,656.5621332291068,751.6771434682661,585.4684829711914,775.4175194866581,698.5462467844894,599.092225191886,655.4659072666952,574.0881851038982,669.9322390088848,628.1989203559027,825.5129930449696
1982-03-01,616.3979509751574,656.9765003449326,751.3166849592092,585.3867848714193,775.5084869524115,698.8470682283728,598.8333076343201,655.9009290721318,574.1622452883377,670.200985179228,628.5979724321209,825.0849430735519
1982-04-01,615.7333922900742,657.4979169653096,750.0289511891593,585.9584808349609,776.0622346782249,698.5707911049448,597.8912246436404,656.0998646635987,575.0759478696843,670.6401989506741,629.1896576872723,823.7457424256861
1982-05-01,614.6265702281925,658.1790609097261,748.585388723728,587.4152819315593,777.6096570437358,697.4459764434071,596.6515684964364,655.4408521957049,577.1007419861469,671.5718587239584,629.2042772192339,822.0158572313263
1982-06-01,613.4339915762703,658.6500675306407,746.6491429151688,589.555327097575,779.9666731324915,696.2698959722752,595.2539704975329,654.3272950333547,579.7613084930734,673.0057540594363,628.8292500924977,819.9305390148629
1982-07-01,612.5399363126687,658.686198663274,745.3635966883297,591.7369524637859,781.9891942690497,695.2011852729612,594.2848178796601,653.2229070794093,582.5062545304446,674.0949563419118,628.2935415243625,818.7188869569361
1982-08-01,611.7809268210432,658.8895045289205,744.781926247926,593.2264645894369,783.2469644067495,694.5175543064025,593.6726245545505,652.8049695437358,585.0002013530928,674.7498994715074,628.0180383901127,817.9538931497714
1982-09-01,611.7370825019672,659.0679203698394,744.6002251279039,592.9784456888835,783.3219066602454,694.4895116294304,593.6013312088816,653.0693019361801,584.3756292284149,674.8476753982843,627.9933908598019,817.695342273247
1982-10-01,612.3791811277541,659.1203182115466,745.1238311497511,591.5202458699545,782.3385717661957,695.2344568764291,594.0952662417762,653.8997981101955,582.1046809560245,674.3150419347427,628.4967141073258,818.0265696455793
1982-11-01,613.3924086316885,658.6218457703196,746.1636433559182,589.5896275838217,780.4516378603025,696.2332562702459,595.0155264871162,654.5921569545519,579.6214310164304,673.2227280560662,628.5611512231045,819.3171803544208
1982-12-01,614.6659137533724,657.5652936182984,748.302601502005,587.667719523112,778.1439515553653,697.4740749452172,596.6820646587171,655.4077009087829,576.9978002174613,671.5889725030638,628.5158807028404,821.6680759336891
1983-01-01,616.1159158610612,656.9345456744552,750.394594985827,586.2990061442058,776.4176042112585,698.6269695002859,598.4687885485197,655.918319911173,575.1344661122745,670.3570197610295,628.2393102871698,823.548643530869
1983-02-01,616.8187422718077,656.756591796875,751.5033012997789,585.490353902181,775.5310894691781,699.293666932641,599.2203133566337,656.1669615305722,574.0374692936533,669.8416436887255,628.211616557804,824.7503513243141
1983-03-01,616.8026930994267,657.0766203994051,751.0882352305725,585.2736790974935,775.5222825699201,699.6019875131003,599.0208033511512,656.4133874901898,573.6426284632732,670.0386795343138,628.3814699489128,824.4865008098324
1983-04-01,616.3417678942784,657.5437493280533,749.9860105261339,585.8120918273926,776.056214772403,699.2297474930926,598.2092070997807,656.4544538384704,574.4310516672036,670.6063064874388,628.6798973986794,823.2624928544208
1983-05-01,615.1280684436827,658.2246132946889,748.4156785813054,587.1670405069988,777.3944175406679,697.8926867973514,596.879090426261,655.4635104523402,576.3668728857925,671.5967754289217,628.7334727024988,821.3421481993141
1983-06-01,614.0874190296202,658.6873045755088,746.6501961767146,589.1699473063152,779.7889465610731,696.7803396829745,595.618318256579,654.5601065300372,578.7126364167203,673.1635837928922,628.6235649511897,819.5602491425306
1983-07-01,612.8961357281363,658.6581588885106,745.2787146104122,591.6568438212078,781.7234823148544,695.4566397318026,594.4693153782895,653.3842182594892,581.6183503141108,674.139404296875,628.0901354735884,818.1489972370427
1983-08-01,611.9964380058453,658.5683000197104,744.6596668884819,593.1533813476562,783.185817770762,694.6909276450554,593.7453955934759,652.8984592385489,585.052238543009,674.7806085324755,627.9017158327641,817.7039467416159
1983-09-01,611.8400299291817,658.7797112421158,744.4422358960178,593.0403391520183,783.580762610588,694.570680943931,593.6206268845942,653.0339210545092,584.6000750040271,675.0943771063113,628.1550284074738,817.5075028582318
1983-10-01,612.1672705780688,658.5352906393348,745.1986127195106,591.7229334513347,782.698539838399,694.9168135480184,594.0066046463816,653.6888784469535,581.9675091615658,674.5736634497549,628.3517861843977,817.9988805259147
1983-11-01,612.9277730159623,657.940673828125,746.6096321038441,589.7749265034994,780.854274802012,695.6456254168255,594.8628315172697,654.3684031865369,578.8604421713918,673.5727108226104,628.4207592462146,819.9909489329269
1983-12-01,614.4282279254721,657.1712948860378,749.1288446747097,587.5980695088705,778.3724850171233,696.7794464855659,596.8197257058662,654.8564475420948,576.2658817251934,672.1237840839461,628.2219447290528,822.2176305259147
1984-01-01,616.014878526866,656.5799958115324,750.7619942184044,586.2858454386394,776.420419074629,698.1946805628335,598.3611525150767,655.290661119435,574.6634257208441,670.6153301164217,628.0913250476718,823.6919719416921
1984-02-01,617.0533324317109,656.3387109598982,751.5243395239906,585.589599609375,775.2836044520548,699.0981125250096,599.3978721217105,655.4572815220106,573.8504626087307,669.8802274816177,627.9681096311475,824.6102681974086
1984-03-01,616.7495837314524,656.5765240870484,751.2775522417727,585.2705955505371,775.3542826055937,699.1524300924162,599.0060050027412,655.8486590102383,573.4972137765786,670.0410012637868,628.331908067936,824.8881716844513
1984-04-01,615.9804748974259,657.2095118531392,750.1048400338773,585.9593073527019,776.0901046125856,698.7011421017531,597.9458778782895,656.035833489405,574.1127879349227,670.5722704120711,628.7843686852516,823.5623392244665
1984-05-01,614.7448203546538,657.9109121900085,748.1204412679757,587.4804496765137,777.7372734731736,697.5297323087367,596.6597707648026,655.2626518354024,576.3182964521585,671.759272556679,628.6739606457763,821.2523223132623
1984-06-01,613.505828637871,658.103480907755,746.6588383227323,589.5561854044597,779.6726731949201,696.1452577172256,595.3382418448465,653.979102008419,579.4587125483248,672.847900390625,628.2254245111851,819.6344143006861
1984-07-01,612.4288215911646,658.3424139460292,745.0505349488386,592.0838356018066,782.2915830568636,695.1050549018674,594.224211040296,652.9939834385702,582.7138369845361,674.0223604090074,627.8854842611566,818.4007598132623
1984-08-01,611.7780946141525,658.4665560941083,744.5538276064713,593.5136795043945,783.3090307505707,694.4511599657012,593.6297714501096,652.6570080622146,585.3545827963918,674.6664847579657,627.8050601590961,817.8838664729421
1984-09-01,611.6686923898382,658.6605247007597,744.4429110636754,593.4230804443359,783.524911262129,694.4899582281346,593.5561866091009,653.008336454766,584.7391344837307,674.9464805453432,628.1386634256887,817.7571813071647
1984-10-01,611.7821343511129,658.29063205544,744.9315163941511,591.7460441589355,782.1378803688642,694.7113595357756,593.802704392818,653.3661724769906,582.0623968065399,674.1459147135417,628.111514454548,818.0827219893293
1984-11-01,612.9416705893099,657.7172515589162,746.419261831098,589.7550900777181,780.3219033158533,695.716895126715,594.9553479646381,654.1119301155823,579.1776991382088,673.199032054228,628.333019819416,819.8795969893293
1984-12-01,614.4219487691098,657.013807384246,749.0447998046876,587.8518422444662,778.2525328196347,696.7459515827459,596.8782766241776,654.7034973423231,576.8194139618234,671.5466787300859,628.1909379802767,822.5878310785062
1985-01-01,615.8315095970099,656.2444704388259,750.500920388551,586.1660321553549,776.2843301851456,697.8699102634338,598.3433131167762,655.0709624268693,574.7910332433956,670.2957931219363,627.9375364654485,824.2776117092226
1985-02-01,616.7704191139277,656.2292536464306,751.6753340189437,585.4296684265137,775.3504365546519,698.6779189691312,599.1929867393092,655.2968621798302,573.8212664102771,669.7727816712624,628.0480779151013,825.3119938548019
1985-03-01,616.7548090433903,656.2708723435708,751.2375283030283,585.3075981140137,775.2091081175085,698.9873374380717,598.9442845394736,655.7006417888484,573.9122528390786,669.7326181449142,628.2409334443306,824.9508741425306
1985-04-01,615.9325908413895,656.978082219395,750.1984452779315,585.9708468119304,776.0580820580052,698.521646639196,598.1135639391447,655.8319370496218,574.9433065198132,670.3231033624388,628.73368393528,823.7950171493903
1985-05-01,614.7430419921875,657.6896317508242,748.4402276773369,587.4045054117839,777.5233159870862,697.556211890244,596.7447916666666,655.164967715468,576.9598577440399,671.5433038449755,628.8044913870389,821.8602324695123
1985-06-01,613.5423619112523,658.0896360064864,746.8811575290376,589.8401260375977,780.2642404216609,696.1838698968655,595.5475388911732,653.9257310841182,579.546741603576,673.2025505514706,628.3582454604963,820.319288300305
1985-07-01,612.2569571296088,658.3186158346473,745.7615134990322,592.0940717061361,782.3949526434076,694.9305092416159,594.2775150767544,653.0879608572346,582.7777665914948,674.16748046875,627.9889549713969,818.9100907488568
1985-08-01,611.6313906882307,658.4707137641557,745.2977003249448,593.5554504394531,783.7138136772261,694.2035768090225,593.7281558388157,652.5948581085902,585.2943027142397,674.8705815333947,627.826872723133,818.3097727705793
1985-09-01,611.4415669612748,658.5452858461152,745.0569625449392,593.2013193766277,783.8483418503853,694.0969885849372,593.4182471559759,652.7777824227669,584.5557144007732,675.0808296951593,628.0240974356785,817.9323373189787
1985-10-01,611.9577092232464,658.5160561657826,745.6663148593059,591.6122118632,782.5824058219179,694.7174444431213,593.8880465323465,653.3245208600885,582.134883919942,674.5527678844976,628.1466235662853,818.3146555830793
1985-11-01,612.785987030688,658.0714934462801,746.9966111984929,589.600404103597,780.4512476812215,695.6106046350991,594.913544236568,654.0409035878639,579.6204242509665,673.2634181602328,628.3524754703153,819.6573694740854
1985-12-01,614.0929956230328,657.1421491990395,748.920730995921,587.571398417155,778.1523961454766,696.5738808236472,596.4956825657895,654.6153168700057,576.7481223824099,671.7396695006128,628.2992003393955,821.9833448456556
1986-01-01,615.8525425753148,656.3051976195169,750.830780299364,586.3957087198894,776.4947481895691,697.8558051876906,598.3467610677084,654.8639306194706,574.9231082876934,670.5627680759804,627.9191369784551,824.3363840987043
1986-02-01,616.6139012618031,656.2299115942159,751.8193877903761,585.494327545166,775.6230881225028,698.7868890529726,599.1040895696271,655.2899086312073,573.7650133899807,669.9762321920956,627.9714004155283,825.6302698647104
1986-03-01,616.7162559015288,656.5320496165424,751.5613117049227,585.2357546488445,775.5357994880851,699.1245734982375,599.0939170435855,655.7044599698559,573.7149897309923,669.9430099188113,628.2954870894524,825.3646925019056
1986-04-01,616.0147907064974,657.2311961322749,750.3187331478154,585.8599344889324,776.2744920983163,698.6944803377478,598.1664182428727,655.8249277611302,574.7161550620168,670.6493183210785,628.7741628066655,823.7289503144056
1986-05-01,614.9180899421088,657.9848543219609,748.587603273645,587.5022252400717,777.7279927850315,697.6362460997046,596.8605871367872,655.1719909389269,576.7388098018686,671.7395737591912,628.9812265198087,821.8787812023629
1986-06-01,613.5100879257532,658.348769441657,746.9635819966815,589.7149085998535,780.1238316923516,696.3059774259242,595.3330592105262,654.0743475090968,579.3857849750323,673.0511354932598,628.5289437827299,819.9694228753812
1986-07-01,612.4360228613984,658.4707697597119,745.7104168107026,591.9878641764324,782.330712444706,695.0925501381479,594.1609700520834,653.1495952170734,582.3225198332797,674.2405311734069,628.1018978042463,818.6419826600611
1986-08-01,611.6768157739434,658.5886264066083,744.8884677043004,593.5632069905599,783.7579039133847,694.3182038097847,593.5802794339364,652.5514367508562,585.2915341092139,674.8251282935049,627.8848839153575,817.8771377191312
1986-09-01,611.643641629665,658.7285733004228,744.9906070675471,593.1155204772949,783.7982874482734,694.368725288205,593.6189350328947,652.795103586972,584.5835262967139,675.2078067555148,627.9247179708846,817.9905737900153
1986-10-01,612.2177014247977,658.7886565322176,745.6204574719995,591.3689613342285,782.4895153306935,695.0147489222085,594.1233852453399,653.4802023134275,581.756843488241,674.6254116881128,628.3070159522996,818.5672518102135
1986-11-01,612.8440143393099,658.3780551175458,746.7216019081859,589.4660313924154,780.4055967287386,695.6682716927878,594.8344555235745,654.2993554241581,578.9529387483892,673.3139696308211,628.5475322674749,819.8545279153964
1986-12-01,614.1913324808903,657.5415095058056,748.5723174778761,587.547524770101,778.131716654181,696.8652492616235,596.487673040022,654.8581197381565,576.3790799170425,671.7987898284314,628.4091192082195,822.1878870522104
1987-01-01,615.7668518505509,656.958035810278,750.5000561739491,586.2179120381674,776.3944721657392,698.0083930783156,598.154725191886,655.3498150551156,574.5832620207797,670.6023092830883,628.1402309952755,824.3062237995427
1987-02-01,616.8201473977069,656.730161894352,751.5949350542727,585.4182879130046,775.4208917487158,698.861396603468,599.2681777686404,655.5665455996718,573.5542847938144,670.0698673023898,628.0525693910804,825.0370081459604
1987-03-01,616.9846349482914,657.1397273912341,751.404861855296,585.3080749511719,775.5380848227027,699.4322800054783,599.2027523643092,656.161220324094,573.4036475112758,670.2459836473653,628.5359811695981,824.5495010003812
1987-04-01,616.2986700483364,657.6143177277451,750.1957176005947,585.8548482259115,776.2997701287815,698.9733998368426,598.3179353412829,656.1164333395762,574.0968684560245,670.7330681295956,628.851707472393,823.1481338128812
1987-05-01,615.0234963396471,658.4656881629874,748.4211879493917,587.2561136881511,777.8820299122432,697.9478231290492,596.9127561334977,655.5822224377497,576.2307078567977,671.9735418581496,629.031199748833,821.4063690929879
1987-06-01,613.752450188287,658.994286213446,746.7681614698563,589.490286509196,780.030996940996,696.6477743009242,595.5430415638706,654.4930235980308,579.2140685405928,673.3374262791054,628.6700695155965,819.8020376810214
1987-07-01,612.7657663907937,659.1269256871774,745.7340476787197,591.8633778889974,782.4198962346604,695.6170430997523,594.5394951000548,653.6022586909603,581.7892487516108,674.543816061581,628.2541632869421,818.5056211890245
1987-08-01,612.1301884273831,659.3307635106078,745.1645572628596,593.2627042134603,783.5829922053367,694.9959359517912,593.9401512815241,653.2774764108876,583.7981863120168,675.2688419117648,627.9947805491519,818.0264207793446
1987-09-01,612.0789671973359,659.4067914770284,745.2120620592506,593.1904157002767,783.9581493917666,694.8994706316693,593.8134337308114,653.325412697988,583.6167168371456,675.4977596507354,628.2311722663364,818.0220441120427
1987-10-01,612.3762611004946,659.3706743432841,745.4640346290792,591.650931040446,782.7294754655394,695.2444681307165,594.1088653029057,653.7618140651755,581.7148110301224,674.7488463158702,628.5825635566085,818.3477336604421
1987-11-01,613.2776713199753,658.8481938073394,746.9771933766593,589.6119117736816,780.757008731093,696.0468757443313,595.2216754043311,654.5414476089826,579.1055895618557,673.6223288143383,628.8629250448258,820.0485303925306
1987-12-01,614.637459953912,657.907552456637,748.8642869797429,587.6986185709636,778.5630038884133,697.1293007455222,596.8353806880482,654.9698921099101,576.3401306781573,672.1624396829045,628.674483168972,822.0533715224848
1988-01-01,615.9646891861511,657.240505393492,750.6217753992672,586.3171577453613,776.725594855879,698.3078189012481,598.3500805235745,655.5845356423017,574.707408787049,670.889342064951,628.4972366305213,823.9183379382623
1988-02-01,616.9524707382532,656.893500931766,751.2380954438607,585.3883107503256,775.6629699985731,699.2345484291635,599.245027240954,656.130326501855,573.6106007369523,670.269224877451,628.5652758210952,824.9950576410062
1988-03-01,616.9315694905014,657.1156073054042,751.1105967833934,585.3852272033691,775.6571173123573,699.2933133753335,599.0027497944079,656.2513377568494,573.5202435365658,670.4014916513481,628.7541401625114,824.4602705792684
1988-04-01,616.0052621964928,657.6251948645355,749.8216477115598,586.2758954366049,776.6555855807649,698.7115999547447,597.9340991639255,656.313891824522,574.5800529558634,670.9959022671569,629.1658439705715,823.0724799923781
1988-05-01,614.8413129847685,658.1960835588087,748.1829887997789,587.6944224039714,778.2811831121576,697.4828580530678,596.8234948944627,655.3562808798873,576.6410906290271,672.1865665211398,629.007730675091,821.376387433308
1988-06-01,613.583681394728,658.4794210731436,746.7072073337251,589.9923006693523,780.4601660602169,696.1704347191787,595.4987964295505,654.2070641365226,579.3360759302514,673.423210592831,628.6465893243396,819.7326064691312
1988-07-01,612.5252922661871,658.5018472933988,745.4580391402794,592.6126162211101,782.4826593268408,695.1120143983422,594.4325015419407,653.276124719071,582.8706407055413,674.4503245634191,628.3204903802367,818.5599871379574
1988-08-01,611.9706846827227,658.4632243585148,745.1165933524613,594.0758069356283,783.8698295697774,694.5954857802973,593.8636967173794,652.9105408550942,585.6171598139498,674.9468874463848,628.2027336634791,818.2417706745427
1988-09-01,611.9271696900292,658.3906681165782,744.6102986293557,593.524710337321,783.9944360463043,694.6002494998095,593.6719178316886,653.1636974038599,584.65576171875,675.1238175934436,628.1697146445241,817.7952612900153
1988-10-01,612.2611285971224,657.9976353076619,745.2589457013967,591.900380452474,782.6310388573773,694.9312721810691,594.0589235540021,653.6932818965824,582.0197980428479,674.473876953125,628.1766964438183,818.3065870331556
1988-11-01,612.9519016622639,657.5786205606722,746.5449240355366,589.6776835123699,780.5482350527968,695.4735174411682,595.038848341557,654.1742472888128,579.1522783102448,673.3160520067403,628.130825577755,819.8188595655489
1988-12-01,614.210850557835,656.8392692355934,748.8373883002628,587.7257664998373,778.1605062963756,696.4015681569169,596.6806297971491,654.6362889956122,576.7620912532217,671.8247357536765,628.0453541239754,822.7947551448171
1989-01-01,615.7211852588242,656.1670705812786,751.1899424865184,586.3793690999349,776.2091649721747,697.6162608076887,598.4192965323465,654.88706266499,575.0729275732925,670.4148954503677,627.8445495716644,825.1828077362806
1989-02-01,616.7491226745167,655.9174003951046,752.025746033255,585.8243624369304,775.4361366028111,698.5815652986853,599.3463027686404,655.310211878389,574.4882485301224,669.688170189951,627.7962884399192,825.791045398247
1989-03-01,616.8446712356678,656.217186604071,751.90977923638,585.8010292053223,775.621861845391,698.9339130680736,599.2094769394189,655.7410531936715,574.5929521383698,669.7813505284927,628.2567870204349,825.6750190548781
1989-04-01,615.9973803184016,656.9610595703125,750.4454756205062,586.3958994547527,776.4118072649115,698.5132915217703,598.0736876370614,655.6675880466967,575.4643076473905,670.5535529641545,628.6012298639572,823.8942216082318
1989-05-01,614.7973149800473,657.6941813897648,748.7415685062915,587.83171971639,777.9166443707192,697.5565096227134,596.805783991228,655.1578887521405,577.2406823856314,671.6770785462624,628.7094255179873,822.0536394817074
1989-06-01,613.4139685322056,658.1793268886181,747.042711646156,590.0830904642742,780.4327699147403,696.1991659024867,595.388761821546,654.051187593643,579.6530182828608,673.245299096201,628.2867153702755,820.3638588509909
1989-07-01,612.3493222023944,658.4002573555762,745.862518580614,592.3574129740398,782.5207296571775,695.0658286490092,594.413205866228,653.1935739734946,583.0146710897229,674.3483360140932,628.0482669128529,818.834883527058
1989-08-01,611.7610794177159,658.4337147004013,745.224836231333,593.8501993815105,783.8089895030679,694.4260387885862,593.8311232182017,652.7435024035032,585.5978425016108,674.9247951133578,627.7719633175376,818.3940608326982
1989-09-01,611.6113237339816,658.5132003924168,745.0239873565405,593.3321952819824,783.7699994648973,694.3428039550781,593.7405556126645,653.0007418976527,585.0780369080219,674.9243642769609,628.0298229558003,818.1914836604421
1989-10-01,611.9470829586331,658.4581707595685,745.4197166240322,591.7571703592937,782.4885398829908,694.8148960020484,593.9670924136512,653.6399527771832,582.71484375,674.3763164445467,628.2328732461009,818.4874595083842
1989-11-01,612.8232228670189,658.016547806766,746.980704248479,589.8001670837402,780.438538991153,695.6530129037253,594.9241664953399,654.3319911172946,580.1380275451031,673.2444374234069,628.5130457365665,820.1296327172257
1989-12-01,614.1274212075652,657.3775685161625,749.0821500795079,587.9039446512859,778.5172414561929,696.5907399247333,596.584108586897,654.8479193421804,577.5662451675258,672.0321116727941,628.4583364462375,822.0662335651677
1990-01-01,615.6046256744605,656.730161894352,750.8171149059735,586.5787188212078,776.6623579748145,697.7323206459604,598.3359460663377,655.0559265972817,575.6658495086984,670.6713388480392,628.1334493112477,824.0342749618903
1990-02-01,616.5635582354429,656.5678727736166,751.9499652153623,585.8453432718914,775.75792286494,698.6702337497619,599.1121633429276,655.5873226357378,574.6378790471972,670.0477989047182,628.3056929680384,825.9658739043446
1990-03-01,616.5564447855778,656.7449447211869,751.5808105468751,585.8726501464844,775.88261295127,698.8500641613472,598.9107901589912,655.7694387218179,574.6975928237758,670.0211349188113,628.5295774810735,825.5019173971037
1990-04-01,616.1116126629946,657.5749948484088,750.57124585177,586.2970352172852,776.5431582655536,698.7760218178354,598.2058662280701,656.0185959350028,575.4784023638854,670.8401309742648,628.9986254304702,824.1021281916921
1990-05-01,614.9489807568009,658.2365963437142,748.733385474281,587.7099990844727,777.7449655750571,697.6506675161967,596.9692939624451,655.349146176691,577.3662763772552,671.8875181908702,629.0445630016222,822.1455494950458
1990-06-01,613.585547577563,658.5528312473122,746.8854245886339,589.9763743082683,779.9586744613299,696.2585635301543,595.5518006441886,654.2201212007706,579.9690167928479,673.1644454656863,628.6265110926115,820.1806342892531
1990-07-01,612.4357594002923,658.6975797600702,745.5978258521156,592.6591555277507,782.5774449736016,695.0633165312977,594.4510262472587,653.318222254923,583.6071525652384,674.3461339613971,628.2665704334586,818.9342666253812
1990-08-01,611.7644385468188,658.8914783722763,744.8023163111865,594.0561930338542,784.1113504209475,694.4327005525915,593.8024474026864,652.9219814631492,586.0489992751288,675.1489497166054,628.1190743646117,818.1044266863568
1990-09-01,611.5317584799349,658.9839690322176,744.9621419991013,594.0000216166179,784.3111778503139,694.2962088235995,593.6433919270834,653.021393519014,585.2440273638854,675.458122702206,628.2038231799294,818.1554580316312
1990-10-01,612.119957354429,658.8865507633313,745.6417927699807,592.4920082092285,783.1585609749573,694.8880823647104,594.1736482319079,653.6596289508419,583.1973360985825,674.8916207107843,628.5519014507912,818.7589022008385
1990-11-01,612.9371478403216,658.2985834244193,746.9903726493363,590.3213818868002,780.9572820794093,695.7496456983613,595.113739549068,654.254066780822,580.6178142115014,673.6196959252452,628.7049785120673,820.2341070407775
1990-12-01,614.5678842668053,657.6672895239034,748.7609053080062,588.0705833435059,778.6740655768408,696.9529500821742,596.9589715254934,654.941297557256,578.0409980066044,672.1901328890932,628.5006052375056,822.2142661490092
1991-01-01,615.8150213227856,657.0751225182769,750.8341021242395,586.6669654846191,776.9207401362728,697.9326201648247,598.3610026041666,655.3468608420734,576.1565847495168,670.9080355775124,628.3833043388547,824.3076231421495
1991-02-01,616.6801836850832,656.646434538955,751.892440930932,585.8260790507,776.0983541131565,698.7599256562024,599.2748809279057,655.6133949593323,575.1016203890142,670.2405742570467,628.3990245047814,825.5225502572409
1991-03-01,616.7020948670752,656.8054899163202,751.5508331028761,585.7421557108562,776.0623740278967,699.0474607886338,599.0792043585526,655.9438069661459,574.6952646786405,670.2089077818628,628.7200093920765,824.9903832412348
