,vws_v850-200GLB_cluster1,vws_v850-200GLB_cluster2,vws_v850-200GLB_cluster3,vws_v850-200GLB_cluster4,vws_v850-200GLB_cluster5,vws_v850-200GLB_cluster6,vws_v850-200GLB_cluster7,vws_v850-200GLB_cluster8,vws_v850-200GLB_cluster9,vws_v850-200GLB_cluster10,vws_v850-200GLB_cluster11,vws_v850-200GLB_cluster12
1965-01-01,6.961352348327637,-0.48273229598999023,5.82516622543335,-11.982210159301758,5.900224685668945,3.521149158477783,-5.574233055114746,6.9701828956604,-5.89654541015625,-4.398309230804443,-1.8374733924865723,5.980435371398926
1965-02-01,10.620109558105469,-3.6307947635650635,3.675682544708252,-7.818643569946289,6.414599418640137,1.6314289569854736,2.200258255004883,5.753785610198975,-0.26417815685272217,-6.1150994300842285,0.8153464794158936,2.7963151931762695
1965-03-01,4.419649124145508,-0.24651730060577393,2.6837265491485596,-4.7662458419799805,9.081400871276855,0.5460174083709717,3.917048454284668,7.477935314178467,-3.1664586067199707,-2.63442325592041,0.2612345218658447,4.216548919677734
1965-04-01,3.682305335998535,0.5783958435058594,-0.38706886768341064,-3.9428040981292725,7.194623947143555,-2.326092481613159,-3.978125810623169,-0.3377654552459717,-2.415133476257324,-3.198101282119751,-5.258543968200684,4.908268928527832
1965-05-01,5.241619110107422,-0.524677038192749,1.3878552913665771,-3.6388888359069824,0.9588417410850525,-6.854650974273682,10.648808479309082,-4.778755187988281,0.4452028274536133,-3.0560779571533203,-2.913318634033203,3.906010627746582
1965-06-01,-0.01986837387084961,-0.6056232452392578,-2.4703235626220703,-2.502702236175537,-1.9331367015838623,-9.349259376525879,13.097792625427246,-8.613386154174805,1.9787607192993164,-5.806033134460449,-6.614757537841797,4.719149112701416
1965-07-01,0.009566307067871094,-0.3120098114013672,1.2031512260437012,1.8573418855667114,-3.476996898651123,-11.531855583190918,12.996976852416992,-7.095281600952148,7.940798282623291,-7.517671585083008,-9.290388107299805,5.650028228759766
1965-08-01,4.320306777954102,-1.414346694946289,-2.4843051433563232,1.6799966096878052,-3.1848556995391846,-9.344842910766602,8.522137641906738,-6.796517372131348,6.3829569816589355,-5.655915260314941,-6.931918144226074,2.290034770965576
1965-09-01,4.8449835777282715,0.8565554618835449,-5.683877944946289,-4.978176593780518,0.08756887912750244,-11.11388111114502,5.182748794555664,-4.138546466827393,-4.015655517578125,-6.479355812072754,-8.286659240722656,0.10302209854125977
1965-10-01,4.512369155883789,-1.4261209964752197,-3.9634084701538086,-6.9701828956604,4.127508163452148,-6.424901962280273,7.702376365661621,-1.5887484550476074,-10.024052619934082,-2.5188913345336914,-9.852595329284668,2.241466999053955
1965-11-01,5.608819007873535,-4.715469837188721,0.6137175559997559,-7.050393104553223,7.9054765701293945,-5.870790004730225,-2.349640369415283,4.31368350982666,-8.10416316986084,-4.308532238006592,-10.128547668457031,1.7727166414260864
1965-12-01,9.199140548706055,-2.1951072216033936,3.270216941833496,-9.799612045288086,14.905830383300781,-3.3276147842407227,-1.3083810806274414,4.8920793533325195,-4.0804123878479,-7.4227447509765625,-0.3554263114929199,0.18176043033599854
1966-01-01,8.211291313171387,-2.1743428707122803,3.7533814907073975,-13.378067970275879,8.796468734741211,-4.802939414978027,2.992433547973633,8.073134422302246,-4.570749282836914,-1.5906124114990234,-8.068794250488281,0.8839144706726074
1966-02-01,3.1638643741607666,-1.5551687479019165,5.214516639709473,-10.7610445022583,7.847454071044922,1.1493781805038452,-2.407979965209961,4.078882217407227,-5.147247314453125,1.6911556720733643,3.599311351776123,4.175085544586182
