,vws_u600-250GLB_cluster1,vws_u600-250GLB_cluster2,vws_u600-250GLB_cluster3,vws_u600-250GLB_cluster4,vws_u600-250GLB_cluster5,vws_u600-250GLB_cluster6,vws_u600-250GLB_cluster7,vws_u600-250GLB_cluster8,vws_u600-250GLB_cluster9,vws_u600-250GLB_cluster10,vws_u600-250GLB_cluster11,vws_u600-250GLB_cluster12
1965-01-01,21.35675621032715,-5.918039321899414,13.036956787109375,23.714521408081055,25.040864944458008,7.959695816040039,27.923303604125977,-0.3959484100341797,2.0237350463867188,13.851665496826172,13.524152755737305,-3.897562026977539
1965-02-01,15.93079948425293,-0.6973896026611328,12.210843086242676,23.901901245117188,24.89422035217285,10.759033203125,38.5242805480957,-2.704832077026367,4.019769668579102,9.479942321777344,2.7569732666015625,-6.232517242431641
1965-03-01,24.38258171081543,-0.303070068359375,7.715285301208496,30.098575592041016,21.653308868408203,11.946878433227539,33.592041015625,1.8070220947265625,11.689431190490723,7.262306213378906,11.384729385375977,-0.6908721923828125
1965-04-01,17.584657669067383,0.42853736877441406,11.557448387145996,13.28136920928955,27.72614097595215,25.031089782714844,18.842567443847656,-0.7739734649658203,15.676610946655273,12.378673553466797,2.1931934356689453,-3.493467330932617
1965-05-01,16.681961059570312,-7.3502960205078125,13.907065391540527,7.514865875244141,16.62493133544922,29.72380828857422,16.475025177001953,6.322134017944336,16.642854690551758,7.599596977233887,8.373567581176758,5.028377532958984
1965-06-01,4.505336761474609,-18.044153213500977,15.24807357788086,-3.5879745483398438,8.094938278198242,26.17005157470703,1.5072097778320312,7.5327911376953125,21.531105041503906,9.088882446289062,-1.3670768737792969,2.458789825439453
1965-07-01,2.2388172149658203,-19.18148422241211,15.233409881591797,-3.4364376068115234,10.85028076171875,31.88766860961914,-1.4958038330078125,3.8649749755859375,20.996654510498047,4.273958206176758,-8.855875015258789,3.972515106201172
1965-08-01,2.3284358978271484,-6.87939453125,16.432662963867188,-0.05214118957519531,6.245552062988281,35.467498779296875,-0.8277416229248047,5.114736557006836,11.937103271484375,15.86236572265625,-6.063058853149414,3.1415138244628906
1965-09-01,6.770223617553711,-12.047901153564453,15.47619342803955,1.1862144470214844,12.266242980957031,35.99053955078125,11.567225456237793,5.714363098144531,21.739667892456055,3.3174915313720703,-3.0502681732177734,2.305622100830078
1965-10-01,12.279277801513672,-3.812833786010742,15.61306381225586,10.744369506835938,17.952905654907227,29.10625648498535,23.343013763427734,6.019062042236328,16.505985260009766,6.027209281921387,-3.5830860137939453,0.008146286010742188
1965-11-01,16.16054916381836,-0.36010169982910156,15.793930053710938,15.829776763916016,19.368867874145508,36.09645080566406,30.04154396057129,5.737173080444336,14.596309661865234,12.616568565368652,3.3060836791992188,4.163158416748047
1965-12-01,15.890064239501953,-3.9497032165527344,13.038586616516113,17.22618865966797,19.482925415039062,19.147268295288086,36.699337005615234,7.998804092407227,7.77557373046875,11.46945858001709,1.2595367431640625,-4.071910858154297
1966-01-01,23.1270809173584,-3.2642478942871094,13.621542930603027,22.605194091796875,18.68448829650879,11.131917953491211,33.256256103515625,0.17396163940429688,9.415275573730469,10.923492431640625,12.443196296691895,1.2833786010742188
1966-02-01,22.48210906982422,0.07549285888671875,17.067955017089844,27.994731903076172,14.069576263427734,15.121552467346191,28.74309539794922,4.214473724365234,7.053661346435547,12.658185958862305,4.692045211791992,-5.880241394042969
1966-03-01,18.68448829650879,-2.341920852661133,13.672417640686035,22.114490509033203,24.041200637817383,16.69705581665039,28.112892150878906,2.2139110565185547,9.188796997070312,13.454144477844238,4.649375915527344,-3.3184051513671875
1966-04-01,18.08382797241211,1.1799869537353516,16.70526123046875,14.448681831359863,17.643999099731445,18.448162078857422,18.259429931640625,0.018053054809570312,15.34146785736084,9.408711433410645,7.3326568603515625,0.24453163146972656
1966-05-01,14.194302558898926,-9.174026489257812,16.10952377319336,7.153770446777344,17.92955780029297,28.839921951293945,16.769268035888672,8.276317596435547,20.665355682373047,5.437129974365234,6.206829071044922,7.698633193969727
1966-06-01,8.985294342041016,-11.768686294555664,17.327259063720703,-2.107236862182617,13.066831588745117,39.975120544433594,2.890064239501953,6.943704605102539,18.331642150878906,8.91800594329834,-1.9217872619628906,5.282861709594727
1966-07-01,3.4349288940429688,-11.849098205566406,29.557104110717773,-6.224882125854492,10.829948425292969,28.249107360839844,-4.033945083618164,5.611091613769531,21.989763259887695,6.428382873535156,-8.409248352050781,-1.6657657623291016
1966-08-01,1.9792251586914062,-11.297674179077148,23.153339385986328,-0.6564598083496094,7.614933013916016,24.553239822387695,-5.05638313293457,7.084842681884766,24.610679626464844,8.560236930847168,-5.504417419433594,-1.8249588012695312
1966-09-01,6.925651550292969,-9.692628860473633,17.048261642456055,4.741281509399414,11.627544403076172,29.530845642089844,8.189336776733398,5.917985916137695,15.613897323608398,5.289424896240234,-4.083181381225586,-0.9748439788818359
1966-10-01,12.338163375854492,-7.496770858764648,17.159860610961914,10.546027183532715,14.29769515991211,27.47776985168457,28.423070907592773,7.345785140991211,13.163661003112793,7.134077072143555,0.5727615356445312,2.2631454467773438
1966-11-01,12.815736770629883,-5.273015975952148,16.72987937927246,12.692651748657227,15.04934310913086,19.10462188720703,35.24205017089844,8.868772506713867,12.686086654663086,9.571184158325195,7.255523681640625,2.3484840393066406
1966-12-01,19.40659523010254,-5.305837631225586,13.075037956237793,17.406030654907227,20.42738914489746,13.350753784179688,39.02981948852539,6.28724479675293,6.945344924926758,15.456347465515137,6.804206848144531,1.8561420440673828
1967-01-01,17.92563819885254,-7.368465423583984,14.550806045532227,14.954084396362305,30.1400203704834,7.4778594970703125,39.64898681640625,2.8605270385742188,4.011594772338867,16.079030990600586,7.138252258300781,-2.1013126373291016
1967-02-01,22.227855682373047,-2.4947967529296875,12.421737670898438,22.7258358001709,28.076261520385742,9.809385299682617,35.55412292480469,-0.6285972595214844,-0.24327468872070312,6.939061164855957,9.592231750488281,-0.8490161895751953
1967-03-01,24.5397891998291,-0.8490142822265625,15.809633255004883,26.314556121826172,31.085365295410156,9.580803871154785,25.333290100097656,2.0768203735351562,4.356098175048828,14.960617065429688,4.610801696777344,-4.134050369262695
1967-04-01,17.6611385345459,0.33307456970214844,13.776895523071289,14.335287094116211,20.96576499938965,21.377208709716797,15.594112396240234,-1.146169662475586,7.993799209594727,13.375246047973633,6.434551239013672,-4.392017364501953
1967-05-01,11.210256576538086,-8.462390899658203,14.201401710510254,7.286831855773926,14.374471664428711,33.14259338378906,17.27254867553711,5.337364196777344,15.202259063720703,5.420631408691406,7.970941543579102,-2.302135467529297
1967-06-01,12.446229934692383,-14.118135452270508,20.381248474121094,-1.1282100677490234,13.04543685913086,26.983970642089844,-0.24654197692871094,7.394590377807617,22.394393920898438,4.506307601928711,-0.9567718505859375,-5.373283386230469
1967-07-01,1.2229080200195312,-15.226749420166016,18.792612075805664,-2.266214370727539,8.579944610595703,29.720409393310547,-4.10792350769043,11.370265007019043,24.582239151000977,6.457409858703613,-8.104825973510742,-3.800973892211914
1967-08-01,-1.0514717102050781,-16.20965003967285,17.094585418701172,-0.39185333251953125,5.778196334838867,32.56950759887695,-1.1543331146240234,6.723543167114258,17.692157745361328,7.423979759216309,-7.949716567993164,-3.320953369140625
1967-09-01,10.58492660522461,-11.58905029296875,15.896166801452637,0.18123245239257812,8.504840850830078,25.223899841308594,5.170825958251953,4.452428817749023,12.563783645629883,0.08000373840332031,-3.7307662963867188,-1.4302635192871094
1967-10-01,9.533454895019531,-3.6442337036132812,17.12887191772461,2.9813480377197266,14.55080509185791,23.800167083740234,28.340763092041016,8.459125518798828,11.786609649658203,10.740036010742188,-0.10122871398925781,-0.0081634521484375
1967-11-01,15.585949897766113,1.2800521850585938,19.275897979736328,15.879840850830078,17.683996200561523,19.96000862121582,30.719636917114258,4.759380340576172,15.324715614318848,4.746318817138672,6.605987548828125,-0.5290012359619141
1967-12-01,19.28732681274414,0.7069683074951172,11.783344268798828,21.98621368408203,23.77567481994629,19.45223045349121,40.403297424316406,6.59619140625,4.357730865478516,7.115394592285156,7.151315689086914,-4.493247985839844
1968-01-01,17.87647247314453,-3.1927490234375,16.87543296813965,20.52585220336914,21.596179962158203,12.942390441894531,39.66228485107422,3.460784912109375,-1.1213836669921875,11.731664657592773,4.755390167236328,-6.080989837646484
1968-02-01,25.438053131103516,-4.396183013916016,11.946823120117188,24.074161529541016,20.64072608947754,14.736602783203125,45.02850341796875,-2.9301815032958984,-1.9710807800292969,13.89419937133789,8.217998504638672,-5.054424285888672
1968-03-01,11.879356384277344,-1.0192718505859375,16.70585823059082,25.97412872314453,17.56831932067871,17.077829360961914,26.28227996826172,-1.2818412780761719,4.961431503295898,19.9405460357666,0.920806884765625,-10.681394577026367
1968-04-01,21.811338424682617,1.2107276916503906,17.85094451904297,20.367218017578125,22.021028518676758,16.162490844726562,19.637861251831055,4.188316345214844,18.941329956054688,5.736370086669922,9.769699096679688,-2.8134841918945312
1968-05-01,18.19556427001953,-4.013271331787109,16.798851013183594,7.639986038208008,17.94758415222168,24.38778305053711,13.308891296386719,8.27817153930664,17.84000587463379,10.911138534545898,10.274776458740234,0.48867034912109375
1968-06-01,7.309955596923828,-11.1737060546875,19.761852264404297,0.7931728363037109,8.500621795654297,29.79229736328125,4.239370346069336,5.849420547485352,21.273439407348633,7.0492095947265625,2.592853546142578,-2.4141616821289062
1968-07-01,1.4751167297363281,-14.756658554077148,26.95146369934082,-3.517313003540039,7.601692199707031,32.21192932128906,-1.1961402893066406,10.982254028320312,26.36433219909668,4.326894760131836,-10.170845031738281,-5.570444107055664
1968-08-01,1.5170555114746094,-18.556594848632812,25.647743225097656,1.7905654907226562,6.9252166748046875,36.883445739746094,-1.451416015625,7.138553619384766,18.117158889770508,9.344850540161133,-8.039306640625,-0.6564178466796875
1968-09-01,10.973134994506836,-11.8118896484375,19.98430824279785,5.309700012207031,15.619119644165039,30.716754913330078,3.6139488220214844,6.516778945922852,16.335712432861328,7.488645553588867,-4.1536712646484375,1.8252105712890625
1968-10-01,13.759267807006836,-2.948413848876953,25.407054901123047,5.687139511108398,16.906431198120117,24.287494659423828,30.198911666870117,6.952568054199219,10.09426212310791,5.223999977111816,3.081523895263672,2.972118377685547
1968-11-01,18.81004524230957,-0.1057586669921875,11.600379943847656,18.186447143554688,13.50217056274414,18.6021785736084,32.707889556884766,9.933807373046875,11.531089782714844,15.097631454467773,12.34067153930664,3.2529220581054688
1968-12-01,18.354198455810547,-3.2784461975097656,13.150257110595703,25.505516052246094,23.043947219848633,12.437313079833984,36.56617736816406,6.234155654907227,9.085929870605469,15.794164657592773,8.17605972290039,-6.015350341796875
1969-01-01,22.632125854492188,0.9205436706542969,12.819618225097656,23.531105041503906,20.296762466430664,11.577298164367676,34.21605682373047,1.4164772033691406,1.992025375366211,17.603132247924805,11.905709266662598,-5.67254638671875
1969-02-01,19.583547592163086,-1.4148178100585938,10.927112579345703,23.907621383666992,18.621536254882812,7.525243759155273,36.48507308959961,-4.589452743530273,3.197854995727539,15.254500389099121,11.310257911682129,-5.96446418762207
1969-03-01,20.14582633972168,3.8762378692626953,10.947015762329102,28.823820114135742,12.23577880859375,15.020631790161133,15.864879608154297,3.8994598388671875,7.070777893066406,10.401323318481445,12.70185661315918,-1.2174415588378906
1969-04-01,14.763542175292969,-0.38480377197265625,18.45401382446289,17.019290924072266,25.50322723388672,20.32495880126953,18.38766860961914,0.3002147674560547,17.442243576049805,11.058144569396973,7.092340469360352,4.5197906494140625
1969-05-01,15.841658592224121,-3.1132659912109375,11.180885314941406,5.07045841217041,21.762998580932617,28.856996536254883,11.653594970703125,5.2346649169921875,17.241548538208008,8.619946479797363,5.317594528198242,-1.144460678100586
1969-06-01,9.986665725708008,-14.625877380371094,23.507884979248047,1.7979660034179688,8.372808456420898,28.59990882873535,5.276128768920898,7.860288619995117,24.111629486083984,8.721121788024902,-3.3836212158203125,-1.9638290405273438
1969-07-01,2.9457435607910156,-15.932882308959961,14.028765678405762,-0.8425884246826172,7.019357681274414,31.44447135925293,0.46275901794433594,7.707693099975586,14.959260940551758,6.737390518188477,-7.929950714111328,-4.484958648681641
