,mgv850GLB_cluster1,mgv850GLB_cluster2,mgv850GLB_cluster3,mgv850GLB_cluster4,mgv850GLB_cluster5,mgv850GLB_cluster6,mgv850GLB_cluster7,mgv850GLB_cluster8,mgv850GLB_cluster9,mgv850GLB_cluster10,mgv850GLB_cluster11,mgv850GLB_cluster12
1980-01-01,0.6218365,-0.13703309,-0.050258934,0.64541644,0.23040962,-0.12517576,0.17570418,0.14808197,0.08879529,0.46580467,-0.7530757,-0.23862891
1980-02-01,0.4927532,-0.1735483,-0.09903572,0.638275,0.18702255,-0.07437787,0.19739772,0.22232509,0.08434878,0.46459207,-0.7971364,-0.21370156
1980-03-01,0.37956953,-0.068044946,-0.10941088,0.7971364,0.2599182,-0.014686942,0.19200802,0.23485613,0.13339505,0.10698547,-0.8513029,-0.15333693
1980-04-01,0.47294608,-0.08165394,-0.113453165,0.59232795,0.23472138,-0.036245726,0.21760908,0.21114144,0.07073979,-0.15818766,-0.84793437,-0.098900974
1980-05-01,0.24779141,0.0006737113,-0.23216128,0.7669541,0.23081383,-0.12355886,0.25830132,0.058208752,0.11224048,-0.30573064,-0.60997915,-0.058882456
1980-06-01,0.08259714,0.037997376,-0.30007148,1.0260639,0.43629614,0.19901463,0.22596312,-0.12921803,0.08448353,-1.3067324,-0.49073204,-0.05228008
1980-07-01,-0.07707269,0.029508602,-0.32338196,0.8490124,0.64716804,0.16209516,0.18944791,-0.30721283,0.0130700115,-1.517874,-0.2953555,-0.07949805
1980-08-01,-0.030451799,0.055244416,-0.28093806,0.6508061,0.58586025,0.33752987,0.11399212,-0.32419038,0.07653372,-1.1043494,-0.32944533,-0.07653372
1980-09-01,0.098362006,0.121402964,-0.18554036,0.6615855,0.5599897,0.07478206,0.058074005,-0.12706216,0.06858392,-0.6668405,-0.5140425,-0.17193139
1980-10-01,0.2927954,0.051067393,-0.16128674,0.75078505,0.4102908,-0.10321274,0.2626131,0.09122064,0.08084549,-0.16169095,-0.5426079,-0.056052864
1980-11-01,0.5374877,-0.015495384,-0.036110986,0.8461827,0.2042696,-0.04540821,0.2604572,0.08071073,0.07909383,0.26355627,-0.58747715,-0.103347465
1980-12-01,0.625744,-0.07437784,-0.057804514,0.55433047,0.21046773,-0.41514158,0.24091955,0.048642028,0.07464732,0.52994215,-0.6893425,-0.20952454
1981-01-01,0.5857829,-0.18276644,-0.08567615,0.6146704,0.1442968,-0.4695281,0.10667248,0.19488516,0.09920397,0.6232662,-0.67371374,-0.24082336
1981-02-01,0.5199756,-0.15627451,-0.06496167,0.6642724,0.14077392,-0.31466275,0.25280112,0.16543393,0.11540918,0.25843772,-0.82787454,-0.22461815
1981-03-01,0.4578322,-0.07891226,-0.041006185,0.5853601,0.15401988,-0.1316144,0.24054155,0.19051675,0.10822258,0.11414099,-0.65863585,-0.11935482
1981-04-01,0.41908067,-0.049883842,-0.09497652,0.33227715,0.17459345,-0.14218302,0.23560953,0.14415589,0.09539938,-0.043824576,-0.5570362,-0.0672164
1981-05-01,0.2621016,0.0021137237,-0.19432154,0.5847965,0.2933846,0.0063411715,0.09821768,-0.07595305,0.11850934,-0.39301142,-0.51588905,-0.07905321
1981-06-01,0.13147354,0.025082875,-0.30395323,0.99570405,0.46811897,0.120341204,-0.087226294,-0.33298168,0.07257118,-0.7980005,-0.35087782,-0.062002562
1981-07-01,-0.060734272,0.017050648,-0.36031914,0.7367027,0.36806947,-0.0,0.16515216,-0.340732,0.09201737,-1.3474275,-0.3420002,-0.061016083
1981-08-01,-0.020714473,0.019728089,-0.28126597,0.85070264,0.45712766,0.17952546,0.06482077,-0.3582054,0.14063302,-1.3625053,-0.43711773,-0.19826718
1981-09-01,0.12654153,0.07834864,-0.276193,0.5058841,0.39089766,-0.14683323,0.047347356,-0.14965153,0.105122425,-0.6255209,-0.46924633,-0.102585934
1981-10-01,0.3577827,0.009300327,-0.17022505,0.6025517,0.32128578,-0.10512247,0.28154773,0.0128232,0.035369586,-0.13668737,-0.82505625,-0.12611875
1981-11-01,0.53632176,0.053688526,-0.056225013,0.6008608,0.27097923,-0.25167388,0.27872944,0.16881594,0.075248525,0.35538712,-0.60861105,-0.18741675
1981-12-01,0.65159,-0.09652662,-0.084267,0.57690525,0.11963668,-0.3976616,0.17402983,0.12851429,0.10047226,0.4605096,-0.6560994,-0.19981718
1982-01-01,0.58732927,-0.08369508,-0.019027662,0.7213212,0.1289357,-0.3258653,0.21036875,0.09074731,0.12201653,0.31269228,-0.6341666,-0.21529195
1982-02-01,0.500973,-0.100061536,-0.021821927,0.61128026,0.2928663,-0.18349048,0.24004123,0.17417625,0.114698194,0.14570132,-0.65266204,-0.2533473
1982-03-01,0.36604962,-0.07025597,-0.15275352,0.5476772,0.16845468,0.030470872,0.13678627,0.2554763,0.10125907,0.29605976,-0.80900824,-0.1524874
1982-04-01,0.30058378,-0.0025281429,-0.16393058,0.55273354,0.22873108,-0.04058347,0.08249755,0.06613109,0.11203699,-0.30643845,-0.6067561,-0.10990801
1982-05-01,0.12654059,-0.028741073,-0.24163797,0.6780766,0.21675566,-0.114698194,0.21861848,-0.042579364,0.096735045,-0.5551287,-0.573624,-0.10099296
1982-06-01,0.1548825,-0.023019481,-0.36924306,0.97812825,0.53477037,0.079038,0.21369526,-0.0839612,0.06945763,-1.1892954,-0.31681722,-0.15834208
1982-07-01,0.029938627,0.003592634,-0.36152554,0.966685,0.5593866,0.3310547,0.24376693,-0.47276416,0.065598845,-1.0281589,-0.32107514,0.069723725
1982-08-01,-0.067594744,0.008515882,-0.33823997,0.76909,0.4118224,0.2091712,0.17444241,-0.30683765,0.12201655,-1.2787119,-0.36272305,-0.014503598
1982-09-01,0.17364404,0.09101341,-0.24283555,0.6756815,0.50523096,-0.09114649,0.12853651,-0.22261031,0.04484143,-0.71480125,-0.5243917,-0.033797406
1982-10-01,0.31881312,0.010777903,-0.15035841,0.6916488,0.28395122,0.03486185,0.2061108,0.050030805,0.11004107,0.060941745,-0.472365,-0.10125907
1982-11-01,0.52372634,-0.06772783,-0.0051893713,0.5829383,0.061473943,-0.2594681,0.24243633,0.10458557,0.13718545,0.2968581,-0.5400928,-0.20757449
1982-12-01,0.63576335,-0.07344942,0.043643903,0.49751347,0.080634736,-0.28328592,0.23897676,0.047103427,0.112569235,0.33185303,-0.58719623,-0.2115663
1983-01-01,0.601611,-0.20791464,0.006036234,0.64949846,0.29416567,-0.36002764,0.18497697,0.17478243,0.07243478,0.49604407,-0.542456,-0.18296489
1983-02-01,0.58028305,-0.076727204,-0.028437365,0.59114826,0.16150272,-0.1652586,0.15251544,0.11053009,0.08866553,0.13333364,-0.6642537,-0.18658662
1983-03-01,0.45969254,0.009389693,-0.11361529,0.5826975,0.27914217,-0.09295796,0.18001384,0.05982576,0.09443349,-0.026425267,-0.6879962,-0.21234122
1983-04-01,0.270289,0.0049631237,-0.21207292,0.4906785,0.31710336,0.087994836,0.21099982,0.22709641,0.060496457,-0.2841053,-0.7593578,-0.09523831
1983-05-01,0.24922928,-0.052984692,-0.31576198,0.57424676,0.3911478,0.11388359,0.064923026,0.08236102,-0.0048289835,-0.32099336,-0.48236194,-0.042790167
1983-06-01,0.1593565,0.016901445,-0.33789483,0.82173234,0.44990045,0.26371622,0.15975891,-0.25875312,-0.021462148,-0.9785401,-0.4064396,-0.17518485
1983-07-01,-0.002951044,-0.012072468,-0.3644542,0.8901429,0.40711027,0.33413893,0.095909,-0.42159718,0.0617037,-0.96338254,-0.4535222,-0.2503024
1983-08-01,-0.08759242,0.0077800276,-0.38994056,0.84265786,0.27538627,0.18363556,0.14299162,-0.2171702,0.0383636,-1.2279036,-0.33843136,-0.10503042
1983-09-01,0.10623767,0.030851852,-0.3472845,0.85915697,0.32890752,0.084373094,0.14647922,-0.1597589,0.030181158,-1.0236106,-0.5388343,-0.1436623
1983-10-01,0.32756615,0.11978565,-0.24855857,0.6957763,0.24359545,-0.042119455,0.27860564,0.18055038,0.106505945,-0.17317279,-0.48249608,-0.110932514
1983-11-01,0.6370236,-0.0073776124,-0.10301834,0.6001355,0.20751221,-0.11120081,0.332261,0.11696875,0.09671384,0.3515769,-0.55506504,-0.17545313
1983-12-01,0.6128787,-0.032998063,0.06425233,0.734274,0.17545314,-0.35104036,0.27002075,0.08276344,0.12917535,0.3407117,-0.58712405,-0.23165715
1984-01-01,0.58924544,-0.14180624,0.044438817,0.6737455,0.21489815,-0.22922471,0.22816351,0.13278584,0.13875523,0.25801045,-0.744715,-0.2988676
1984-02-01,0.42833716,-0.102408245,-0.077204145,0.7413987,0.1683369,-0.21357162,0.19314304,0.27233696,0.13106136,0.410429,-0.8154192,-0.23400024
1984-03-01,0.4995719,-0.103071526,-0.18239813,0.6247965,0.25509208,0.006897974,0.18491855,0.20587774,0.11235724,0.061285783,-0.9346744,-0.14167361
1984-04-01,0.3369391,-0.027857184,-0.25137776,0.65676594,0.33853093,0.04165306,0.147643,0.17404097,0.09975521,0.1903573,-0.737419,-0.14684708
1984-05-01,0.4153371,0.010081649,-0.2808268,0.82072526,0.6054292,-0.072826624,0.063806154,-0.04921434,0.06871436,-0.341184,-0.59972507,-0.019234728
1984-06-01,0.041918397,0.02148981,-0.37063304,1.0035213,0.6332863,0.0553164,0.21131651,-0.19274512,0.01724491,-1.2428277,-0.45062286,-0.121908285
1984-07-01,-0.08609192,-0.013530636,-0.32844928,0.8411539,0.55210257,0.22192879,0.060755156,-0.3910616,0.0037142993,-1.3912666,-0.5002352,-0.046959233
1984-08-01,-0.15095933,0.025867367,-0.29767376,0.87537843,0.56311274,0.049877595,0.18478587,-0.20985731,0.04523473,-1.5600014,-0.43417388,-0.08582661
1984-09-01,0.12204094,0.012336755,-0.27605128,0.6403169,0.46800047,0.09537764,-0.11965318,-0.10280621,0.0563776,-0.5165515,-0.6038373,-0.012602043
1984-10-01,0.39663303,0.08184703,-0.17337772,0.5689495,0.3332248,-0.09922457,0.38137794,-0.06977558,0.084500074,-0.3770004,-0.73834765,-0.0665919
1984-11-01,0.5593985,-0.030112267,-0.0461633,0.1536124,0.18637772,-0.35405138,0.33136767,0.18345936,0.12787767,0.49943924,-0.6582251,-0.16011238
1984-12-01,0.55793935,-0.091928646,-0.008489823,0.6478782,0.10506133,-0.36320445,0.28799003,0.17098996,0.0872858,0.54401076,-0.73821497,-0.19566345
1985-01-01,0.6456671,-0.07820191,-0.05240197,0.62548155,0.14704631,-0.10908165,0.19998303,0.15827532,0.12325158,0.5006259,-0.6721355,-0.24877568
1985-02-01,0.62307537,-0.0914361,0.16081521,0.8185133,0.24382953,-0.13260904,0.26147515,0.119642235,0.14838311,0.45624465,-0.71437776,-0.24316116
1985-03-01,0.3931484,-0.09210448,-0.08595526,0.7123726,0.13006917,-0.06710658,0.17324734,0.16188464,0.10440288,0.002673626,-0.7912429,-0.23714562
1985-04-01,0.33058685,-0.041173004,-0.17204419,0.40237227,0.17324731,-0.015239358,0.1453085,0.13220802,0.09664955,-0.41266546,-0.7170514,-0.1199096
1985-05-01,0.33326045,-0.03756366,-0.27805123,0.74926794,0.28045744,-0.030211354,0.13327746,0.01911602,0.12111273,-0.6857706,-0.6054298,-0.09745164
1985-06-01,0.1485168,0.0065502403,-0.3410138,1.0524507,0.557974,0.15640382,0.043044496,-0.12525675,0.04745586,-1.3933308,-0.46493378,-0.020319128
1985-07-01,-0.09571381,0.004010367,-0.40477842,0.897651,0.46078977,0.11563186,0.111487865,-0.36921996,0.056278657,-1.9069235,-0.46894407,-0.14276862
1985-08-01,-0.037162613,0.02098751,-0.3422169,0.9135588,0.6131832,0.18354054,0.19249704,-0.2954294,0.074458934,-0.9960383,-0.45076385,-0.07887032
1985-09-01,0.058016468,0.08916352,-0.25131553,0.72199744,0.4845845,0.073790476,0.15266082,-0.10573967,0.06416567,-0.4851192,-0.49300623,-0.048525285
1985-10-01,0.3503713,0.06991384,-0.18420896,0.64085466,0.47723216,-0.03702893,0.23380367,0.1112205,0.08889618,-0.4986207,-0.4280385,-0.046520114
1985-11-01,0.50142795,-0.017779231,-0.009491181,0.4046448,0.139694,-0.1502546,0.27404088,0.15199244,0.112824604,0.17939651,-0.5832392,-0.17672293
1985-12-01,0.6234764,-0.051332522,0.012699461,0.8988541,0.12565778,-0.3094657,0.1957053,0.07138431,0.11937487,0.37483445,-0.60623187,-0.21629179
1986-01-01,0.7114018,-0.09098271,0.0466578,0.6791302,0.24002846,-0.27087444,0.2099601,0.14826813,0.13777012,0.28176126,-0.6008488,-0.2435278
1986-02-01,0.55496866,-0.07296761,-0.013219711,0.5478403,0.26270932,-0.10186952,0.19842526,0.16615361,0.11392279,0.109257005,-0.7038848,-0.20957129
1986-03-01,0.36522692,-0.00233289,-0.13297473,0.6398599,0.15643324,-0.15215628,0.25026727,0.15267469,0.123902395,0.17030099,-0.7040144,-0.18779765
1986-04-01,0.32206842,-0.083206415,-0.17548516,0.4842043,0.15008259,-0.15656285,0.1966108,0.23730676,0.09927744,-0.05417485,-0.81599313,-0.14619444
1986-05-01,0.29938754,-0.026957834,-0.26335734,0.4965168,0.41447678,0.06156237,0.10446165,0.12299514,0.037196636,-0.20114699,-0.43106622,-0.09901822
1986-06-01,0.17068979,0.00842433,-0.3242717,1.1012537,0.41901296,0.001166439,0.1268833,-0.21047851,0.12480962,-1.2777756,-0.49366546,-0.055211734
1986-07-01,-0.072060384,-0.031234806,-0.36315322,0.8494312,0.5092181,0.27165204,0.2590804,-0.42627087,0.097851776,-1.3093994,-0.30262765,-0.030068362
1986-08-01,-0.016978255,0.05832225,-0.28202048,0.87340814,0.5509509,0.1688753,0.18377988,-0.20762722,0.06272882,-1.2760909,-0.3302335,-0.03032757
1986-09-01,0.0673946,0.12221751,-0.26906,0.6905354,0.51906806,-0.006221056,0.17911413,-0.091760345,0.06506171,-0.51336545,-0.5247706,-0.03810387
1986-10-01,0.31973553,0.010498005,-0.0905939,0.6968861,0.33943552,0.14528723,0.2663383,0.1192366,0.12519844,-0.31986517,-0.65126514,-0.15552601
1986-11-01,0.4512846,-0.058322243,-0.09357481,0.50092334,0.2074976,-0.20283183,0.13388197,0.10355439,0.08255838,0.32284608,-0.6423224,-0.05054595
1986-12-01,0.668373,-0.04756503,0.056766987,0.7607814,0.19635159,-0.22629035,0.2043871,0.13154908,0.08994587,0.4095518,-0.5623561,-0.2301785
1987-01-01,0.7061519,-0.09740026,0.042464137,0.6114242,0.24869733,-0.22865304,0.11551434,0.12961955,0.0736441,0.2803227,-0.6913043,-0.26324797
1987-02-01,0.53228647,-0.037564434,-0.055233072,0.6516612,0.24750951,-0.08685847,0.15916628,0.10690273,0.10705119,0.2773532,-0.7501008,-0.16525379
