,vws850-200GLB_cluster1,vws850-200GLB_cluster2,vws850-200GLB_cluster3,vws850-200GLB_cluster4,vws850-200GLB_cluster5,vws850-200GLB_cluster6,vws850-200GLB_cluster7,vws850-200GLB_cluster8,vws850-200GLB_cluster9,vws850-200GLB_cluster10,vws850-200GLB_cluster11,vws850-200GLB_cluster12
1965-01-01,28.02838897705078,13.564544677734375,25.21755599975586,16.300628662109375,52.71289825439453,12.817886352539062,22.567607879638672,34.20392608642578,33.64674377441406,24.203237533569336,16.292694091796875,11.057205200195312
1965-02-01,26.251760482788086,4.69219970703125,28.572721481323242,19.355684280395508,51.07408905029297,18.565773010253906,32.348934173583984,31.460859298706055,24.80251693725586,15.355924606323242,11.106703758239746,7.108012676239014
1965-03-01,22.434926986694336,10.636578559875488,21.906600952148438,12.415653228759766,45.2681999206543,19.189634323120117,23.852783203125,26.588985443115234,35.78956604003906,21.42060089111328,7.728184700012207,18.211641311645508
1965-04-01,25.151281356811523,11.29735279083252,20.011737823486328,9.12539005279541,48.96659469604492,35.400779724121094,13.42730712890625,25.8677921295166,26.108476638793945,13.911944389343262,3.384458303451538,28.87441635131836
1965-05-01,32.303836822509766,16.22595977783203,26.690574645996094,4.778520107269287,35.86190414428711,39.306785583496094,11.900632858276367,32.375064849853516,25.891931533813477,13.412469863891602,12.86220932006836,30.536884307861328
1965-06-01,24.39554214477539,23.579242706298828,20.450122833251953,14.410650253295898,17.33835220336914,35.925174713134766,4.490127086639404,32.68141174316406,4.160640716552734,3.547975778579712,33.00595474243164,25.559354782104492
1965-07-01,22.06680679321289,14.794075965881348,22.998411178588867,14.933366775512695,11.516070365905762,43.476680755615234,4.485457897186279,22.978803634643555,7.523046493530273,14.625909805297852,34.26469039916992,31.8221435546875
1965-08-01,17.555233001708984,14.819676399230957,27.822595596313477,13.922479629516602,4.935144424438477,41.86616897583008,5.479143142700195,22.06093978881836,7.801303386688232,11.048989295959473,26.661293029785156,31.831026077270508
1965-09-01,9.972846031188965,14.37483024597168,28.250099182128906,8.310538291931152,15.229780197143555,44.17757034301758,4.139638900756836,33.17759323120117,3.81727933883667,5.927406311035156,24.686992645263672,34.85074996948242
1965-10-01,12.38818073272705,14.970572471618652,21.895658493041992,8.33642864227295,38.92897033691406,40.59614562988281,10.37402057647705,31.807403564453125,16.845338821411133,8.47762680053711,8.544576644897461,26.997020721435547
1965-11-01,23.042085647583008,16.367233276367188,22.01958656311035,7.607964992523193,35.296966552734375,46.93626403808594,7.38130521774292,29.365205764770508,26.047826766967773,17.550594329833984,6.572621822357178,28.36435890197754
