,mgv500GLB_cluster1,mgv500GLB_cluster2,mgv500GLB_cluster3,mgv500GLB_cluster4,mgv500GLB_cluster5,mgv500GLB_cluster6,mgv500GLB_cluster7,mgv500GLB_cluster8,mgv500GLB_cluster9,mgv500GLB_cluster10,mgv500GLB_cluster11,mgv500GLB_cluster12
1980-01-01,-0.083001375,-0.2826897,0.1580529,-0.092568085,0.2620741,0.38657612,0.04109645,-0.2246157,-0.24455757,-0.5905763,1.3490416,0.31664485
1980-02-01,-0.3166448,-0.09000797,0.121537685,-0.18554038,0.11224048,0.98900974,0.11224048,-0.08933425,-0.5555432,-0.8754218,1.372352,0.6167164
1980-03-01,-0.0033685684,-0.15966985,0.013878477,-0.24765667,-0.013743723,0.52872944,-0.14390495,-0.29575974,-0.26220888,-0.74189204,0.99197406,0.2922565
1980-04-01,-0.12153771,0.091220655,-0.07653372,-0.48426446,0.009566712,-0.03355093,0.051741105,0.09149013,-0.39317852,-0.5276515,0.6145604,0.24307542
1980-05-01,-0.11224047,0.13918898,-0.054435957,-0.3328139,-0.068044946,0.31489316,0.21653113,-0.0028295876,0.030451799,-0.38320756,0.84577847,0.192547
1980-06-01,-0.0456777,0.16263416,-0.07222195,-0.30990767,-0.04284811,0.08542673,0.2813423,-0.024388384,-0.33968577,-0.43252334,0.123828314,-0.43184957
1980-07-01,0.0121268155,0.1585919,-0.33699092,-0.22030392,0.13528144,-0.01724704,0.27743474,0.022501994,0.4927532,-0.35194734,-0.038671114,-0.33847314
1980-08-01,-0.028295923,0.053762257,0.016708065,-0.47065544,0.042578638,0.10765924,0.25358534,0.09634086,0.1218072,-0.43764353,0.041365933,-0.28632772
1980-09-01,-0.053223282,0.07464732,-0.16047828,-0.15562756,0.03597622,0.09903571,0.28147703,-0.07639899,-0.23984161,-0.29144797,0.18554035,0.19173856
1980-10-01,-0.02627479,0.018998694,-0.018459719,-0.20103578,0.024523139,0.2515642,0.23943734,-0.16438581,-0.24833035,-0.67883253,0.2941428,0.86154336
1980-11-01,-0.13972795,-0.11897759,0.05766977,-0.08744786,0.178938,0.30882975,0.2147795,-0.31677955,0.22232512,-0.32540306,0.75846535,0.5915195
1980-12-01,-0.17772532,-0.011587858,0.14215331,-0.20548224,0.22016919,0.82354605,0.33281392,-0.20871611,-0.21033302,-0.56079817,0.8711101,0.8693584
1981-01-01,-0.18657127,-0.42739463,0.13231897,-0.10033131,0.06778002,1.3701147,0.39272958,-0.22856387,0.10047226,-0.68780524,0.70950603,0.57070506
1981-02-01,-0.16923866,0.069330074,0.03522868,-0.18149829,0.008877659,0.23983698,0.25716949,-0.52434397,-0.27126104,-0.73120695,1.0134593,0.27083835
1981-03-01,0.08074417,0.0673573,-0.07933507,-0.18967137,-0.124568656,0.11794577,0.21996804,0.02902851,-0.24660091,-0.65948135,0.6804776,0.43965417
1981-04-01,-0.15796557,0.113577366,-0.007468462,-0.22969118,-0.030155754,0.22969118,0.109209016,-0.1457059,-0.117100194,-0.36905593,1.0231825,0.33030432
1981-05-01,-0.12696429,0.0944129,-0.029592132,-0.46050963,0.0987813,0.28577518,-0.087226294,0.058197834,-0.10765896,-0.39582974,0.28929806,0.3104353
1981-06-01,0.20869485,0.22335,-0.1892486,-0.38131547,0.019868994,0.027055645,0.3604601,0.0286057,-0.3694786,-0.26153788,0.58536017,0.3482005
1981-07-01,-0.06341167,0.1847393,-0.04903836,-0.30578512,0.13147354,-0.011273193,0.26999274,0.12386413,0.035651397,-0.24462815,0.22349091,-0.2763339
1981-08-01,0.25871962,0.16106558,-0.043965437,-0.2976121,0.13386908,0.1903759,0.31522647,-0.087789916,-0.19305333,-0.08130789,0.30381233,0.04058342
1981-09-01,-0.05749321,0.061016083,-0.055520438,-0.4179533,0.041710805,0.21447234,0.2637925,0.20474926,0.018459845,-0.20362186,0.27591115,0.16571578
1981-10-01,-0.10991354,0.088212684,-0.2767566,-0.09821763,0.04058347,0.4536047,0.29916215,-0.08074417,-0.01747341,-0.56478655,0.85605747,-0.16980238
1981-11-01,-0.09187646,0.08638082,0.0944129,0.08638082,0.098217584,0.7192292,0.31677645,-0.22010894,-0.06975269,-0.9456793,0.7103516,0.4727692
1981-12-01,0.0415699,-0.07961688,0.13400993,0.033396818,0.2091176,0.5278669,0.23265037,-0.21123128,-0.721202,-0.7388164,0.66215867,0.43162203
1982-01-01,0.028474975,-0.091146514,0.14862867,-0.09633584,0.07744126,0.45040998,0.18375663,-0.048700143,-0.07052209,-0.6354972,0.92344034,0.3534089
1982-02-01,-0.20810668,0.06320379,0.18575256,0.116561055,0.14822945,0.25693995,0.4237979,-0.06905842,-0.50150526,-0.7740133,1.553482,-0.4124876
1982-03-01,-0.21369524,0.10179134,0.0059877397,-0.0191607,0.07384858,0.67075825,-0.20810671,-0.8796633,-0.30098298,-0.6209936,1.0143206,-0.6629076
1982-04-01,0.018362379,-0.12800427,-0.10591622,-0.3555378,-0.050163843,0.22646908,0.17603913,-0.23897676,-0.27902797,-0.4822115,0.9089367,-0.14876166
1982-05-01,-0.13013323,0.08901751,-0.054288723,-0.24243632,0.11749248,0.010245705,0.31907922,0.21249771,-0.07291718,-0.24483141,0.558056,0.45174056
1982-06-01,0.048167944,0.23298904,-0.07451391,-0.62285644,0.08076777,-0.0191607,0.34795338,0.1777689,0.016765643,-0.40104452,0.6100827,0.22314255
1982-07-01,-0.0150358435,0.08316286,-0.12228265,-0.2573391,-0.0441761,0.10125909,0.230727,-0.0046571256,0.3177486,-0.23112622,0.35607007,-0.22407398
1982-08-01,0.034329604,0.07198572,-0.06759477,-0.32639757,0.12348018,0.32919177,0.22407398,-0.043377735,0.0042579174,-0.1306655,0.15262046,-0.19626431
1982-09-01,0.033265114,0.06932454,0.008915067,-0.22686824,0.05761523,-0.26492357,0.23711391,-0.1068476,0.12281489,-0.42512846,0.49977547,0.1615355
1982-10-01,-0.10139217,-0.09354158,-0.079969406,0.07704206,0.046305083,0.31415597,0.30723682,-0.14397152,-0.103920296,-0.45320424,0.10179134,0.15128987
1982-11-01,-0.06905844,-0.01982603,0.0075844526,-0.11562963,0.10791214,0.2115663,0.13093157,-0.13292749,-0.54168946,-0.3222727,1.0730003,0.026079942
1982-12-01,0.026079869,-0.019825984,0.06360295,-0.053490352,0.118823074,0.33344975,0.21835232,-0.2783627,-0.023551702,-0.7983633,1.5731751,0.42060432
1983-01-01,-0.03930257,-0.15613718,-0.020925606,0.01623075,-0.1272974,0.7065073,0.12568772,-0.16378307,-0.4292431,-0.7814907,1.4016129,1.0790098
1983-02-01,-0.22132847,-0.19745183,-0.07337372,-0.09657971,-0.019315958,0.585112,0.16217342,-0.29939708,-0.3687467,-0.91683644,1.014221,0.46076566
1983-03-01,-0.10865216,-0.2461441,0.00402416,-0.13762608,0.13346776,0.8110012,0.1739776,-0.39007464,0.047619153,-0.8029529,1.4486954,0.71012914
1983-04-01,-0.11240803,-0.0033534586,0.015828341,-0.08008067,0.1168346,0.38712364,0.13065088,-0.10046971,-0.12944362,-0.67632616,0.8295123,-0.1720995
1983-05-01,-0.1454061,0.21985297,0.16619758,-0.20563427,0.14393058,0.067874074,0.20000048,0.094165206,0.29108045,-0.29134876,0.54795563,-0.01784042
1983-06-01,0.21032913,0.1314557,0.015023517,-0.3835019,0.06613026,0.2938974,0.17934313,-0.08866552,0.09711626,-0.3006043,0.5267618,0.19785425
1983-07-01,0.033132195,0.16727069,-0.076593064,-0.22669402,0.18591598,0.3507721,0.3848433,0.013279706,-0.041717052,-0.0906776,0.35989353,-0.29309255
1983-08-01,0.035412554,0.13212639,0.05606989,-0.4179755,0.1826966,-0.024681484,0.24413201,0.019584214,0.20482945,-0.2272306,0.054326076,-0.6460109
1983-09-01,0.0061703683,0.0250839,-0.0042924345,-0.29470223,-0.024815613,0.08316586,0.3281027,0.14258918,0.023205947,-0.26800865,0.06130128,0.08839722
1983-10-01,0.013950395,0.011535907,-0.11455426,-0.2618383,-0.033937037,0.22266984,0.25781417,-0.06814234,0.09429934,-0.59557486,0.6961786,0.15010095
1983-11-01,-0.14325988,-0.064654745,0.07256891,-0.11361529,0.03822946,-0.18457451,0.18658662,-0.070556834,-0.012072468,-0.4469494,0.48102054,0.4914834
1983-12-01,0.016633168,-0.14044298,0.12541947,-0.009657967,0.14084539,0.51133585,0.25097308,-0.24533923,0.14835715,-0.7833687,0.64802295,0.16780719
1984-01-01,-0.23439817,-0.10028579,0.124295995,-0.06367352,0.124296024,0.99901104,0.03754084,-0.53989846,-0.051602077,-1.1527561,1.0823172,0.7829191
1984-02-01,-0.0014591932,0.11792867,0.13875523,0.082642935,0.30762273,0.44186777,0.1765614,-0.34781665,-0.22285736,-1.0354908,0.82855165,0.28149003
1984-03-01,0.13198993,-0.1351736,0.030377578,-0.30138803,-0.00689795,0.48405153,0.037673496,-0.07242861,-0.1881022,-0.8863886,0.85826606,0.66817415
1984-04-01,-0.010612249,0.017112255,0.0045102118,-0.18863282,-0.0025204062,0.4312555,0.07256129,-0.14180624,0.48511273,-0.52570456,0.46481675,0.27923498
1984-05-01,-0.117530726,0.017908191,0.051469445,-0.1643573,0.1309287,0.3698371,0.12747972,0.23665328,-0.15029606,-0.3356126,1.0527358,0.43099016
1984-06-01,-0.0076938868,0.25217372,0.04125514,-0.33455136,0.078928635,0.42687798,0.22153084,-0.042846967,0.36307183,-0.32539827,0.21436758,-0.03210206
1984-07-01,0.07481639,0.14406136,-0.09763275,-0.2501839,0.2077349,-0.14989808,0.23413289,0.023877572,0.13902056,-0.22046962,0.09696951,-0.11660214
1984-08-01,-0.14127564,0.121245004,-0.013530612,-0.26650026,0.010081649,-0.08184705,0.31611258,0.09219396,-0.27260226,-0.27485743,-0.3918575,-0.5001025
1984-09-01,-0.04881637,0.07043884,-0.08184703,-0.19287774,-0.020693898,0.154143,0.25615332,-0.07998987,0.1456531,-0.2190104,0.49691883,0.12681647
1984-10-01,0.059030674,-0.04523473,-0.06937764,-0.061153103,-0.08343885,0.2190104,0.21290834,-0.15918383,0.15520425,-0.29382682,0.72322524,0.14286742
1984-11-01,-0.13650015,-0.061418425,0.063142896,-0.046295952,0.07110212,0.3785921,0.26570433,-0.16515322,0.21927571,-0.39650038,0.652521,-0.0903368
1984-12-01,0.0062347054,0.010214305,0.14737768,-0.058765363,0.15719399,0.078398034,0.05916331,-0.75320476,-0.40220436,-0.79472524,1.450032,0.29900026
1985-01-01,-0.16683075,-0.17191052,0.09785266,-0.23607619,0.049862076,0.619466,0.032884907,-0.17003903,-0.13862458,-0.85313606,1.007,1.2529684
1985-02-01,-0.02259165,-0.21829697,-0.09664953,-0.03328594,0.073523164,-0.06389828,0.086356305,-0.14316964,-0.16669707,-0.8810749,1.7924945,0.18166904
1985-03-01,-0.07138431,0.061358403,0.08408377,-0.33219105,0.058150124,0.7844253,0.103467144,-0.41333383,-0.20840473,-1.0520496,1.534228,-0.22872391
1985-04-01,-0.30211335,-0.1256578,-0.027404094,-0.21896534,0.033285927,0.24195802,-0.016843487,0.023260068,-0.07566203,-0.634037,1.0179616,-0.07780085
1985-05-01,-0.15439864,0.114829816,0.0065502403,-0.13889195,-0.010159564,0.2342047,0.19436848,-0.16094889,-0.12458835,-0.36654636,1.0205015,0.13381219
1985-06-01,-0.091035046,0.3106688,-0.24904302,-0.45664567,0.09932311,-0.09036665,0.36373913,0.12285056,0.12539044,-0.28526986,0.7294834,-0.016709805
1985-07-01,-0.050530482,0.07646408,-0.10975003,-0.49581352,-0.005480814,-0.10172935,0.15627012,-0.00788703,-0.22257464,-0.4940757,-0.30665848,-0.53564966
1985-08-01,-0.14865045,0.18915506,-0.08729205,-0.22792181,0.1459769,0.021121215,0.33138892,0.12298421,-0.04999571,-0.42509755,0.1637561,-0.43819803
1985-09-01,0.033820678,0.097718954,-0.20198818,-0.40491214,0.13220802,0.014570951,0.24008656,-0.046921156,0.36881894,-0.486456,0.16255303,-0.43458873
