,vws_v250-50GLB_cluster1,vws_v250-50GLB_cluster2,vws_v250-50GLB_cluster3,vws_v250-50GLB_cluster4,vws_v250-50GLB_cluster5,vws_v250-50GLB_cluster6,vws_v250-50GLB_cluster7,vws_v250-50GLB_cluster8,vws_v250-50GLB_cluster9,vws_v250-50GLB_cluster10,vws_v250-50GLB_cluster11,vws_v250-50GLB_cluster12
1965-01-01,-8.341848373413086,1.2576059103012085,5.515363693237305,0.5445455312728882,-0.13760817050933838,0.75721275806427,3.6418323516845703,5.981170654296875,-4.137810230255127,-0.5489606857299805,4.932552814483643,0.2884620428085327
1965-02-01,-2.449718952178955,1.1987359523773193,3.5439610481262207,-0.5276205539703369,-4.506482124328613,1.7911133766174316,-2.714632987976074,3.6565499305725098,-3.984013080596924,-3.564565658569336,4.183434009552002,0.5290921926498413
1965-03-01,-6.146005630493164,1.2907201051712036,2.8022022247314453,0.573244571685791,-0.11700379848480225,-0.47978878021240234,-0.15968430042266846,8.414700508117676,-4.858229637145996,0.28772616386413574,0.9897483587265015,0.9470677375793457
1965-04-01,-0.4739018678665161,4.738281726837158,6.079041481018066,-0.7233625650405884,3.0722670555114746,0.3098020553588867,0.48861920833587646,-0.353954553604126,-4.821435928344727,-2.7771823406219482,1.1045444011688232,-0.8241770267486572
1965-05-01,-0.6012077331542969,4.721357345581055,3.282726526260376,2.878732919692993,2.8919782638549805,3.532186985015869,1.8293787240982056,1.209774136543274,-0.4429950714111328,1.329721212387085,1.8514549732208252,2.123727560043335
1965-06-01,5.270318031311035,6.084929466247559,0.1736658811569214,-2.8419389724731445,3.0906641483306885,-3.9126334190368652,1.1141107082366943,1.5710875988006592,1.3804965019226074,2.0162901878356934,2.1745028495788574,1.2818896770477295
1965-07-01,5.240147113800049,7.153415679931641,2.4990224838256836,0.3480675220489502,3.9899001121520996,-3.552055597305298,1.7594707012176514,1.9861196279525757,3.3364453315734863,0.817554235458374,-0.9411808252334595,4.009768486022949
1965-08-01,1.0471463203430176,5.151106834411621,0.3333500623703003,-3.6734747886657715,7.469841003417969,-0.4076732397079468,-0.6372655630111694,0.8256486654281616,0.9375011920928955,0.5136388540267944,-0.18323218822479248,0.6836254596710205
1965-09-01,0.7461745738983154,7.792888641357422,6.866425514221191,-5.28871488571167,3.785327434539795,-0.17660939693450928,-0.890405535697937,0.49229860305786133,2.795579433441162,-0.6159251928329468,2.5961575508117676,3.287141799926758
1965-10-01,-0.39957869052886963,6.8988037109375,7.946686267852783,-7.157830238342285,3.627115249633789,1.6630715131759644,-0.3848613500595093,-0.18764746189117432,0.5511683225631714,-2.8875632286071777,2.670480966567993,-0.028699040412902832
1965-11-01,-1.8816255331039429,6.945899486541748,9.672306060791016,-3.071531295776367,1.9140039682388306,-0.4716942310333252,3.5689809322357178,4.613919734954834,-1.2612851858139038,-3.3320302963256836,-0.04194474220275879,-0.1008145809173584
1965-12-01,-5.072368144989014,2.1745028495788574,9.574435234069824,-4.338703632354736,1.5828615427017212,3.5513203144073486,-1.718997836112976,9.670098304748535,-1.2995505332946777,-2.231900930404663,3.318784713745117,-1.210510015487671
1966-01-01,-7.88145112991333,3.7917187213897705,7.56752347946167,-1.3873552083969116,1.308511734008789,-2.934567451477051,4.4079999923706055,8.638781547546387,-3.5168514251708984,-0.8962113857269287,4.499139785766602,1.902369499206543
1966-02-01,-4.955563545227051,1.6036319732666016,7.629007339477539,-3.547954797744751,-0.8795745372772217,5.795354843139648,3.1920745372772217,0.7508211135864258,-4.110709190368652,-0.5432240962982178,4.469482421875,1.189884901046753
1966-03-01,-4.388469219207764,3.681771755218506,2.7081634998321533,-1.6506489515304565,-0.34792375564575195,0.2929503917694092,-1.3012784719467163,6.036225318908691,-3.8835818767547607,-4.017398834228516,2.049206256866455,1.509598731994629
