,zgu50GLB_cluster1,zgu50GLB_cluster2,zgu50GLB_cluster3,zgu50GLB_cluster4,zgu50GLB_cluster5,zgu50GLB_cluster6,zgu50GLB_cluster7,zgu50GLB_cluster8,zgu50GLB_cluster9,zgu50GLB_cluster10,zgu50GLB_cluster11,zgu50GLB_cluster12
1980-01-01,-0.10196686,-0.23634605,0.03646507,0.08778534,-0.19312859,0.027011108,0.010128784,-0.011817169,0.001688385,-0.24444923,-0.019920731,0.0314003
1980-02-01,-0.042542268,-0.0979145,-0.047269057,0.1640915,-0.48788565,-0.007765961,-0.037815858,-0.05908661,-0.0057395934,-0.021609116,0.021946717,0.11884842
1980-03-01,-0.06583939,-0.14248314,0.12154923,0.11209564,-0.025997926,0.014855957,-0.021608735,0.054359436,0.09960289,0.057398222,0.05571022,-0.022959137
1980-04-01,0.0047271727,-0.17287025,0.21406174,-0.15700111,0.0047271727,-0.00810318,-0.03578949,-0.017556762,-0.36127168,-0.17320785,0.08609734,0.2167633
1980-05-01,0.052671053,-0.010804367,0.1610527,-0.011141968,-0.03545189,0.038828276,-0.17455825,0.018232727,-0.033763885,0.01586914,0.13437958,-0.01586895
1980-06-01,0.080695346,0.010466767,0.037477873,-0.01620636,-0.0405159,0.05233383,-0.12019882,0.002701187,-0.118510626,0.034101106,-0.1546379,0.018232346
1980-07-01,0.18299942,0.020933533,0.090149686,-0.017219543,-0.02329712,0.07495575,-0.2856411,-0.042542268,-0.17354564,0.07326736,0.02295952,0.13640556
1980-08-01,0.03680267,0.013168335,0.04456787,-0.021946717,-0.041867066,-0.019921113,-0.17185745,-0.006415176,0.0047267913,0.009453583,0.037815474,0.055034637
1980-09-01,0.045581054,0.07124176,0.094875716,0.0006752014,-0.020596314,-0.004389954,-0.10129128,0.015531158,0.14957313,-0.062462617,-0.10635567,0.08677254
1980-10-01,-0.018569946,-0.049970247,0.06617699,0.09082451,-0.052671053,-0.02836151,-0.100953676,0.005065155,0.14754753,-0.085422136,0.041867066,0.11851082
1980-11-01,0.005402374,0.0033763885,0.07090378,0.11783524,-0.06651459,-0.04287987,0.079006955,-0.09352493,0.11749725,-0.33155975,-0.19346619,0.17590904
1980-12-01,0.027011108,-0.16983147,0.27551156,0.24850082,-0.30252305,-0.13100319,0.0,-0.068878174,0.009115982,-0.18840142,0.15700111,0.05874901
