,zgu500GLB_cluster1,zgu500GLB_cluster2,zgu500GLB_cluster3,zgu500GLB_cluster4,zgu500GLB_cluster5,zgu500GLB_cluster6,zgu500GLB_cluster7,zgu500GLB_cluster8,zgu500GLB_cluster9,zgu500GLB_cluster10,zgu500GLB_cluster11,zgu500GLB_cluster12
1965-01-01,-0.06191788,0.106889725,-0.103630826,-0.14306259,-0.21508293,0.6736008,-1.4381225,0.47448578,0.028026199,-0.41973764,-0.09678726,-0.6028841
1965-02-01,-0.029655457,0.02281189,-0.047253035,-0.21280174,-0.23235473,0.7609371,-1.7147974,0.53966254,-0.015968323,-0.33696327,-0.14501801,0.31056672
1965-03-01,0.061591722,0.10069809,-0.233984,-0.26135826,0.0042366027,0.7664772,-0.69478303,0.22681503,-0.026722336,-0.48328477,0.027048493,-0.82611406
1965-04-01,0.34673995,-0.058333207,-0.009124756,-0.02346344,-0.36498946,0.6840288,-0.7449688,0.27993393,0.074301146,-0.45949516,-0.15837936,0.18053932
1965-05-01,0.5562828,-0.09646149,-0.03454361,-0.40963516,-0.11731796,0.26396543,0.19357452,0.0746273,-0.48882484,-0.25614414,-0.0423645,-0.1114521
1965-06-01,0.8798847,-0.12122841,-0.08863983,-0.10754166,-0.29394683,0.41941148,-0.05572624,0.1688076,-0.34999847,-0.25418893,-0.15218735,0.12904969
1965-07-01,0.68272513,-0.043668367,0.037802123,0.22388192,-0.05377083,0.33044547,0.1991146,-0.07495308,-0.10232735,0.009450531,-0.06517639,0.26461715
1965-08-01,0.4686199,-0.19520417,0.16913338,-0.08733635,-0.16522293,-0.11731796,0.16815567,-0.13752289,-0.057681274,-0.18444976,-0.12188034,0.59538877
1965-09-01,0.20791359,0.022485733,-0.13491555,-0.23854676,-0.10428276,0.42886218,0.061265945,-0.017271806,-0.06322136,-0.29948655,-0.07495308,-0.48295897
1965-10-01,0.21084633,0.008147049,-0.12839814,-0.61103094,-0.043016434,0.16196403,-0.3975773,-0.05214119,-0.2848217,-0.25353736,0.0941803,-0.28677732
1965-11-01,0.05865898,0.1319828,-0.38486823,-0.35423508,0.0042366027,0.7967846,-1.060098,-0.38714904,-0.029655457,-0.16554871,0.12742004,0.28025952
1965-12-01,0.0909214,0.24115372,-0.076256946,-0.5038155,0.020204926,0.775602,-1.444966,0.12839814,-0.30437508,-0.58072376,0.03519516,0.1407816
1966-01-01,0.1240715,0.06400528,-0.05218811,-0.32264978,-0.20350266,0.8186054,-1.0575569,0.49825287,-0.22615051,-0.2747284,-0.065317914,-0.60755366
1966-02-01,0.073523715,0.052188493,-0.16181716,-0.345298,-0.081073,0.7168541,-1.702857,0.3646637,-0.100766756,-0.04135704,-0.13424607,0.08599625
1966-03-01,0.08993454,0.09814072,0.046280287,-0.42440128,-0.12210198,1.0224361,-1.4435552,0.002625656,0.09124794,-0.6367661,-0.060066223,-0.14835969
1966-04-01,0.23566933,0.10011025,-0.025601959,-0.19496861,-0.17822877,0.5409225,-0.56521225,0.26455346,-0.14245185,0.12636833,-0.13523026,0.054486085
1966-05-01,0.17330551,-0.071554184,-0.003282547,-0.21499062,-0.20153312,0.23960781,-0.43293533,-0.14343604,0.02494583,-0.2166317,-0.16936684,-0.13293305
1966-06-01,0.529435,0.19825096,-0.02067871,-0.13588715,-0.14474945,0.35415992,0.1519703,0.010503387,-0.17527504,-0.0013130188,-0.14015427,0.093545154
1966-07-01,0.5826084,-0.096171185,-0.292453,-0.11094169,-0.0065647126,0.19332734,0.085011676,-0.13096389,-0.18019828,0.031838227,-0.0370903,0.30164337
