,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12
1996-04-01,101602.81,101092.945,101612.21,101621.8,102043.914,100974.94,101449.086,101893.586,100907.32,101681.164,101340.96,101189.305
1996-05-01,101601.055,101207.555,101120.53,101614.945,102085.03,100868.086,101643.32,102064.29,100996.16,102011.29,101567.336,100968.33
1996-06-01,101725.305,101294.33,100629.945,101561.94,101990.8,100284.29,101893.28,102203.83,100938.19,102334.57,101721.06,101054.8
1996-07-01,101843.68,101407.67,100469.43,101512.945,101901.29,100207.03,102058.95,102205.83,100953.04,102488.17,101841.555,100956.92
1996-08-01,101820.76,101351.27,100626.125,101416.65,102101.23,100533.1,101983.516,102039.125,101003.01,102019.36,101724.766,100905.625
1996-09-01,101611.55,101245.09,101133.21,101322.59,102225.54,100708.055,101901.05,101886.07,100900.47,101405.305,101519.67,101046.43
1996-10-01,101717.24,101139.27,101797.47,101384.266,102232.76,101077.48,101825.24,101917.36,100978.875,101787.89,101490.625,101468.62
1996-11-01,101873.45,100982.21,102333.42,101346.55,102052.29,101396.33,101676.43,102010.445,100926.54,101824.945,101220.71,101680.68
1996-12-01,101815.78,101073.055,102438.086,101313.555,101947.68,101592.69,101623.07,101909.66,100969.17,101158.31,101097.8,101847.195
1997-01-01,101868.69,101073.695,102511.305,101469.56,101968.21,101609.67,101497.19,101804.21,101099.92,100412.16,100987.67,101831.195
1997-02-01,101768.18,101150.91,102357.18,101518.8,101780.21,101506.94,101524.05,102386.32,100945.914,101006.414,101019.21,102252.46
1997-03-01,101726.54,101093.2,101966.695,101540.17,101692.95,101397.664,101479.31,102091.33,101127.31,101836.69,101208.96,101470.086
1997-04-01,101575.445,101176.664,101601.96,101631.805,101888.664,101201.664,101679.29,101856.66,101074.69,101669.71,101326.3,101192.43
1997-05-01,101692.484,101240.734,100850.77,101400.99,101535.5,100895.27,101816.36,102155.39,100994.734,102128.65,101588.12,101158.38
1997-06-01,101552.44,101247.45,100653.95,101480.945,101918.914,100403.45,101815.54,102052.95,101056.3,101977.96,101705.805,100918.29
1997-07-01,101842.7,101442.28,100598.586,101371.79,101938.66,100096.31,102078.19,102264.2,101062.31,102352.16,101893.57,100925.3
1997-08-01,101874.7,101453.79,100484.58,101351.82,101996.71,100408.42,102013.06,102055.055,101121.7,102030.82,101843.164,101049.695
1997-09-01,101650.73,101250.484,101494.15,101324.13,101998.52,100872.84,101788.38,101837.85,101176.14,101786.63,101669.766,101217.26
1997-10-01,101632.445,101130.7,101945.664,101382.54,102164.56,101389.95,101699.2,101549.05,101182.68,101574.16,101541.45,101327.93
1997-11-01,101732.78,101124.92,102206.67,101426.805,102110.66,101400.055,101650.44,101889.305,101114.58,102472.18,101214.805,101619.19
1997-12-01,101606.69,101170.53,102609.08,101544.195,101837.33,101612.82,101593.43,102101.55,101095.836,101981.29,101264.68,101916.46
1998-01-01,101586.03,101098.0,102593.91,101491.75,101748.37,101628.63,101523.13,102038.51,101111.49,100276.73,101155.1,101979.65
1998-02-01,101377.305,101206.08,102244.71,101821.41,101831.68,101613.19,101571.22,101752.086,101180.81,101103.67,101127.055,101973.79
1998-03-01,101510.97,101091.13,101977.51,101714.52,101859.98,101379.01,101488.85,102011.85,101072.1,101512.86,101197.01,101701.61
1998-04-01,101478.14,101080.984,101311.89,101839.24,101835.27,101107.65,101471.52,102160.516,101016.14,102881.15,101351.84,101175.516
1998-05-01,101533.66,101218.81,101127.055,101754.414,101847.055,100758.83,101749.19,102091.07,100932.58,102655.03,101517.586,101084.83
1998-06-01,101673.375,101373.78,100609.6,101659.89,102045.125,100270.24,101878.25,102243.64,100949.27,102217.74,101774.9,101156.99
1998-07-01,101837.79,101366.59,100444.3,101587.164,102180.18,100209.3,102050.3,102113.82,100967.805,102566.17,101809.305,100793.305
1998-08-01,101807.67,101289.08,100765.32,101480.66,102437.42,100483.44,101960.93,101975.805,101028.305,102712.82,101728.08,100845.55
1998-09-01,101440.58,101262.3,101177.66,101379.58,102321.53,100710.18,101882.54,101831.17,100997.17,101904.086,101639.78,101094.03
1998-10-01,101707.28,101189.76,101723.85,101497.484,102311.516,100888.52,101888.016,101947.51,100949.27,102078.91,101476.125,101408.88
1998-11-01,101812.4,101025.15,102018.85,101552.75,102173.25,101299.73,101719.88,101809.24,100889.85,102148.86,101324.75,101609.34
1998-12-01,101986.45,101076.95,102668.2,101737.97,102115.33,101501.08,101591.83,102197.95,100938.19,101705.58,101144.07,101920.414
1999-01-01,101889.766,101029.4,102389.984,101610.72,101958.4,101490.88,101382.5,102197.516,100830.02,101384.24,101007.73,101752.36
1999-02-01,101857.06,101088.945,102461.55,101835.695,101822.305,101552.3,101366.43,102050.96,101033.695,101877.18,101059.55,101447.96
1999-03-01,101631.21,101029.96,101566.19,101715.55,101883.16,101106.57,101282.28,101993.16,100732.42,102544.08,100972.28,101314.3
1999-04-01,101598.88,101169.36,101376.4,101776.77,101957.03,100951.85,101529.125,102076.74,100863.59,102235.266,101423.734,101430.77
1999-05-01,101647.03,101222.42,101048.71,101725.7,102017.33,100489.19,101702.59,101998.08,100945.44,101778.58,101599.57,101104.95
1999-06-01,101616.266,101258.74,100558.39,101647.66,101987.86,100346.99,101766.87,102144.39,100998.63,102193.47,101736.73,101111.99
1999-07-01,101857.625,101373.72,100331.484,101546.875,102352.61,100157.64,102005.984,102086.65,100979.76,102633.65,101863.35,100815.38
1999-08-01,101748.44,101337.03,100588.04,101537.41,102102.41,100439.8,101963.695,101840.555,101069.2,102266.03,101775.84,100889.57
1999-09-01,101546.375,101185.74,101074.25,101480.85,102246.6,100699.34,101867.02,101822.24,100989.85,101958.4,101567.24,101018.25
1999-10-01,101772.35,101183.74,101866.91,101527.38,102233.02,100940.89,101821.125,101971.85,100975.9,102033.766,101460.984,101399.76
1999-11-01,102033.83,101051.695,102294.44,101544.945,102172.17,101395.7,101632.7,101557.586,100940.58,102446.54,101288.08,101701.03
1999-12-01,101990.04,101026.414,102775.414,101546.31,102063.79,101524.58,101518.04,101974.78,100902.21,101220.305,101206.05,101888.33
2000-01-01,101956.93,101006.414,102678.555,101635.21,101949.305,101486.32,101350.96,101940.67,100931.164,101944.54,100892.68,101853.445
2000-02-01,101956.1,101173.12,102380.12,101833.6,101901.88,101366.39,101435.26,102402.23,100888.74,101128.49,100966.97,101994.52
2000-03-01,101579.02,101032.51,101832.77,101794.1,101853.38,101203.734,101334.875,101791.6,100870.99,101597.62,101108.12,101679.89
2000-04-01,101711.29,101113.836,101322.836,101753.17,101865.66,100913.83,101517.66,102123.695,100862.945,102481.29,101322.06,101167.695
2000-05-01,101644.92,101186.164,100938.555,101659.336,101995.06,100520.55,101722.07,102137.58,100917.94,101739.055,101575.805,101114.43
2000-06-01,101756.27,101282.62,100672.12,101485.01,102081.516,100304.516,101822.34,102219.734,100951.484,102196.62,101775.1,101036.5
2000-07-01,101846.89,101257.12,100374.76,101473.09,102330.73,100219.26,101845.64,102024.97,100918.234,102413.01,101738.516,100766.37
2000-08-01,101841.35,101317.0,100508.99,101347.5,101929.766,100394.36,101981.48,102062.87,100988.48,102107.73,101757.52,101017.14
2000-09-01,101611.32,101205.05,101183.42,101333.68,102161.83,100749.21,101881.92,101951.21,100995.805,101456.83,101562.05,101080.83
2000-10-01,101857.62,101200.64,101787.73,101349.88,102131.26,101021.37,101805.37,102035.99,100920.266,102094.266,101413.63,101543.99
2000-11-01,101726.484,100994.26,102329.77,101443.72,102054.52,101318.73,101631.4,101927.266,100827.98,101950.62,101105.97,101641.88
2000-12-01,101985.47,101143.86,102425.52,101538.984,102013.35,101499.484,101616.98,102141.625,100899.766,101081.484,101128.85,101915.23
2001-01-01,101906.68,101201.19,102290.03,101723.92,101898.78,101500.03,101485.09,102312.67,100887.33,100976.05,100964.66,101987.17
2001-02-01,101836.79,101106.22,102251.93,101534.32,101632.055,101419.945,101382.43,101906.09,100895.09,101892.93,101063.7,101810.53
2001-03-01,101579.27,101146.234,101761.5,101694.64,101787.76,101249.23,101372.89,101981.51,100909.51,101758.74,101151.89,101393.22
2001-04-01,101696.28,101175.78,101432.38,101713.0,101894.64,101006.65,101472.266,102144.984,100907.14,102350.516,101352.35,101141.234
2001-05-01,101653.9,101216.125,100936.625,101640.34,102024.75,100496.74,101662.984,102053.64,100939.125,101828.89,101568.61,101050.48
2001-06-01,101777.36,101325.37,100545.11,101477.984,102294.12,100159.0,101912.41,102195.59,100944.125,102142.484,101761.11,101006.38
2001-07-01,101841.53,101339.85,100446.86,101473.38,101884.11,100190.26,102007.11,102123.13,100951.89,102176.375,101813.76,100836.85
2001-08-01,101872.59,101445.805,100761.305,101400.66,102193.16,100486.21,102129.32,102035.54,101006.32,102489.836,101810.93,100928.92
2001-09-01,101657.66,101230.87,101227.51,101337.74,102353.74,100787.03,101887.59,101710.5,100996.97,102152.484,101505.625,101117.27
2001-10-01,101879.17,101159.59,101802.44,101320.57,102026.79,101018.95,101726.42,101850.28,100981.97,102069.96,101431.92,101555.19
2001-11-01,101900.234,101062.66,102301.35,101443.11,102242.98,101382.49,101664.89,101625.734,100994.41,101722.15,101275.16,101760.12
2001-12-01,101791.445,100991.836,102873.71,101480.69,101927.68,101675.945,101543.47,101563.54,101096.94,101510.96,101133.336,101851.8
2002-01-01,101844.484,101141.59,102424.87,101518.516,101943.74,101588.01,101526.516,102170.27,101039.51,101407.9,101095.234,102257.766
2002-02-01,101930.625,101141.59,102348.62,101608.6,101803.48,101651.84,101432.49,102125.266,101141.89,101728.75,101172.9,101780.35
2002-03-01,101694.03,101131.945,101774.7,101583.53,101721.45,101267.16,101393.31,102086.195,100969.96,102059.42,101154.95,101410.195
2002-04-01,101689.33,101062.164,101358.83,101550.17,101993.17,100980.32,101331.414,102147.68,100878.586,101516.164,101274.04,101088.7
2002-05-01,101595.42,101175.195,101049.45,101526.46,101587.83,100657.59,101715.22,102229.7,100934.664,102098.55,101524.28,101192.43
2002-06-01,101622.07,101355.3,100513.67,101502.805,102151.33,100262.43,102013.586,102301.95,100960.31,102035.3,101796.06,101058.164
2002-07-01,101916.21,101410.664,100330.8,101463.03,102316.195,100453.71,102024.82,102248.3,101047.45,102245.7,101851.19,100928.07
2002-08-01,101811.36,101341.234,100703.9,101399.016,102124.734,100426.47,102059.24,102059.6,101041.75,101809.88,101852.6,100916.36
2002-09-01,101527.93,101286.05,101366.19,101355.945,102249.055,100962.195,101849.19,101891.44,101098.586,101887.555,101690.914,101139.95
2002-10-01,101629.13,101146.48,101786.234,101314.64,102048.36,101071.875,101760.34,101749.87,100980.02,101475.39,101430.61,101337.65
2002-11-01,101921.74,101164.37,102272.89,101443.266,102191.984,101345.0,101746.516,102152.625,100989.85,101463.98,101271.4,101612.484
2002-12-01,101881.96,101180.78,102612.33,101639.78,102037.53,101543.82,101623.95,101918.445,101047.57,101680.44,101196.96,101952.69
2003-01-01,102045.47,101221.96,102631.69,101458.07,102026.18,101671.56,101559.586,102430.81,101136.07,100148.03,101117.83,101866.945
2003-02-01,101625.15,101161.234,102204.12,101461.6,101867.86,101423.23,101394.14,102365.51,101026.97,101134.37,101025.53,101727.65
2003-03-01,101463.695,101143.78,102021.805,101632.21,101822.695,101317.66,101451.8,101928.33,101014.68,101335.05,101066.84,101577.17
2003-04-01,101579.72,101167.51,101418.85,101681.76,101922.25,101017.625,101534.16,102069.26,100948.66,102270.4,101254.77,101143.78
2003-05-01,101568.67,101211.44,101000.17,101605.54,101927.54,100836.42,101737.06,102160.71,100930.29,102253.53,101499.19,101034.29
2003-06-01,101536.97,101252.555,100535.93,101500.04,101832.695,100185.945,101801.836,102098.67,100957.29,102060.17,101652.54,100951.93
2003-07-01,101879.234,101384.59,100549.0,101464.48,102207.25,100084.1,101995.52,102165.74,101035.53,102551.48,101869.76,100844.73
2003-08-01,101834.266,101379.76,100631.625,101393.09,102290.266,100477.36,102024.875,101881.39,101004.35,102212.74,101743.27,100941.53
2003-09-01,101678.88,101279.75,101205.23,101373.484,102260.72,100775.234,101952.64,101789.35,101052.66,101600.24,101668.49,101213.73
2003-10-01,101658.23,101120.64,101891.39,101416.234,102114.49,101157.77,101689.87,101685.75,101032.266,101636.72,101397.15,101340.28
2003-11-01,101864.79,101042.79,102284.055,101461.08,102001.21,101413.555,101602.08,101876.164,100983.56,102540.3,101184.7,101620.055
2003-12-01,101928.914,101111.03,102808.305,101497.68,102153.84,101637.05,101561.29,101641.164,101061.81,101791.71,101118.42,101889.17
2004-01-01,101910.71,101057.08,102580.17,101507.66,101994.32,101510.21,101446.305,102015.336,101037.195,100318.164,100997.66,101696.695
2004-02-01,101793.336,101148.055,102137.07,101593.42,101850.664,101530.2,101504.03,101989.79,101049.83,100998.336,101133.16,101990.414
2004-03-01,101856.61,101088.125,101963.39,101532.016,101718.11,101254.5,101516.38,102151.97,100970.52,102495.99,101132.99,101638.34
2004-04-01,101667.46,101103.305,101293.08,101617.67,102024.57,100956.19,101567.31,102029.67,100954.55,102150.78,101319.19,101135.31
2004-05-01,101740.26,101207.99,100915.12,101549.75,102048.76,100607.75,101703.77,102108.87,100927.98,102034.26,101586.85,100978.11
2004-06-01,101785.46,101406.83,100729.94,101550.54,102185.56,100321.96,102078.555,102250.82,101062.18,102473.164,101962.71,101153.664
2004-07-01,101807.266,101314.77,100564.13,101475.59,102112.375,100346.6,101924.87,101977.27,101002.984,101997.49,101798.88,100882.375
2004-08-01,101820.64,101419.516,100500.34,101382.35,102227.766,100471.51,102094.65,101956.875,101057.37,101979.48,101817.98,100990.74
2004-09-01,101632.8,101247.7,101335.79,101362.695,102235.695,100861.7,101850.83,101875.81,101032.21,102084.445,101531.79,101198.7
2004-10-01,101667.18,101119.45,102093.45,101367.28,102339.7,101235.07,101777.08,101694.71,101067.79,101939.2,101457.19,101386.945
2004-11-01,101844.6,101060.25,102331.49,101484.88,102097.76,101405.75,101620.62,101449.99,101001.0,102090.85,101259.484,101638.12
2004-12-01,101964.695,101061.16,102560.29,101473.33,101994.32,101509.08,101491.45,101903.57,101005.414,101102.17,101078.04,101833.33
2005-01-01,101973.0,101022.49,102560.516,101414.91,101993.34,101598.87,101425.87,101943.51,101066.39,100335.23,101085.484,101943.01
2005-02-01,101756.73,101010.48,102419.76,101493.62,101687.59,101565.875,101338.266,101915.766,101107.27,101675.89,101055.87,101499.875
2005-03-01,101557.234,101128.25,102188.52,101616.41,101924.22,101364.0,101467.75,101713.516,101084.234,101582.27,101182.73,101537.01
2005-04-01,101598.99,101112.35,101397.25,101683.02,101916.39,101140.15,101608.64,101912.51,101049.61,102143.875,101339.266,101194.0
2005-05-01,101571.445,101133.33,100826.82,101591.3,102044.82,100827.695,101786.84,101905.94,100934.46,101712.83,101514.47,101151.67
2005-06-01,101420.85,101233.13,100395.53,101598.24,101854.78,100209.0,101925.85,101989.78,100909.98,101888.28,101694.734,100982.234
2005-07-01,101750.4,101385.73,100536.1,101524.86,102191.52,100307.37,101982.266,102138.49,101029.01,102530.52,101899.36,100882.36
2005-08-01,101753.53,101318.85,100605.1,101425.49,102148.26,100432.72,102067.484,101995.85,101026.625,102010.88,101749.9,100866.52
2005-09-01,101754.97,101269.516,101251.734,101273.4,102440.234,100676.984,101922.03,101945.26,101028.13,102187.39,101639.13,101160.0
2005-10-01,101647.52,101159.0,102028.85,101495.49,102408.86,101155.74,101838.5,101788.47,101002.27,102319.51,101487.6,101507.266
2005-11-01,101875.57,100986.055,102075.69,101495.055,102086.836,101383.664,101657.04,101543.58,100977.04,101429.555,101267.195,101746.83
2005-12-01,101862.984,100963.89,102851.24,101530.24,101919.9,101514.66,101431.75,101558.484,100893.51,100606.35,101037.02,101642.516
2006-01-01,101895.27,101024.22,102451.23,101645.4,101795.64,101628.734,101350.73,102151.65,100966.65,101670.734,101065.76,101697.09
2006-02-01,101815.5,101084.25,102641.125,101465.14,101725.74,101462.516,101298.516,102131.51,100988.27,102110.85,101014.234,101461.88
2006-03-01,101682.55,101112.21,101783.945,101600.2,101926.086,101280.54,101447.445,102056.81,100915.57,102104.914,101136.805,101454.92
2006-04-01,101587.08,101054.69,101204.54,101693.95,101947.31,101021.31,101444.82,101963.914,100907.586,102577.16,101323.68,101239.8
2006-05-01,101651.39,101223.59,101145.25,101614.87,101858.63,100663.25,101764.766,102039.35,100981.25,102109.59,101513.47,101091.61
2006-06-01,101725.4,101302.74,100579.766,101523.23,102007.74,100383.016,101838.266,102176.016,100992.266,102111.766,101757.75,101042.766
2006-07-01,101846.195,101383.71,100311.06,101460.57,101984.46,100155.91,102046.195,102152.164,101049.95,102461.836,101888.08,100973.945
2006-08-01,101770.25,101306.734,100640.99,101352.61,101991.02,100413.77,102042.77,101860.12,101021.25,102223.89,101704.11,100815.15
2006-09-01,101727.11,101296.01,101353.75,101404.37,102236.62,100672.375,101885.0,101856.984,101052.64,101792.84,101701.484,101114.266
2006-10-01,101673.24,101108.27,101797.01,101316.49,102208.88,101279.516,101781.77,101731.1,101090.984,101946.0,101497.49,101340.516
2006-11-01,101812.81,101020.8,102010.82,101431.3,102102.805,101350.16,101654.586,101645.57,100952.836,101604.83,101188.79,101818.18
2006-12-01,101970.02,101166.875,102759.016,101703.37,102045.86,101588.22,101660.63,102125.97,100964.875,101591.36,101130.24,102149.99
2007-01-01,101881.56,101133.195,102896.95,101606.69,101784.72,101750.42,101518.56,102092.84,101080.71,101425.95,101132.7,102267.43
2007-02-01,101769.17,101159.805,101965.33,101693.46,101845.43,101387.67,101487.164,102267.55,101049.805,101412.06,100926.04,101686.33
2007-03-01,101713.62,101091.53,101753.74,101594.64,101903.875,101334.76,101418.02,102308.35,100939.0,101368.74,101167.61,101451.02
2007-04-01,101655.6,101143.88,101633.6,101776.484,101928.64,101045.26,101556.73,101947.625,100969.98,102084.61,101302.25,101136.02
2007-05-01,101665.5,101162.016,100877.734,101709.375,102105.74,100732.03,101623.4,102191.59,100954.61,101895.516,101512.36,101015.266
2007-06-01,101657.76,101301.63,100586.266,101577.99,102091.98,99979.48,101953.9,102150.98,100804.85,102377.49,101643.5,100910.734
2007-07-01,101807.266,101332.36,100417.63,101519.734,102314.5,100082.91,101955.62,102077.35,100963.89,102307.0,101726.4,100812.23
2007-08-01,101663.66,101275.766,100474.6,101469.52,102608.984,100342.48,101966.62,101914.99,100973.48,102325.99,101676.5,100826.98
2007-09-01,101733.52,101312.39,101111.74,101432.22,102385.234,100517.125,101894.47,101897.234,100962.84,102083.87,101564.23,101274.1
2007-10-01,101630.34,101124.53,101881.875,101520.23,102225.88,101093.375,101796.516,101786.74,100935.13,102291.64,101421.1,101426.14
2007-11-01,101920.03,101003.16,102361.82,101375.32,102144.336,101346.19,101634.03,101707.164,100928.92,101515.19,101179.16,101637.54
2007-12-01,101861.96,101029.7,102374.17,101662.055,102108.57,101516.05,101505.29,101935.336,100849.34,102081.29,101029.22,101899.94
2008-01-01,101902.766,101037.13,102741.734,101647.11,101797.74,101544.39,101365.734,102038.23,100947.4,101786.74,101001.15,101947.13
2008-02-01,101760.27,101145.26,102729.12,101754.12,101848.016,101581.49,101370.15,102061.1,100967.59,101280.6,101133.64,102084.27
2008-03-01,101683.836,101082.555,101803.086,101803.836,101818.69,101086.29,101310.43,101853.3,100895.57,101911.336,101104.555,101251.7
2008-04-01,101560.984,101000.91,101362.13,101689.99,101825.15,100967.47,101410.6,101867.77,100841.14,102539.4,101337.4,101189.13
2008-05-01,101492.195,101133.945,100841.445,101714.414,101788.05,100728.54,101601.44,102011.08,100929.07,101661.34,101512.58,101079.58
2008-06-01,101665.07,101253.32,100561.44,101640.21,102162.33,100021.18,101838.195,102116.836,100974.305,102288.29,101771.83,100918.32
2008-07-01,101754.805,101341.44,100380.3,101517.05,101934.7,100157.7,102011.82,102068.18,100974.93,102578.18,101790.53,100847.414
2008-08-01,101618.16,101191.12,100620.48,101497.35,102223.84,100405.77,101830.74,101806.51,100961.01,102199.86,101622.38,100783.34
2008-09-01,101574.78,101243.01,101121.64,101439.75,102266.1,100746.74,101886.11,101789.98,101013.27,101841.49,101507.6,101124.01
2008-10-01,101888.41,101149.8,101808.43,101547.56,102400.58,101125.805,101818.56,101998.95,100984.69,102424.19,101331.44,101561.05
2008-11-01,101888.78,101015.01,102370.875,101655.01,102104.97,101322.61,101647.11,101521.77,100856.12,101850.0,101133.266,101670.1
2008-12-01,101919.664,100994.32,102545.68,101576.58,101939.305,101475.04,101420.55,101839.31,100908.31,101279.17,101081.81,101767.664
2009-01-01,101913.23,101119.98,102775.15,101673.234,101942.23,101595.984,101458.9,102498.6,101050.39,101216.48,101029.984,101789.63
2009-02-01,101879.16,101057.71,101847.8,101747.95,101850.56,101445.06,101292.17,102262.81,100905.46,102766.44,101106.31,101606.54
2009-03-01,101659.86,101054.26,101858.52,101624.87,101836.84,101250.49,101305.375,101803.12,100948.01,102494.97,101084.52,101526.87
2009-04-01,101629.195,101166.44,101454.805,101658.94,101895.19,101061.58,101487.664,102197.33,100903.33,102321.445,101322.555,101018.45
2009-05-01,101581.23,101177.1,101170.24,101520.52,101994.86,100601.36,101673.64,102109.35,100837.9,102030.375,101439.64,101214.87
2009-06-01,101555.57,101287.04,100383.79,101516.31,101805.83,100420.57,101880.945,102091.195,100969.164,101521.96,101665.05,101066.94
2009-07-01,101814.88,101320.37,100431.35,101443.27,102244.77,100097.85,101954.85,102057.35,101009.23,102149.13,101884.234,100901.25
2009-08-01,101804.85,101286.984,100612.26,101300.016,102112.35,100451.01,101938.13,101929.02,100956.25,102134.375,101759.016,100974.125
2009-09-01,101724.37,101309.125,101154.85,101340.37,102454.27,100814.61,101960.62,101877.89,100981.09,102041.5,101644.875,101197.23
2009-10-01,101601.34,101110.87,101667.64,101315.0,102073.9,101136.52,101690.48,101592.125,101027.39,101432.375,101389.484,101276.73
2009-11-01,101748.414,101039.78,102427.81,101377.32,102029.164,101275.164,101562.086,101974.05,100893.07,102650.914,101135.08,101679.92
2009-12-01,101702.58,101097.836,102481.08,101399.805,102023.28,101505.7,101533.2,101663.2,101023.93,100754.82,101111.555,101803.06
2010-01-01,101788.73,101110.984,102525.13,101419.13,101911.12,101667.484,101495.36,101814.26,101091.73,100273.37,101100.6,101727.47
2010-02-01,101510.625,101033.25,101998.99,101605.5,101753.12,101494.16,101398.375,101584.984,101056.61,101155.1,101088.89,101503.266
2010-03-01,101489.805,101081.836,101996.22,101714.555,101826.33,101278.94,101421.55,101910.21,101039.71,102622.96,101191.19,101561.445
2010-04-01,101486.97,101041.09,101729.52,101725.36,101991.625,101026.85,101552.516,101651.49,100973.625,102634.25,101360.11,101238.14
2010-05-01,101473.21,101102.29,100918.82,101712.805,102031.82,100672.836,101641.29,102051.44,100804.336,101915.47,101448.95,101099.336
2010-06-01,101637.305,101300.305,100743.2,101729.34,102296.945,100348.805,101930.67,102160.19,100973.445,102388.555,101743.945,101001.445
2010-07-01,101695.125,101287.875,100585.5,101567.72,102520.73,100177.35,101968.516,102034.12,100971.15,102307.51,101770.016,100818.09
2010-08-01,101651.19,101298.07,100798.79,101541.41,102227.78,100402.94,101927.3,101848.836,100968.43,102467.68,101734.53,100831.92
2010-09-01,101516.664,101179.3,101151.66,101481.055,102388.32,100637.83,101831.94,101662.836,100946.46,102179.68,101566.57,101044.17
2010-10-01,101870.92,101102.29,101894.164,101565.19,102368.82,100916.17,101718.414,101716.06,100883.7,102168.58,101299.46,101185.45
2010-11-01,101811.0,100966.87,102150.66,101551.61,102254.88,101148.4,101521.01,101460.59,100853.52,101534.34,101122.63,101437.84
2010-12-01,101818.12,100892.266,102113.9,101495.91,102086.26,101292.76,101358.84,101426.62,100739.28,101703.75,100962.88,101664.41
2011-01-01,101721.75,100973.09,103005.89,101447.78,101863.59,101476.75,101225.49,101942.11,100862.75,100651.78,100898.78,101820.91
2011-02-01,101739.0,101053.74,102072.766,101664.74,101839.02,101371.0,101297.74,102210.02,100891.85,101533.625,100945.26,101531.76
2011-03-01,101686.52,101031.9,102308.65,101747.52,101942.375,101230.016,101285.16,101966.28,100866.48,102140.23,101086.24,101640.375
2011-04-01,101541.945,101067.8,101464.96,101720.22,102043.336,101076.586,101437.06,101949.305,100921.42,102049.59,101271.17,101193.59
2011-05-01,101499.73,101085.98,101027.77,101726.15,101925.266,100747.74,101701.51,101922.13,100924.35,102306.85,101509.84,101171.484
2011-06-01,101581.37,101233.75,100477.9,101659.75,102136.9,100182.89,101909.28,102066.98,100931.27,102199.1,101610.734,100961.11
2011-07-01,101655.89,101248.734,100350.91,101516.11,102243.25,100208.73,101915.27,102110.59,100949.39,102578.35,101676.13,100793.36
2011-08-01,101673.67,101311.59,100611.09,101481.81,102311.84,100253.81,101970.21,101902.95,100964.84,102100.2,101665.68,100851.56
2011-09-01,101742.86,101307.734,101213.91,101569.984,102389.23,100540.37,101903.75,101893.1,101007.99,102206.89,101618.73,101147.24
2011-10-01,101744.46,101031.836,101914.805,101546.94,102269.086,101097.83,101705.44,101675.8,100925.945,102204.83,101253.79,101367.336
2011-11-01,101865.73,101026.91,102073.766,101581.97,102074.9,101220.09,101733.27,101882.91,100866.75,102341.14,101132.52,101764.375
2011-12-01,101896.695,101069.46,102862.914,101574.31,101985.93,101446.78,101661.81,102145.42,100888.79,101881.71,101072.45,101978.94
2012-01-01,101946.445,101113.71,102630.414,101705.305,101753.32,101547.2,101461.055,102105.81,100882.69,100801.45,100962.79,102003.32
2012-02-01,101808.81,101093.42,102337.91,101733.33,101720.57,101439.92,101327.31,102281.81,100871.67,101511.46,100888.555,101604.195
2012-03-01,101685.195,101145.086,101957.05,101649.336,101692.44,101310.195,101444.83,102080.305,100896.82,102773.43,101129.94,101707.46
2012-04-01,101639.27,101122.875,101171.24,101751.23,101921.24,101013.86,101545.34,102123.89,100969.734,102132.87,101301.875,101106.35
2012-05-01,101570.13,101229.85,100942.375,101655.38,101712.25,100796.01,101759.01,102069.35,100885.15,102163.88,101525.47,101056.0
2012-06-01,101589.05,101351.44,100363.3,101603.18,101829.83,100249.31,101962.31,102154.305,100946.445,101997.695,101709.914,100875.21
2012-07-01,101852.4,101311.51,100389.63,101496.62,102238.65,100143.11,102041.09,102020.74,100961.89,102502.0,101679.87,100770.74
2012-08-01,101707.64,101394.37,100454.77,101538.88,102379.99,100360.24,102093.36,101936.39,101033.13,102185.61,101677.35,100899.99
2012-09-01,101817.44,101373.29,101364.195,101517.805,102329.41,100657.414,102043.79,101757.81,101034.45,101939.68,101619.82,101173.695
2012-10-01,101747.516,101126.52,101789.24,101471.11,102230.27,101162.15,101821.625,101531.516,100978.12,101098.266,101309.35,101257.75
2012-11-01,102029.9,101038.52,102021.64,101504.76,102103.77,101330.61,101639.99,101762.36,100949.02,101935.734,101199.26,101523.13
2012-12-01,101787.984,101031.28,102523.85,101565.76,101972.61,101391.13,101451.234,101890.35,100892.75,101527.38,101044.75,101821.39
2013-01-01,101914.234,101147.39,102603.97,101484.9,101745.6,101636.37,101540.89,102119.36,101044.5,101169.1,101056.52,101830.01
2013-02-01,101657.06,101069.8,102306.54,101668.31,101742.79,101497.164,101407.43,102027.055,100910.914,102160.81,100996.7,101632.95
2013-03-01,101777.19,101118.67,101773.3,101616.086,101926.08,101306.695,101466.414,101737.586,101013.69,101964.305,101235.086,101290.96
2013-04-01,101535.93,101161.086,101378.95,101668.31,101872.3,101033.79,101569.42,101969.69,100890.336,101168.33,101296.46,101258.3
2013-05-01,101653.53,101201.05,100878.43,101623.445,102134.555,100701.664,101720.414,102043.57,100913.31,102105.06,101610.46,101093.67
