,zgv200GLB_cluster1,zgv200GLB_cluster2,zgv200GLB_cluster3,zgv200GLB_cluster4,zgv200GLB_cluster5,zgv200GLB_cluster6,zgv200GLB_cluster7,zgv200GLB_cluster8,zgv200GLB_cluster9,zgv200GLB_cluster10,zgv200GLB_cluster11,zgv200GLB_cluster12
1965-01-01,-0.2812504,-0.09080672,-0.029140567,0.021634674,-0.68259513,0.3701438,0.5201146,0.44093475,-1.0483236,0.12127189,0.7978328,-0.2053084
1965-02-01,0.46742612,0.012509918,0.009566355,0.038854122,-0.10817318,0.55676115,-0.0853611,0.105965614,-0.59635097,-0.4468217,1.0730492,-0.33864847
1965-03-01,0.59855855,0.002060461,0.23856983,-0.1373138,0.10375805,0.15217838,0.16777888,0.30509263,-0.79121,-0.45815414,0.27948427,-0.048420332
1965-04-01,-0.18073025,-0.06490383,0.3805932,0.0039736987,-0.61533654,0.46168628,-0.08801033,-0.3117155,-0.32658014,0.37603092,0.51143134,0.017955303
1965-05-01,0.06416807,-0.20987073,0.29743952,-0.11052799,1.3326648,0.08918776,-0.024430942,-0.67832714,-0.057839584,-0.6530132,0.4744904,0.3383541
1965-06-01,-0.24901924,0.1554163,0.09890137,0.1904438,0.935441,0.26211777,-0.0072115897,-0.35189417,-0.36999664,-0.14805746,0.28257495,0.10949783
1965-07-01,-0.2428379,-0.016042043,0.022664834,-0.19353446,0.13157387,0.44902936,-0.3599886,0.2526986,-0.37823838,-0.34630153,0.2579969,0.10493545
1965-08-01,-0.22149773,-0.2793371,0.24857768,-0.1464386,-0.15173683,0.16674867,-0.06961355,0.27315584,-0.1764622,-0.32849342,0.5599988,-0.05739808
1965-09-01,0.13613644,-0.006770134,0.4422594,-0.06873055,0.2975868,-0.063579366,-0.14835188,0.060635902,-0.32790476,-0.3206932,0.57059544,0.17513771
1965-10-01,-0.7626581,-0.0512167,0.47758117,-0.016336251,1.5871296,0.12406807,-0.24107179,-0.17160544,-0.81784856,-0.54822505,0.45947868,0.42754182
1965-11-01,-0.44417256,0.1724886,0.13510613,0.1819077,0.27683514,0.48744184,-0.2934659,0.2512268,-0.78282106,-0.0812403,0.3302595,0.20015731
1965-12-01,-0.4908269,-0.15276718,0.21811256,0.051363897,-0.20118752,0.3764723,0.04562416,0.13407592,-0.5408662,0.2849298,0.059311293,-0.16954498
1966-01-01,0.08868079,0.09114011,0.27573505,0.22698228,0.7644197,0.3862605,0.3349038,0.37381917,-0.70568484,-0.743009,-0.08911481,-0.075226784
1966-02-01,-0.14481144,-0.5194988,0.18980293,-0.083617404,0.9203706,0.37729114,0.19761495,0.48608056,-0.74865115,-0.55392945,0.2836918,-0.15855494
1966-03-01,0.17591491,-0.38119715,0.24072567,0.03443072,-0.19139424,0.51197606,0.055262756,0.11992874,-0.5359907,-0.23508377,0.15175553,0.0015913963
1966-04-01,-0.018662024,0.13251486,0.26372766,-0.10575147,0.05338206,0.3357718,-0.11515479,-0.25085238,-0.10734282,-0.30756178,-0.07334609,0.17837425
1966-05-01,0.14698155,-0.03602209,0.36499462,-0.17417908,0.66344225,0.113852784,0.036311388,0.17215356,-0.3639818,-0.113997415,0.2058609,0.15450421
1966-06-01,-0.6287222,-0.58980674,0.19891696,-0.13960342,1.0365381,0.094467446,-0.08853607,0.088680744,-0.43269858,-0.59921014,0.47118002,0.21757889
1966-07-01,-0.29367375,-0.051935386,0.2000742,-0.10575142,0.1608696,0.20383558,-0.22365494,0.19298558,-0.2836917,-0.22134027,0.38814116,0.06119404
1966-08-01,-0.014756036,-0.21511975,0.48593602,-0.03573265,0.1190609,-0.027631378,-0.40202922,0.19558962,-0.15233421,-0.16723487,0.5241281,0.0894042
1966-09-01,-0.2711057,0.069874,0.03906002,0.063942716,0.6184509,-0.19761495,-0.38828588,0.2330583,-0.23884507,-0.41721925,0.33432513,0.08289413
1966-10-01,0.086944774,0.034864713,0.29309505,-0.103292085,-0.09388878,-0.23537299,-0.19182825,0.26546368,-0.6349428,0.07088671,0.26965904,0.012875271
1966-11-01,-0.38220984,-0.39508522,0.28470436,-0.11399746,-0.43371123,0.02893343,-0.17302151,-0.36137778,-0.48564664,1.3650765,0.3074171,-0.15103221
1966-12-01,-0.8246012,0.56000537,0.107776806,-0.04238739,-0.232335,-0.43009463,-0.14524555,-0.08651085,-0.9867727,-0.016347503,0.3529871,-0.041519403
1967-01-01,0.28992543,-0.007160711,0.15453815,-0.093921855,0.4471279,0.11157384,0.13988361,0.54088336,-0.98118365,-0.43180737,0.5247301,-0.12239818
1967-02-01,0.4338057,0.07493763,0.32373056,0.067277335,-0.14271457,-0.27443832,-0.072273254,0.024146652,-0.5064119,0.33022523,0.2889262,-0.026977539
1967-03-01,0.290425,0.39200717,0.48526287,0.16652814,-0.23380546,0.10224827,-0.027144099,0.43580398,-0.9017496,-0.64562947,0.05045805,-0.23763561
1967-04-01,0.68076694,-0.61848545,0.071440555,-0.30507952,-0.21698609,0.5845136,-0.32989216,-0.4199838,-0.44046682,0.34238178,0.30158243,-0.3104084
1967-05-01,-0.5883438,-0.41149098,0.31607035,0.2870945,1.1037482,0.11973371,-0.22098279,-0.23780212,-0.48559594,-0.8068286,0.21232338,0.2807664
1967-06-01,-0.30241498,-0.68359786,0.370858,-0.089425564,0.24029998,0.29592043,-0.0930892,0.41365582,-0.2709412,-0.12672786,0.24229836,0.2033308
1967-07-01,-0.42831022,0.046960928,0.17252311,-0.061282348,-0.156703,0.063114144,0.0026644706,0.17485447,-0.26544577,-0.27627015,0.29009196,0.07510414
1967-08-01,0.060949326,-0.54388076,0.2810995,-0.0885931,0.033971786,0.46144938,-0.21781874,0.15370543,-0.0481266,-0.2374691,0.18584535,0.13172369
1967-09-01,-0.50474674,0.04612832,-0.12356386,-0.32772732,0.56719464,0.24429679,-0.14388028,0.068110034,-0.20033331,-0.29458818,0.45295638,-0.109575555
1967-10-01,-0.24679466,-0.11373873,-0.051790237,-0.36836013,1.0414667,0.44496307,-0.22048321,-0.13372207,-0.4687766,-0.25961733,0.4914244,0.012156534
1967-11-01,0.46844357,0.0073272227,0.08326407,-0.1257287,1.0816001,0.17019172,0.00016651154,-0.2917572,-0.37502128,-0.44762763,0.20333084,0.015320587
1967-12-01,-0.66028404,0.3565367,-0.078101635,0.08809338,-1.2509592,0.19084123,-0.14671116,0.27693605,-0.4491263,0.24546242,-0.052955914,-0.25961733
1968-01-01,0.64270306,-0.01896963,0.3175293,0.095697686,-0.47225913,0.5964114,0.17058524,0.16463947,-0.7528402,-0.5046776,0.28143033,-0.20399456
1968-02-01,-0.69182587,0.36636886,0.3186617,0.23046704,-0.3047885,0.26019564,0.12443523,-0.056767464,0.20866624,0.43856686,0.0818243,-0.37528753
1968-03-01,-0.46079254,0.3459839,-0.105182454,-0.16379015,-0.008918571,-0.051529504,0.008493805,-0.13434467,-0.334517,-0.13476944,0.27774963,0.0015571595
1968-04-01,0.416766,0.5913151,0.14496209,-0.1724256,-0.64510953,-0.67823565,0.4290821,-0.530584,-0.18290138,-0.019960593,-0.007502937,0.06936662
1968-05-01,1.026343,0.56371003,0.20824143,0.22154848,0.27605087,-0.041903116,-0.17667255,-0.12457676,-0.65148,-0.7998397,0.3097431,0.18997955
1968-06-01,-0.49901485,-0.18672371,0.29657763,0.070357606,0.084514044,0.74689454,0.089044094,0.07361356,-0.1831845,-0.22437973,0.34442645,0.2606203
1968-07-01,-0.6047637,-0.23174123,0.074179746,-0.04586687,0.07262249,0.14850119,-0.23598814,0.2566565,-0.23358151,-0.20682578,0.0042469027,0.14453736
1968-08-01,-0.3114419,0.24023505,0.023075104,-0.22791901,0.2733612,-0.16308233,-0.28412002,0.0862128,-0.21404552,-0.14269705,0.28808385,0.014439583
1968-09-01,0.42285323,0.18205194,-0.096971706,-0.16718778,0.36155587,-0.113959454,-0.3292791,0.472684,-0.16874492,0.05931549,0.23839466,-0.046999358
1968-10-01,-0.71348524,-0.03411703,0.24759635,-0.31158352,1.2190123,0.2011632,-0.29912582,0.026755715,-0.36141428,-0.118914224,0.3692003,0.28596038
1968-11-01,-0.4363019,-0.026047874,-0.2933217,-0.16747084,0.23343992,-0.18389234,0.44437113,0.15586261,-0.80465287,-0.01698773,0.24957828,0.050113846
1968-12-01,-0.20866613,-0.12471835,-0.03411708,0.13929948,-0.04232781,0.04530065,0.4194557,0.1442543,-0.6442602,-0.17228404,0.49349394,-0.11509194
1969-01-01,0.009236241,-0.049512673,0.22515357,-0.043910243,1.3831728,0.11295529,0.19683905,0.06753101,-0.49164334,-0.6777319,0.3711173,-0.035582446
1969-02-01,-0.8601867,0.046635725,0.6126238,-0.18366604,-0.23923512,0.09190867,0.20895223,0.22303371,0.017866993,0.2789058,0.30979443,-0.034522437
1969-03-01,-0.5154155,-0.19032821,0.19032821,0.0045424225,0.24665442,0.3331122,0.24922848,0.15595713,-0.6615306,0.18184891,0.2410521,0.09160586
1969-04-01,-0.2555879,-0.39064974,0.016504193,-0.31721368,-0.41745013,-0.21970265,-0.31524524,-0.29162464,-0.19002536,-0.26361284,0.30646333,0.122948684
1969-05-01,-0.77887696,-0.21743146,0.12824821,-0.013475895,1.410276,-0.15368585,0.24483748,0.39049837,-0.2109206,-0.5087531,0.14217834,0.4206299
1969-06-01,0.24953127,-0.4677198,0.27875432,-0.1717042,0.8370202,0.27769446,0.02604332,0.113712385,0.07631302,-0.17942639,0.6035388,0.21258612
1969-07-01,0.4769562,-0.28390247,0.26452142,-0.17821503,-0.33720034,0.038005065,-0.42850342,0.15080896,-0.19941309,-0.18654284,0.408971,0.31494254
1969-08-01,-0.39973468,-0.20350131,0.08600359,0.020743752,0.21788578,-0.1851801,-0.26542988,0.18427162,-0.19562778,-0.005753708,0.25104553,-0.21167764
1969-09-01,0.21425171,0.5675021,0.06556244,-0.31085435,0.9514896,0.13930139,-0.3608211,-0.014081562,-0.25846478,-0.31479102,0.6214058,0.33886606
1969-10-01,0.10402186,0.14611511,0.23514697,-0.34371126,1.0220488,0.07495026,-0.46393448,-0.40775967,-0.6398784,-0.3312953,0.19562772,-0.02558906
1969-11-01,-0.61943734,-0.27557462,0.23408708,-0.09327145,-0.62882507,0.09826813,-0.11795197,-0.24968271,-0.66228765,0.62428254,0.41411906,0.089031816
1969-12-01,0.013627338,0.28375107,0.111744024,0.082520984,-0.58461195,-0.21773425,-0.026497554,-0.08282375,-0.6530514,0.3859558,0.2672468,0.2127376
1970-01-01,-0.80372983,-0.62627286,0.103462026,-0.42524213,0.07779298,0.28288355,0.10333109,0.08630562,-0.10621242,-0.33684093,0.29388466,0.14825201
1970-02-01,-0.03850355,-0.23599824,0.38582173,0.2683465,0.44541064,0.55568284,0.38280955,0.5004158,-0.057886314,-0.44148174,0.30331403,0.069018364
1970-03-01,-0.17771897,-0.24071303,0.23691492,-0.24817792,-0.027109671,0.42642078,0.28772935,-0.10634327,-0.5373479,0.0026192903,0.3318643,-0.0585412
1970-04-01,0.40297812,0.40035877,-0.026192928,-0.11695137,-0.5521468,-0.2682155,-0.20299518,-0.5095833,-0.26847747,0.8049086,0.22329469,0.414503
1970-05-01,-0.44658932,0.10608139,0.06338687,-0.056969594,0.12860727,0.14641845,-0.15519306,-0.385036,-0.4268137,-0.018204117,0.11053415,0.344306
1970-06-01,-0.3970847,-0.17195654,0.09468746,-0.1283453,0.52713263,0.26454848,-0.016501522,0.24883275,-0.10581944,-0.3648674,0.24451093,0.23979616
1970-07-01,-0.58711463,-0.11066504,0.2933608,0.1300478,-0.09861641,0.027633524,-0.19526824,0.17221841,-0.13083366,-0.2483089,0.5419316,0.14484683
1970-08-01,-0.20430478,-0.47068682,0.26258412,-0.0068101883,0.1194397,0.00026187897,-0.31248155,0.19199416,-0.20076878,-0.34653232,0.42563495,0.37259436
1970-09-01,-0.14393012,-0.0787097,0.09049654,0.09102039,0.4049427,-0.06561327,-0.18361242,0.22604494,-0.20050684,-0.096389964,-0.0060243607,0.16344385
1970-10-01,-0.15702657,0.19513723,0.10450973,-0.2910034,0.41489592,-0.36696285,-0.23953429,0.09102039,-0.3187679,-0.19422054,0.25891703,0.15610981
1970-11-01,0.08145998,0.039027404,0.16514638,-0.13751286,0.62758243,-0.21307945,-0.16580124,0.26507232,-0.89173806,0.16920623,0.35818818,-0.04570664
1970-12-01,-0.18505299,-0.22814035,-0.13384584,-0.13842964,-0.3873934,0.23154545,-0.008381749,-0.1988043,-0.20626917,0.2662511,0.71349525,-0.19723265
1971-01-01,-0.5892211,-0.13402519,-0.17764445,-0.030807018,-0.111711696,0.8404282,-0.16123323,0.03872471,0.02605648,-0.46426526,0.024616813,0.08291998
1971-02-01,-0.3691089,0.0102210995,0.07773743,0.07888909,-0.0729868,0.04246769,0.22846165,-0.2717932,-0.29684192,0.16166516,0.15201989,0.021161843
1971-03-01,0.21478567,-0.09314098,0.08104849,-0.101922415,-0.59008473,0.5899409,0.30504748,-0.46844006,-0.28402957,0.589653,0.36896485,-0.3801937
1971-04-01,0.46743235,0.08407154,-0.026632285,0.061326217,-0.28474942,0.031382896,0.0017274857,-0.27711964,-0.2956902,0.3108058,0.2763998,-0.12697117
1971-05-01,0.5726658,-0.15979366,0.20816365,0.1746213,0.48067665,-0.19938211,-0.07111535,-0.49550423,-0.05643163,-0.8535284,0.2657469,0.13863179
1971-06-01,0.037429236,-0.15907383,0.16972676,0.09717178,0.399916,-0.09285305,-0.14323843,-0.0015835285,-0.09587618,-0.3613352,0.2969858,0.4467024
1971-07-01,0.05772724,-0.28345376,0.23911457,-0.036133386,-0.21867256,0.061326217,-0.31181353,0.13474488,-0.292955,-0.15331547,0.032390594,0.049521636
1971-08-01,0.21910438,-0.20413284,0.3149806,-0.035557747,0.093716815,-0.15288362,-0.3881114,0.26286775,-0.16036944,-0.22659023,0.2275979,0.1950634
1971-09-01,-0.16727953,-0.050673295,0.32678515,0.049809553,0.3980446,-0.21766484,-0.41920638,0.067084506,-0.30332,-0.15302762,0.23177275,0.14266261
1971-10-01,0.37976176,-0.15187597,-0.022601414,0.048945807,0.14510994,0.23350024,-0.31426084,0.10307417,-0.32764897,-0.15201989,0.2902198,-0.024472903
1971-11-01,0.10350597,0.37011662,-0.12625137,-0.20600423,-1.1001288,0.10508952,-0.038580894,-0.34290847,-0.2902198,1.1365502,0.4426716,0.083783686
1971-12-01,-0.7636984,0.2833098,0.17951591,-0.24458507,-0.64550877,-0.6627836,-0.32779294,-0.11113586,-0.17044654,0.6462285,0.32203454,-0.1400713
1972-01-01,-0.05918598,-0.4143018,-0.14704423,-0.17150784,-0.30579418,-0.19294629,0.3226294,0.47809106,-0.5898867,-0.07496891,0.49571538,-0.19939098
1972-02-01,0.58751935,-0.17216554,-0.035380077,0.17085019,0.18794847,0.43245214,-0.2529215,0.4249552,0.061421774,-0.29540366,0.35853538,-0.23319273
1972-03-01,-0.2840926,-0.53372586,0.086148456,-0.20583563,-0.2551573,0.34143728,0.574893,-0.006839371,-0.63657796,0.09903786,0.2548942,-0.19228859
1972-04-01,0.30632025,-0.07457437,0.26962498,0.12284374,-0.36077136,0.06260562,0.011311149,-0.2531844,-0.525966,0.6101416,0.37010962,0.0017098427
1972-05-01,-0.076547146,-0.23332424,-0.032223463,0.137706,-0.5758137,0.0825973,-0.49098054,-0.24161033,-0.26041824,0.023805905,-0.09062028,-0.02959299
