,abs_vo850GLB_cluster1,abs_vo850GLB_cluster2,abs_vo850GLB_cluster3,abs_vo850GLB_cluster4,abs_vo850GLB_cluster5,abs_vo850GLB_cluster6,abs_vo850GLB_cluster7,abs_vo850GLB_cluster8,abs_vo850GLB_cluster9,abs_vo850GLB_cluster10,abs_vo850GLB_cluster11,abs_vo850GLB_cluster12
1980-01-01,-5.312404065844934e-05,8.698242661347124e-05,6.291652594531888e-06,-8.13934238976799e-05,3.629189802873223e-05,-4.233760811717876e-05,0.00025239378373953514,2.2085212457713775e-05,-6.769709923055473e-05,5.509647711858571e-05,0.00011014307514118144,-1.0904671795132231e-05
1980-02-01,-5.359215111224269e-05,8.60628151974271e-05,7.016862317174546e-06,-8.156480471370742e-05,3.5874103407512956e-05,-4.145164131057246e-05,0.0002540606146794744,2.292959905781911e-05,-6.892099871988272e-05,5.451437541994202e-05,0.00011153753681254977,-9.98101639460192e-06
1980-03-01,-5.151637139750613e-05,8.614682987929461e-05,5.88676702455221e-06,-8.211409294744954e-05,3.702025784583176e-05,-4.1353223638877194e-05,0.0002901489278883673,2.5192583903457698e-05,-6.749571740751861e-05,5.5344801318103144e-05,0.00010910567843814111,-1.3370511157182605e-05
1980-04-01,-4.9723871502826554e-05,8.509933045323333e-05,4.9505963129894055e-06,-8.319922053487972e-05,3.811847550283178e-05,-3.8775819534727184e-05,0.0002874238089134451,2.606027496780376e-05,-6.8575357520239e-05,5.652228647422504e-05,0.00010606503453846944,-1.6393257774422593e-05
1980-05-01,-4.854120264681266e-05,8.421237555412693e-05,1.6209976280576955e-06,-8.356876787729561e-05,4.026704535271874e-05,-3.7174898512017034e-05,0.0003282984471297823,2.674166279364278e-05,-6.727159937553012e-05,5.7479361077702355e-05,0.00010404186012731109,-1.73569286924122e-05
1980-06-01,-4.7922317759634604e-05,8.531437329524621e-05,-1.3728702835553268e-06,-8.67295588250272e-05,4.431290809338961e-05,-3.523619072602828e-05,0.0003535940413712524,2.547216766999111e-05,-6.790099751536444e-05,6.000534226743561e-05,0.00010147214038691242,-1.71696240949117e-05
1980-07-01,-4.775807747707963e-05,8.770174901925795e-05,-1.9310709224506933e-06,-8.599472203059122e-05,4.5242519055068544e-05,-3.3862225269822634e-05,0.00035923163522966206,2.4096535788444642e-05,-6.704573341444602e-05,6.276694217251197e-05,9.985605050109152e-05,-1.691525885397954e-05
1980-08-01,-4.7752698900462534e-05,8.695790245872811e-05,-1.8877254811644228e-06,-8.32799938507378e-05,4.505732109296312e-05,-3.424730575759344e-05,0.00033615153370192274,2.2853994572059715e-05,-6.567203416167749e-05,6.183459798445131e-05,0.00010133137288041759,-1.745488078543234e-05
1980-09-01,-4.913553346029315e-05,8.351137185119467e-05,-5.929553382458219e-07,-8.324651280418038e-05,4.60728372348214e-05,-3.5203409261071296e-05,0.0003079698944929987,2.334890337470144e-05,-6.695212149990608e-05,6.011145677771781e-05,0.00010070534566900646,-1.6872098466772385e-05
1980-10-01,-4.943138333432041e-05,8.19184323513778e-05,1.6792113574347602e-06,-8.257568842964246e-05,4.286831398679165e-05,-3.6724198197033393e-05,0.0002810120349749923,2.68622042152428e-05,-6.966028081237352e-05,5.7141422640315486e-05,0.00010268134302554689,-1.6753226293348657e-05
1980-11-01,-5.099852490248587e-05,8.143546368451077e-05,4.9988167698512245e-06,-8.284230134449899e-05,3.9451719812499074e-05,-3.8714437263160375e-05,0.00023188616978586651,2.67556679930084e-05,-6.789548725192286e-05,5.547598260003223e-05,0.00010442469641023231,-1.5146557941570886e-05
1980-12-01,-5.079198436383898e-05,8.370688623185025e-05,6.40623995862005e-06,-8.275938598671928e-05,3.7949901661504316e-05,-4.109172279115047e-05,0.00022217122022993863,2.4000924712090026e-05,-6.831428890053239e-05,5.608131796807043e-05,0.00010696015763300153,-1.3489712718460226e-05
1981-01-01,-5.3530673836903434e-05,8.498471323289334e-05,6.690584904455978e-06,-8.087406022241339e-05,3.6689457795141667e-05,-4.261076730765376e-05,0.00022660196918877773,2.3144270888208844e-05,-6.862964064392979e-05,5.492336185852765e-05,0.0001101118012510631,-1.034117319595388e-05
1981-02-01,-5.498008721432099e-05,8.654772818119725e-05,6.74975072647855e-06,-7.997175998752937e-05,3.564508663172965e-05,-4.327756744313994e-05,0.0002539564957260154,2.3581513141070596e-05,-6.89619788904961e-05,5.6098879056286215e-05,0.00011050233350314591,-9.979726383366832e-06
1981-03-01,-5.1783485805457963e-05,8.562558932724503e-05,7.072142067222464e-06,-8.129005145747214e-05,3.722604564614163e-05,-4.216332479407106e-05,0.00025933079086826183,2.3358604396759934e-05,-7.000014990678892e-05,5.508900122894657e-05,0.00010875245933312346,-1.2895721363961723e-05
1981-04-01,-5.0353769267272106e-05,8.64189872479191e-05,4.698323835268671e-06,-8.246483484981581e-05,3.877940450129325e-05,-3.91105153091402e-05,0.00028104563170927577,2.502553596706534e-05,-6.807425490436155e-05,5.668109993009772e-05,0.0001065778219699045,-1.5702228077262747e-05
1981-05-01,-4.957165786067109e-05,8.624588212045134e-05,1.9240290120084597e-06,-8.607349591329693e-05,4.0610673285288415e-05,-3.602479978865101e-05,0.00029317301596165635,2.4507260538640247e-05,-6.937826098775345e-05,5.795232733236907e-05,0.00010613235729846983,-1.6141284455920018e-05
1981-06-01,-4.880643109001889e-05,8.620218633959275e-05,-5.18052422306e-07,-8.628223877167329e-05,4.4039559661100995e-05,-3.555649277694541e-05,0.0003167702743667178,2.315495248312647e-05,-6.85734412091094e-05,6.034083447769357e-05,0.00010485197118763151,-1.670175229775393e-05
1981-07-01,-4.737253239837175e-05,8.672955749516318e-05,-1.965847251315518e-06,-8.538824622519314e-05,4.5186394818141516e-05,-3.531521719480949e-05,0.0003617700713220984,2.295459971694062e-05,-6.725666512494943e-05,6.318979840529963e-05,0.00010078931403816093,-1.7305704199909456e-05
1981-08-01,-4.834554027366572e-05,8.730887689930722e-05,-1.6174622987713512e-06,-8.669620292494074e-05,4.6025061117544654e-05,-3.469379394829949e-05,0.00033161828469019383,2.009405519760146e-05,-6.86829312404938e-05,6.356607831674348e-05,0.0001009641194501593,-1.617344506402415e-05
1981-09-01,-4.799787812280784e-05,8.333160347833285e-05,-7.627290135392635e-07,-8.409505244344473e-05,4.502350231376169e-05,-3.524050500681977e-05,0.00031406685593537986,2.4758582203146803e-05,-6.70608244611409e-05,5.908317893170471e-05,0.00010207611699208464,-1.7005996270846688e-05
1981-10-01,-4.93830499698595e-05,8.45426570319985e-05,2.342292067341164e-06,-8.33501952001825e-05,4.2353991928329845e-05,-3.619500202368459e-05,0.0002753890476014931,2.6344026614819246e-05,-6.902539558093719e-05,5.7602382780871644e-05,0.00010316601725982137,-1.7050324410342056e-05
1981-11-01,-5.0825417236859465e-05,8.307057936925388e-05,4.464272047263914e-06,-8.360904757864773e-05,4.067053165905268e-05,-3.92963220594314e-05,0.00023684599000262097,2.5911762890098123e-05,-7.026841338267134e-05,5.631374012315566e-05,0.00010459410318895718,-1.4638676888849162e-05
1981-12-01,-5.111632691832672e-05,8.149645553064048e-05,5.631674335121011e-06,-8.244500058935955e-05,3.884860542900286e-05,-4.065392049036642e-05,0.0002495763328624889,2.531507271371328e-05,-6.920012360935015e-05,5.443236879163406e-05,0.000108358146977114,-1.333580809798033e-05
1982-01-01,-5.249687670569313e-05,8.402307880997801e-05,6.267295730287891e-06,-8.0458888260182e-05,3.817774691195371e-05,-4.212888123832259e-05,0.0002187607969972305,2.317982627155849e-05,-6.780170850013827e-05,5.529470148883712e-05,0.00010814523082036448,-1.1020093056272756e-05
1982-02-01,-5.339480598362661e-05,8.596668726459378e-05,5.9426553157114176e-06,-8.065869333222509e-05,3.676849368604265e-05,-4.168426505495768e-05,0.0002461654548824299,2.2792149187099575e-05,-6.804737170852698e-05,5.678041831962564e-05,0.00010933785148795813,-1.1429989794571136e-05
1982-03-01,-5.24004443904685e-05,8.546819191305725e-05,5.858680203310139e-06,-8.207843056879937e-05,3.861372822194077e-05,-4.1442586019247886e-05,0.0002697688978514634,2.4379181775234443e-05,-7.016586100004392e-05,5.638924778458173e-05,0.00010780237836399422,-1.3629587045673064e-05
1982-04-01,-5.076319333867298e-05,8.746038043969557e-05,3.952135353190015e-06,-8.414834010181949e-05,3.849179062457439e-05,-3.85059047834087e-05,0.00029448683562804945,2.41309065358382e-05,-7.067779799569359e-05,5.88547891311464e-05,0.00010518189025812024,-1.535050337394901e-05
1982-05-01,-4.8327695150425165e-05,8.599530893230909e-05,7.038265341513206e-07,-8.407848799834028e-05,4.094373024507766e-05,-3.557400292067533e-05,0.0003088297671638429,2.625522987019657e-05,-6.76093706460729e-05,5.850469169045341e-05,0.00010383532475204948,-1.6823300428316245e-05
1982-06-01,-4.729713871247022e-05,8.670192278150702e-05,-1.0386031458427533e-06,-8.655414130771532e-05,4.3090845304100245e-05,-3.46832886379338e-05,0.00034554115700302646,2.5397244158836152e-05,-6.752208155414759e-05,5.980074829808316e-05,0.00010372067856977072,-1.684393793309324e-05
1982-07-01,-4.776495995455924e-05,8.661472443301837e-05,-2.3876508339420974e-06,-8.671938558109104e-05,4.763553103140764e-05,-3.561310214100856e-05,0.00036984056350775063,2.426608700073045e-05,-6.638180459933573e-05,6.134622677124973e-05,0.00010336640519334367,-1.7411728423178434e-05
1982-08-01,-4.8284992281197484e-05,8.766262769213384e-05,-2.2951438277105617e-06,-8.37887084344402e-05,4.637759488633945e-05,-3.540490328632759e-05,0.0003671759259304963,2.3770224120313333e-05,-6.711310631029047e-05,6.263925225257168e-05,9.962611751286069e-05,-1.7442125000649775e-05
1982-09-01,-4.8984341192104027e-05,8.466299928214544e-05,-1.641778090018321e-06,-8.512005006195977e-05,4.690258647956258e-05,-3.5622447522349384e-05,0.00032132535125128925,2.3793083518099155e-05,-6.94543511296312e-05,5.9842260458841846e-05,0.00010201774811461763,-1.6896275219113445e-05
1982-10-01,-4.894829704182682e-05,8.370467907532997e-05,2.7647474237303145e-06,-8.49532923894003e-05,4.260401963435794e-05,-3.599697226805776e-05,0.00027029806005884893,2.605925184995437e-05,-6.901412788776566e-05,5.826649345996477e-05,0.00010343190790330529,-1.728769571845355e-05
1982-11-01,-5.120354327426787e-05,8.320903666506848e-05,4.226877998117425e-06,-8.219926385208965e-05,4.034267204079268e-05,-3.7493437177709075e-05,0.0002425882121315226,2.7206432419478195e-05,-6.883466044577301e-05,5.643293724429457e-05,0.000103596157873587,-1.6155713565045604e-05
1982-12-01,-5.098127722973978e-05,8.263494968403167e-05,8.054432060213391e-06,-8.15324267023243e-05,3.831687395918359e-05,-4.069157357101982e-05,0.0002330511051695794,2.4518190270207604e-05,-6.894343987407832e-05,5.494314493638552e-05,0.00010399378365402601,-1.412329724685564e-05
1983-01-01,-5.246167735802594e-05,8.481904420373365e-05,8.760787846243543e-06,-8.157025295076891e-05,3.6671041128418456e-05,-4.2126606208447734e-05,0.00023102878913050517,2.3138072567174073e-05,-6.881912604454834e-05,5.497653828883656e-05,0.00010590992087997909,-1.1528445635793075e-05
1983-02-01,-5.314683967375169e-05,8.686810530528302e-05,6.876383197834589e-06,-8.113185176625848e-05,3.5280206171864446e-05,-4.199483163320455e-05,0.0002556832623668015,2.3487395979822758e-05,-6.890485798885686e-05,5.525545679245562e-05,0.00011196056480652519,-1.2311141091002957e-05
1983-03-01,-5.2946629066012454e-05,8.78748210741911e-05,6.861140569123422e-06,-8.17363048554398e-05,3.603018832401709e-05,-4.09490541073326e-05,0.0002736036913120188,2.5028955870952345e-05,-6.918145946499886e-05,5.514597793582402e-05,0.00011131662770877687,-1.4405107219955001e-05
1983-04-01,-4.991802008102636e-05,8.786014383146317e-05,6.901767464011129e-06,-8.337397302966565e-05,3.816014798914517e-05,-3.902420124466094e-05,0.0002966159263451118,2.3456863452926936e-05,-6.898528589909568e-05,5.760183159572049e-05,0.00010674706541080538,-1.626334302214517e-05
1983-05-01,-4.91996494118927e-05,8.643648435938747e-05,4.83626914932136e-06,-8.317102619912476e-05,3.9932773596482015e-05,-3.7404803686220225e-05,0.0003192487929482013,2.453729424463241e-05,-6.716178030402433e-05,5.7795186249081626e-05,0.0001039699469380754,-1.7780918829291832e-05
1983-06-01,-4.750765667313507e-05,8.706356050350825e-05,-5.55666592913809e-07,-8.572752703912556e-05,4.3067540604178074e-05,-3.4469727643873654e-05,0.00033314176107523963,2.4138455596623333e-05,-6.838903662050638e-05,5.912817147779199e-05,0.00010374966785162361,-1.7081225100785798e-05
1983-07-01,-4.9318007018639235e-05,8.668352923028474e-05,-1.9406589432636735e-06,-8.460618555545807e-05,4.5666688152369404e-05,-3.365216561484424e-05,0.00035323333577252924,2.4110264827514262e-05,-6.864495491267888e-05,6.0566140620784584e-05,0.00010130941985261901,-1.7244638439736648e-05
