,zgv500GLB_cluster1,zgv500GLB_cluster2,zgv500GLB_cluster3,zgv500GLB_cluster4,zgv500GLB_cluster5,zgv500GLB_cluster6,zgv500GLB_cluster7,zgv500GLB_cluster8,zgv500GLB_cluster9,zgv500GLB_cluster10,zgv500GLB_cluster11,zgv500GLB_cluster12
1980-01-01,-0.14915992,0.066293284,-0.025870556,0.31031188,0.25412428,-0.15158527,-0.5082486,0.015091157,0.15091157,-0.103347495,-0.84672165,-0.008623516
1980-02-01,-0.06898813,0.27608734,0.14309652,0.26045728,0.18742676,-0.04055748,-0.49773875,0.035841502,0.42053133,-0.28727093,-0.1855404,0.11749544
1980-03-01,-0.2021137,-0.0710093,-0.022232497,-0.4860161,0.29778084,-0.23040962,-0.49908605,-0.016034365,0.4183754,-0.28349814,0.05942135,0.035033047
1980-04-01,-0.27770427,0.3105814,-0.10792873,0.17745581,0.18015069,-0.023175716,-0.634637,-0.0113183735,0.3429196,-0.1703145,-0.08771734,-0.033281375
1980-05-01,-0.20669493,-0.16452055,0.07100928,-0.32580727,0.07990228,-0.15522332,-0.46567002,-0.06494586,0.3470966,-0.07222197,-0.32499886,-0.0039075376
1980-06-01,-0.17503047,0.15576228,-0.017786026,-0.3530253,0.08071075,-0.26961967,-0.44734502,0.13730259,0.24779138,-0.49383116,0.5267083,0.06952713
1980-07-01,-0.01064465,0.028430652,-0.4565075,-0.50649697,0.065080605,-0.88781816,-0.38846254,0.11722596,0.3623225,-0.05847826,0.75738746,-0.0067371367
1980-08-01,-0.058612972,-0.2398417,-0.20400009,0.7191205,0.14026691,-0.6694007,-0.44249424,0.19726297,0.28875312,0.038805842,-0.11224051,-0.018459702
1980-09-01,0.007815063,0.15522332,-0.276761,-0.13905422,0.085696205,-0.26961967,-0.5603939,0.15508859,0.25331587,-0.22124712,0.3925048,-0.12032503
1980-10-01,0.0113183735,0.16923657,0.025062095,0.5636277,-0.01711229,-0.24024582,-0.36084035,0.093107045,0.3832076,0.10954561,0.4352182,-0.06885339
1980-11-01,-0.16303837,-0.09634087,0.18136337,0.09768834,0.17732108,-0.0008084774,-0.5056885,-0.06993134,0.10819821,-0.116282746,-0.3314665,0.093780756
1980-12-01,-0.33739513,-0.22933169,-0.32553777,0.9328222,0.32607678,-0.18621409,-0.6661668,0.1135879,-0.14592609,0.18567511,-0.6908246,0.07208721
1981-01-01,-0.054534055,0.51264805,0.06411624,0.11118183,0.31466275,-0.2907072,-0.42514,0.04762926,0.21559973,-0.30916715,-0.09469471,-0.0043684007
1981-02-01,-0.11329551,-0.43401766,0.14626956,0.2929619,0.19418064,-0.13372812,-0.49475193,-0.06524353,0.23335496,-0.16303845,-0.4175306,0.035087775
1981-03-01,-0.16050196,-0.18023005,0.099908635,0.050447512,0.027055645,-0.032551385,-0.5478767,-0.20305824,0.4197852,-0.1001904,-0.3496096,-0.03973799
1981-04-01,-0.26773816,0.050588418,-0.18248467,0.29718933,0.028746605,0.02606926,-0.5234984,-0.015641546,0.4977111,0.07059832,-0.5146209,0.1748753
1981-05-01,-0.14683323,0.07412119,-0.29958493,0.17783451,0.15838823,-0.018459845,-0.529276,-0.062284328,0.2894391,-0.12287774,-0.4547321,0.013105107
1981-06-01,0.11850939,0.17177515,0.11681833,-0.14049216,0.057915974,-0.3979434,-0.45163193,0.07214842,0.17924365,-0.023532772,-0.329177,-0.08130784
1981-07-01,0.0787714,-0.10949083,0.024519157,0.5010931,0.024237346,-0.7930685,-0.37215596,0.14936967,0.2644971,-0.07848954,0.4524775,0.01085043
1981-08-01,0.1844575,0.057070445,-0.011977768,0.14894691,0.13302359,-0.7049967,-0.4164033,0.13485546,0.28464794,-0.07496667,0.05016575,0.03734245
1981-09-01,0.020996284,-0.064257145,-0.4609324,0.33890015,0.14316945,-0.124850556,-0.41217583,0.14415589,0.10568619,0.056647778,-0.28126597,0.0038046837
1981-10-01,-0.1373919,-0.061720707,-0.20404463,-0.068343684,0.1872758,-0.29423016,-0.5518225,0.050024796,0.17487526,-0.05495677,-0.53589904,-0.03889246
1981-11-01,-0.107518,0.113436416,-0.014936924,0.17670718,0.23307309,-0.10526333,-0.3629965,0.16585675,0.31790382,-0.15937462,-0.007045746,0.012682343
1981-12-01,-0.075389385,0.1485242,-0.28154784,0.29676646,0.15134248,-0.26336974,-0.4916517,0.056365967,0.1891077,0.02804203,-0.52434397,0.048756503
