,mgv50GLB_cluster1,mgv50GLB_cluster2,mgv50GLB_cluster3,mgv50GLB_cluster4,mgv50GLB_cluster5,mgv50GLB_cluster6,mgv50GLB_cluster7,mgv50GLB_cluster8,mgv50GLB_cluster9,mgv50GLB_cluster10,mgv50GLB_cluster11,mgv50GLB_cluster12
1965-01-01,-0.08786316,-0.026491404,-0.22870915,-0.019132685,0.06814177,0.04532976,0.014864636,0.2855185,-0.13937426,-0.2151691,-0.083006404,-0.06299068
1965-02-01,-0.020751607,0.022223378,0.059016965,-0.002943468,0.1723413,0.0990484,-0.047390174,0.14496687,-0.11096954,-0.09021797,0.03223121,-0.021487474
1965-03-01,-0.01133244,0.027815986,-0.08006291,0.07667794,0.16292214,0.11258845,-0.0541602,0.18647008,-0.44417256,-0.09816537,-0.02560836,-0.13863835
1965-04-01,0.022959232,0.073292896,-0.08403663,-0.019132663,0.035616208,0.047095846,0.22399954,0.13937421,-0.07579486,-0.12156612,-0.06313785,-0.020751595
1965-05-01,-0.059016965,-0.01898551,-0.20795755,0.01015501,-0.041650392,0.056367826,0.14099315,0.15703519,-0.047242977,-0.016042018,-0.03105383,-0.32878777
1965-06-01,-0.0017660856,-0.09154253,-0.04665432,0.026049852,0.00058870314,0.25255138,-0.12450961,0.042827748,0.0047095777,0.019574214,-0.0041208984,-0.23032805
1965-07-01,-0.037087966,-0.036940813,-0.04871478,0.04915626,-0.025608396,0.33070102,-0.09242554,-0.018691158,0.011921143,0.007505906,-0.07388158,-0.24166048
1965-08-01,-0.0019132852,-0.013981581,-0.04150324,-0.008536125,-0.086832955,0.31274575,-0.12715873,-0.07388158,0.0052982806,0.008094597,0.04253342,-0.07505898
1965-09-01,-0.025461197,-0.014570284,-0.031642508,-0.11023368,-0.03576336,0.19677225,-0.15835974,-0.00029435157,-0.08506687,0.053277157,-0.077266596,-0.03488035
1965-10-01,-0.019427013,0.0026491403,-0.09978428,-0.16601281,0.014570284,0.26447254,0.13716659,0.12141894,0.0086833,-0.050186515,-0.06770025,-0.04120884
1965-11-01,-0.02163465,0.0098607065,-0.21340299,-0.16763172,0.0035321712,0.11538477,-0.05725088,0.2191428,-0.43975735,-0.02928772,-0.03296709,0.19559486
