,mgu50GLB_cluster1,mgu50GLB_cluster2,mgu50GLB_cluster3,mgu50GLB_cluster4,mgu50GLB_cluster5,mgu50GLB_cluster6,mgu50GLB_cluster7,mgu50GLB_cluster8,mgu50GLB_cluster9,mgu50GLB_cluster10,mgu50GLB_cluster11,mgu50GLB_cluster12
1965-01-01,2.0393772,-0.27569732,0.15349083,0.62048185,-0.45200005,0.454607,-1.3432906,0.1753252,-0.95516396,1.9914725,0.8055832,-1.1976207
1965-02-01,1.9002247,-0.38617173,0.00586586,0.62048113,-0.7417103,-0.2088913,-1.1487381,-0.12579098,-0.86978227,1.526111,0.7540935,-0.6527443
1965-03-01,1.6998069,-0.4884987,0.5259754,0.4673172,-0.7967846,0.9330036,-1.0763922,0.3076338,-0.8068867,1.5019954,0.3356598,-0.8215515
1965-04-01,1.9807183,-0.3431549,0.12057686,0.27243844,-0.40637627,0.025418853,-1.2341198,-0.41615295,-0.7873341,0.84925175,0.39594802,-0.8375198
1965-05-01,1.0108898,-0.41191635,0.078863904,-0.31024092,-0.91312486,0.4223446,-1.1826302,-0.48784715,-1.218803,0.07267189,0.6481819,-0.60288393
1965-06-01,0.38193512,-1.0053494,0.09776535,-0.57779086,-1.4677778,0.79319954,-0.703582,-1.0148003,-1.8174505,-0.1160141,0.84077835,-0.48263246
1965-07-01,-0.10232735,-0.66838646,0.16880798,-0.64981115,-1.0473884,0.88705367,-0.8241585,-1.2295574,-2.2883518,-0.64687806,0.7808167,-0.2662468
1965-08-01,-0.44971848,-0.6162449,0.3324005,-1.4146591,-1.6861194,1.0571648,-0.8443634,-0.9297451,-2.5161443,-0.65926135,0.9401733,-0.10917129
1965-09-01,-0.21703796,-0.6602394,0.534774,-1.0444558,-1.4074895,0.86652297,-0.6019066,-0.43994218,-1.5137275,-0.22257766,0.9486458,0.22029725
1965-10-01,-0.06941299,-0.5135921,0.993618,-0.8280693,-0.8163376,0.5800724,-0.1570755,-0.10884552,-1.403579,0.06648026,0.38845292,0.68011856
1965-11-01,-0.07625656,-0.8922688,1.5991089,-0.9258339,-0.20986862,0.30795938,0.31838837,0.043016814,-1.5160087,0.16359405,0.6540478,1.2680111
1965-12-01,-0.16098633,-0.8303501,1.8405883,-1.0350052,-0.17402191,0.23756905,0.69738996,0.28873214,-1.0304425,0.1883606,0.82839507,1.636911
1966-01-01,0.011159515,-1.0155433,1.7058109,-0.876046,-0.5159775,0.71882343,0.90886843,0.42932433,-1.2114964,0.37844926,1.0158718,1.4868816
1966-02-01,0.122429654,-0.78742373,1.2101834,-0.8852364,-0.5625862,1.000445,0.9157608,0.3987999,-1.1419121,0.36564788,0.8241852,1.1701393
1966-03-01,-0.07549286,-1.09399,1.0910366,-1.0795486,-0.475605,0.41718024,0.8753891,0.12997894,-1.0782353,0.18151169,0.7519749,1.4481506
1966-04-01,-0.15590973,-0.8904877,1.3250644,-1.115982,-0.55733454,0.7631348,0.5865471,-0.40306625,-1.0230926,-0.1920143,0.87637365,1.2505554
1966-05-01,-0.10043869,-1.3296592,0.9193718,-0.913792,-0.5855621,0.569479,-0.52713776,-1.0201385,-1.2439913,-0.42637023,0.46411705,0.8829384
1966-06-01,0.25043947,-0.52483976,0.6334831,-0.089278415,-0.4503315,0.80580443,-1.7048264,-1.3749554,-1.853186,-0.9663086,1.0588696,-0.24978332
1966-07-01,-0.6541622,-0.5389534,-0.027243042,-0.26324043,-0.76247805,0.90394515,-1.7100776,-2.1423569,-1.9408233,-0.9659805,0.96335524,-0.71783906
1966-08-01,-0.13490257,-0.698473,-0.27308732,0.063019946,-0.9869871,1.0700295,-1.8272564,-1.0834873,-2.1666455,-0.8333756,1.109745,-0.9505539
1966-09-01,0.015755082,-0.60624087,-0.1742897,0.15886307,-1.3624824,0.96138537,-1.2636856,-1.152087,-1.5666414,-0.86061895,1.0145584,-0.75033414
1966-10-01,0.8776867,0.112910844,-0.20941086,-0.009518432,-0.35842705,0.66663516,-1.1474918,-0.8392841,-1.3562458,0.09157638,0.79300344,-0.9899414
1966-11-01,1.3752835,-0.2576607,0.003938675,0.22877617,-0.24617234,-0.47527695,-1.0575569,-0.5993479,-0.7979271,0.8409252,0.48807794,-1.3949769
1966-12-01,1.3756119,-0.14015427,0.1168499,0.41718024,-0.2583168,-0.1408104,-0.7601805,-0.40437928,-0.9285625,1.491477,0.49365807,-0.90919685
1967-01-01,0.6958653,-0.3360138,0.07477875,0.4787136,-0.5182255,0.11265755,-0.93783474,-0.25960255,-1.1321285,1.5070009,0.49144858,-0.72949946
1967-02-01,0.96885645,-0.4137314,-0.24947968,0.57112503,-0.9544884,0.46957055,-1.0080414,0.40132254,-1.3936901,1.1259239,0.8320347,-0.8241974
1967-03-01,1.0864121,-0.3800972,-0.1433529,0.5985554,-1.0194706,0.116249844,-1.0854326,-0.23739758,-1.144537,1.1455166,0.52998126,-1.1033924
1967-04-01,0.8088497,-0.54206353,-0.27462387,0.7500717,-1.0377572,-0.5306343,-1.4857756,-0.09143238,-1.2460922,0.9355486,0.6779057,-1.2878898
1967-05-01,2.1049032,-0.16131286,0.07183953,0.27201158,-0.591045,0.41830292,-1.4635704,-0.98844874,-1.3231567,0.7595415,0.35495338,-0.6752933
1967-06-01,1.6552521,-0.703376,-0.049634553,0.4940613,-0.96493757,0.51985854,-1.6229241,-2.0575545,-1.6036581,0.054206274,0.61031073,-0.56492156
1967-07-01,1.5941883,-1.1249443,-0.1332306,0.22923394,-1.0318794,0.7797874,-2.1453946,-2.4079363,-2.0164099,-0.29617557,0.5610024,-0.6214134
1967-08-01,1.6278225,-0.88591385,-0.15086365,0.18188515,-1.0384102,0.8173401,-2.2080913,-2.1261284,-1.8890575,-0.09633045,0.882975,-0.61357653
