,r1000GLB_cluster1,r1000GLB_cluster2,r1000GLB_cluster3,r1000GLB_cluster4,r1000GLB_cluster5,r1000GLB_cluster6,r1000GLB_cluster7,r1000GLB_cluster8,r1000GLB_cluster9,r1000GLB_cluster10,r1000GLB_cluster11,r1000GLB_cluster12
1965-01-01,82.913635,41.58455,69.87002,43.85977,75.71614,19.390911,78.74812,59.51604,23.803759,79.31652,74.58917,26.655565
1965-02-01,83.259254,28.930786,67.3753,40.275764,75.88813,13.069763,85.0791,57.50618,22.509716,55.009827,74.862724,25.19772
1965-03-01,84.2388,24.137917,71.94212,47.60594,74.23863,12.809315,85.78673,58.831345,20.960144,37.022644,75.799675,28.757154
1965-04-01,81.38699,17.998589,73.703,52.662533,75.945465,14.52597,80.68755,64.12873,13.882225,38.847404,72.84303,36.174145
1965-05-01,80.91852,16.221329,76.44506,62.148354,71.78323,16.9912,69.435936,80.39107,10.075447,25.925005,72.75786,39.371574
1965-06-01,83.052864,16.30978,78.72683,57.918964,74.04699,50.865616,52.302166,86.21426,36.647537,22.36557,69.9814,43.663208
1965-07-01,82.038925,20.856945,82.227295,62.90512,70.72507,62.418625,55.248978,87.53287,49.04413,25.623608,73.087105,48.234943
1965-08-01,82.81371,23.728409,79.77844,65.229485,72.87743,70.85283,33.96117,81.91444,70.279526,27.16663,71.19354,45.003113
1965-09-01,81.006966,25.893883,78.66459,60.281002,74.369675,55.47339,35.04063,78.276375,81.44596,29.64988,73.942154,36.839184
1965-10-01,82.41403,34.213425,79.2166,42.91463,73.73904,27.592518,78.04541,69.87493,62.197495,51.789463,72.90692,28.501623
1965-11-01,82.71707,42.46581,78.086365,44.73939,75.05765,23.137081,76.358246,66.215576,20.39011,61.90101,72.67596,25.811981
1965-12-01,84.04551,49.456913,74.81194,45.715656,73.69809,24.008512,81.76046,61.87644,17.761074,63.406357,70.77257,36.16923
1966-01-01,83.25852,36.53704,71.3865,41.767166,76.93838,20.442825,75.531525,57.587234,19.231327,57.92212,73.6125,46.063225
1966-02-01,82.41802,37.781372,70.04695,51.828514,75.86313,17.799854,83.004074,65.066345,9.721558,57.012676,75.296776,34.31596
1966-03-01,81.84183,25.751749,73.06749,52.852867,76.39993,11.176014,75.479,65.235435,8.406639,41.9855,75.83522,33.47382
1966-04-01,81.31487,18.343224,76.78899,55.00172,74.75998,22.982376,65.84282,71.017136,15.498337,29.696507,73.835754,33.667526
1966-05-01,82.2473,17.845821,79.83579,64.664154,72.7047,33.12416,70.626434,71.5211,26.987871,26.012764,73.54684,45.836685
1966-06-01,84.75566,18.164291,77.11567,70.30797,71.81988,41.04158,54.90158,82.05687,30.210325,21.588661,69.48717,50.372417
1966-07-01,84.13021,20.910683,80.39722,69.766235,75.23768,49.46133,46.72643,88.597,46.07636,26.561056,71.56379,51.459152
1966-08-01,82.43936,23.688263,80.20187,64.71833,72.85408,68.39058,38.87303,78.7589,74.65163,27.588696,69.92712,46.389904
1966-09-01,81.13265,31.700895,80.29216,60.04306,75.35259,53.12209,38.587395,80.3529,78.282845,37.254417,72.65053,34.672188
1966-10-01,83.91188,41.197533,80.69599,55.91773,77.61307,25.407015,71.96762,66.88196,63.8844,45.859665,73.73234,32.16875
1966-11-01,84.58329,74.58597,78.42566,43.576206,76.774216,25.735334,73.06421,65.84447,27.303059,57.72513,72.094025,28.833027
1966-12-01,83.32911,57.551117,72.310715,55.622242,76.68721,23.607824,76.47216,64.25704,42.76526,69.48881,73.00346,38.950188
1967-01-01,83.0946,62.52501,71.051476,50.64066,77.48517,26.723318,79.091484,57.65033,18.119156,68.41313,74.706635,28.865068
1967-02-01,82.63179,32.353012,72.0683,48.09015,79.143845,19.286308,80.31268,61.873024,13.702217,57.26184,74.68468,34.418755
1967-03-01,82.40883,27.370234,73.96007,52.02908,79.39383,11.607761,78.63881,63.722565,16.751003,49.11373,74.31646,43.350597
1967-04-01,81.290665,17.136112,75.90757,50.870373,76.3518,13.8593025,77.36525,67.17335,25.385569,37.05034,75.84845,35.261604
1967-05-01,82.8159,18.049904,76.76393,59.4644,71.39604,15.210564,55.71127,75.78427,48.971848,45.96867,75.34342,43.043186
1967-06-01,82.440926,16.656414,75.68799,64.0874,70.53293,33.73806,56.77201,79.56105,71.044716,27.523941,73.720215,60.98626
1967-07-01,82.12845,19.137669,79.032364,63.759724,70.37247,58.883358,48.47188,86.46768,82.682465,29.30254,72.32673,45.575115
1967-08-01,80.6505,20.195034,82.05412,64.029976,69.338745,81.12851,36.192287,80.6201,86.53863,30.80244,70.943375,36.56895
1967-09-01,82.375046,28.637043,81.68759,61.504807,73.76582,63.079025,44.054943,76.58151,83.339516,37.126347,70.34375,35.013313
1967-10-01,83.83104,72.08856,81.1302,47.74389,77.09499,24.858576,51.996986,70.845406,60.74303,57.280422,73.29119,27.23173
1967-11-01,84.92555,56.21968,76.54266,47.51924,72.46692,22.808037,77.77907,66.00789,42.953667,64.65156,72.41794,26.319628
1967-12-01,84.84955,52.454727,75.92953,42.105747,72.635826,19.495754,78.18783,58.488113,27.388815,58.727962,72.446655,26.385502
1968-01-01,82.75104,47.388577,74.37318,50.622223,77.19477,20.201172,72.20829,57.234375,18.892582,64.66097,75.80731,43.866817
1968-02-01,83.145386,36.285698,73.32534,47.312927,71.87994,14.4276085,81.94142,54.567303,11.572216,48.813057,74.45366,34.66968
1968-03-01,83.531685,24.860903,71.80911,58.713577,77.18189,11.079685,72.68151,65.79251,19.233814,43.853943,77.97864,35.297417
1968-04-01,83.31439,21.071953,74.154274,63.31054,70.80957,30.743916,62.240166,70.630905,34.75338,38.416782,76.779495,38.436096
1968-05-01,82.392105,17.48742,78.43253,73.17082,75.39365,35.86238,57.141018,74.48424,59.573093,36.675217,71.68518,64.128204
1968-06-01,82.657684,17.299099,79.33873,72.4449,71.7222,54.760452,52.17386,83.48662,79.72181,30.169296,72.58493,56.278286
1968-07-01,82.43717,20.909386,79.80229,71.32624,72.03607,64.65292,47.168064,87.23694,85.529175,24.548645,70.56008,60.688534
1968-08-01,81.78529,22.92136,82.773575,67.43428,74.31201,61.81202,45.3927,86.08287,85.34246,29.050638,69.69896,46.94755
1968-09-01,81.534195,26.766645,83.417404,61.449863,73.85489,44.348083,45.212425,75.54495,85.50342,34.55701,71.86223,34.883755
1968-10-01,85.25716,31.907642,79.4675,52.304234,75.396866,18.091011,58.54618,71.33751,74.08667,43.824966,74.35065,25.541756
1968-11-01,81.63721,36.675217,79.06993,50.638317,77.020935,17.231499,65.15994,63.98173,51.452766,54.21641,71.883156,31.366823
1968-12-01,84.06928,40.467384,75.20211,47.72337,75.47091,18.427414,76.633026,64.05094,24.94943,68.91026,73.69232,29.050638
1969-01-01,82.01276,45.00013,72.22817,41.839985,79.890396,21.799553,68.41795,61.290497,20.38242,73.91437,72.7195,24.38315
1969-02-01,82.776474,27.265884,70.1994,55.65538,77.990295,11.22953,71.4561,65.68228,18.14642,51.95211,74.9956,38.760056
1969-03-01,83.16585,22.792217,73.43809,58.247334,75.10088,10.32711,64.83501,66.80696,47.993156,46.84842,74.245255,40.855675
1969-04-01,81.79718,23.774853,74.1617,56.848583,72.69443,17.42281,57.410088,70.425,59.886734,40.09363,72.98855,36.417103
1969-05-01,84.91387,18.722965,78.242645,63.479706,70.632225,21.665863,52.192757,77.29677,68.38787,31.522305,71.16532,46.970413
1969-06-01,83.63377,15.897053,78.06885,69.65126,70.204414,42.466667,55.536728,82.868385,72.93173,23.88682,73.409676,55.120613
1969-07-01,82.891785,23.545906,83.545204,67.61246,72.96014,66.3992,46.17829,86.17726,84.14348,27.434671,71.43438,52.234535
1969-08-01,83.774155,23.042889,83.24272,53.295715,70.5119,77.041084,41.992058,84.740074,85.736084,25.38417,70.78597,37.421463
1969-09-01,80.497025,22.501434,82.9486,60.889423,73.44644,63.434586,39.747704,74.308754,84.89215,27.585073,73.342834,42.398148
1969-10-01,83.72903,32.60521,80.15778,48.601456,73.275986,48.683342,68.45973,68.3862,76.183784,44.151184,71.402626,32.870922
1969-11-01,83.971344,41.475674,77.203186,46.303627,74.55107,21.02581,73.115555,66.20201,37.66211,51.35384,75.09085,25.7184
1969-12-01,84.71501,37.222595,74.80676,49.33676,74.52266,18.437199,78.32119,61.803543,26.799633,60.468292,74.59118,29.110834
1970-01-01,85.58232,42.282406,73.97621,46.398247,75.695694,18.4562,76.991516,62.499184,21.661823,67.78672,77.016335,26.732567
1970-02-01,85.11562,30.851719,75.119774,36.794617,74.15659,14.174862,73.881874,60.109444,17.724716,47.852943,75.73541,26.739185
1970-03-01,82.73747,25.603895,73.28113,47.644417,76.08295,10.669697,63.176052,58.1864,23.424337,39.940662,76.001854,35.515347
1970-04-01,84.276566,17.68003,74.84009,56.783012,72.5513,10.431385,64.35768,71.57654,46.530643,28.36103,73.814026,39.060234
1970-05-01,83.19258,13.73465,75.910835,62.87651,73.77762,27.843033,54.37838,78.95758,55.758602,23.085073,72.23521,46.62663
1970-06-01,83.783394,18.613419,79.993576,62.624958,75.54509,27.525284,54.216194,80.54137,63.217426,25.392063,74.94104,40.31137
