,wGLB_cluster1,wGLB_cluster2,wGLB_cluster3,wGLB_cluster4,wGLB_cluster5,wGLB_cluster6,wGLB_cluster7,wGLB_cluster8,wGLB_cluster9,wGLB_cluster10,wGLB_cluster11,wGLB_cluster12
1965-01-01,0.029156825982854295,0.02960628731463983,37.780559062957764,0.010710202071606896,2.2462659022387337,-0.04601648648862134,0.02522986858736637,-0.00864686265850634,-0.6626406541237464,-0.0679741930330358,-1.1698927534253973,3.6870960146188736
1965-02-01,0.02849243834300678,0.028529946078977936,77.3419976234436,0.013156177768244612,2.4870996966081504,-0.06303428248925642,0.022456676167568603,-0.011755821425067774,-0.7290021731303288,-0.05766281103165232,-1.6770066399323313,6.089940667152405
1965-03-01,0.03176042853704102,0.02672977601670153,29.5803964138031,0.0061185603580735685,1.734977084047654,-0.06011887770992788,0.021524113050640323,-0.005800922835485701,-0.8935990241857675,-0.05734503997561888,-1.0874322370478982,4.355843365192413
1965-04-01,0.03139140777970366,0.020691522505629032,158.55038166046143,0.004551815800368786,1.028561416794272,-0.06577193588865074,0.010328868750569433,-0.014005950052131172,-1.199087959069472,-0.023833986432452794,-0.8624123115288583,9.768938273191452
1965-05-01,0.03517989911121563,0.011287369010692367,238.57154846191406,0.013807069242445189,0.1322812126839862,-0.06147196876223792,-0.026172835401497608,-0.01811442503197107,-2.1970792458607598,-0.004721060727178565,-0.5004942417144775,17.436614632606506
1965-06-01,0.035506401285180164,0.0018954998640050773,171.50462865829468,0.024011107810030255,-0.31698361477431125,-0.05681919018653306,-0.07757923977319585,-0.0133547020013347,-1.9157911722476666,0.01889265914373631,-0.2727353259136802,16.36022925376892
1965-07-01,0.03850047369716598,-0.005575978805419553,185.32567024230957,0.023954708460098634,-0.38686280741411094,-0.052970714486119425,-0.07794248373355976,-0.021560361574581063,-2.571806311607361,0.0228814735189232,-0.24367782630418475,15.720555186271667
1965-08-01,0.03569364259826495,-0.004983491069942632,167.633056640625,0.020691079919514452,-0.308811993283384,-0.05108287071131847,-0.07894399337643801,-0.018552048988868853,-2.844978066591116,0.02500558321320598,-0.1824332695258291,40.504634380340576
1965-09-01,0.03744815399900812,0.001311518586629391,108.20423364639282,0.01779329187487661,-0.09752733304220086,-0.049442837057127195,-0.07384537914118101,-0.01931034114234652,-1.9254141128980196,0.014420027622683714,-0.3512346822964518,28.118425607681274
1965-10-01,0.0353907904559332,0.007986407764861739,155.8345079421997,0.015418419814845428,0.6395330762161927,-0.049953560598871925,-0.04327995269451031,-0.01951253218747721,-1.9300387455866885,-0.006815448546565902,-0.22941372896495618,28.399980068206787
1965-11-01,0.030365759458837804,0.02329159921746913,146.67826890945435,0.009643703051354351,1.5635613132925594,-0.05261087472635237,-0.012316546121308971,-0.01415370047903774,-1.22273346552482,-0.021937311970289274,-0.6499241057195162,11.777300387620926
1965-12-01,0.03453081744162484,0.026265279625982255,183.49757194519043,0.011921572710887805,2.189155711847193,-0.06822979987852952,0.007106656740625324,-0.017388257386585684,-1.092136250092433,-0.03789227243414236,-1.0281072635399668,10.948925465345383
1966-01-01,0.03239192391377144,0.0331676986603556,38.418757915496826,0.0054099020959934045,2.4991904988008384,-0.054478789256377655,0.0211105830859133,-0.008517367725311979,-1.0366426064417913,-0.0617877878021077,-0.8369631673160353,9.897668659687042
1966-02-01,0.030203264607967205,0.027896012848389506,66.14763140678406,-0.0002610312027866812,1.8886415397419647,-0.053981531263244426,0.020829364413742064,-0.012671215989286982,-0.9972843986291151,-0.04750372739527716,-1.3342350721359253,11.333039402961731
1966-03-01,0.02868964753399409,0.024452710178425804,80.54548501968384,0.006663422772844421,2.0410027574090397,-0.06309643133797428,0.018502501391827367,-0.010477888792113293,-1.133250960936913,-0.03838275925326493,-1.5870037831758197,10.335679352283478
1966-04-01,0.027923862203362397,0.02029128839592462,152.6578664779663,0.007708671860225081,1.0831114123849308,-0.05918035220185464,0.003670809619930075,-0.00946949590340348,-1.4989396700492272,-0.016185848844709926,-1.0508218093922264,14.290723204612732
1966-05-01,0.029253079697699125,0.006490963814669064,172.3990797996521,0.019676279938471576,0.38801589432884664,-0.05975372411987998,-0.03812270358118207,-0.013112461014416503,-1.5923741918343763,0.001189806318392336,-0.7032613220967745,16.49262309074402
1966-06-01,0.035031685993878015,-0.0028418085845767806,212.4833106994629,0.021898628854164163,-0.39232820272445673,-0.058327626902610064,-0.06202054426593836,-0.018450922841217618,-2.495269591991718,0.01681885978893629,-0.19114913516923002,40.86803197860718
1966-07-01,0.038923963084293474,-0.005244808132712273,212.78419494628906,0.02281740500430019,-0.3722777699722963,-0.056180967526002365,-0.06541482736031677,-0.020845571084325117,-2.3053900553629947,0.022016157246291516,-0.2965204025569715,35.313042998313904
1966-08-01,0.03586914390325547,-0.005688231132394063,176.2561321258545,0.024265296012836814,-0.3850788316305946,-0.05068321479484439,-0.07209319426396558,-0.020916973972018877,-2.35803654560676,0.021108556273270043,-0.16600260216938822,37.90334463119507
1966-09-01,0.03544105897358765,-0.0032683091930954195,108.0919861793518,0.019087095679226878,-0.06532081238487188,-0.03829738389785317,-0.07504009923269582,-0.018784480477951785,-1.8805813330870407,0.010764637066700064,-0.30442084136762115,32.485803961753845
1966-10-01,0.02996527613849495,0.0034452648202416697,121.43667936325073,0.014978322848024193,0.8465944844133713,-0.052841531578451395,-0.03752522712010284,-0.015676984466338084,-1.5989206158197842,-0.0024210316908608387,-0.47001968088902923,22.68868088722229
1966-11-01,0.02695553765939745,0.017036395942474285,109.30017232894897,0.01127639681519351,1.646656499189489,-0.056489005642519755,-0.01153467009168898,-0.007723145199131843,-1.4495306290113008,-0.024058603417970496,-0.8428986919553656,18.152031302452087
1966-12-01,0.028769574858754247,0.028118028603292256,176.53424739837646,0.009975475119132124,2.5258765501134532,-0.06731148195368322,0.004922376057609569,-0.014367530245956696,-1.3813124253199651,-0.04545819363319704,-1.203039210093649,13.860033452510834
1967-01-01,0.030780117522567443,0.03824513380322353,73.01105260848999,0.007706814409556982,2.5110684773501224,-0.07214537525380199,0.020544931189655218,-0.01180596184342574,-1.0000541806221008,-0.05435218272044071,-1.4091700315475464,13.303011655807495
1967-02-01,0.03661132140621648,0.031525423613990224,13.45674991607666,0.0049461466253938905,2.202360945589402,-0.05707920380783352,0.033449392960688405,-0.005478088578289271,-0.7489002094818995,-0.06550297657001286,-1.4267049337688245,5.184812843799591
1967-03-01,0.02914256649637111,0.023647793884159427,50.00333786010742,0.010019601815317842,1.6534218016792745,-0.06508409066803077,0.01172163729490929,-0.009160266497795201,-0.937629032593507,-0.040444579969355625,-1.1508139340501082,10.081417858600616
