,vws600-250GLB_cluster1,vws600-250GLB_cluster2,vws600-250GLB_cluster3,vws600-250GLB_cluster4,vws600-250GLB_cluster5,vws600-250GLB_cluster6,vws600-250GLB_cluster7,vws600-250GLB_cluster8,vws600-250GLB_cluster9,vws600-250GLB_cluster10,vws600-250GLB_cluster11,vws600-250GLB_cluster12
1965-01-01,9.393851860035822,24.345666942126556,6.485572516237414,15.619813189266573,40.97839398364347,14.161360838284699,17.320001181115686,12.721556398272842,25.95207409896351,39.5516084413788,10.203813864332533,25.44128044843917
1965-02-01,10.304021232250003,25.933334686355455,6.41602892972957,15.678534841741163,41.166157755807596,12.636948625502681,15.936577969079174,14.705882649505917,22.146209827020627,40.211262318579955,8.756507661747928,27.77478213556189
1965-03-01,8.198619204426508,23.840014616136337,5.536587104328082,16.008002370618794,36.74812828909448,12.18255010937361,17.457749900796102,13.097521042902907,20.602996904615804,41.104976063497325,11.20897263445588,21.484906564288107
1965-04-01,7.7950441494869445,23.241927644153844,5.358720259386119,21.505496485849687,26.62573387554451,9.312335138751322,26.866632289029702,13.304670515829851,17.27608501727571,34.04239642380813,18.490475346439155,21.35584442150248
1965-05-01,12.557405003729299,18.486453115373827,6.712907606422314,25.971117211867284,22.33343399951952,8.21975489179086,30.174063277907823,15.229323476744762,12.477849193145563,23.258097981246063,21.211881185504613,19.23392706228452
1965-06-01,16.861864319693808,12.077707001187424,6.890261812691217,27.633963740384743,17.624738297851135,7.634042338553892,33.94400855822555,15.411845094144502,8.166535902408489,11.700868699325367,22.514348833345768,23.307250794168137
1965-07-01,17.122767665720886,12.167878688293806,8.021463930522701,28.808813536821784,7.70811311439395,7.407464143914439,39.67589228521137,16.852005622508614,8.809029476785874,10.545126259287741,23.367131241375017,18.42222281811728
1965-08-01,14.401450519214855,8.878364761901196,5.681995705897895,27.011142041957036,6.371706650274597,6.509694893441135,36.19175248426459,15.34290029108855,7.234129970748304,8.246466426040236,22.374533581259513,14.923968914520355
1965-09-01,14.028093957871775,11.499573442212498,5.885956261375536,26.535249328841303,15.294982270969125,5.794455753669414,32.58528951266022,15.141302454540925,6.393268305735561,13.521041064034128,20.296189361012864,23.201234583806276
1965-10-01,11.419319145101102,15.014401517701664,4.992617779414969,24.126047283275902,24.7046895449527,6.941642482987637,27.31933588230847,14.930452872455572,9.71343140818658,22.196807392456716,18.320128997525007,20.743833128689836
1965-11-01,9.439151862911496,19.75765196640019,5.486567676002343,19.87724442795452,32.49405036386087,10.482996823900224,23.451837600618045,12.820554146303389,15.49163429538215,28.532670784599006,17.163243633139516,23.240777737667944
1965-12-01,10.112825546658788,22.632098655654833,5.217811784322855,17.22878491370762,43.1343507939616,11.63708961678862,17.85307693908674,12.709574366553648,17.617568211294014,35.00424315185414,13.219930663363035,28.734307416704603
1966-01-01,9.835699158107333,26.189727881472255,5.5617044732914644,14.295164921921282,43.06809488713766,15.452441533090248,15.707798320119991,13.478976050188638,23.305833444791777,38.553243368175664,8.648857014878214,24.94331777805737
