,zgu500GLB_cluster1,zgu500GLB_cluster2,zgu500GLB_cluster3,zgu500GLB_cluster4,zgu500GLB_cluster5,zgu500GLB_cluster6,zgu500GLB_cluster7,zgu500GLB_cluster8,zgu500GLB_cluster9,zgu500GLB_cluster10,zgu500GLB_cluster11,zgu500GLB_cluster12
1980-01-01,-0.01844795717095787,0.12342530352275477,-0.0634673618352257,-0.2771821286943224,-0.09225575197247556,1.1522628863652549,-33.697452545166016,0.2704932983662631,-0.0384827933700408,-0.6286853144311497,0.006575468657004301,-0.5667198388302913
1980-02-01,0.034933437762612644,0.1218701973304338,-0.061403181184125084,-0.22000091261843333,-0.11228617799162352,1.336505115032196,-39.17797803878784,0.24748942437204155,-0.012869063743763724,-0.8577267074177408,0.032254189331594955,-0.6763659539769907
1980-03-01,0.12676568686469528,0.1092307463642695,-0.05155503871930896,-0.3024064704903171,-0.14069850317374877,1.0936213533083599,-26.277196407318115,0.3609005462478947,-0.023549302654751275,-0.9314238006233151,0.001668659526677359,-0.19887671118876973
1980-04-01,0.23492312382075414,0.11172423082259342,-0.005872312005372083,-0.5902708086193118,-0.11210237419930216,0.8956605195999146,-15.569541454315186,0.18186949545869957,-0.25810130403540227,-0.15780035501871353,-0.03031616483157025,-0.12529139391711502
1980-05-01,0.12395377001486535,0.047783176338200964,0.04124379320478255,-0.33968587716420495,-0.12516007602343088,0.5285283923149109,-14.730111360549927,0.19733004674718188,-0.17304489504819537,-0.39118761435533184,-0.022595168333011884,-0.05184040694940286
1980-06-01,0.420028155992839,0.022126612225009522,0.09888285659393121,-0.13512875247969588,-0.08726647628773233,0.38561192651589715,-8.759396076202393,-0.07768661795322457,-0.3418795133041123,-0.1110656393898858,-0.0705787073911337,0.49498403658632373
1980-07-01,0.3755577216463641,0.03716847643104307,0.16743292411168417,-0.07780455530453952,-0.08694072851277834,0.4649371405442556,0.95799520611763,-0.08692870520659396,-0.4117489702957498,-0.13854214841993448,-0.1496515407854197,0.19017665601167522
1980-08-01,0.295355232540241,0.0586754710984122,0.07736706140029073,-0.04985935699481231,-0.09681506074398458,0.3015571584304174,-2.0509859919548035,-0.06962398041945857,-0.31621574850405676,-0.09998829127886356,-0.050586795812677256,0.02666418364302057
1980-09-01,0.2459017267404509,0.03842122740474016,0.08168052097133706,-0.08073661388813431,-0.08171755323451083,0.44376010696093243,-5.465072393417358,-0.027524454305200157,-0.2078655160079568,-0.1631202924455333,-0.05635573221886471,0.15470952284140665
1980-10-01,0.20641614336612796,0.09750733415713261,0.029372741391512563,-0.38579400533284897,-0.08075513303750215,0.7547077039877574,-16.959221363067627,0.1583054762434315,-0.22679175023978712,-0.20727541011113387,-0.07266855723540452,-0.37945061922073364
1980-11-01,0.12336820517936029,0.07179335945223628,-0.021584052178304128,-0.326866420925173,-0.06959808047011046,0.8485212922096252,-18.457019329071045,0.23597048947940003,-0.03808465507407646,-0.2618634356902196,-0.02324437438370072,-0.736084189571318
1980-12-01,0.17279908676777989,0.1342844973199095,-0.04267533635022991,-0.3894336585305695,-0.13335612863088442,1.113318701585134,-20.351097583770752,0.3266470758496104,-0.07536223968543575,-0.6372011370129056,-0.009222527372173828,-1.1185380279040729
1981-01-01,0.19537925350764568,0.13402400966543843,-0.055537791399473554,-0.2637664986471845,-0.1847890145552894,1.320737103621165,-21.847364902496338,0.33726928302565135,-0.09771350687001384,-0.9342587401724269,0.03201897528504028,-1.0863517151504267
1981-02-01,0.0751287668697105,0.07503055443323828,-0.05963398309333829,-0.2372345035402184,-0.13304770933504256,1.2002837657928467,-33.156166076660156,0.32331376663736394,0.019329244344584686,-0.6845120181385269,0.025599943817863777,-0.5403888518693017
1981-03-01,-0.06857163673035863,0.11826384378046574,-0.04649469070834167,-0.3763257310940669,-0.09101742218479707,1.0688653588294983,-18.944568634033203,0.17203892253943392,-0.11069833137894754,-0.36526826711801386,0.023317147807495994,-0.4414341488822562
1981-04-01,0.1282391804154993,0.12203901879582238,0.017570117915795647,-0.4880004968398657,-0.13834689195980043,0.810112754503886,-24.683220386505127,0.22552996571805026,-0.1293160568522868,-0.4710369767286839,-0.04762253190949198,-0.20521461475090902
1981-05-01,0.17131791134511143,0.07822469292400512,0.03895763367107522,-0.2998898426691691,-0.1088545528084168,0.5718649923801422,-15.796352624893188,0.09768746818440992,-0.3143923599167732,-0.17610928760125089,-0.024510677985347396,-0.3293379652695578
1981-06-01,0.3400940401864446,0.06203965335611849,0.034999119620142356,-0.3039232813394987,-0.10023740370099138,0.4777375857035319,-13.175837993621826,-0.015588570386171341,-0.2067860952541653,-0.2154377472196889,-0.022280704805019258,-0.3262608021986289
1981-07-01,0.23370169965196247,0.08095466148947805,0.04146495164959118,-0.19418828698814425,-0.09371311760572998,0.05490300556023916,-0.977296307682991,-0.06533055440396876,-0.2505294263026135,0.08942153081934677,-0.03736334155061155,0.14018569080556026
1981-08-01,0.38812291031041424,0.012348725967792665,0.07977583131679658,0.07229618186879362,-0.07891201332660454,0.2583707123994827,-2.5957906246185303,-0.046574680537388134,-0.2782507468078096,0.015383554447410455,-0.06496470043231146,0.03261819298638672
1981-09-01,0.26364336329058186,0.04691911179947826,0.08350683076216488,-0.2335445111633366,-0.09492090829732258,0.4127771407365799,-5.634957551956177,0.01588829642010702,-0.25219581389831286,0.036011746105475306,-0.0615580642796814,0.018264304419032863
1981-10-01,0.15964200181409346,0.09146537223043993,0.04823155202362198,-0.1926530853041217,-0.10784093712802598,0.7299646735191345,-15.537598133087158,0.03632932234354116,-0.19422303148582157,-0.27776155461612934,-0.059735837444098286,0.18305906751116768
1981-11-01,0.11072116634569877,0.11102972997274431,-0.021941599973271626,-0.5325827078941541,-0.10448291609157279,1.0123773415883384,-23.338699340820312,0.12507339706644416,-0.1115247207341221,-0.49735105190521633,0.004201408080119491,-0.029023562664868403
1981-12-01,0.06327927497423386,0.12651731008041486,-0.08084556883138218,-0.45757179076855004,-0.12227286139724929,0.9089507659276327,-23.703444004058838,0.28283909667988083,-0.05787772226468318,-0.4416307068278647,0.035479107276112046,-0.4970039012002163
1982-01-01,0.04827479624058589,0.14662035526802694,-0.0920567378987757,-0.504219684845362,-0.13122798572995914,1.0401886701583862,-20.399277210235596,0.2962561877998146,0.020095285575437008,-0.727933390527709,0.04153567068984749,-0.5142706339476538
1982-02-01,-0.03192791645992393,0.10066108940546807,-0.07875266620952093,-0.2952603448150505,-0.12758380948556547,1.145835320154826,-38.811633586883545,0.29997446549099843,0.06484091281890869,-0.8660610160257063,0.047271922809968774,0.019493018139581212
1982-03-01,0.13576334627145087,0.0953706692258742,-0.04893788020998546,-0.5375740619806143,-0.14432531753434683,1.030083497365316,-27.111735343933105,0.2508793730993529,-0.06710714476425095,-0.8549342552820842,0.029720749560765293,0.7480848519528499
1982-04-01,0.14437059523087487,0.028906487422074495,-0.0024386866267575194,-0.49314944662599486,-0.11326271607680848,0.5708077053229015,-15.783278942108154,0.1727550013645275,0.009203803236201657,-0.40189132221743595,0.03053402189668576,0.36811274094659774
1982-05-01,0.18921044370359627,0.05900799312617203,0.03074658900535969,-0.28333206079963946,-0.07629577375125338,0.4696642855803172,-7.5962477922439575,0.12455870070167491,-0.2490813617652419,-0.20927653735519475,-0.032148924515925645,-0.3335058444836101
1982-06-01,0.41491054922096,0.1023270946000265,0.11391363033417906,-0.527136957543528,-0.1365283736625053,0.4438778758049011,-14.578999280929565,0.02317016667409523,-0.5401404058865908,0.03705942032174168,-0.09822696890859378,0.20380275415592508
1982-07-01,0.3671942786736922,0.054020621910868455,0.09433333622466089,-0.18991832422395039,-0.09685346437150472,0.357217937707901,-4.324661195278168,-0.06673086333919216,-0.39769190516175523,-0.1624227206931155,-0.07038464148839316,0.3259600185957111
1982-08-01,0.42066517447637136,0.05740374531058989,0.05629393168548925,-0.08053251056589632,-0.11397289002642913,0.009834158699959517,-2.177799493074417,-0.062498635285206744,-0.3066429731536046,-0.1102249305217694,-0.0312959612075663,0.2793848025994223
1982-09-01,0.1746162556665988,0.0597738240036527,0.07981705110457339,-0.16715360057150197,-0.050777825693916555,0.34428822497526806,-11.809475421905518,-0.055079570203717496,-0.3237645673213032,0.005384483653256018,-0.07589960631899051,0.00040909408049688475
1982-10-01,0.2252360605750202,0.052256838419598065,0.03711043014157845,-0.26640846179081845,-0.07011760400348963,0.4894058406352997,-11.183704137802124,0.11865052621106843,-0.1919106701336338,-0.2532538058411362,-0.059722545325929854,0.26621686630561703
1982-11-01,0.1408759073531332,0.04906448296198489,-0.05572624952023961,-0.23581581110628244,-0.10772739207021989,0.9408171971638998,-29.985296726226807,0.17449759903389053,-0.025498143023690262,-0.30478258163501054,0.038961356232418844,-0.10744764423761212
1982-12-01,0.06587748562008881,0.11390962617921127,-0.07238113406386353,-0.6712433109935533,-0.1401033893847568,1.1323947707811992,-35.11626720428467,0.35914060835902756,0.015950724903473074,-0.2447876283246228,0.0028271911520080096,-0.4451796656749288
1983-01-01,0.1150367743035486,0.12114369526657351,-0.04488561321608025,-0.27241089150436926,-0.12466450204466133,1.1088354388872783,-35.524306297302246,0.20591562764870155,0.0358165368058924,-0.7420525846318302,0.026747924922825184,-0.9709779356346756
1983-02-01,0.19459577877659442,0.07791868911999134,-0.01956775395569395,-0.439104985477578,-0.1377480572231189,1.1974639693895976,-25.65183162689209,0.1911073419693354,-0.013195771702938834,-0.46111146608988446,0.022649592054741725,-0.6511912482683776
1983-03-01,0.08116680047569089,0.08109430524089194,-0.059181241116273715,-0.2896032909042815,-0.07392197374356016,0.8562525113423666,-33.19070816040039,0.13806786186791756,-0.024749866376320522,-0.5281318456698687,0.03563044033854099,-0.491817271123167
1983-04-01,0.045110312221217745,0.04624836492254098,-0.0020285896967384923,-0.3273046042165186,-0.08818793004990651,0.7986303667227428,-16.45379900932312,0.049534420218520066,-0.022970737184339996,-0.2549162023087852,-0.0032291931359946326,0.30809999977956054
1983-05-01,0.22570960346824867,0.04894291699388289,0.015782219207800284,-0.5239287757465982,-0.11944815227855399,0.5354036390781403,-15.05617380142212,0.0960341129275794,-0.14327540362285354,-0.11052721394942358,-0.008674072978730279,0.0007831166139574814
1983-06-01,0.47525965477809434,0.0888175074757833,0.07281826646852024,-0.5320308809606439,-0.10493143302638357,0.38983965913454693,-12.64539122581482,0.03715389977662346,-0.42011973548070186,-0.3459868013349354,-0.07212736143344115,-0.09482346597265025
1983-07-01,0.3951039996521532,0.045698903087581406,0.08542238067999511,-0.22156585931268513,-0.08320807782636483,0.3894060105085373,-2.0040830969810486,-0.13763980461737593,-0.2914099159550532,-0.16350317587200394,-0.049645620587384164,0.35724297898714663
1983-08-01,0.363761753090157,0.1008680466845176,0.08435933170526215,-0.08572712381426087,-0.11147710159314073,0.007420090648035209,2.953430414199829,-0.09956353004216342,-0.3906514853407434,-0.08706590558728601,-0.08671964592036979,0.3318026661872864
1983-09-01,0.19010729040981325,0.08510284975913616,0.07729692868192939,-0.1140332478297572,-0.1036941053792086,0.27511410415172577,-4.322192668914795,-0.03137962791968037,-0.2905186370941205,-0.26315514985312766,-0.05441733764482715,0.09953865140187936
1983-10-01,0.14544669461767537,0.055775226284733984,0.016935335904750486,-0.42578818706365734,-0.09839164047706418,0.747835785150528,-17.269290685653687,0.050733996436434066,-0.12175775538224959,-0.2289899935324987,0.000402605341180826,0.1217652295456558
