,zgu250GLB_cluster1,zgu250GLB_cluster2,zgu250GLB_cluster3,zgu250GLB_cluster4,zgu250GLB_cluster5,zgu250GLB_cluster6,zgu250GLB_cluster7,zgu250GLB_cluster8,zgu250GLB_cluster9,zgu250GLB_cluster10,zgu250GLB_cluster11,zgu250GLB_cluster12
1965-01-01,0.4607839813791059,-0.4710300596332253,1.2664445745411204,-0.34729842704409347,0.04519284985332573,-0.06259742865051775,-0.25270230729471554,-0.742607444524765,0.5858556429545084,0.21256006691815718,0.1674688417593945,-0.016249888480801354
1965-02-01,0.43348404091771175,-0.15346981654657382,0.8794256777905706,-0.28774686795636795,0.1217937596331837,-0.09358006333843341,-0.3187436949123036,-0.833857536315918,0.8412398894627888,0.03155281282760544,0.13492204335205343,-0.0010278636687207766
1965-03-01,0.3467832836147133,-0.38568242873729575,0.8185030809089319,-0.2932365821232125,0.13818128468239144,-0.1472497010783967,1.8930691209706394,-0.6400196701288223,-0.24512158499823675,0.12871653363711108,0.20798407566938623,-0.008821432840241871
1965-04-01,0.23807995761725192,-0.15205587274931673,1.2183241434951326,-0.2668918755886435,0.22709996397597915,-0.06488009278457942,0.16898328269069846,-0.5421453714370728,0.6620003779729208,-0.08112544198884476,-0.004666563551369551,0.04870043971736204
1965-05-01,0.1768132811996727,-0.004794219119990726,0.49231110224083285,-0.314272896827519,0.2477054108743448,-0.11725476396614419,0.7595923813906583,-0.16674480959773064,0.5140786700778537,-0.11315292206836357,-0.01636587568665729,0.06947652760002485
1965-06-01,0.03448675667173443,0.2422348500412201,-0.12974372383818697,-0.1749186809302604,0.20828185896452975,-0.14885776608897752,0.8465461432933807,-0.15477925911545753,0.8348811997307671,-0.3501672588911339,0.0023696291112991837,0.162089868882015
1965-07-01,-0.04668069270801843,0.37164080922848713,-0.3306165726771995,-0.16546260794212436,0.29294248269378786,-0.14029029212983535,-1.108163053339178,-0.11879895254969597,0.524039069811503,-0.32936035783464374,0.058332514098726765,0.1244351283975118
1965-08-01,-0.048342308177608824,0.44715309811529713,-0.18296836416667966,-0.15049001656364352,0.25097617110394216,-0.06924445866664306,-1.61953405900435,-0.022867269814014435,0.38697176509433323,-0.28687852894199506,0.11371541876187656,0.014824829612568901
1965-09-01,0.10628651702877866,0.2467374703223089,0.005044126466139038,-0.28760322822507634,0.3573876858457427,-0.16140792046204758,0.6414150649851019,-0.11728271469473839,0.9729508558909098,-0.2692418278388257,0.0461243447204009,0.09758919908408947
1965-10-01,0.3570916606541957,-0.1875047569055795,0.547083611808606,-0.3976259218086526,0.15896107435796897,-0.12965291270943,-0.37767863409085706,-0.22235489636659622,1.6843729548984103,0.014303701947320183,0.12057278283717089,0.03496264466647164
1965-11-01,0.10643178698408054,-0.20470785273012715,0.5688606803096942,-0.31190955581110397,0.1861273775828561,-0.06840548936740112,0.06167721426622434,-0.2962404564023018,1.0585186216566298,0.03639193316996901,0.17167452801896338,0.011044398553497073
1965-12-01,0.279867172116515,-0.27972211904614885,0.9892585562236272,-0.3462013958536558,0.2762668607519564,-0.12458410485054265,0.6529321047392759,-0.5546217262744904,0.7052487134933472,-0.011095562271994722,0.20594164930485392,0.01308937128489612
1966-01-01,0.3946772367385641,-0.4489720378337991,0.851741744511163,-0.3657684741189676,0.08390833780446513,-0.06538627915069115,0.6979771635749124,-0.6327283382415771,-0.6091993384891086,0.29334841230808884,0.2584711292535642,-0.05914702750999806
1966-02-01,0.309145115471784,-0.2218194607633668,0.678653681456153,-0.3460832144794248,0.08055345281054595,-0.026897333770746424,-0.7133621383797039,-0.4530865550041199,-0.9161965052286783,0.2550791738168249,0.23105789450604944,-0.08392476148730992
1966-03-01,0.26097401477801746,-0.23360615857293673,0.7704817759456919,-0.3185724355099852,0.1752415558946576,-0.07131167733215944,-0.2531164749102159,-0.3870624303817749,0.8439290523529053,0.07524044564209698,0.2115528066876312,-0.050215250728675824
1966-04-01,0.24187002159561571,-0.15355108125930264,0.8818052597899935,-0.16701447872237357,0.13303508008821135,-0.055448233949129774,0.0514780848541043,-0.3336983621120453,-0.8124811781777276,0.04435721483593681,-0.044462009886833465,0.022857576718788526
1966-05-01,0.03473727757337203,0.13715043501504856,0.017577498706419076,-0.18173778137742796,0.33459756414017794,-0.1432850306388626,1.032164828343825,-0.21788808703422546,0.9679749939176772,-0.14275789280946685,-0.031196539700175115,0.040392637726249875
1966-06-01,0.1462995094173124,0.2180023777452399,-0.19665465537291854,-0.24478804404352322,0.2738148520779003,-0.12600668928348352,1.0097582909193905,-0.16648808121681213,1.2847834163241916,-0.20266820317651385,0.06654901186392632,0.04436139084379593
1966-07-01,-0.02737332517320142,0.31759488596537405,-0.35640845325455733,-0.17248459870480182,0.18318250862819574,-0.07423351672547901,-0.9825906292958693,-0.1312469064432662,0.24138035045729742,-0.2211200962008813,0.11477912920005764,0.07318353587474223
1966-08-01,0.039018989856273056,0.3076203886964982,-0.27545878469054375,-0.15298350231183364,0.16290319175869516,-0.12291810928880761,-0.4784768277948553,-0.11165429651737213,0.3710837165514628,-0.19852772475574215,0.128479436413892,0.07098140769606998
1966-09-01,0.14059759820636097,0.1291745494633356,0.04785598408597618,-0.22675486128049058,0.2378811837409107,-0.09192480701866775,0.5431713367050345,-0.10838724672794342,0.4137332903014289,-0.23032321501774286,0.12853212338156683,0.01154560401226492
1966-10-01,0.2198431562928475,0.03294757048010455,0.306569918322919,-0.2467443117862853,0.2437733230408857,-0.12858997398954378,0.7180583070624958,-0.349266454577446,0.33870263232125175,-0.0519377091583216,0.03081646327173848,0.036512652368962305
1966-11-01,0.25072139239710245,-0.03920007102493185,0.6155310282066686,-0.3325358466493486,0.18182037482056365,-0.06456724892142972,0.8767278356985613,-0.41657204926013947,1.2717918554941814,-0.06266573586468548,0.041187582645407055,0.05011608594295911
1966-12-01,0.47253476276557316,-0.32239727142072544,1.1457071820301796,-0.33955776368859125,0.13591785078645918,-0.10156288338344834,0.3424762324853377,-0.7465074360370636,0.7417739099926418,0.1524003629253881,0.1956832900815949,-0.020762343041342623
1967-01-01,0.4536093902388377,-0.17067867496581834,0.914087847097596,-0.34209214187015047,0.10811548220784696,-0.09410582066070171,-0.4399446601217443,-0.8029797673225403,0.051773227751255035,0.23900334725804084,0.21298899095951362,-0.05560606512466115
1967-02-01,0.41008183584552427,-0.38868966294783297,1.508232817721011,-0.30127054558817135,0.08848575681972877,-0.0548635003389473,1.5610642053864219,-0.8499751389026642,0.45632246467802257,0.2829662632106771,0.1770105737919513,-0.11179143213367707
1967-03-01,0.30927139969550416,-0.2257200532427458,0.7541295975001889,-0.2282090321098949,0.07028334980024983,-0.04876053308887664,0.2985467287627133,-0.48841528594493866,0.030025862571265962,0.055122132867454196,0.21613479868785757,-0.08910096521012886
1967-04-01,0.26599635763647167,0.025243841320554787,0.37626992188282865,-0.18482699821761814,0.21543871399941042,-0.14429498059830106,1.3048047369176692,-0.5635683238506317,1.311202711529202,-0.14118060050406706,0.06522966088532942,-0.011450620631479051
1967-05-01,0.2526617620654685,0.017153832632061848,-0.06410174850207656,-0.3133913041701802,0.23974441210584396,-0.12123084857063762,1.5458140860904346,-0.31708627939224243,2.2041532728407116,-0.015043628946790155,-0.018632015155836883,0.04544686705621012
