,r600GLB_cluster1,r600GLB_cluster2,r600GLB_cluster3,r600GLB_cluster4,r600GLB_cluster5,r600GLB_cluster6,r600GLB_cluster7,r600GLB_cluster8,r600GLB_cluster9,r600GLB_cluster10,r600GLB_cluster11,r600GLB_cluster12
1965-01-01,57.468506,47.21609,34.99968,23.879108,73.5392,32.40013,35.20607,64.30236,74.06828,16.670147,32.342796,35.39936
1965-02-01,55.054054,49.48312,20.825825,33.235523,69.786476,29.104416,43.468285,56.18102,73.89137,18.56371,29.592548,28.098667
1965-03-01,48.890156,55.782978,42.162773,26.434431,70.769295,21.1436,35.47143,47.72224,81.85383,21.88235,12.186867,31.597496
1965-04-01,45.50599,41.027622,65.673386,26.971704,68.18449,34.360847,34.53939,34.170837,75.59984,12.157379,30.573729,40.257748
1965-05-01,72.55474,38.885082,59.810886,25.664558,64.14347,27.369745,36.863754,25.60395,69.21153,17.838062,50.29067,19.828266
1965-06-01,79.418076,51.689545,43.848305,34.49025,48.552723,31.523785,32.39685,21.297577,56.456207,15.112385,67.85688,22.105125
1965-07-01,72.93968,47.71405,44.53955,44.54119,42.154587,27.739939,36.441143,17.256561,47.278336,15.104195,70.135376,12.7437935
1965-08-01,79.12487,46.96711,28.716204,41.889225,52.071205,36.034912,35.825245,24.14283,73.6686,12.991138,78.2043,24.71614
1965-09-01,77.35089,49.212845,17.73814,49.77633,42.61651,25.857845,33.40424,31.777678,71.865135,15.669312,69.27377,14.47683
1965-10-01,82.98407,34.624573,34.82605,37.38137,50.63302,23.839796,39.283123,42.41831,76.21738,15.469475,67.84541,18.30326
1965-11-01,70.084595,40.550957,21.341805,27.961073,66.849495,36.066032,35.28797,49.843487,84.13724,11.238445,38.804817,42.437965
1965-12-01,60.351437,41.163578,24.919256,19.096066,68.182846,28.275576,41.18487,56.71993,81.21008,13.97723,43.14559,26.953686
1966-01-01,59.951134,50.423306,54.753838,37.507225,79.54523,20.57087,35.01528,62.441437,77.2552,17.788364,31.769842,30.208685
1966-02-01,55.824158,58.010765,31.301989,24.732319,72.23356,22.434082,34.247013,53.71963,78.81964,11.297489,45.056927,27.209488
1966-03-01,48.786633,41.550476,54.998436,29.739187,72.82125,30.730713,35.42568,46.194553,77.77723,19.219837,31.159168,30.376127
1966-04-01,58.214325,48.353252,53.72948,20.508492,69.546265,18.177422,27.404837,33.98928,77.32251,25.003181,35.831154,18.797947
1966-05-01,76.375305,39.257164,33.572315,32.30336,58.61159,24.582933,35.06781,29.272974,66.0825,15.857845,48.60606,26.464203
1966-06-01,76.41306,39.224335,30.423733,49.25613,48.620834,35.358376,36.77343,17.04144,67.24803,16.990547,64.90547,26.301685
1966-07-01,69.69401,39.50997,25.970081,53.632626,36.307217,20.66116,41.775375,15.670704,56.160686,11.292564,66.27292,19.073734
1966-08-01,74.12632,36.11515,24.740526,47.12698,34.319244,28.242052,40.15512,19.301918,71.10086,11.668491,69.80892,18.701092
1966-09-01,68.692635,43.041046,12.921028,56.794342,38.45114,28.750946,38.79752,29.19582,76.65766,13.771378,69.42971,22.404533
1966-10-01,78.88203,34.608162,15.298061,45.114384,51.09636,30.551779,35.345238,42.09877,73.06093,18.95554,65.62613,14.766186
1966-11-01,67.71753,36.338406,18.41217,23.483063,63.797394,23.156385,33.614998,56.774643,84.80655,15.434315,29.798285,28.099234
1966-12-01,61.835686,47.814808,22.540787,19.646652,72.701416,25.889645,38.49382,58.41624,81.16549,22.99715,30.070791,28.997187
1967-01-01,55.518715,48.723557,18.934978,33.398552,82.46457,13.705597,41.03825,55.56263,78.66753,14.0315895,33.23471,32.152016
1967-02-01,33.589417,44.129265,37.754684,25.285912,79.947845,21.558117,34.572464,70.70352,72.00411,14.810253,23.978565,27.778992
1967-03-01,34.455917,43.619164,37.921906,23.33165,72.38922,23.927895,37.877987,58.984703,79.27222,10.465946,27.39557,25.56799
1967-04-01,65.03667,40.041695,34.07756,20.571697,69.41138,26.780746,39.913326,44.255943,74.80629,16.306774,45.005894,28.844799
1967-05-01,64.74277,53.0932,42.972244,33.23809,59.88667,35.089317,32.275314,24.35523,72.6865,17.627636,50.272438,24.360298
1967-06-01,70.21707,45.463634,38.89819,61.251442,49.19143,27.338142,36.62976,20.767628,72.05479,14.455547,66.27983,22.167873
1967-07-01,74.936356,34.645092,28.611706,44.82854,47.350334,32.21113,34.879875,19.845394,73.83,10.959156,65.28327,15.048412
1967-08-01,71.939926,36.76995,16.936802,49.419456,59.175568,24.39408,29.451178,25.040997,80.60321,10.766602,68.901276,12.710728
1967-09-01,70.42821,43.740776,9.609581,51.98854,56.86153,18.423191,31.69934,31.614887,77.81116,21.602036,76.93791,25.100115
1967-10-01,68.98235,44.46877,19.956871,45.291348,59.59277,28.53232,35.98622,37.57733,75.5478,10.276768,62.28347,18.399544
1967-11-01,66.649734,43.658012,9.232918,28.371857,54.79241,23.53265,42.82361,50.973408,82.032166,24.672777,36.688873,28.991749
1967-12-01,46.122375,52.304398,27.473269,20.972008,54.844772,28.566101,35.63996,62.621284,77.94122,12.960712,44.46708,23.24044
1968-01-01,49.97678,41.312416,21.455034,19.806824,78.902534,16.751842,35.957344,65.22272,76.521965,14.199051,34.55057,27.299416
1968-02-01,55.90969,51.765022,21.791435,31.936615,70.09653,14.635246,35.8656,69.31266,77.79514,14.285965,30.280357,39.503246
1968-03-01,48.32857,38.471508,21.50815,20.713017,63.930225,20.770962,33.328903,50.195683,83.48984,22.414343,26.352983,24.751451
1968-04-01,64.42276,41.34139,39.764,24.98967,64.17005,27.342875,42.355423,36.684875,76.22098,11.369408,34.5055,23.317316
1968-05-01,72.83442,46.496872,25.79607,38.89644,61.77178,23.586117,40.214684,33.472153,71.96846,15.027985,47.23084,27.684107
1968-06-01,73.86616,35.99919,19.97905,62.896873,49.89308,37.69408,43.804043,27.043493,65.40138,14.065453,57.67701,22.96321
1968-07-01,76.3095,49.188087,29.601114,30.69402,39.03647,35.82536,33.823044,26.689386,64.356766,12.385052,65.118095,17.59848
1968-08-01,74.57437,48.936993,34.413757,42.48258,51.420574,26.032677,40.361153,30.19505,75.023445,11.351704,66.122475,24.197758
1968-09-01,74.81903,37.16131,14.023605,48.861343,56.535816,22.052187,30.99501,26.528427,76.62498,16.103184,70.21564,13.685593
1968-10-01,72.390175,40.018314,10.838249,41.70837,66.71641,29.245398,35.31995,34.165882,71.93788,14.3922,59.098267,18.111938
1968-11-01,71.268295,47.404675,20.252678,20.452267,54.832882,27.828968,46.178173,59.115974,76.98552,18.40327,33.774757,32.36476
1968-12-01,51.037495,50.184418,19.830967,18.59642,63.429646,23.681082,40.72331,54.641342,78.754456,14.081551,40.172832,28.212048
1969-01-01,37.57688,48.7903,34.65571,30.649963,70.59379,24.331345,40.653465,58.74868,75.15937,16.749336,27.436342,38.49267
1969-02-01,44.71102,45.915916,37.700546,23.034534,57.67246,16.988312,38.818542,60.56689,71.920685,19.650455,31.191416,35.67177
1969-03-01,50.108833,51.402306,48.599785,38.46092,52.13761,28.748196,35.121964,41.123062,69.412285,22.25912,33.515984,25.48611
1969-04-01,58.815525,42.899494,51.649635,31.034328,63.39949,27.282597,36.024384,33.176743,68.58841,17.228958,23.425583,25.995811
1969-05-01,64.540886,42.97135,43.98407,40.865704,63.016796,31.19643,34.946487,22.237396,72.47885,13.07782,37.949547,20.300533
1969-06-01,79.98398,45.275867,38.262054,55.89937,51.985535,32.78569,36.744648,19.142426,69.210075,15.977268,54.525684,24.324661
1969-07-01,69.77158,48.407604,38.01472,42.69227,54.88331,20.11002,28.718115,16.704216,75.6273,10.410667,66.87047,14.272694
1969-08-01,80.5739,42.16586,27.802324,45.195652,45.369453,24.226063,35.422768,20.0766,74.2252,12.128609,82.58095,14.845898
1969-09-01,78.36631,35.88735,15.4959755,49.858162,44.353394,16.391712,36.826534,29.866194,75.77101,13.500622,73.67038,19.301186
1969-10-01,80.73433,45.055275,22.312595,39.969967,55.073822,21.84969,39.30986,34.39501,71.79702,10.043015,59.437195,27.996178
1969-11-01,77.09958,38.86868,11.110878,24.157545,64.29523,19.60366,36.89171,46.405563,75.85791,14.199162,30.469479,25.059967
1969-12-01,65.576996,56.093224,23.646173,20.133415,72.83146,19.530132,41.35201,65.5135,73.11054,9.374554,29.722475,35.84557
1970-01-01,51.513676,53.114002,28.326277,30.989079,55.36969,16.599354,30.396608,65.23315,74.68618,12.299812,22.643204,42.092087
1970-02-01,51.56167,40.612568,16.98661,22.004395,76.534744,28.971704,30.692844,52.79129,74.927795,9.641975,27.434261,32.779724
1970-03-01,52.736675,56.46857,25.476465,31.692429,71.40443,24.907166,34.408188,57.484707,77.83057,20.857521,21.178581,26.793798
1970-04-01,64.11937,41.507893,41.70483,21.883587,65.24307,27.354824,46.421417,38.85833,72.0333,13.219963,32.66057,25.514528
1970-05-01,75.85126,39.56499,37.51948,21.532738,55.397823,27.91254,37.20504,25.274563,71.0933,14.118595,47.42762,25.135548
1970-06-01,71.99855,41.176903,16.13266,43.37632,49.933205,32.839302,30.82193,22.338696,68.03,17.653553,70.64315,29.820688
1970-07-01,70.519035,39.075127,8.708588,46.742477,48.70524,29.80745,42.927834,20.857521,72.18556,7.434284,74.98407,14.060673
1970-08-01,74.39656,38.424736,9.219967,46.11856,29.51618,21.494675,31.310137,20.417305,79.30678,10.773956,69.56413,7.2588577
1970-09-01,66.27576,42.252617,22.616726,51.02381,54.44292,32.16574,42.386665,36.865776,68.42222,15.899315,78.136734,13.835602
1970-10-01,77.81733,45.305984,10.668041,27.258839,42.77227,26.553833,35.571613,38.300613,78.38663,14.029228,55.002293,25.147131
1970-11-01,67.97539,47.088356,12.447105,22.164925,56.218674,28.016802,34.340336,45.97127,79.8347,17.167,32.966736,34.27745
1970-12-01,67.47559,36.228626,17.079288,15.886074,60.87237,22.818626,44.864117,60.059795,73.55585,20.36435,21.549286,37.19346
1971-01-01,41.657433,54.662643,26.878859,21.071903,54.116604,25.181572,31.614021,64.12113,76.382515,17.146503,35.323032,24.393787
1971-02-01,46.13225,53.308533,24.988852,24.907707,65.02218,17.012955,24.101326,64.4491,70.48765,19.64003,18.727146,30.065498
1971-03-01,71.55268,50.69667,25.453747,23.60262,64.60462,17.824406,36.18182,59.25242,69.45981,16.936878,34.660347,30.619991
1971-04-01,56.060707,42.3049,35.40756,20.414291,60.564266,22.229916,37.21304,38.30174,73.391975,20.63406,21.95605,25.17988
1971-05-01,76.818665,42.453667,31.215055,27.688622,57.732635,28.9768,40.447014,25.521368,72.764786,12.697041,45.792458,23.431877
1971-06-01,82.50559,37.32292,30.956406,51.91554,31.081505,29.35886,36.12603,20.882565,59.35216,17.621544,67.40752,26.865335
1971-07-01,76.76457,35.317963,18.723766,34.753326,33.598698,24.686247,29.546509,18.977345,77.51347,11.222904,66.611275,15.550648
1971-08-01,82.94006,40.311775,19.966301,51.623077,39.312675,30.523632,35.617184,22.302608,73.888985,11.348003,69.51729,13.498352
1971-09-01,80.53444,33.492195,10.977779,46.99273,54.613617,32.175274,36.496258,34.660347,76.71724,24.669342,76.98941,9.535759
1971-10-01,81.31547,34.171783,4.6535225,56.61182,52.50384,31.57852,32.48295,48.130455,73.95999,18.434685,65.096565,17.67733
1971-11-01,60.662315,43.26343,20.145496,23.695599,56.513767,27.293037,37.253613,60.401978,81.78374,17.22258,47.384933,29.893066
1971-12-01,47.249687,38.39472,19.06694,20.907925,66.08383,24.659199,35.49209,50.867413,74.77313,17.951195,33.853966,33.553055
1972-01-01,59.606823,49.79978,23.078283,20.40142,69.8982,16.518585,39.061447,63.91711,71.31546,21.765045,37.42965,18.350296
1972-02-01,38.204918,52.156464,25.639751,31.633844,63.210106,33.15837,39.38326,58.537376,73.87692,11.925499,13.854725,37.075336
1972-03-01,36.02865,49.24393,43.218956,28.757069,69.2172,22.751598,29.711119,53.83702,74.180855,17.126446,30.125568,35.466293
1972-04-01,59.816486,46.48743,57.04698,24.372019,62.51448,30.92359,35.575188,42.840263,72.69371,15.050945,41.639168,31.17876
1972-05-01,76.92923,47.21881,40.719254,54.703304,60.253693,35.510178,35.0941,22.369654,67.4505,17.454758,46.955513,16.807888
1972-06-01,76.84472,46.76048,34.48949,42.323418,41.263725,31.89064,28.07607,20.758984,74.52867,19.76918,68.081116,18.985786
1972-07-01,69.430115,46.801113,46.20788,42.56234,46.7296,28.937477,38.734764,19.718796,72.688835,8.777298,71.98183,14.264301
1972-08-01,70.665344,43.92759,46.402916,45.401733,34.404976,29.624977,40.694874,23.947817,69.28546,15.70919,73.02202,26.367884
1972-09-01,73.96144,43.06943,55.82638,40.615234,50.800964,24.367144,41.834206,30.718801,74.25887,16.619354,67.11569,23.299324
1972-10-01,69.82669,37.639313,35.505302,25.496725,48.18099,23.079908,34.69753,36.72915,77.46071,16.869652,55.81338,23.95757
1972-11-01,64.102394,43.22871,31.50707,31.235647,67.16933,24.121723,43.023922,46.376907,80.89983,22.423288,56.616276,27.655119
1972-12-01,57.721478,44.699604,32.71467,24.323261,72.53931,33.260765,41.720436,60.960693,77.876785,22.662207,28.497023,26.733576
1973-01-01,54.245853,48.70659,60.783596,25.869644,80.994606,20.286037,33.80986,55.886448,78.14368,17.868668,23.42271,37.286476
1973-02-01,39.693993,40.16039,50.606655,32.99695,73.331924,17.187138,37.102543,59.69315,67.93225,14.672874,22.734613,40.674408
1973-03-01,42.56298,56.993313,64.40308,22.778954,73.083954,17.149368,41.541508,56.962112,69.042404,17.037693,16.653412,33.15953
1973-04-01,60.63415,52.83681,40.21294,20.483109,75.098976,28.27552,32.354836,38.329292,69.88323,10.485168,29.3479,24.775913
1973-05-01,71.952446,42.4004,44.46469,36.452217,52.647957,24.311161,41.52673,26.447712,72.45826,14.28038,51.85147,29.899693
1973-06-01,78.88433,43.359467,11.010685,48.021774,35.975967,26.643137,27.887953,20.946217,58.91309,13.258907,69.742,27.98977
1973-07-01,71.660126,42.62703,9.664051,57.45314,29.147549,34.53737,31.98369,18.377758,53.272007,13.769642,67.27536,10.879307
1973-08-01,71.77673,38.355568,8.141697,55.85032,38.309586,25.96982,36.163185,28.756697,72.04113,15.047302,74.32056,11.183121
1973-09-01,77.025314,44.760292,5.6832695,52.03376,51.99927,30.16902,38.70044,24.698729,69.924286,13.03228,71.86377,17.154293
