,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8,sstGLB_cluster9,sstGLB_cluster10,sstGLB_cluster11,sstGLB_cluster12
1997-02-01,298.28534,299.28638,292.6932,289.07516,292.61795,298.72635,295.41196,301.0041,282.657,296.18765,301.77927,289.88596
1997-03-01,298.6068,298.99185,293.25427,289.21454,292.68915,298.78482,295.5035,301.10785,282.08832,296.0951,301.6282,290.7827
1997-04-01,298.03204,299.26755,292.41754,289.565,293.16168,298.94608,295.31635,301.029,281.72617,296.38144,301.998,290.17844
1997-05-01,296.52744,300.1933,291.21405,290.56042,294.74106,298.32706,294.2207,300.46796,283.81522,297.39062,302.65823,288.74606
1997-06-01,295.39975,300.92218,289.93988,292.09198,296.14188,297.8428,292.67032,299.89777,286.11176,299.5295,302.37134,287.21045
1997-07-01,294.13373,300.99036,288.85138,294.9572,297.88757,297.21973,291.36157,299.17294,290.87784,300.88403,301.65414,286.32336
1997-08-01,293.69373,301.23297,288.3132,296.8489,299.1129,296.47098,290.96634,298.68616,293.77612,300.93896,301.60684,285.9663
1997-09-01,293.5035,301.54733,288.2542,296.10883,299.8571,296.7141,290.97498,299.0534,292.89618,301.6577,301.80316,285.7669
1997-10-01,294.1744,301.75232,288.76895,295.0727,298.42523,298.20752,291.0101,299.7182,289.6647,300.86877,302.12668,286.37933
1997-11-01,295.20648,301.24265,290.13876,292.7385,296.209,299.42523,292.0452,300.4878,286.77658,299.48373,302.44968,286.91443
1997-12-01,295.52133,300.87488,292.15912,290.96277,295.0671,300.0224,293.31122,300.99493,285.31726,298.74313,302.22638,287.98718
1998-01-01,296.0801,300.13605,293.61746,289.66812,294.02164,300.1387,295.56934,301.6302,283.0249,297.43475,301.89008,289.5021
1998-02-01,296.84177,300.0496,295.53433,289.35468,293.33902,300.02628,297.23743,301.74,282.42557,296.4795,301.6445,291.2694
1998-03-01,297.30322,299.86926,294.5674,289.474,293.3146,300.4437,297.45224,301.90546,282.3354,295.86423,301.91342,291.11136
1998-04-01,296.6805,300.58212,293.75006,289.95032,293.6631,300.13394,296.76166,301.85083,284.1541,296.46677,302.10544,290.32104
1998-05-01,295.6139,301.33423,292.20236,291.681,295.02994,299.70645,294.62628,301.26688,285.37827,297.77368,302.23166,288.42224
1998-06-01,294.80026,301.7888,291.00314,293.8434,297.0884,299.06677,293.4016,300.5222,288.8041,299.61945,302.2152,286.75253
1998-07-01,293.88266,301.6726,290.10147,296.81735,297.86014,297.97998,291.9568,299.97058,292.49887,300.13925,302.2587,285.81427
1998-08-01,292.92636,302.25446,289.42044,298.15396,298.72626,297.05817,290.7263,299.48526,295.0204,300.39014,302.4921,285.609
1998-09-01,293.1263,302.13513,289.5785,297.27774,299.33835,296.8126,291.13522,299.52557,295.84195,300.93167,302.94345,285.48434
1998-10-01,293.66202,301.96274,289.7726,296.5877,298.7772,297.31433,291.60568,299.74994,292.67654,300.85846,302.74033,286.10226
1998-11-01,294.76102,301.23398,290.47223,295.33438,297.73178,297.86172,292.29254,300.30313,289.57373,300.08725,302.42896,286.98166
1998-12-01,296.0605,300.60916,291.81625,293.04517,296.01276,298.2383,294.37222,300.90726,286.39557,298.61807,302.11337,288.9415
1999-01-01,297.26895,299.63318,293.79816,291.1548,294.24048,298.58334,296.552,300.9064,283.24423,297.39093,301.9045,290.38312
1999-02-01,297.3523,298.94284,294.40366,290.65372,293.62244,299.2024,297.26242,301.37534,283.12173,296.4019,301.9271,292.53094
1999-03-01,297.34125,299.25812,294.2922,290.71298,293.62646,300.03333,296.56354,301.5355,283.13782,296.29593,301.75488,291.02173
1999-04-01,296.8467,300.06393,293.4663,290.86862,294.42224,300.2005,295.9897,301.58722,283.62833,296.7237,302.40155,290.24756
1999-05-01,295.87018,301.0997,291.97064,291.75375,295.73462,299.52924,294.52917,301.13083,285.3243,297.8408,302.3865,289.21982
1999-06-01,295.35056,301.6846,290.8877,293.2941,296.799,298.67572,293.23737,300.50476,288.27945,298.70435,302.5361,287.6785
1999-07-01,294.66022,301.64645,289.90112,296.14532,298.75003,297.77954,291.48514,299.83298,292.7619,300.0313,302.2911,286.45496
1999-08-01,293.89957,302.08374,288.90454,297.6701,299.94846,297.00888,290.55682,299.01462,297.2313,300.8622,302.1736,285.88663
1999-09-01,294.1215,302.2193,289.23187,296.8462,299.98663,296.71616,290.4524,299.05228,296.064,300.7874,302.49844,286.099
1999-10-01,294.2731,301.64243,289.93427,294.85904,298.92728,296.93457,291.0614,299.30832,293.69424,300.40134,302.5065,286.0769
1999-11-01,295.08997,300.96213,290.71198,292.48776,296.88486,297.6495,292.76892,300.1508,290.90076,299.6633,302.58533,287.13574
1999-12-01,296.85623,300.1483,290.89822,291.4796,295.24612,298.58887,294.004,300.5881,287.3898,298.26254,302.49997,289.383
2000-01-01,298.74292,299.2428,292.06497,290.71924,294.45468,298.70743,294.78372,300.9127,285.35376,297.25366,301.83057,291.52853
2000-02-01,299.5435,298.84933,293.45383,290.27884,293.5417,299.82288,296.63535,301.34433,284.43912,296.637,301.64993,291.98584
2000-03-01,299.45126,298.70306,293.06418,290.39673,293.46802,299.87473,295.8839,301.65704,283.88306,296.13275,301.997,290.83383
2000-04-01,297.789,299.12,292.51355,290.0278,293.45,299.8971,295.05713,301.93045,285.02304,296.19388,302.5329,289.91867
2000-05-01,296.76578,300.3206,291.23932,291.1651,294.72754,299.2357,294.0814,301.12988,287.66214,297.30603,302.42978,289.0166
2000-06-01,295.3911,300.49957,290.27612,293.6803,296.4056,298.24957,292.67944,300.34622,290.67993,298.8035,302.27097,287.0531
2000-07-01,294.6626,301.0311,289.5574,294.62384,298.1279,296.9666,291.4352,299.5113,294.49887,300.1694,302.2284,285.3854
2000-08-01,294.16162,301.46985,289.20215,296.5071,298.97702,296.6359,290.86823,299.1762,296.82034,300.77734,301.88788,285.3352
2000-09-01,294.09558,302.11816,289.0799,296.25497,299.5948,296.37122,290.58716,299.4627,296.4187,300.87503,302.4314,285.30737
2000-10-01,294.29752,301.9119,289.18576,295.16248,298.85425,296.83182,291.30807,299.75632,293.2923,300.0641,302.19946,286.1243
2000-11-01,295.75458,301.4442,289.88864,294.3297,297.29077,297.73715,292.1812,300.23108,288.99097,299.54565,301.78964,287.6785
2000-12-01,296.96988,300.3364,291.8898,291.43085,295.7229,298.28452,295.17773,300.61362,286.30002,298.57648,302.2317,289.92575
2001-01-01,298.64838,299.75208,293.00076,290.15994,294.57733,298.84402,296.48535,301.11905,284.43854,297.8544,302.08133,291.11343
2001-02-01,298.68915,299.18317,293.52527,289.49866,294.01724,299.9658,296.2076,301.2734,282.81342,297.25247,301.88153,292.17273
2001-03-01,298.53583,299.08356,293.96664,288.97055,293.63626,299.88525,296.05533,301.41382,281.7985,296.618,302.20108,291.57288
2001-04-01,297.858,299.38452,292.91766,290.14703,293.8061,299.9245,294.85974,301.5599,283.47214,297.1771,302.54333,290.3499
2001-05-01,296.53543,300.3958,291.95538,291.2172,295.31403,299.31018,293.74673,301.27805,285.1091,298.2875,302.64505,288.50955
2001-06-01,295.46887,301.1046,290.59668,292.41434,296.90607,298.0929,292.14072,300.3927,288.80173,300.1377,302.12003,286.18753
2001-07-01,294.9227,301.2383,289.50793,295.37595,298.24106,297.3134,291.06076,299.6602,292.40247,300.17075,302.1056,285.10654
2001-08-01,294.4999,301.55475,289.00305,297.7078,299.5089,296.2267,290.2802,298.9612,291.7138,300.62967,301.90527,284.2088
2001-09-01,294.38116,302.14893,289.02267,296.19263,299.4165,296.14978,290.22394,299.12125,293.85205,301.2698,302.5676,284.6223
2001-10-01,294.78592,301.7788,289.7898,294.3698,298.14917,296.81677,290.30243,299.8197,291.31784,300.79846,303.0823,284.92636
2001-11-01,295.08636,301.39008,290.54248,292.6936,296.8653,297.5044,292.67038,300.27295,289.34998,299.76498,302.6626,287.47293
2001-12-01,295.7492,300.6281,291.93732,291.48923,295.202,297.84357,295.07242,300.6054,286.18338,298.28494,301.8263,289.62305
2002-01-01,297.2998,299.82043,292.92697,290.20337,293.94812,298.2781,295.57913,300.61404,284.22858,297.09488,301.78693,290.03046
2002-02-01,298.10077,299.4116,293.86438,289.53244,293.60184,299.17908,296.24268,301.14062,283.76602,296.5668,301.7081,291.19055
2002-03-01,298.60077,299.17612,293.591,288.94574,293.32056,299.8771,296.3274,301.52585,283.25717,296.26584,302.48346,290.89105
2002-04-01,297.6742,299.95346,292.21713,289.67136,293.38803,299.85,295.51312,301.5347,284.35025,296.49637,302.6061,289.21915
2002-05-01,296.58948,300.2165,291.37085,291.59448,294.3841,299.14313,294.1363,301.2234,285.934,297.33725,302.7544,287.65958
2002-06-01,295.28555,300.91452,289.89105,293.04126,296.1008,298.0589,292.70233,300.41797,289.0078,298.57465,302.34308,286.46304
2002-07-01,294.5363,300.9086,289.1339,295.89392,297.40176,297.0062,292.3585,299.549,291.11566,299.43573,301.94357,285.98965
2002-08-01,294.39984,301.93124,288.51227,297.58353,298.86578,296.42444,291.08957,299.26923,293.2437,300.61108,301.7027,285.93497
2002-09-01,294.26883,302.13223,288.4359,296.41656,299.59238,296.09146,290.68808,299.28943,293.04913,300.6958,301.81204,285.39508
2002-10-01,294.51562,301.98,288.89352,294.01068,298.51062,296.18555,290.8659,299.27414,291.72845,300.5564,302.44504,285.034
2002-11-01,295.0166,301.3879,289.34378,292.22253,297.1082,297.00964,292.5265,300.11404,288.39944,299.99335,302.86325,286.63593
2002-12-01,295.80573,300.57266,291.4477,291.00238,295.45746,298.17023,294.30872,300.63028,284.8744,298.80865,302.62238,288.27188
2003-01-01,297.03598,300.03027,292.96954,290.17307,294.65695,299.70627,297.3283,301.2042,283.7177,297.76755,302.1232,289.8065
2003-02-01,297.7047,299.72238,293.74213,289.9176,293.76807,300.5474,297.12946,301.52716,282.84442,297.32416,302.1206,289.9908
2003-03-01,298.0069,299.58997,293.2961,289.5381,293.85687,300.80493,296.85477,301.94147,281.0931,297.54636,302.28052,290.03912
2003-04-01,297.60037,300.04636,292.83298,289.31638,293.40723,300.63724,295.5017,302.14502,281.68814,297.29248,302.87192,289.33453
2003-05-01,296.53442,300.63776,291.3849,291.27847,294.67722,299.75043,294.39163,301.4124,284.18192,298.02197,302.78363,287.98044
2003-06-01,295.631,300.80856,290.334,293.42072,297.6445,298.8309,293.31638,300.7577,287.70526,299.03702,302.4581,287.3309
2003-07-01,294.73068,300.91553,289.23383,296.18967,299.4036,298.0531,292.21823,299.8236,290.35895,300.18915,301.7883,286.6362
2003-08-01,294.23068,301.618,288.79092,297.02924,300.6876,297.11697,290.9794,299.47263,294.47577,300.8771,301.90305,285.57806
2003-09-01,294.2525,302.2172,288.60193,296.70578,300.0043,296.99963,290.67358,299.3657,294.50223,301.56973,301.89786,285.33453
2003-10-01,294.36673,302.35425,288.83557,294.56714,298.42435,297.7343,290.93164,299.93317,291.0661,301.53806,302.31998,285.55054
2003-11-01,295.50845,301.68604,289.8335,292.5983,296.55936,297.91293,292.4275,300.28778,289.86414,300.08374,302.5718,286.82208
2003-12-01,296.5635,300.61023,291.91812,291.60815,295.07233,298.77325,294.27637,300.66577,287.72342,298.7774,301.55933,288.6222
2004-01-01,297.7071,299.9817,293.59772,291.22748,294.51056,299.08594,294.7345,300.93936,285.07446,297.3684,301.7551,290.42282
2004-02-01,298.939,299.56403,293.6259,290.81534,293.89713,299.4322,295.85318,301.27902,282.55832,296.53104,301.81247,290.8395
2004-03-01,298.86353,299.39243,292.9093,290.3242,293.6581,299.4236,295.98654,301.54224,282.65445,296.61057,302.21606,291.00507
2004-04-01,297.93506,300.31332,291.82785,290.39313,293.43164,299.07388,294.81805,301.5407,283.70267,297.15204,303.05948,289.66092
2004-05-01,296.8994,300.5896,291.08508,291.52438,294.2987,298.623,293.8126,301.06165,285.37894,297.64822,302.62216,288.39178
2004-06-01,295.74854,301.1039,289.84412,293.62085,297.40668,298.09155,292.75732,300.56293,289.65286,299.64505,302.27292,286.8816
2004-07-01,294.9071,301.31174,289.08875,295.78928,298.65015,297.31256,291.6955,299.74518,292.71002,300.49902,302.30664,286.10458
2004-08-01,294.06018,301.84015,288.36157,296.6478,299.69385,296.681,291.03174,299.01398,295.69568,301.276,301.4275,285.60287
2004-09-01,294.12408,301.84116,288.30774,296.9301,299.8594,296.4299,291.04733,299.094,293.86642,301.1809,301.96393,285.67987
2004-10-01,294.2021,302.17477,288.7526,295.28503,298.73923,296.78217,291.00555,299.74216,292.79456,300.22025,301.96545,285.859
2004-11-01,295.0264,301.14368,290.15308,293.5665,297.28036,297.5994,293.56952,300.28214,290.14755,299.326,302.44904,286.83026
2004-12-01,296.10782,300.23282,290.2054,292.03467,295.47528,298.43527,293.89008,300.66357,286.64908,298.5641,302.4118,287.70386
2005-01-01,297.2613,299.71707,292.2973,290.84924,293.95285,299.2561,295.12622,301.1604,284.79074,297.51215,301.9818,289.3186
2005-02-01,297.91812,299.16983,294.28418,290.63754,293.14044,300.13467,295.65814,301.76956,282.6377,296.74527,302.2549,290.24588
2005-03-01,298.04248,299.95312,294.14233,290.23584,292.87793,300.6793,296.03394,302.1189,282.92456,296.7008,302.16388,290.7799
2005-04-01,297.22583,300.97092,292.80276,290.5899,293.4109,299.96106,295.31146,301.86115,283.01083,297.13956,302.36923,289.31226
2005-05-01,296.22604,301.53088,291.5717,291.03976,293.8523,299.22485,294.03488,301.18896,284.78387,297.58148,302.43484,288.5935
2005-06-01,295.9429,301.91934,290.2448,292.82553,295.99265,298.10388,292.51324,300.5962,287.67737,299.5726,302.36658,287.40268
2005-07-01,294.89496,302.139,289.25827,295.7047,297.79956,297.25546,291.83527,299.86368,292.62546,300.75656,302.1644,286.97714
2005-08-01,294.2233,302.44385,288.96347,297.2544,299.01263,296.5251,291.39438,299.2312,296.58066,301.56897,301.75052,286.4881
2005-09-01,294.44614,303.1102,289.0889,296.9649,299.04703,296.4621,290.57138,299.3884,295.35648,301.4552,302.12418,286.17688
2005-10-01,294.6425,302.52167,289.4123,294.74887,298.03613,297.04007,290.86407,299.88486,292.91125,300.756,302.73547,285.83975
2005-11-01,295.76453,301.43454,290.98315,292.66568,296.7246,297.87946,292.39258,300.3162,290.14532,299.99493,302.51318,287.01843
2005-12-01,297.45764,300.6904,292.3365,291.6442,295.46866,298.30554,295.22998,300.77243,285.25757,298.56592,301.93048,289.6277
2006-01-01,299.1651,300.01016,293.56866,290.54318,293.8938,298.9151,296.226,300.9457,283.47696,297.4893,301.98096,290.15567
2006-02-01,299.16254,299.38644,294.5364,290.11786,293.3023,299.85013,297.32465,301.23965,282.90695,296.8216,301.7877,290.92712
2006-03-01,298.69067,299.63388,293.7854,289.72266,293.49503,300.4268,296.70096,301.7013,283.2454,296.9034,301.9513,289.91284
2006-04-01,297.9591,300.2264,293.08093,290.0028,293.8074,299.72437,295.01083,301.94516,282.36914,296.4842,302.32245,289.29987
2006-05-01,296.89984,301.21002,291.46902,291.20627,294.95154,298.95242,294.0528,301.3644,284.85474,297.52097,302.51468,288.76666
2006-06-01,295.62585,301.49988,290.1122,292.79004,296.02563,297.91614,292.8555,300.35062,287.53052,299.17685,302.5525,287.55762
2006-07-01,294.8416,301.4963,288.9052,295.5594,297.73364,297.03427,291.56055,299.41507,290.1746,299.55005,302.4119,286.68546
2006-08-01,294.05737,301.6604,288.3633,297.13858,299.54596,296.51743,290.83408,299.1053,293.36212,301.5735,301.7381,285.573
2006-09-01,294.10748,302.69257,288.60767,296.5619,299.05978,296.3431,290.9302,299.18964,292.38617,301.04898,301.85672,286.30203
2006-10-01,294.74243,302.14557,288.93283,294.00626,298.10376,297.0522,291.18683,299.8849,290.4757,300.30206,301.94873,286.3419
2006-11-01,295.04407,301.50192,289.89548,292.629,296.6672,297.4504,292.27628,300.33887,289.24622,299.70905,302.80096,287.1287
2006-12-01,296.0798,300.69214,290.6306,290.7753,294.90195,298.23926,294.51544,301.0904,286.51624,298.4325,302.70892,288.7498
2007-01-01,297.363,299.92703,292.83722,290.44684,294.1765,298.74774,296.52197,301.20377,284.60495,297.48468,301.9085,290.3196
2007-02-01,298.44183,299.6534,293.72015,290.1086,293.67422,299.46008,296.94553,301.58136,284.19553,297.26105,301.67325,290.77448
2007-03-01,298.32874,299.79327,293.64694,289.97885,293.71814,299.5247,296.33264,301.40366,283.8159,297.27112,302.00543,291.2273
2007-04-01,297.5725,300.26376,292.91547,290.27975,293.89078,299.73065,295.74554,301.77472,282.45236,297.34988,302.6077,290.40848
2007-05-01,296.0969,301.177,291.9901,291.8104,295.5224,298.80582,294.21286,301.0851,284.00876,298.45496,302.48248,288.88187
2007-06-01,295.04535,301.8161,290.5453,292.7191,296.96823,297.81686,292.96646,300.30414,287.15887,299.94116,302.47995,287.47794
2007-07-01,293.9458,301.87466,289.61285,295.85406,298.0506,296.86523,292.24857,299.87454,289.783,300.68225,302.23715,286.5768
2007-08-01,293.47885,301.86105,288.75262,297.03638,298.75635,296.06107,291.41663,299.04257,295.01102,300.9801,301.6793,285.61664
2007-09-01,293.1931,301.92413,288.85965,296.87836,299.6716,295.65012,290.71945,298.6781,296.22513,301.36884,301.73483,285.32684
2007-10-01,293.7585,301.8999,289.19687,295.09027,298.9421,296.30438,291.54535,298.97696,292.24252,300.863,302.22604,286.22495
2007-11-01,294.24115,301.36984,290.23026,293.43848,296.9127,296.8299,292.8776,299.4843,288.8945,299.68826,302.20282,287.1695
2007-12-01,295.43707,300.27032,291.67963,291.80078,295.4275,297.4549,294.2881,300.1032,285.10626,298.59732,301.94586,289.64618
2008-01-01,297.18036,299.64505,293.14185,290.71738,294.31314,298.4127,295.51126,300.34833,284.11194,297.3501,301.8472,291.06577
2008-02-01,298.68716,299.11896,294.13647,290.46375,293.52103,299.72842,296.72723,301.00446,283.34662,296.44778,302.26062,292.35718
2008-03-01,298.77997,298.84946,294.1697,290.52628,293.35428,300.526,296.5838,301.42285,283.75558,296.21948,302.24673,290.9129
2008-04-01,297.88315,299.07626,293.36667,290.3734,293.58307,300.38702,295.7227,301.7003,284.0901,296.53067,302.29883,290.6037
2008-05-01,296.42398,300.2267,291.59286,291.93085,295.54105,299.6649,294.42383,301.334,286.8739,298.03302,302.208,288.17474
2008-06-01,295.56683,300.97168,290.43396,294.70227,297.08408,298.4385,292.718,300.2163,289.1495,299.45544,301.86853,286.71707
2008-07-01,294.57175,301.1588,289.14902,296.6354,298.49557,297.31784,291.31094,299.2887,292.51797,300.20538,301.70575,285.90958
2008-08-01,294.07047,301.96234,288.34995,297.98834,299.68573,296.419,290.61066,298.86334,295.1837,300.80594,301.58118,285.54428
2008-09-01,293.69724,302.09882,288.56833,297.4727,299.55472,296.1808,290.26175,298.96658,296.77438,300.69028,301.7236,284.90353
2008-10-01,293.99252,301.79608,289.23834,296.31577,298.75815,296.6652,291.172,299.42914,292.62222,300.3657,302.06555,285.14178
2008-11-01,294.9018,301.29926,290.15652,294.6432,297.22006,297.97098,292.11945,300.04755,288.22983,299.38696,302.24872,286.55627
2008-12-01,297.12924,299.98352,291.6956,292.85944,295.84378,298.52734,293.85455,300.53543,285.93488,297.88412,302.1584,288.95544
2009-01-01,297.72253,299.32303,292.94403,291.4576,294.5,299.1874,294.7869,300.81827,283.90308,296.9891,301.7544,290.23215
2009-02-01,298.64447,298.84372,294.51663,290.34085,294.14258,299.69025,295.9071,301.23834,282.4578,296.60626,302.2861,291.78125
2009-03-01,298.13232,298.6616,294.14404,289.72983,293.46545,300.18622,296.42215,301.6364,282.6918,296.29535,301.9742,291.41846
2009-04-01,297.63687,299.27066,293.5257,290.29333,294.12643,300.3174,295.16733,302.06186,283.51385,296.90735,302.23468,290.57047
2009-05-01,296.9142,300.2748,291.61917,291.58932,295.10367,299.52573,294.00012,301.45035,285.8184,297.4699,302.40558,288.45343
2009-06-01,295.79205,301.0352,290.29333,292.48285,296.8623,298.53918,292.31296,300.6234,287.69748,299.48166,302.44864,287.10458
2009-07-01,294.78592,301.36026,289.28918,294.62582,298.67972,297.6026,291.1428,300.01288,291.66522,300.7042,302.03003,286.71585
2009-08-01,294.61993,301.76566,288.7707,296.84763,299.47385,296.90442,290.94745,299.75586,295.4317,300.8026,301.99722,286.0686
2009-09-01,294.63464,301.98648,289.06543,296.7629,299.89246,296.79868,290.65027,299.77542,294.87698,301.1287,302.19455,285.85562
2009-10-01,294.67184,302.14853,289.06934,294.76584,298.7463,297.7705,291.38467,300.07312,291.74698,301.01755,302.28415,286.22772
2009-11-01,294.94553,301.89737,289.9844,292.41232,297.2305,298.25082,292.1592,300.3742,289.20792,299.9375,302.38403,286.3555
2009-12-01,296.73843,300.99405,292.25568,290.55185,295.21384,299.63004,294.20624,300.9392,287.08795,298.84567,301.94925,288.073
2010-01-01,297.3721,300.27365,293.3105,289.15988,293.78497,300.11987,295.90924,301.3758,285.25888,297.48743,302.0567,289.74493
2010-02-01,297.48953,299.9019,294.4411,288.99347,293.3679,300.52957,296.22626,301.67648,283.37946,296.64224,302.01614,290.15567
2010-03-01,297.56802,300.48587,293.91345,288.7107,293.23468,301.4011,296.28577,302.22995,283.5901,296.88028,302.36105,290.74545
2010-04-01,297.2768,300.79022,293.04034,289.34998,293.43793,300.89767,295.7992,302.06934,283.73282,297.0277,302.85764,289.9835
2010-05-01,296.31998,301.4927,291.8197,290.44794,294.08142,300.2473,293.974,301.90503,285.57956,298.01718,303.053,289.32367
2010-06-01,295.11356,301.99246,290.1583,292.81076,295.90765,299.17517,292.68173,301.11252,289.50586,299.459,302.75708,288.1683
2010-07-01,294.17307,301.9935,289.0198,295.92715,297.9698,297.8313,291.2884,300.1936,292.9698,300.46112,302.66913,286.58432
2010-08-01,293.45322,302.69125,288.5722,297.14252,299.18677,296.95874,290.89185,299.21994,296.95822,301.15515,302.22943,286.19516
2010-09-01,293.4864,302.3479,288.5285,296.43268,299.61542,296.5938,290.57538,299.0051,295.61435,301.5596,302.5991,285.66437
2010-10-01,293.8413,302.07092,288.7918,294.58643,298.71756,297.0388,291.1699,299.42163,290.8276,300.9003,302.7634,285.91974
2010-11-01,294.6691,301.16992,290.39,293.0688,297.46796,297.7539,291.79233,300.08936,289.40475,299.57855,302.8529,287.22675
2010-12-01,295.32526,300.46692,292.4237,290.86237,295.10617,298.35474,294.03403,300.53906,287.58115,297.85815,302.7323,290.06616
2011-01-01,296.28912,299.63358,293.73553,289.998,293.95123,298.94824,295.15225,300.99493,284.8303,297.3655,302.13184,290.9523
2011-02-01,297.37997,299.04135,294.8926,289.5268,293.69934,299.44376,296.22397,301.3001,282.16653,296.7288,302.1008,292.1497
2011-03-01,297.98154,299.00204,294.31433,289.35248,293.43555,300.14926,296.661,301.70407,282.3212,296.05585,302.26733,291.30453
2011-04-01,297.28378,299.8203,292.97623,289.42178,293.28503,299.86685,295.3612,301.69424,283.0722,296.6962,302.2213,289.57697
2011-05-01,296.14532,300.82425,291.43643,290.27057,294.19742,298.8391,294.19122,300.93338,284.41235,297.5305,302.4551,288.83472
2011-06-01,295.0855,301.94406,290.45575,292.9038,296.29172,297.91272,292.82004,300.2377,288.58438,299.55704,302.22803,287.40665
2011-07-01,294.065,301.62854,289.02612,295.65033,297.34378,297.08258,291.51453,299.7479,292.22522,300.2165,301.86597,286.57028
2011-08-01,293.5514,301.94046,288.33768,298.01462,298.46048,296.44016,290.74487,299.2617,295.53812,300.82114,302.05164,285.98114
2011-09-01,293.55347,301.97562,288.42664,297.3391,299.60565,296.37085,290.55972,299.12408,296.49603,301.06168,301.88977,285.74115
2011-10-01,294.0133,302.03098,289.18127,295.08347,298.37567,296.87155,291.2761,299.46652,292.62762,300.4653,302.08423,285.91287
2011-11-01,294.51138,301.36578,290.13663,292.16367,296.7867,297.246,291.18558,299.98633,290.10712,299.42047,302.39923,286.44302
2011-12-01,296.10654,300.562,291.38986,290.99936,295.15533,297.67688,292.56763,300.3148,286.06854,298.05963,302.10855,288.22076
2012-01-01,297.83444,299.8591,292.64404,290.79333,294.43796,298.24582,295.68594,300.57748,283.61105,297.0874,302.07565,290.09543
2012-02-01,298.82758,299.24765,293.81577,290.40295,293.99384,298.58353,296.22217,300.60513,282.9392,296.65656,302.2399,291.27585
2012-03-01,298.7657,299.28552,292.96487,290.03915,293.8726,299.1888,296.51022,300.8149,282.38303,296.6801,302.16162,291.14078
2012-04-01,297.11554,299.99573,292.44962,291.10187,294.198,299.0921,295.0837,301.0457,282.84915,297.0971,302.57455,290.56308
2012-05-01,296.1403,300.54373,291.3485,291.81924,294.59915,298.85623,293.82602,300.67062,286.78595,297.68912,302.36475,289.01324
2012-06-01,295.12155,301.39,290.35587,293.57428,297.1411,297.925,292.5586,300.12518,288.1644,299.74042,302.6917,287.972
2012-07-01,293.95392,301.60544,289.42206,296.23547,298.35632,297.20917,291.80746,299.2881,292.5008,300.38663,302.03986,286.98447
2012-08-01,293.5221,301.72516,289.16675,297.13702,299.9067,296.15564,291.02515,298.7329,296.63916,301.20377,301.345,286.25842
2012-09-01,293.77484,302.20563,288.7298,296.28253,299.3802,296.12085,291.12952,298.9857,298.04166,301.63715,301.62436,286.06296
2012-10-01,294.25223,302.07822,288.9585,293.97797,297.4993,296.24365,291.73483,299.0215,291.8008,300.41937,301.79526,286.52448
2012-11-01,295.20752,301.82495,289.60577,292.20657,296.06506,297.16772,292.76428,299.73273,289.92044,299.41855,302.02295,287.45367
2012-12-01,296.37106,300.68903,291.39917,290.88748,294.70404,297.95312,294.64316,300.16306,286.3894,298.13632,302.2665,289.17545
2013-01-01,297.7033,299.61066,293.0415,290.27878,294.2014,298.63025,296.13208,300.70413,283.22668,297.12543,301.63782,290.51273
2013-02-01,298.86627,299.1547,294.07532,289.82956,293.85175,299.36737,296.8303,301.14972,282.5871,296.57922,301.9662,291.72083
2013-03-01,299.05457,299.41095,293.98145,289.28336,293.76566,299.8555,296.76077,301.36914,283.57996,296.55173,302.4403,291.4288
2013-04-01,298.14734,299.67755,293.41653,289.16196,294.28125,300.37473,295.26633,301.60413,283.6982,296.77426,302.8584,289.91464
2013-05-01,296.8889,300.38303,291.76752,290.6787,294.66513,299.85965,294.13083,301.2716,284.5811,297.02637,302.65143,288.4093
2013-06-01,296.14868,300.47174,290.15738,293.03217,296.09888,298.706,292.7443,300.73422,288.18573,298.69925,302.9393,286.78308
2013-07-01,295.12628,301.20157,289.31445,295.70413,298.41446,297.74738,291.88113,300.03912,292.2209,300.33322,302.45328,285.67093
2013-08-01,294.3876,301.7011,288.7252,296.84067,298.97626,296.98538,291.40286,299.44,294.47165,300.8141,302.03674,285.2321
2013-09-01,294.32275,302.03674,288.64633,296.76752,298.8424,296.66583,291.10303,299.35025,295.6372,301.16476,301.87488,285.21964
2013-10-01,294.53595,302.16486,289.495,294.66876,298.5291,296.97293,291.56366,299.5811,292.82104,301.12897,302.2909,286.0496
2013-11-01,294.92862,301.4542,290.67456,293.07523,297.57516,297.41592,292.88278,299.98257,290.25803,300.16516,302.33292,287.53317
2013-12-01,295.98114,300.40585,292.58035,291.17047,295.73578,298.0991,294.8695,300.39133,287.77798,298.43625,302.21518,289.8337
2014-01-01,297.1874,299.48587,293.0973,289.95773,294.63358,298.90912,296.89154,300.79477,285.13144,297.53976,301.19507,290.40402
2014-02-01,297.89758,299.22546,293.61707,289.26355,293.9559,299.70126,297.8351,301.16708,283.56567,296.91504,301.49695,290.77536
2014-03-01,298.03253,299.47787,293.43863,289.43497,293.87042,300.11456,296.60968,301.379,282.8125,296.87054,302.0352,290.36954
2014-04-01,297.4468,299.7897,293.16675,289.31003,293.9399,300.0766,295.57465,301.7808,282.59412,296.9935,302.45248,290.11566
2014-05-01,296.92053,300.2585,291.92932,291.38608,295.33176,299.49185,294.36472,301.20557,285.10297,297.90308,302.80432,287.8432
