,zgu250GLB_cluster1,zgu250GLB_cluster2,zgu250GLB_cluster3,zgu250GLB_cluster4,zgu250GLB_cluster5,zgu250GLB_cluster6,zgu250GLB_cluster7,zgu250GLB_cluster8,zgu250GLB_cluster9,zgu250GLB_cluster10,zgu250GLB_cluster11,zgu250GLB_cluster12
1965-01-01,-0.0661541,-0.3646633,0.80167276,-0.3952961,-0.27243882,0.27015725,-0.9320259,-1.07737,0.6224369,0.16945915,-0.14501801,0.10102387
1965-02-01,0.098090746,0.05507431,0.48198128,-0.35260564,0.12579116,-0.17271805,-0.15544625,-0.5344486,0.6856583,-0.17499924,0.11731796,-0.15740165
1965-03-01,0.32327613,-0.30795974,0.47253036,-0.31317407,0.29655343,-0.1482769,1.2262986,-0.21834183,-0.11373329,-0.08603325,0.2727642,-0.044646073
1965-04-01,0.30600435,-0.20758781,0.4686199,-0.8107977,-0.41061288,0.004562378,0.25093,-0.8433857,0.35130197,0.15121002,-0.22127457,0.052793123
1965-05-01,-0.0058662416,0.003910446,0.12742043,-0.2558182,0.25418893,0.17141457,-0.06224365,0.19878845,0.38486806,-0.26787606,0.2056324,0.16359329
1965-06-01,0.3649891,0.18249473,0.042364884,-0.19259682,0.09189911,0.31121826,0.50707436,0.048556518,0.5109848,-0.36173058,-0.18868637,0.39431876
1965-07-01,-0.04399414,0.24832305,-0.017597962,-0.112104036,0.35879746,0.20498046,-0.30795994,-0.11959915,0.112103656,-0.24864884,-0.043668367,0.13491516
1965-08-01,-0.07071648,0.353257,-0.32001764,0.07071686,0.07560501,0.12350921,-0.74105835,0.0368248,0.5028378,-0.13426399,-0.31578064,0.3356598
1965-09-01,0.2564701,0.35162812,0.12416153,-0.16359329,0.35325775,0.20921707,0.30079,-0.35782012,0.71694297,-0.11959915,-0.038454056,-0.16294174
1965-10-01,0.1039566,0.10134964,0.5217388,-0.32229844,-0.36629257,0.19161911,-0.3170843,-0.26722413,1.0350049,-0.0573555,-0.3203434,0.25158197
1965-11-01,0.097113416,0.017923355,0.12416153,-0.42462596,-0.09222488,0.049534224,0.104608536,-0.3659668,0.5227165,-0.08049317,0.22453384,0.42071533
1965-12-01,0.42267075,-0.58398247,0.99198836,0.01759758,0.20172158,0.08570747,0.5276047,-0.38812676,0.25093,0.09320259,0.25581855,0.0778862
1966-01-01,0.5107258,-0.16181736,1.1875359,0.02855606,0.15623704,-0.24453124,0.366304,-0.3154289,-0.09584312,0.5832645,0.15197067,-0.31772652
1966-02-01,0.7339218,0.026914978,1.0509923,-0.12768134,-0.06203537,-0.0006565094,-0.5507706,-0.16247407,-0.6009895,0.31805477,-0.13358955,-0.10700264
1966-03-01,0.17987022,-0.23107414,0.7381889,-0.3623659,0.10733108,0.019037247,-0.04365463,-0.22943267,0.6121489,-0.09551506,0.10011025,-0.11061325
1966-04-01,-0.004923248,-0.09912529,0.23074532,-0.32724532,0.1280098,0.16477127,-0.18807563,0.047921754,-0.17461815,0.4116005,0.007221222,-0.28982735
1966-05-01,0.097156145,0.15919152,0.12210159,0.17954178,0.15000114,0.10897255,0.70897657,0.040700532,0.32790166,-0.45230085,-0.085667804,0.25043947
1966-06-01,0.29606324,0.27111816,0.37319756,-0.060065843,0.0091903685,0.045951843,1.0129178,-0.15131378,0.92265433,-0.19759445,-0.08172913,0.16050415
1966-07-01,-0.045952223,0.16936722,0.29212457,0.060394287,0.08435478,0.15459672,-0.5107258,-0.4198059,0.24650078,0.010503387,-0.26028633,0.29737625
1966-08-01,0.26324043,0.3682739,-0.543877,-0.16345902,0.29212493,0.10470581,-0.27604142,-0.30755156,0.24814186,-0.041029356,-0.13030739,0.16345826
1966-09-01,0.302956,0.23468475,-0.4467209,-0.12800941,0.19398423,0.27046126,0.38895243,0.21400604,-0.18709107,-0.30426902,0.032167055,0.03216629
1966-10-01,0.2606144,0.2901554,0.60263026,-0.012472915,0.11422386,0.19464035,0.26619434,-0.09420204,0.41356963,-0.36039656,-0.058753204,-0.039387513
1966-11-01,0.7093048,-0.3105053,0.35317534,-0.22122726,0.119804,-0.027243042,0.53402996,-0.7857822,0.65941393,0.35777074,-0.039387513,0.26849213
1966-12-01,0.65383375,-0.3905937,0.64431536,-0.08763733,0.10995636,-0.31477278,-0.091576196,-0.94924086,0.34989318,0.052845,0.29573518,0.018380737
1967-01-01,0.39348564,0.16686401,0.8679539,-0.46042728,0.046369173,-0.0117553715,-0.34776956,-1.4714077,-0.008163452,0.03428688,0.13518906,0.31642112
1967-02-01,0.27560312,-0.36605605,0.96983606,-0.39283258,0.2782158,0.25209197,0.69782484,-0.8304016,-0.15870038,0.22890739,0.7677048,-0.6031269
1967-03-01,0.12637253,-0.45389596,0.30303305,-0.3369934,0.12539291,-0.29813462,0.036899187,-0.9492636,0.48230553,0.37062722,0.013061523,-0.0035919189
1967-04-01,-0.040491484,-0.063676074,0.0013061523,-0.46173325,-0.075431444,-0.20441666,1.0491863,-0.3915264,0.82452375,0.03983841,-0.23249932,0.071186446
1967-05-01,0.25045928,0.36376992,0.34809607,-0.1485775,0.21388626,-0.05747185,0.87121964,-0.10057564,1.0478802,-0.5779829,-0.05583916,0.2073555
1967-06-01,-0.08424835,0.19429398,-0.019592667,-0.11102486,0.37487298,0.27593002,0.60345346,0.04277725,1.0367775,-0.43560982,-0.026776504,0.41699678
1967-07-01,0.0933918,0.4715294,-0.30564538,-0.02285843,0.41797638,0.31446153,-0.97146875,-0.19037513,-0.016326904,-0.14008789,0.14269981,0.014694977
1967-08-01,0.13518944,0.46238708,-0.40883332,-0.14204636,0.36834183,0.1890686,-1.1158011,-0.26319465,0.21649857,-0.06400261,0.34417725,-0.13616943
1967-09-01,0.14596558,0.35397416,-0.4460594,0.005878067,-0.08751373,0.17600708,1.0103273,0.29258347,0.5727583,-0.35462683,-0.062369537,-0.11331101
1967-10-01,0.13518944,0.30172652,0.32360536,-0.1952732,0.13518944,-0.27495003,-0.13878135,0.29976767,0.25078583,-0.08816719,0.17012939,0.1675171
1967-11-01,0.16523132,0.050614547,0.12637253,-0.008163834,-0.05649223,0.04669571,0.5825548,-0.2867058,1.5615339,-0.051267434,-0.07477875,-0.014694596
1967-12-01,0.3144619,-0.39479178,0.32131958,-0.356913,-0.26221505,0.21323319,0.48328513,-0.2246624,-0.175354,-0.090452954,0.059757233,0.03820572
1968-01-01,0.8927296,-0.4080738,0.9591007,-0.16592827,0.2611084,0.014951706,0.15717545,-0.6057285,0.027350616,-0.046678543,0.25126266,-0.11742554
1968-02-01,0.5911415,-0.24579239,0.87267226,-0.14331818,0.3183632,0.28663558,-1.2380791,-0.48903197,0.65532494,0.5382633,0.38728714,-0.67611086
1968-03-01,0.09518051,-0.2833542,0.194738,-0.41719094,0.045948792,-0.022974396,-0.035373688,-0.7085678,0.6363617,-0.005834961,0.31763345,0.19874954
1968-04-01,-0.19984321,-0.11596718,0.006929016,-0.32128066,-0.2432396,0.3486313,0.07475891,0.0040115356,-0.3632183,-0.03282089,-0.30085832,0.17322159
1968-05-01,-0.035373688,0.24105148,-0.11523743,0.16009331,0.21333618,-0.3763466,0.29210624,0.21224213,0.17358646,-0.20276031,0.070747375,-0.036467742
1968-06-01,0.12143707,0.19546738,-0.034644317,-0.1305542,0.23922805,0.12399063,0.8289112,-0.41172028,0.6764763,-0.36467704,0.26584968,0.08059387
1968-07-01,-0.09992142,0.14331742,0.31726915,-0.044854738,0.19729003,-0.24725112,-0.13456611,-0.2282875,0.07220612,-0.20203094,-0.09955673,0.0798645
1968-08-01,0.3606655,0.27934265,-0.1451416,-0.09882812,0.35118407,-0.47517395,-0.70419157,0.0579834,0.9215393,-0.15097657,0.22172317,-0.24105224
1968-09-01,0.26657867,0.22792359,-0.0018234253,-0.05141983,0.19656067,-0.033550262,-0.15826988,0.23339386,0.54701537,-0.08059387,-0.059806824,-0.053242493
1968-10-01,0.27241403,0.13675384,0.14659996,-0.28700104,-0.17869186,0.017869567,0.82526433,0.19765472,-0.37306482,0.24652176,0.24652176,-0.1630104
1968-11-01,0.49559632,-0.1874443,0.2432396,-0.08314629,-0.00036468505,-0.06381836,0.16082267,-0.46715125,0.5353462,-0.10101585,-0.03610306,-0.012034607
1968-12-01,0.53242874,-0.13565978,0.41026154,-0.41500244,0.23849869,-0.22464104,-0.07184143,-0.2129715,0.6363615,0.51784134,-0.006928635,-0.246521
1969-01-01,0.35926095,-0.1960514,0.5105289,-0.016254425,0.38082314,0.1303688,-0.38281363,-0.45745277,0.4023857,0.069662854,0.3270836,-0.44650537
1969-02-01,0.14894561,-0.43356818,0.32044905,-0.16984463,0.24780044,0.18842164,0.6817005,-0.14430161,0.73709947,-0.12506142,0.27135316,-0.3148094
1969-03-01,0.19107552,-0.26471862,0.58384097,-0.24581032,0.23486328,0.11676788,1.7047489,-0.22192574,0.592466,-0.30651647,0.48365897,-0.16188279
1969-04-01,0.12340279,0.16022453,0.2932476,-0.35163155,-0.055066682,0.12373428,0.48631287,-0.34035224,0.41897202,0.4027176,-0.33040085,0.15989304
1969-05-01,0.24713707,0.22391625,0.28594932,-0.29789162,0.118758395,-0.17581558,-0.2086567,0.07297973,0.20533943,-0.15956116,-0.28694457,0.34665567
1969-06-01,-0.023221206,-0.039144136,0.009288025,-0.34002075,0.051086046,0.06800461,0.55531234,0.08459015,0.031514168,-0.4949375,-0.06833611,0.30187225
1969-07-01,-0.4043762,0.23088226,-0.4047081,-0.07430725,0.2696945,0.2965645,-0.5944561,0.066014096,-0.34267464,-0.08591767,0.06070595,0.298555
1969-08-01,-0.18311349,0.41565475,-0.60308075,-0.28362733,0.32741547,-0.019903565,-0.7715988,0.1283783,0.002653885,-0.12672043,-0.23320465,-0.0069664
1969-09-01,-0.04843216,0.36821747,0.1894165,0.047768783,0.5871582,-0.07928314,-0.19704628,-0.035494994,1.3441608,-0.18808937,0.33073273,-0.14297485
1969-10-01,0.010615158,0.33968964,-0.071984865,-0.11676788,0.036821745,0.19472389,0.33670348,0.26670915,0.20036355,-0.11278763,-0.06435509,-0.06800423
1969-11-01,0.2826317,-0.19074364,0.58052367,0.13202782,0.021894073,0.0072978972,0.5310961,-0.22524337,0.022888947,-0.08425903,0.17117158,-0.07994652
1969-12-01,0.32044905,-0.4023857,0.4975914,-0.24448338,0.0086250305,0.12638816,-0.39774188,-0.014264298,1.4015499,0.4216259,-0.010283661,-0.20832482
1970-01-01,0.5820568,-0.3464386,0.7830639,0.18902703,0.1447647,0.15741158,-0.27488786,-0.68954885,-0.48188552,0.74479276,0.08219986,-0.18902664
1970-02-01,0.48654443,-0.474564,0.75444376,-0.418655,0.17970887,-0.4386223,-0.7011967,-0.6798979,0.8476263,0.12146988,-0.08952103,-0.17138901
1970-03-01,0.17538223,0.013977433,0.7501175,-0.28254205,0.0099838255,0.10416412,1.164113,-0.5451164,0.2529232,0.21565056,-0.10616112,0.060235597
1970-04-01,0.24992828,-0.35475844,0.2119896,-0.6772356,0.05491104,0.18237114,1.2186912,-0.57340395,0.16373482,-0.054244995,-0.09418068,0.20034179
1970-05-01,-0.0013313293,0.16606446,0.1031662,-0.29518813,0.049253464,-0.04226494,0.6982018,-0.510173,0.58272207,-0.16672973,-0.26324004,0.102833554
1970-06-01,-0.12479782,0.32780227,0.12246819,0.07421341,0.086193085,0.09750824,0.82666,-0.02928543,0.76609194,-0.5580956,-0.11714325,0.14776078
1970-07-01,0.08819046,0.2898636,0.06256523,-0.17804489,0.1916893,0.0053245546,-0.5258144,-0.26224136,-0.190691,-0.21664886,-0.11980591,0.08685913
1970-08-01,-0.032946777,0.3414467,-0.35575637,-0.2575821,0.3171524,0.18969269,-0.66791725,0.18436813,0.51682913,-0.26623496,0.08319855,0.3454399
1970-09-01,-0.065560535,0.21065903,-0.25625116,-0.36906853,0.29651946,0.17504959,0.027954483,-0.043928526,0.2286293,0.012979126,0.027954865,0.04093323
1970-10-01,0.20367011,0.14443246,-0.009650802,-0.22430305,0.23761483,0.1827034,0.0515831,-0.105162814,1.0572863,0.07421303,0.2093277,0.097509004
1970-11-01,0.5993618,-0.16706237,0.24693337,-0.35176316,0.2149849,-0.3590847,-0.2881996,-0.89388466,0.27921408,0.23362121,-0.051250078,-0.0575737
1970-12-01,0.3104965,-0.34677124,0.6293133,-0.5644186,0.12812576,0.029285813,1.1887398,-1.3404938,0.9048666,-0.12579612,0.1800415,-0.18370208
1971-01-01,0.50757027,-0.45237142,0.7881382,-0.017964173,-0.0738163,0.3138836,-0.055852316,-1.5873816,-0.115624234,0.024823379,0.042787552,0.17506942
1971-02-01,0.20577164,-0.082308576,0.555257,-0.310944,0.24529266,0.34131965,1.052702,-0.4608635,0.65650976,-0.17833558,-0.08459473,0.067610934
1971-03-01,0.25705147,-0.1574318,0.62090796,-0.5379461,0.14893952,0.07446976,1.201968,-0.93283194,0.9579819,0.13358803,0.08753471,-0.0450737
1971-04-01,0.1499199,-0.24235344,0.49352568,-0.27697507,0.077409364,-0.0026130676,0.40860406,-0.31943625,0.76004905,-0.052912712,0.20119934,-0.062711336
1971-05-01,-0.19891281,0.22700234,-0.12411614,-0.27338257,0.16363755,-0.21687698,1.2516148,-0.4344074,0.47850075,0.010124969,0.087861255,-0.15187912
1971-06-01,-0.015677642,0.091780856,0.13195534,-0.22275582,0.21655007,0.27044296,0.35601768,-0.4762146,0.2851406,-0.18486786,-0.08622818,0.16461715
1971-07-01,0.20054588,0.17572251,-0.1786621,-0.18356171,0.25705108,-0.02449646,-1.2917893,0.29036635,0.14175396,-0.21851006,-0.03331566,-0.013718414
1971-08-01,-0.09863968,0.38965988,-0.43538666,-0.21230468,0.15808487,0.09210739,-0.41121674,0.027436066,0.10941811,-0.1335884,-0.041480638,-0.092760466
1971-09-01,0.3540581,0.14469376,-0.17376289,0.035601806,0.080675505,0.1476326,0.20119897,-0.04376755,0.27436218,-0.12640266,0.0777359,0.09994583
1971-10-01,0.060098648,0.1420803,0.2371273,0.079695895,0.46347618,-0.070877075,0.3485052,-0.059771728,0.01241188,0.0042461394,0.4530243,-0.009798432
1971-11-01,-0.1440403,-0.19172668,-0.117910385,-0.32139587,0.040174484,-0.16690369,0.8093687,-0.716935,1.3198783,-0.107458495,0.053892516,-0.0058792112
1971-12-01,0.15383872,-0.41448325,0.16037102,-0.18976727,0.077409364,0.05095291,0.5588501,-0.7058296,-0.056832124,-0.32172242,-0.10255928,-0.0163311
1972-01-01,0.407996,-0.34143123,0.6016653,-0.17014198,-0.04791527,0.18821755,0.17874928,-0.52132875,0.50468713,-0.26195526,-0.17301102,-0.05709648
1972-02-01,0.4963665,-0.28376085,0.6251923,-0.22236061,0.16038704,-0.2516262,0.22551689,-1.1247154,0.29868087,-0.3540558,0.21117096,-0.37356606
1972-03-01,0.286343,-0.32737237,0.2292469,-0.3055668,0.104724884,0.004016876,-0.29839382,-0.95084345,0.20485878,-0.013772202,0.30900994,-0.49980965
1972-04-01,0.038446806,-0.15350075,0.38963357,-0.3747139,0.058818053,-0.056809615,0.5316574,-0.27113646,0.9040758,-0.17329788,-0.052505873,0.16555099
1972-05-01,0.0088943485,-0.020371247,-0.41746444,-0.008607483,0.03328209,-0.19079971,0.91297036,-0.38418198,0.19940738,-0.6418335,-0.2346981,0.3445877
1972-06-01,0.016928101,0.13944168,0.034143068,0.18936539,0.1684204,0.17415848,0.13542481,0.18477479,0.5603493,-0.65646666,-0.13886794,0.48775902
1972-07-01,0.46222344,0.109889224,0.4309494,-0.19022599,0.57899857,-0.08464012,-0.6986431,0.100421146,0.5101387,-0.46681404,0.08435364,-0.018649291
1972-08-01,0.20944977,0.21432762,0.007172966,-0.13427734,0.29322892,0.110463336,-0.5764166,0.443861,0.56522673,-0.34487456,0.26425093,-0.063121796
1972-09-01,0.21748352,0.28490868,0.391642,0.06398239,0.14345856,0.01377182,0.35721168,-0.38590354,0.4369747,-0.18047103,-0.02324028,0.36811486
1972-10-01,0.26080742,0.2278122,0.41488227,0.13255577,-0.22809906,0.40828285,1.0174084,-0.58129424,0.27257118,-0.09726486,-0.14948387,-0.10300331
1972-11-01,-0.18649597,-0.14288482,-0.19223443,-0.32192096,0.22637749,0.1423111,0.7525837,-0.34286577,0.63552153,-0.1015686,-0.04275055,-0.19424286
1972-12-01,0.019797135,-0.4524683,0.0017211915,-0.22264786,-0.15952606,0.1331295,-0.4556244,-0.2539215,-0.3833212,0.2332634,0.09611702,-0.02151909
1973-01-01,0.08919525,-0.74446106,0.50363386,-0.17902756,0.5160576,0.064985275,-0.20132598,-0.32269517,-0.3615589,0.037589263,0.41666907,-0.08059426
1973-02-01,0.45457688,-0.33671188,0.36474457,-0.5791313,0.1363411,0.38576928,-0.19845887,-0.4673191,1.338883,0.22617379,0.011467743,-0.28383142
1973-03-01,0.21215706,-0.13857079,0.1783905,-0.2459238,0.09365539,0.3478611,1.2573334,-0.26631126,0.2519764,0.03950081,0.03695221,-0.53134805
1973-04-01,-0.13060722,-0.009875107,0.039819337,-0.3625145,0.16819648,0.04523468,0.92922246,0.05001297,0.8715641,0.081868365,0.20228195,0.009875107
1973-05-01,-0.06753349,0.085372545,0.042049028,0.19399948,0.06944504,-0.22362518,0.31505013,-0.46540755,-0.093336485,-0.21311283,0.1732933,0.07326736
1973-06-01,0.015608978,0.009556579,-0.10480423,0.3023079,0.27459374,-0.24369355,0.5651148,-0.17520447,0.6049341,-0.27300072,-0.068489075,0.22649232
1973-07-01,-0.13697854,0.31473082,0.00063705444,-0.10862732,0.43960494,0.1353859,-0.5249771,-0.51319045,0.023891449,-0.2076973,0.34913522,0.01783905
1973-08-01,0.018794632,0.18762818,-0.12232475,-0.26726684,0.36920434,0.084098056,-0.59219205,-0.32811087,0.5835911,-0.69763374,-0.0031852722,0.21279374
1973-09-01,0.05128746,0.40297088,0.24528694,-0.1156353,0.43195954,0.18985824,-0.4080681,0.1720192,0.15800285,0.0774086,-0.14653511,0.15003891
1973-10-01,0.18635407,0.19208832,0.056702804,-0.34626848,0.06307373,0.2213951,0.20546742,-0.5007671,0.8954557,0.09811477,0.22872162,0.20674172
1973-11-01,-0.074223325,-0.18731003,0.22681046,-0.13665982,0.25866586,-0.23541145,0.78587323,-1.1082497,0.118183516,-0.07677154,0.25133935,-0.37907943
1973-12-01,0.52434045,-0.14494209,0.46158487,-0.22107658,0.07900123,0.13347435,0.08218689,-1.3802952,-0.1917698,-0.24560508,0.14016381,-0.12519188
1974-01-01,0.47597998,-0.08349381,0.23864746,0.034843825,0.14299087,-0.047992326,0.15646859,-1.7086632,-0.74289685,-0.22648469,0.4158249,-0.2961731
1974-02-01,0.3040619,-0.25541192,0.5762383,-0.33791962,0.35961533,0.07198868,1.2984263,-1.6100483,0.53251916,0.08579483,0.46644744,0.11800919
1974-03-01,0.39018553,-0.014463425,0.38295403,-0.17684898,0.10025787,-0.36684647,-0.06771545,-1.0946229,0.38722688,0.20873412,-0.17947845,-0.32049713
1974-04-01,-0.21925315,-0.16139908,-0.19197007,-0.40333405,0.10387421,0.11636543,0.5525707,-0.805682,0.5943176,-0.10518875,0.382296,-0.011833573
1974-05-01,0.01873703,-0.32772905,-0.3619156,-0.10551796,-0.016436005,0.0437191,1.3405018,-0.10288773,0.5062218,-0.37374955,-0.036816407,0.18243714
1974-06-01,-0.10387345,-0.04667778,0.045362853,-0.13312988,0.26132888,0.05982666,0.16041298,0.1360878,0.33035907,-0.30570564,-0.016436005,0.2166237
1974-07-01,0.05588188,-0.111105345,-0.205447,-0.29420012,0.15942688,0.060812376,-0.7133125,0.0782341,0.280723,-0.24292068,0.10025863,0.07856293
1974-08-01,-0.12819901,0.28828353,-0.21399383,-0.06903076,0.13247223,-0.058511354,-0.6755104,-0.18440934,0.21202144,-0.3389061,0.10091591,-0.033200074
1974-09-01,0.30241853,0.13806,-0.070344925,-0.07198868,0.2146515,-0.23141555,-0.22089672,0.24061966,0.77050894,-0.18046494,-0.1893402,0.12556991
1974-10-01,0.14101906,-0.003616333,0.0,-0.18276596,0.39478722,-0.34778136,0.5400795,-0.7244892,1.1846905,0.20676231,0.40957946,-0.12162475
1974-11-01,0.18046494,-0.22319794,0.4404789,-0.10354538,0.114392854,-0.2715187,-0.065085985,-0.49997655,0.8540028,0.35961455,0.21432228,-0.21432266
1974-12-01,0.7018078,-0.10190163,0.7958199,-0.25968513,-0.035829924,0.044376753,0.7031223,-0.7376377,-0.24620819,0.08908234,0.10190201,-0.03714447
1975-01-01,0.56180954,-0.24955234,0.5602261,-0.29325563,0.18969803,0.0946907,0.063021466,-0.8731167,-0.10735817,-0.30243987,-0.12540969,-0.16942939
1975-02-01,0.22675057,-0.050037384,0.6685341,-0.40631446,0.12635955,-0.31130713,0.2292839,-1.2578961,-0.2543026,0.33727533,0.2467022,-0.30117264
1975-03-01,-0.0076007843,-0.09279022,0.16119576,-0.23783474,0.20331573,-0.06808853,0.25905305,-0.63654864,0.443367,0.012667465,-0.054470826,-0.18241425
1975-04-01,0.0826561,-0.21883316,-0.017101288,-0.4994213,0.15834542,-0.0066505433,0.9969429,-0.08170624,0.8458811,-0.15612869,0.15612869,0.04116974
1975-05-01,-0.29388922,0.061121367,0.054787446,-0.29198876,0.15327835,0.116542436,0.88166714,0.07062225,0.840181,-0.30750674,0.14377746,-0.031985473
1975-06-01,0.090890504,0.11337586,-0.1871643,-0.118442535,0.14251098,-0.13712692,0.6229309,-0.2239006,0.3879463,-0.2935726,0.105141446,0.24226837
1975-07-01,0.055104446,0.35976106,-0.4398838,-0.19919816,0.30718994,0.090257265,-0.5703602,-0.10355759,-0.3860464,-0.15422821,0.22833443,0.006967163
1975-08-01,0.11464195,0.25588685,-0.091839984,-0.08930664,0.48517075,-0.0063339234,-0.58714485,-0.37306136,0.019634819,0.028818512,0.14124413,0.3679947
1975-09-01,0.16214561,0.28692168,-0.16404572,-0.29927292,0.35944444,-0.010768128,-0.53109056,0.10989151,0.85158175,-0.14884453,0.050987244,0.0427536
1975-10-01,0.079806134,0.075055696,0.20679931,-0.29293936,0.25366935,0.00031661987,1.4485438,-0.41011468,0.050353814,0.009183884,0.092473604,0.06428833
1975-11-01,0.07283898,-0.37686196,0.24131851,-0.3698948,0.015201187,0.05763779,0.675185,-1.1299527,0.42626572,0.029135514,0.2565197,-0.076955795
1975-12-01,0.32334137,-0.117809296,0.30370635,-0.023118591,0.15106162,-0.15359497,0.04306984,-0.8148457,1.3028663,-0.119075395,0.22421685,-0.08772278
1976-01-01,0.57389414,-0.25061607,0.6886055,-0.03599434,0.049114227,0.1729084,0.7195541,-1.0209663,-0.51502454,-0.64924735,0.25667113,-0.14431381
