,r50GLB_cluster1,r50GLB_cluster2,r50GLB_cluster3,r50GLB_cluster4,r50GLB_cluster5,r50GLB_cluster6,r50GLB_cluster7,r50GLB_cluster8,r50GLB_cluster9,r50GLB_cluster10,r50GLB_cluster11,r50GLB_cluster12
1965-01-01,6.067192,3.5692024,6.154007,1.9524689,4.7207336,4.062248,6.750252,6.7617188,2.8501053,2.9729576,5.788727,2.7682037
1965-02-01,5.77071,3.734642,6.1720276,1.7296944,3.1465912,3.8509407,6.8255997,6.5520477,3.0220985,3.7067947,5.641308,2.864849
1965-03-01,5.7789,3.7051582,5.788727,2.6355247,3.1564178,3.0515823,6.291603,6.2129784,2.4537048,4.265362,5.113861,2.7632904
1965-04-01,5.007389,3.0941734,4.383301,2.2325706,3.3480682,2.6306114,6.280136,5.888649,2.3046417,3.4201393,5.0041122,2.9467506
1965-05-01,4.281742,2.38982,4.1359596,2.306282,2.3095589,2.0900612,5.847698,4.8222923,1.8001289,4.2571716,4.073715,2.750187
1965-06-01,3.8607712,2.1785164,3.547905,2.058941,2.36689,1.7788353,5.159725,3.901722,1.3955383,3.377552,2.9565773,2.3488693
1965-07-01,3.734642,2.298092,3.4103127,2.1146317,2.1113548,1.5364075,4.86652,3.46109,1.2284584,3.2841835,2.6076775,1.9541054
1965-08-01,3.5364418,2.0638542,2.9729576,1.7509918,2.0769577,1.6445198,4.425888,3.1580544,1.3349304,2.643715,2.4848251,1.975399
1965-09-01,3.8820648,1.9229813,3.0728798,1.5364075,2.1817894,1.9000511,5.1908493,3.4741936,1.7395248,2.450428,2.9565773,1.9622955
1965-10-01,4.650299,2.131012,3.4316063,1.3873482,2.2735214,2.3603363,6.1376266,4.258812,1.8869476,2.701046,3.6330833,2.1441154
1965-11-01,5.7723465,3.210472,4.601158,1.6264992,2.9909782,3.44635,8.0180855,5.266197,3.008995,3.4119492,4.18346,2.5044823
1965-12-01,8.170422,3.6494637,6.47015,1.9590187,4.776428,5.0630836,10.810921,7.434948,3.9770699,5.1498985,6.0377083,2.8959732
1966-01-01,8.556023,4.1040154,6.3579254,2.1258888,4.2337,4.3781624,10.622795,7.7926826,2.656128,4.9313774,6.559841,2.9713135
1966-02-01,9.496658,4.2107162,6.801159,2.0667915,5.1185226,4.274742,10.6884575,8.800621,3.0747337,5.06435,7.303486,3.0550346
1966-03-01,6.88488,3.5458717,5.2695465,2.0224686,3.5442314,3.178154,8.61348,7.1803665,2.616726,5.0348015,5.7620277,3.0632439
1966-04-01,5.093899,3.8118095,4.0859566,2.1094742,3.3258972,2.7907372,6.2774887,5.7981415,2.4131699,3.2339668,4.713047,3.2585907
1966-05-01,4.076107,3.394844,3.5393066,2.94833,2.52808,2.2128944,4.184452,5.1037483,1.7483215,3.6033287,4.8427315,3.2208366
1966-06-01,3.350521,3.406334,3.069809,2.5641975,2.381981,1.782795,2.9122162,4.32399,1.3526993,3.6607819,4.184452,2.9959373
1966-07-01,2.636425,3.8003197,3.0041428,2.8104362,1.9650154,1.5316315,2.4755516,3.7461472,1.2328606,3.4572258,4.076107,3.0944328
1966-08-01,2.388546,2.7890968,2.5510635,2.7168655,1.9272575,1.5841637,2.3048248,2.6774673,1.2837524,2.6413536,2.8990822,2.5264397
1966-09-01,2.4509277,2.08321,2.5428543,1.9830704,2.0553017,1.8336868,2.4000359,3.1092072,1.4413452,2.3228836,3.4129028,1.8254776
1966-10-01,3.127266,2.6446342,3.3702202,1.3970222,2.4919662,2.4000359,3.127266,3.8807564,2.184986,2.6774673,3.7395782,2.395111
1966-11-01,4.603058,3.1502457,5.4796715,1.7910042,3.0025024,3.8298683,4.7869186,6.1363106,3.133831,4.8033333,6.000057,3.3094826
1966-12-01,5.2892456,3.967762,6.387474,2.037243,4.7163315,4.00716,5.3073044,6.2430153,3.222477,4.2960815,6.037815,3.7527122
1967-01-01,5.32946,3.7805748,6.802334,2.1624374,5.9780655,3.5728188,6.005089,6.8783455,2.14217,4.368374,6.2618294,3.4917412
1967-02-01,4.4730988,4.0339355,5.6976776,2.0543365,5.1419716,3.9190788,5.258518,6.376686,2.9529266,3.9342804,5.959484,3.0576515
1967-03-01,4.118389,3.2789192,4.6268044,2.1506157,3.3954659,2.7738838,4.4883003,5.0423164,2.2232437,3.3397255,4.5862656,2.6725388
1967-04-01,3.768753,3.1978416,3.7873306,1.8448906,2.4698524,2.2401352,4.221424,4.424114,2.0239334,3.1319695,4.125149,3.1944656
1967-05-01,3.7332802,3.0593376,3.667408,1.8212433,2.4310036,1.9209023,4.4528275,4.57444,1.6945648,3.5829544,3.6471367,3.1657524
1967-06-01,3.2248688,2.699566,3.251892,1.2756729,2.0864296,1.8094215,3.843071,4.0339355,1.5881538,4.155552,3.5339699,2.655651
1967-07-01,2.9275894,1.8448906,2.8448257,1.9732628,2.0864296,1.6455803,3.2603378,3.3464813,1.343235,3.9967766,2.7857094,2.1202126
1967-08-01,3.2687836,2.1303444,3.010357,1.898941,2.172573,1.7182121,3.569439,3.2687836,1.3854637,3.1978416,2.5171432,1.9090767
1967-09-01,4.0238037,2.1455498,3.459652,1.4175568,2.4377594,2.2891197,4.8261147,4.0423813,1.8820534,3.115078,3.5812645,2.1168327
1967-10-01,5.094677,3.0914307,4.329525,1.6084213,3.010357,2.8397598,6.8479385,6.2263603,2.387085,3.0188026,5.1453514,2.554306
1967-11-01,5.4949875,3.5187683,5.1689987,1.8533363,3.4849854,3.490055,8.045498,6.793888,3.003601,3.145481,5.61829,2.69281
1967-12-01,6.3243256,3.9021873,5.165619,1.966507,3.1758842,3.6370049,8.844429,7.633362,2.5391045,2.7924652,6.5776863,2.8566513
1968-01-01,7.680252,4.588249,6.6420746,2.3573723,5.098488,4.1874657,10.759377,9.83548,3.2941475,4.5319138,8.414223,3.150898
1968-02-01,6.175297,4.090889,5.4880066,2.384735,3.8043861,3.789898,7.722103,7.4806633,2.737236,3.0527115,6.0320435,2.8901443
1968-03-01,4.9986954,3.2523003,4.898899,2.0869637,2.7839127,2.7002144,5.9081078,5.6956406,1.9565887,2.7678146,4.9230423,2.4652138
1968-04-01,4.105377,2.7533302,3.599968,2.4909706,2.25597,2.2801132,4.8361244,5.166088,2.040287,2.6744614,4.4466095,2.5199394
1968-05-01,4.1955147,3.176651,3.814045,2.3010368,2.4555588,1.6588173,5.241741,4.538353,1.2886124,3.289322,3.75449,2.986721
1968-06-01,3.8333588,2.8080559,3.06559,1.8455276,2.151348,1.7441254,4.573765,3.8526726,1.4141617,3.2168884,3.0897331,2.0097046
1968-07-01,3.4486694,2.212513,2.7356262,1.7537804,2.022583,1.5815582,4.330719,3.1444588,1.2805634,3.340828,2.5408669,2.4346352
1968-08-01,3.5017853,2.006485,2.7163086,2.0386772,2.0515518,1.6169662,4.416027,2.9545288,1.3224144,2.618126,2.5666199,1.7924118
1968-09-01,3.6289406,1.9855614,2.832199,1.1517982,2.2028542,1.9710732,4.5335236,3.418087,1.7054939,2.6551476,2.9126778,1.7006645
1968-10-01,4.762085,2.832199,3.1959648,1.2000847,2.5247688,2.7146988,6.3603973,4.4063683,2.598812,2.885315,3.8864746,2.4684334
1968-11-01,6.7901573,3.2329865,4.855442,1.8809395,3.5838737,4.4466095,8.850418,6.2364616,3.4470596,3.7222977,5.4445457,3.410038
1968-12-01,8.356277,4.25185,6.2638245,2.4957962,4.279213,7.2005997,11.071636,8.084259,5.537903,3.6691818,6.5809097,3.5919228
1969-01-01,8.273266,4.2524796,6.023899,1.9513054,5.405571,5.246811,9.89595,7.7869606,4.133827,3.243103,6.97311,3.49712
1969-02-01,7.56971,4.362774,6.324703,2.1568565,3.966713,4.745468,8.749542,8.017578,3.3951797,3.6725883,6.7942963,3.3884926
