,r200GLB_cluster1,r200GLB_cluster2,r200GLB_cluster3,r200GLB_cluster4,r200GLB_cluster5,r200GLB_cluster6,r200GLB_cluster7,r200GLB_cluster8,r200GLB_cluster9,r200GLB_cluster10,r200GLB_cluster11,r200GLB_cluster12
1965-01-01,53.1523,62.736404,58.855915,45.268475,22.63912,26.78497,31.387827,77.14286,42.750828,32.03157,83.496765,47.027718
1965-02-01,55.8272,38.414967,38.999744,45.659966,15.123848,14.204914,39.456753,80.056915,38.42971,33.704,74.71039,17.287685
1965-03-01,54.274353,42.511673,30.568813,33.01439,12.616028,23.363129,51.383232,70.61532,37.17662,30.527863,82.86121,41.43549
1965-04-01,46.020332,64.87567,57.344017,36.945656,36.898155,69.34749,52.172764,58.357956,36.383812,70.44496,75.43931,48.918003
1965-05-01,43.170162,78.72356,57.30962,39.512444,28.326353,61.709362,32.891537,67.88637,29.64169,70.73162,80.10769,53.828808
1965-06-01,38.33962,86.08977,67.94042,28.347649,43.242233,62.184387,45.910583,44.162807,8.817444,51.70429,81.77848,72.65138
1965-07-01,20.758663,81.069214,77.10519,13.2073555,60.303932,76.55317,37.320763,26.41805,15.906826,51.019592,73.97,81.61632
1965-08-01,36.988243,85.962006,78.957794,17.053448,70.32867,77.196915,43.748386,48.177612,24.427847,44.680424,75.89796,83.591774
1965-09-01,34.105316,77.63263,67.08373,16.814293,39.70082,51.247276,47.65017,50.311962,23.502361,64.72825,74.117424,68.89867
1965-10-01,48.46263,78.57286,65.956764,42.577194,28.496708,53.828808,45.710743,69.68328,34.373955,64.10907,66.6218,72.11411
1965-11-01,58.498825,61.945236,57.468506,53.145752,21.839764,36.50994,53.31283,61.0951,41.173405,55.692886,67.79136,54.94103
1965-12-01,55.709267,53.848465,55.05569,53.89433,24.103518,33.731846,39.274933,73.12805,51.36685,55.841946,73.91758,58.990234
1966-01-01,68.10823,60.68657,60.67015,35.612823,21.72163,24.177458,40.63611,70.65598,44.37895,21.902206,85.00026,44.87307
1966-02-01,62.935555,45.143932,31.768202,34.87082,18.405605,23.959126,38.370705,61.312016,58.805298,45.574028,84.18931,34.537575
1966-03-01,61.63377,59.21898,51.05368,39.217766,25.221514,33.334282,44.22135,53.63755,41.167984,44.026005,84.875496,52.455605
1966-04-01,37.751823,63.224476,65.74761,41.578384,40.1978,59.051537,49.523712,59.06467,49.105103,55.036194,77.28475,69.28197
1966-05-01,53.969154,76.47216,62.247726,28.969278,20.669365,71.860916,45.10289,40.18795,44.79263,64.36703,73.90471,56.17546
1966-06-01,26.86147,80.88149,56.95522,20.623402,31.466148,70.49347,46.626293,56.774643,19.91423,61.019814,81.62514,66.47648
1966-07-01,35.432243,80.24455,65.14022,15.383427,70.7709,66.53722,33.917053,31.781334,14.625008,56.034283,87.022705,75.82209
1966-08-01,29.760529,80.31514,76.780785,10.291191,73.827545,77.92169,47.901814,42.259644,15.199566,41.187683,79.80296,73.88829
1966-09-01,37.321724,80.75673,68.047485,11.37793,43.645153,65.85103,44.02436,35.25659,25.73041,57.12102,80.71569,74.65163
1966-10-01,54.371346,77.90692,58.94976,27.46886,21.549263,53.031803,47.34367,48.456673,40.622974,57.866306,83.201065,65.677025
1966-11-01,68.29044,72.709625,65.693436,43.717384,22.233807,33.33921,43.359516,73.3203,52.5935,65.56703,78.16629,45.34749
1966-12-01,59.875618,45.623276,51.10621,47.327255,23.849138,35.859062,47.603043,69.331215,59.81488,29.780228,80.36767,28.708265
1967-01-01,56.71796,48.029343,52.27062,54.821125,10.036919,18.36914,37.676987,74.25903,52.83139,31.886827,83.80739,61.60446
