,vws_v600-250GLB_cluster1,vws_v600-250GLB_cluster2,vws_v600-250GLB_cluster3,vws_v600-250GLB_cluster4,vws_v600-250GLB_cluster5,vws_v600-250GLB_cluster6,vws_v600-250GLB_cluster7,vws_v600-250GLB_cluster8,vws_v600-250GLB_cluster9,vws_v600-250GLB_cluster10,vws_v600-250GLB_cluster11,vws_v600-250GLB_cluster12
1980-01-01,1.770824240962209,-4.201351080532141,1.9516404664068394,-0.4568807811418671,5.634576803396644,1.3465128517444107,5.107046057972767,-1.8880372452526009,-3.3345884404589894,-11.390017165590281,4.295425437664191,1.3776623285179845
1980-02-01,0.8419897524759891,-5.6417565036926,1.8674402101800252,-0.5555543075204895,6.441821709972974,1.688645375815927,6.247581813198712,-2.737682230546386,-2.0735246950839494,-7.87944098858267,2.447008996998685,1.071847068963908
1980-03-01,1.364613921984211,-4.268249629524966,0.42190671150765596,-1.999628546569757,2.42273119289968,1.1338661630263054,4.340302481608903,0.4865886691144989,-2.2656413244225564,-11.260911667881748,5.727240636004627,-0.3480356538313992
1980-04-01,1.9232673152388584,-3.7661856405455323,-0.8349885851659249,-1.945375092521235,4.204642965692663,0.8331799797637329,0.3530856096951057,-0.36792007673767474,-3.2958063566808673,-3.12454861250816,5.100874637252832,-1.1995987966735489
1980-05-01,2.5247420199679884,-1.3413379589776067,-2.3068321827040195,-1.6920249238601632,1.1395530968939294,0.4932966815140789,-1.5502734223104533,1.145006548390884,-3.247119547759589,-0.25796178810188397,2.6658690304405703,-1.0343166757702322
1980-06-01,2.302027958622998,0.9001074711867413,-3.085539017922582,-1.2882021853746524,-0.5531933666772452,0.12072667039608266,-3.7336915773596386,1.0167072008232203,-2.076340877140078,-1.81150582488079,3.349514463443941,6.368314553407451
1980-07-01,2.228444929750868,0.6554057834067032,-4.458220902959738,-1.991160615729391,1.3914260217983034,-0.7610546765293864,-4.087657406543599,2.224214325186707,-3.0492095115646873,-5.50359865082076,4.574988737136331,6.718496585564832
1980-08-01,2.3437856515461375,0.5441539552589872,-4.1745796561466655,-0.999142461562738,-0.05669613543826939,-0.5652188703844246,-3.9769927696655856,1.4845285270653468,-4.139212072951398,-3.161874449067478,3.7952701675417666,8.944857451333078
1980-09-01,2.1236978830710007,0.8845320476386102,-3.1359235949979114,-0.8884668604367979,0.8515486655816215,-1.1451339677204075,-3.19001785719988,1.545788540069118,-2.902039438262688,-2.070847912351249,1.9996986776309809,8.217977723166003
1980-10-01,1.8643721568447074,-4.71520532724619,-2.196955075114878,-0.12118001708988198,2.892497697126986,0.2212221495951077,-0.6596906704944826,0.6244816564933967,-1.9077525500054906,-10.62626560518476,3.882743131166908,3.907034270686561
1980-11-01,2.6999111807760507,-4.549141673476749,-0.8480419036072546,-1.6806948928826833,6.026547242627862,0.7603499951544681,2.310440894479355,-1.382709717098066,-2.1892804079858452,-9.159956139140467,4.908794852264918,-0.3353722778520013
1980-12-01,0.34110682255991687,-5.29115157722976,0.13691645537639366,-0.8631283133279037,6.201919257607514,1.0074155475885767,4.302259862885608,-1.373555176447213,-2.7687162044759366,-8.493095929180415,6.2415273981309225,1.6989101240206208
1981-01-01,0.16067844087472616,-7.845749572942218,1.6856266255363757,0.3888639789403793,6.866067968017502,2.210670469310303,6.03904887665288,-3.6572525608306137,-3.060229467949067,-10.931063920397657,7.005863053570131,3.070349965690195
