,r900GLB_cluster1,r900GLB_cluster2,r900GLB_cluster3,r900GLB_cluster4,r900GLB_cluster5,r900GLB_cluster6,r900GLB_cluster7,r900GLB_cluster8,r900GLB_cluster9,r900GLB_cluster10,r900GLB_cluster11,r900GLB_cluster12
1980-01-01,60.75679,28.152124,78.76131,41.026463,53.545532,70.39136,29.028883,79.585915,51.62579,75.7008,85.31744,43.089615
1980-02-01,65.02487,39.950882,76.78778,34.89078,55.121414,73.06237,21.656288,77.16586,50.40028,76.44229,78.13388,42.457306
1980-03-01,65.02976,23.986708,77.39401,27.728413,52.248318,71.46042,15.773205,78.13551,50.573025,76.05606,83.85726,39.351166
1980-04-01,63.131207,17.68317,80.837494,32.979187,46.25116,61.832367,13.988724,81.614845,59.700768,67.339,85.98886,43.83926
1980-05-01,57.719097,12.989742,77.772095,37.286385,30.570545,50.734364,34.952705,80.36163,71.62338,62.899796,88.997215,49.565895
1980-06-01,62.63742,16.804783,75.981094,86.80043,25.71089,36.667114,47.134438,82.01574,86.42561,60.950718,88.319275,49.034622
1980-07-01,65.43718,21.30917,74.155876,88.05201,27.831081,33.767944,65.417625,83.25102,84.826904,59.132015,85.67922,37.21794
1980-08-01,69.703636,25.823338,73.89676,89.517075,32.866737,44.95395,57.450203,81.67351,84.56453,55.77002,84.50587,50.763695
1980-09-01,68.93281,26.155788,75.58183,77.33372,38.344036,36.326515,45.853523,80.228,86.28871,53.843758,86.20723,52.20269
1980-10-01,66.40683,21.967556,76.494446,40.907494,38.459743,49.937458,35.07167,82.18197,80.72505,61.980667,86.133896,39.170277
1980-11-01,58.24548,37.144604,76.68511,51.41067,39.87103,68.12612,25.380068,82.15263,70.40439,62.968243,85.19032,54.339176
1980-12-01,58.37748,43.127098,79.4865,40.79831,42.260117,67.589966,31.784643,79.97377,65.82341,69.604225,83.53784,49.090034
1981-01-01,63.904663,38.810516,77.84104,51.199146,49.15439,68.26771,21.166553,80.978226,55.999157,78.81172,83.8569,50.261826
1981-02-01,62.015015,29.729185,77.93277,28.06636,52.1398,72.113716,21.316658,79.04688,55.058502,83.59172,85.09276,48.268772
1981-03-01,62.96234,23.818401,83.996994,30.081099,45.90879,70.74277,17.250492,75.65285,49.868217,78.288025,83.70013,42.85166
1981-04-01,54.20791,20.958073,78.46815,29.58075,38.255127,69.22337,14.335125,71.15472,63.04907,79.6373,86.795616,43.372025
1981-05-01,59.633354,16.304832,78.17294,45.008163,32.826344,61.531345,23.182957,79.68233,81.7521,70.64269,87.14919,48.233746
1981-06-01,67.12191,16.981972,68.34276,80.83146,19.992401,55.216946,37.24609,78.16627,87.48943,55.85739,91.10862,51.54772
1981-07-01,67.09689,24.837444,77.02047,87.40771,25.419516,44.871403,61.386246,81.10665,84.460655,60.564003,84.780876,53.670868
1981-08-01,68.58125,23.114578,74.11845,86.55711,38.95228,47.758415,54.124516,81.750435,86.70222,54.983448,84.98936,61.778183
1981-09-01,71.473274,24.388798,78.5482,82.2341,38.340187,38.240116,54.953426,82.72611,81.72041,50.54369,84.53738,51.345913
1981-10-01,65.35401,22.087196,74.803925,63.76123,40.43498,59.681725,32.833015,81.69206,82.3742,60.233772,84.462326,41.845963
1981-11-01,60.670746,36.917526,78.18128,46.177315,42.488075,63.966373,32.609528,81.742096,77.9828,66.70328,84.97601,40.18647
1981-12-01,65.94275,21.450085,79.557236,51.375935,44.379395,71.398224,37.19272,79.45883,65.657555,72.25048,86.643845,41.874313
1982-01-01,62.36512,37.93561,79.96942,48.523285,50.49058,70.3485,28.602627,80.19945,58.73938,76.96942,86.59356,46.776367
1982-02-01,61.908283,41.60639,76.67988,34.636414,54.436428,68.42947,19.358116,80.37318,48.526505,78.39462,86.35388,40.12489
1982-03-01,59.765656,31.634802,71.086845,26.213886,48.716316,63.9737,17.00637,78.37371,50.229992,75.86594,86.25093,44.817116
1982-04-01,52.832672,19.908249,76.30508,30.285202,37.694324,62.27665,14.445511,76.0847,66.211235,71.599976,86.85254,57.438038
1982-05-01,62.965122,21.105034,78.952805,47.85251,30.574747,59.775307,21.468575,78.27881,73.53027,62.950645,89.42145,45.611755
1982-06-01,70.898636,18.261063,71.961914,75.015,28.877695,44.627304,25.504501,80.31848,87.90456,50.48897,89.61125,50.144737
