,zgu200GLB_cluster1,zgu200GLB_cluster2,zgu200GLB_cluster3,zgu200GLB_cluster4,zgu200GLB_cluster5,zgu200GLB_cluster6,zgu200GLB_cluster7,zgu200GLB_cluster8,zgu200GLB_cluster9,zgu200GLB_cluster10,zgu200GLB_cluster11,zgu200GLB_cluster12
1980-01-01,-0.37815362,0.34202653,0.825185,-0.2886795,-0.48822325,0.13505478,0.33426055,0.32582015,-0.064488605,-0.2846281,-1.3772217,-0.33291015
1980-02-01,-0.24748802,0.4450058,0.6955322,-0.41664428,-0.643874,-0.11344604,0.1965046,0.007765961,-0.09825249,-0.27449894,-1.3157718,-0.33729935
1980-03-01,0.1553131,0.4132679,0.26504517,0.037140656,-0.110070035,-0.20021896,0.506456,0.41563147,0.1921154,-0.018570328,-1.728027,-0.6445492
1980-04-01,-0.18637581,0.40752792,0.7225437,0.28564072,-0.40313873,0.16611747,0.37747878,0.07630615,0.039503478,0.005739975,0.0317379,-0.061449815
1980-05-01,-0.12863998,0.16442947,-0.032751083,0.32852095,-0.20663376,0.14248276,0.40482712,0.25862998,0.40550232,-0.025322724,-0.11952343,-0.08204575
1980-06-01,-0.23803444,0.13032798,-0.24377403,0.18536301,-0.31400222,0.16814347,-0.13404159,0.3251446,-0.49835283,-0.0705658,0.038152885,0.5969429
1980-07-01,-0.23735885,0.24985123,-0.21980171,0.21575013,-0.27922592,0.18029861,-0.10905685,-0.2218277,-0.34337693,0.11344604,0.09521332,0.3156906
1980-08-01,-0.04355545,0.11378364,0.013505554,0.04828186,-0.120536804,0.27584916,-0.59728014,0.29509467,-0.49666443,0.06583939,-0.23330688,0.2937439
1980-09-01,-0.19008942,0.0,-0.0070903776,0.22655411,-0.23938446,-0.09690247,-0.009116364,-0.08778534,-0.2630188,-0.13269195,-0.01992054,0.40516433
1980-10-01,-0.12965241,0.20089416,0.29340667,-0.029374694,0.07191696,0.18738861,0.6276676,0.23837204,-0.014518356,-0.2201397,-1.0196642,0.2127121
1980-11-01,-0.17287025,0.22621688,0.34202653,0.20325737,-0.3484413,-0.0628006,0.04828186,0.013505554,-0.0037139892,0.11175766,-0.75022966,-0.14788513
1980-12-01,-0.6074093,0.4372402,0.80425185,-0.009791565,-0.6070717,-0.094876096,-0.080020145,-0.016881943,0.23702125,-0.23567066,-0.55304986,-0.12290001
1981-01-01,-0.6096733,0.8251327,1.0288467,0.043312073,-0.8761532,0.10791321,0.4892803,0.39935225,-0.083687976,-0.20151138,-0.7447487,-0.49111557
1981-02-01,-0.30245075,0.58948517,0.30502015,-0.27418822,-0.73336965,-0.06460114,0.35163575,0.57553786,0.010277557,0.13360672,-1.2942253,-0.40265578
1981-03-01,-0.21766186,0.19600601,0.5068989,0.009176636,-0.34135818,0.26941603,0.4551445,0.17728576,0.17141342,-0.30208397,-0.95029753,-0.233078
1981-04-01,-0.40449142,0.25289878,-0.09800301,0.12699966,-0.16480637,-0.17655182,0.35090178,0.035237122,0.20518188,0.1901329,-0.46211854,-0.44596824
1981-05-01,-0.24372253,0.43348846,0.060196687,0.24078599,-0.34980088,-0.09616776,0.37512702,0.3079563,-0.084788896,0.057260133,0.007707977,-0.083687976
1981-06-01,-0.0110115055,0.19673996,-0.27932662,0.34356079,-0.22243348,0.45991668,0.037438966,0.24078599,-0.42247695,-0.4716614,-0.16260414,0.336586
1981-07-01,0.06423416,-0.008074951,-0.5270866,0.14241639,-0.4059593,0.24959564,-0.8247658,0.059095383,-0.50139314,-0.073777005,-0.04734993,0.7241936
1981-08-01,-0.15452881,0.36338156,-0.16223678,-0.05982895,-0.102774814,0.4331215,0.2892372,0.26427728,-0.18903199,0.07928314,0.16921082,0.3288788
1981-09-01,-0.11855774,0.2294075,-0.1692112,0.33438414,-0.3241066,0.105343625,0.3116272,0.08515587,-0.27639008,-0.02899704,-0.07304344,-0.16554031
