,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7,mgu500_cluster8,mgu500_cluster9
1965-01-01,0.35660366217295325,3.2146482363991113,1.9735385631692821,0.40600961446762085,1.5357878804206848,0.7464235434766676,0.16988472536552784,-1.2519815029242098,-0.2375981428970893
1965-02-01,0.26134210236278577,0.5036671848400779,0.04590361796576402,0.16149114072322845,1.4994467794895172,0.8946050385959813,1.1095862749011018,2.6094846236400113,0.24121762149863774
1965-03-01,-1.151975584618839,1.9413561924644138,1.1533728961286875,0.2911522388458252,2.3713137209415436,-0.31684414773690894,1.2663515501244125,-1.1513559482036493,0.04637001961883571
1965-04-01,-0.16828858190112642,0.4022256511708964,0.5645674878153308,0.6298282742500305,1.3892078399658203,0.5672798293535827,0.746322232623433,0.24479234065764988,0.23029277308119667
1965-05-01,0.09518408297020711,0.45916917531386664,0.10253898157127973,0.3691685199737549,0.975562334060669,1.204177297529627,0.6759644247764764,2.3843491688752785,0.2908220307694541
1965-06-01,0.1971284548441569,1.3145562099373858,0.0428570241763674,0.6877894401550293,0.6984194368124008,2.0522973576530084,-0.19771456718444824,3.944091307811248,0.3037394666009479
1965-07-01,1.23166721544148,-1.3316356617471445,1.029037093294078,0.565323531627655,0.3483232855796814,0.3638991322673735,0.017600726379558097,3.584511157793876,0.14220902489291296
1965-08-01,1.0472847355736625,-0.5461942242539447,1.2067847210785438,0.5040369629859924,0.614662729203701,0.7624185964709422,-0.44660245956376543,2.871990815187112,0.22090890341334873
1965-09-01,0.9671572549843493,0.5282616161781808,0.696019982469493,0.8017547130584717,0.38295868784189224,0.44381237420879427,-0.30078586450842926,0.5185455083847046,0.2940561787949668
1965-10-01,0.8858020658846254,0.7751933906389319,0.39882906552018793,0.25975367426872253,0.900845006108284,2.0646742132843516,0.14903548845024997,4.619750915429531,0.22429908315340677
1965-11-01,0.11023971953509766,0.3829362275807754,0.8920558567704826,0.7639607191085815,1.5957936644554138,0.4225643443279579,0.6674785946690759,2.0487152613126316,-0.06815716313819091
1965-12-01,0.24287446781441016,0.7807727093281953,0.2859567516836627,0.2945566177368164,1.572231501340866,1.3170092809395713,1.2070041756297267,2.3370429491385436,0.045470760928259954
1966-01-01,-0.21251951470787142,3.872746229171753,1.4500796794891357,-0.0494082048535347,1.3475941121578217,1.576667242362851,1.320525241452594,-0.49956773336117083,0.20458877086639404
1966-02-01,-0.6496965885162354,-0.798004800858705,1.262590186349277,0.5859378576278687,1.4223647117614746,-0.2838370008546798,1.555922696756762,1.5831598868736854,0.3264709479278988
1966-03-01,0.29662067507520135,2.329630437104598,1.4321572821715784,0.3220471441745758,1.0414675623178482,1.4602173547275732,1.1820244234661723,-0.33277758421042025,0.2217074545721213
1966-04-01,0.16603543434614015,1.929801054622816,-0.09993732232471993,0.12231407314538956,1.1327439546585083,0.047773889220151744,1.0681338088456975,-0.5717139595594162,0.49370139837265015
1966-05-01,0.8167443452058014,-0.43745034414788947,0.8981218625759257,0.31498953700065613,0.762801393866539,0.35435725919535904,0.7460331500962724,3.0663227423643455,0.2286854220761193
1966-06-01,0.9702216695856164,1.7342053029848181,0.06092495188630861,0.5487658977508545,0.5770627036690712,3.91451648024262,-0.2995800486830778,3.1594089972667203,0.30077871349122787
1966-07-01,1.0222370241895133,-1.0739234478577324,1.105421884306546,0.5773975849151611,0.3709864243865013,0.47544343549697127,0.10762310825115026,3.8392308430793958,0.15738055730859438
1966-08-01,0.9762496859939009,-0.6265856001688086,1.1107307055900837,0.43592214584350586,0.7118893414735794,0.7113675113584175,-0.2900855312513751,4.70195397352561,0.17380280213223562
