,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7,zgu600_cluster8,zgu600_cluster9
1965-01-01,-0.6783679679588035,-0.2037085006086845,-0.27350958188374835,-0.6719372621396693,0.2905662906797309,0.189346678450074,-0.6930891424417496,1.3153005497796195,-0.05595985633932101
1965-02-01,-0.20204080199753796,0.1337317852523383,-0.6322623093922933,-0.1382729174887262,0.1587927929664913,0.17242675620905112,0.02933534560725093,1.5529586587633406,-0.16460817330961774
1965-03-01,-0.8363200558556451,0.08130109920276432,-0.4928774833679199,0.4166556931123501,0.24535316777856725,0.2105863371365507,0.09055065456777811,1.4246155534471785,-0.1632784961894819
1965-04-01,0.12138203062393046,0.07145536227489081,-0.3358037869135539,0.3626632617741097,0.2171773855623446,-0.10155318698412936,-1.3632686187823615,0.9586149454116822,0.014776923948792134
1965-05-01,-0.23741368894223813,0.1867132745389863,-0.2130751609802246,0.4503565590556075,0.1940916635488209,-0.19568753704218797,-1.0707056770722072,0.3588036128452846,-0.018089758172916
1965-06-01,-0.36937365377390824,-0.1017480677976383,-0.21073736747105917,0.7761019032175949,-0.08063458984619692,-0.031186241499135195,-1.0348364089926085,0.008767867859985148,0.10462204575728458
1965-07-01,0.13458788118980547,-0.05742148826206763,-0.20036258300145468,0.4680805816882994,-0.32832879377038854,0.023158537355107322,-0.4340369875232379,0.19924891846520562,0.09799910721125876
1965-08-01,0.35544148197880493,-0.04827285434786729,-0.33600536982218426,0.02873732322236387,-0.23543405297555423,0.08719877903939972,-0.6949412946899732,0.3066067823341915,0.03041858950950158
1965-09-01,-0.7051297359996371,0.014594563935685345,-0.32561423381169635,0.6520386876129523,-0.19420642209680455,-0.06162732393598892,1.1484943330287933,-0.17855436674186162,0.1081293294574045
1965-10-01,0.07062319804120946,0.12518196828722014,0.08267848193645477,-0.6503147322957109,-0.051766099702370796,0.05020707268530215,-1.914265751838684,0.8412904398781913,0.06012541069916099
1965-11-01,0.3627578141512694,0.10469870011168202,-0.0654485821723938,0.3543087985457444,0.003517906818734972,-0.0911652438447509,-0.861959345638752,0.6831161039216178,-0.03462920831457065
1965-12-01,0.10775013792294043,0.03687569900877832,-0.3197539250055949,0.23748574823867985,0.23227220303133914,-0.10193540963908317,-0.8814964443445206,1.0818743705749512,-0.03390351256984434
1966-01-01,-0.766818501331188,-0.04950954072822736,-0.35780688126881915,-0.20402092032316255,0.220016684187086,0.2887676771677716,-1.235224927465121,1.1660165446145194,-0.10480899719675635
1966-02-01,0.33671952508114,0.005894371374385563,-0.3681270678838094,-0.24256886142056164,0.07961860514785114,-0.0386704703871633,-0.49737210695942247,1.2507196835109167,0.02669720134881746
1966-03-01,-0.09607007658040081,-0.023639886310016078,-0.11825769146283467,-0.6274646375237442,0.06936298389183848,0.04350528199697884,-1.4564995964368186,0.9901298795427596,0.03214142970061582
1966-04-01,-0.296325898832745,0.05500306279992494,-0.4536095857620239,-0.3856996210609995,0.10116994380950928,0.041032654666145085,0.5056724573175113,1.140609213284084,-0.05784723314510029
1966-05-01,-0.07632885266233373,0.04503640793557242,-0.047849223017692566,0.17557358596383071,0.12166126582183336,-0.03904139583694263,-1.0950134446223578,0.6487901295934405,0.03864955984554283
1966-06-01,-0.33708280987209743,-0.03625563122185431,-0.11062115430831909,0.30523316889274416,-0.023847061062329693,-0.010376954844719928,-1.8765943745772045,-0.09008157466139113,0.07819720561716967
1966-07-01,0.05901938787213078,-0.06236914310633667,-0.26064223051071167,0.678510564129527,-0.23787537295567363,0.01049699970114399,0.0585930150312682,-0.039727482944726944,0.10609540874790993
1966-08-01,0.04361478128918895,-0.07444418028114348,-0.20042369763056436,0.21898119551379508,-0.06980414649373606,0.052448360144462386,-0.2830330592890581,0.3729176095553807,0.0638598374500396
1966-09-01,-0.3097927680721989,-0.07451359974587057,-0.04924460252126058,0.2646928516829886,-0.11243292767750589,0.08972814883774435,-1.3143899540106456,0.5296008501734053,0.11784406319545332
1966-10-01,-0.3703094742916248,0.03570407394349106,-0.06198704739411672,-0.16448663138761754,0.11408328029670213,0.03831939719302554,-0.9303477282325427,0.9400556768689837,0.04085043006262202
1966-11-01,0.05278469373782475,0.025111991237467667,-0.08410022656122844,0.29923074492594093,0.15809718323381322,-0.04750975197784498,-0.43507618829607964,0.5902908955301558,-0.07494954499089794
1966-12-01,-0.33702306725360726,-0.062367301360946,-0.26872803767522174,-0.48813801713106114,0.2827936097195274,0.2609979098951313,-1.1018370588620505,0.9539121389389039,-0.09961570998665634
1967-01-01,-0.28462890121671885,0.012104718498592302,-0.32611457506815594,-0.40823755467810285,0.0734479999855945,0.1777347990534675,-0.6064301977554958,1.1965652874537878,-0.12585826360495986
1967-02-01,-0.9115397378250404,0.003082041195997103,-0.3118056654930115,-0.01651939322672239,0.3543278496516378,0.1714516326155461,-0.33241016790270805,1.7337417602539062,-0.1675233909278918
1967-03-01,-0.04382637432879871,0.15375727978278333,-0.2886900504430135,0.602726565628517,0.03330411487504056,-0.07566607649057684,0.1244135123367111,0.5536280359540667,-0.051901196455879574
1967-04-01,0.3440426179656276,0.13347868257620202,-0.4487256209055583,1.5261014787162224,0.08776871193396418,-0.14864631639924689,-0.41733446220556897,0.4933199286460877,-0.10629693805507034
1967-05-01,-0.395227113255748,0.06467501676868735,0.013652068873246511,0.45253278278722997,0.10906878466668882,-0.056478092578095454,-1.1289304743210475,1.0037849630628315,-0.04480199971396452
1967-06-01,-0.6297268801265292,0.052641173751335445,-0.17085230350494385,0.40630799968068193,-0.05174026285347186,-0.08599646651828793,-0.6762759139140447,-0.0982354155608586,0.12979699642794906
1967-07-01,0.28395062243496927,-0.033050259267251324,-0.13342496752738953,-0.22505796173723733,-0.09928264312053982,0.025890833160407106,-0.7524247591694196,0.5092694078172957,0.02224708248855202
1967-08-01,0.37831247404769613,-0.04950028176852098,-0.11292390028635661,-0.3631697558775181,-0.07528848455924737,0.038286753025063326,-1.2136443207661312,0.5972147839409965,0.030361958794224604
1967-09-01,-0.368213129264337,-0.03303139375185403,0.06323345005512238,0.23378967875387613,-0.0035764049052407865,0.0495379239740506,-1.8470384180545807,0.29119725738252916,0.05990553433728066
1967-10-01,-0.27760526648274175,0.0944346042833929,-0.1520353058973948,-0.3514459947260415,0.0873872029938196,0.01974843383412546,-1.5143199513355892,0.7484381539481028,0.036746385109842204
1967-11-01,-0.1420185245849468,0.0267887530173725,-0.5243768692016602,0.4427238208491628,0.3098733919231515,0.11672607924736722,0.018791070518394314,1.2626312460218159,-0.1134878415970286
1967-12-01,-0.5889768401781718,-0.17971324287061616,-0.46371209621429443,0.10499547167522152,0.39557202866202906,0.1813628461579202,-0.13161057916780314,1.270194138799395,-0.062280767567598136
1968-01-01,-0.29290439905943694,-0.2648658053142818,-0.3226867914199829,-0.3268634037273686,0.24346201435515755,0.08794069290161133,-0.24513873892525834,0.8699556759425573,-0.06193281121694358
1968-02-01,-0.7612005979926497,-0.19716312448809467,-0.0897939105828603,-1.2574265642863949,-0.006875022633099242,0.24689112750577255,-0.7877344265580177,1.1489565883363997,0.04471299849498044
1968-03-01,0.11770570719683611,-0.02745477790672948,-0.061460644006729126,-0.3947026845885486,0.06154175161531097,-0.07003176249039006,-2.0958480735619864,1.014274273599897,0.05322249404564025
1968-04-01,-0.3813489719673439,0.13086635648734926,-0.3475360870361328,0.43846983008268403,0.4565231894191943,-0.03850748893660559,-0.512988834331433,1.13211989402771,-0.16702273089414948
1968-05-01,-0.1832722375790278,0.060289666995288815,0.042996967832247414,-0.14875706557820484,0.10828952256001924,-0.029562130360536173,-1.248234137892723,0.7186453683035715,-0.014259042752206704
1968-06-01,-0.6228970156775581,0.055232561215406324,-0.016752086579799652,0.533359334236238,-0.05310353773989175,-0.02795948702710825,-1.838017006715139,0.04083775782159397,0.03764691531278525
1968-07-01,0.13863186317461507,-0.07684012860294402,-0.05588280161221822,-0.022152054873181552,-0.07189461765320677,0.007868626377951932,-1.6186177730560303,0.31983015792710445,0.06353397064717711
1968-08-01,0.20378901174774874,-0.03162837277008881,-0.32964662710825604,0.32948862488676867,-0.15958651508155622,-0.04658657060542577,-0.3132598164180915,0.026775673031806946,0.06009158648692878
1968-09-01,-0.2753704786300659,0.04832111152372961,-0.038784253100554146,0.014347813614621396,0.03495884225948861,-0.04602475485331576,-0.3688842368622621,0.2226282230445317,0.0665330511938994
1968-10-01,-0.007416551104850239,0.01723914183529578,0.013598460704088211,0.07211572331626241,-0.02757414048047442,0.0014188132104529462,-1.436258852481842,0.5510759353637695,0.0482267089140643
1968-11-01,-0.6039632691277398,-0.0091151136347628,-0.09617295861244202,-0.7141399674299287,0.28332254212153585,0.2191823185749457,-1.9096588095029197,1.0434062140328544,-0.06222161138133638
1968-12-01,0.06331222614756336,-0.14340272099952997,0.031173440317312878,-0.34436521733679426,0.15246346592903137,0.056585860373058794,-0.45044412836432457,1.0940136228288924,-0.006148923829102972
1969-01-01,0.42887158967830513,0.01690796041113185,-0.36646342277526855,-0.04037541405456822,0.025464800235472228,-0.05912909048124099,1.5203806261221569,0.4159430095127651,-0.0318422465686016
1969-02-01,0.23285760371773329,-0.030557035402519497,-0.17054198185602823,0.3918166931082563,0.13623384660796115,0.047045877255814175,-1.4769560347000759,0.5366989970207214,-0.08327798550106158
1969-03-01,-0.24048895747573285,0.0023686393039433038,-0.359394629796346,-0.0033429119645095456,0.223487988114357,0.20594678189553006,-0.7149647921323776,1.2197441714150565,-0.1198527159964203
