,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,19.260712,26.532593,23.214996,15.186707,23.387634,25.38498,25.396454,13.485748,18.077179
1965-02-01,19.026215,26.846436,22.313385,14.398346,24.39206,25.997711,24.851105,12.885498,17.72992
1965-03-01,18.046753,27.102417,22.044922,14.643341,25.969757,27.009613,25.057678,13.047638,17.082764
1965-04-01,19.297638,27.699677,22.72052,15.399261,27.153809,27.91272,25.319122,13.233276,18.473358
1965-05-01,20.544556,27.874298,23.65857,16.480011,27.229645,28.498505,26.1958,14.126404,18.622559
1965-06-01,23.238953,28.16571,24.47937,18.637512,26.940247,28.48404,26.775085,16.112762,18.918427
1965-07-01,25.951813,27.629303,24.701416,21.361847,26.311066,27.748566,27.125366,19.05716,19.897888
1965-08-01,26.344482,28.324371,25.558624,21.400269,24.794708,27.24112,27.438202,18.978302,21.875793
1965-09-01,26.286102,28.219574,26.1474,21.697144,24.747803,27.214691,28.456085,19.781128,21.9122
1965-10-01,24.619568,28.452606,26.421326,20.106964,25.509216,27.78598,28.14325,18.333649,21.73108
1965-11-01,22.111786,28.28946,24.710388,16.857727,25.572601,27.623322,26.559052,15.790436,20.990631
1965-12-01,21.242615,27.89029,23.089752,14.621887,25.156952,27.528015,25.486786,13.473267,19.988708
1966-01-01,20.012054,27.7005,21.955109,13.8284,25.523468,27.287994,25.158356,11.926727,18.63028
1966-02-01,18.672668,27.007599,21.64444,13.122894,26.10141,27.235046,24.548676,11.541443,17.652985
1966-03-01,18.326721,27.549744,21.555206,12.571716,26.453888,27.61377,24.85025,11.102203,17.244995
1966-04-01,18.862274,27.998047,22.39737,13.672577,26.337921,27.768585,25.084747,12.157196,18.443207
1966-05-01,20.612152,28.351562,23.008575,15.194031,25.129639,27.724731,25.993988,13.401276,18.585907
1966-06-01,23.32022,28.583527,23.80838,16.569244,25.458435,28.107971,26.893127,14.739685,19.803284
1966-07-01,25.771576,28.224976,24.878998,19.378174,25.55777,27.65915,27.312714,17.16632,20.61267
1966-08-01,26.006592,28.116058,25.207794,21.409973,23.089752,26.377747,27.682343,19.876404,21.781128
1966-09-01,26.5961,28.079742,25.816986,21.491669,23.330292,26.057007,27.978882,19.746307,22.09024
1966-10-01,24.82605,28.180603,25.384796,19.838593,23.28894,26.061554,27.897186,18.639374,21.950043
1966-11-01,22.528473,27.866425,24.611725,17.826447,22.81894,25.807892,27.551239,16.400818,20.971222
1966-12-01,21.285889,27.368683,23.59555,15.060394,23.044373,25.946075,26.402954,13.769409,20.359009
1967-01-01,20.253296,26.75299,22.659271,14.016541,23.591797,25.583069,25.557526,12.401367,18.69925
1967-02-01,19.361816,26.964355,22.731873,13.287811,24.623505,25.99176,25.48291,12.0347595,18.103271
1967-03-01,18.979706,27.011932,22.33722,13.267792,25.43985,26.534637,25.237518,11.660645,18.04065
1967-04-01,19.433441,27.73413,22.377808,13.050446,25.47992,27.598389,25.169403,11.301544,18.038635
1967-05-01,20.311401,28.338623,23.219177,14.562927,25.580566,27.527771,26.143005,12.718384,18.57605
1967-06-01,23.225708,28.099731,25.091766,17.812775,25.039185,27.735626,27.409576,15.691772,19.748962
1967-07-01,25.27658,28.15683,25.559052,20.660461,23.876251,26.824615,27.69757,18.859009,20.80722
1967-08-01,26.072388,27.810242,26.002777,22.485474,22.077301,25.768372,28.341614,21.201874,21.865967
1967-09-01,26.518616,27.750153,26.436493,21.148773,22.13388,25.3497,28.157318,19.900726,21.66513
1967-10-01,25.990753,27.723114,26.227142,19.248657,21.769806,25.142853,27.842285,17.583405,21.490845
