,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7,vws850-200_cluster8,vws850-200_cluster9
1965-01-01,24.676834993002426,25.907966250225073,38.983449835713564,60.698953941614086,24.043605792440957,43.374959966182224,33.147794128675436,37.71915697433541,42.587358270162376
1965-02-01,36.751965844684996,31.997894024907538,21.75979926361366,63.30508435726174,23.910941996620263,61.95914682581007,51.53109144131078,33.15546958538303,42.66576658771544
1965-03-01,27.275964080168567,29.858503369033706,14.775009683276675,70.76046064139591,19.941725917331198,62.84672508287194,47.42383963002609,29.897030619845378,56.946423117727704
1965-04-01,28.631183971742438,27.37450258271356,17.622911346927477,41.250435873027605,20.21124707959579,53.89626491331431,56.7987751548224,24.940299440214826,40.61989080642835
1965-05-01,25.51709798884468,20.52997182235275,9.98504502692155,30.837428522725098,18.460667935002924,48.41782088878556,50.22152933886075,18.493185993673332,29.544774191339744
1965-06-01,10.111915815300772,18.14705259060058,19.640924011763104,25.453030689970944,12.382261524950145,23.38711739737647,35.55567731167924,7.265228566570925,27.77684026920328
1965-07-01,9.632411938281585,24.23037945003173,14.307490746381571,16.981254762881445,9.69501668824114,21.868525683015626,43.665560486546454,7.13838109441525,17.964161270199355
1965-08-01,7.615989972400582,23.45185993416909,19.55473358195605,15.358260525159292,11.05015011497116,8.27043527413979,20.719853143145226,9.336650394315376,17.49546378778791
1965-09-01,6.463314797354104,17.91679474527643,18.525064141159213,25.347508546856883,6.602994949752131,14.681771921459777,29.559742192965118,6.21345106723333,32.68319507808507
1965-10-01,10.368192529951552,15.125879814370641,10.945501789281314,23.856500673259553,13.687175098038347,32.1657650621955,32.03958221156311,13.33832177613798,26.157584561076934
1965-11-01,10.957742414606082,31.891394389504068,9.914558813886105,47.7731325333826,19.411172943841876,45.92618972886916,39.44446843956388,14.122335753988256,47.82955154589269
1965-12-01,25.238075343629266,32.042152020542495,18.93181869106348,43.45812920599975,20.08484268735147,59.12068322524384,58.49327389363764,18.89001236548165,46.59510659243913
1966-01-01,24.413517560507394,34.08558750628828,24.144175995480868,73.0870237189729,27.067916184933633,63.930573577057785,42.11216977249417,28.07347650496251,52.74604151865688
