,vws500-250_cluster1,vws500-250_cluster2,vws500-250_cluster3,vws500-250_cluster4,vws500-250_cluster5,vws500-250_cluster6,vws500-250_cluster7,vws500-250_cluster8,vws500-250_cluster9
1965-01-01,10.209159851074219,20.12860107421875,9.764063835144043,10.780142784118652,8.475282669067383,19.524295806884766,9.14788818359375,12.166398048400879,19.56881332397461
1965-02-01,13.547710418701172,18.590253829956055,17.832664489746094,19.00568199157715,18.234006881713867,17.194576263427734,8.12208366394043,8.135042190551758,15.304713249206543
1965-03-01,17.820213317871094,9.284821510314941,15.523773193359375,17.17655372619629,17.215255737304688,13.705816268920898,10.340872764587402,6.9466233253479,23.134666442871094
1965-04-01,10.237817764282227,7.733009338378906,20.70238494873047,13.74604320526123,16.67664337158203,9.592164993286133,4.365568161010742,9.327683448791504,7.966831684112549
1965-05-01,11.288432121276855,4.334451675415039,17.61398696899414,14.192575454711914,16.07369041442871,8.094070434570312,5.775754451751709,5.956080436706543,7.690756797790527
1965-06-01,14.540131568908691,6.429849147796631,16.45535659790039,7.999513626098633,5.43361234664917,7.160557746887207,2.1788179874420166,7.774308681488037,7.704977035522461
1965-07-01,8.445794105529785,3.035236120223999,12.711880683898926,0.8649535179138184,7.510592460632324,3.3123533725738525,0.9861297011375427,6.017786979675293,4.453372001647949
1965-08-01,5.719456195831299,3.8759052753448486,5.2839531898498535,5.88711404800415,4.048302173614502,10.758063316345215,1.2316259145736694,16.20445442199707,3.3983466625213623
1965-09-01,12.723335266113281,8.209416389465332,10.824336051940918,3.867985248565674,2.520188093185425,5.332706451416016,1.8026431798934937,2.685793876647949,5.954447269439697
1965-10-01,6.326401710510254,4.872560024261475,13.350440979003906,17.979080200195312,5.194761753082275,5.076773643493652,5.724364757537842,5.089287757873535,5.504490852355957
1965-11-01,14.729066848754883,2.4476137161254883,8.875970840454102,10.052441596984863,9.872703552246094,6.713174819946289,4.427301406860352,12.403562545776367,10.785881042480469
1965-12-01,17.686119079589844,5.525055408477783,20.27337646484375,17.80333137512207,8.97588062286377,5.703391075134277,4.892402648925781,7.769716739654541,7.33785343170166
1966-01-01,19.810518264770508,8.122751235961914,14.314587593078613,24.365331649780273,13.664271354675293,11.835731506347656,8.124670028686523,10.006847381591797,21.231952667236328
1966-02-01,12.560038566589355,8.161815643310547,14.958165168762207,23.939599990844727,17.818790435791016,9.277270317077637,7.249522686004639,9.197385787963867,9.252991676330566
1966-03-01,9.945326805114746,9.44322395324707,21.377323150634766,21.882984161376953,17.47663116455078,11.479748725891113,5.050919055938721,11.090028762817383,13.716870307922363
1966-04-01,10.853400230407715,5.336370468139648,24.63643455505371,17.2128963470459,18.037538528442383,8.202587127685547,4.454924583435059,7.012331962585449,11.977794647216797
1966-05-01,14.1531343460083,3.109210252761841,17.386014938354492,12.539270401000977,12.373908996582031,6.252586364746094,8.020195960998535,3.669755458831787,4.701873302459717
1966-06-01,11.256636619567871,9.171061515808105,15.83796215057373,9.96529483795166,6.217435836791992,6.593005180358887,3.9276375770568848,6.448539733886719,4.8655877113342285
1966-07-01,8.786113739013672,2.5645713806152344,13.690004348754883,2.7578506469726562,3.0395050048828125,0.5534377694129944,4.254535675048828,7.5532708168029785,5.809144973754883
1966-08-01,9.271925926208496,5.298201560974121,5.220589637756348,4.327932834625244,1.923092246055603,2.0332655906677246,3.3863465785980225,9.40900707244873,5.0159525871276855
1966-09-01,13.954167366027832,5.418978214263916,8.941924095153809,6.999714374542236,3.210008382797241,8.861763000488281,1.8390438556671143,4.108092308044434,5.771215915679932
1966-10-01,13.187314987182617,6.500978946685791,10.389764785766602,9.478996276855469,3.5877292156219482,3.2468297481536865,8.232429504394531,5.2872796058654785,7.598634243011475
1966-11-01,13.86025333404541,12.022723197937012,10.212937355041504,8.239300727844238,6.245482444763184,11.930978775024414,8.44724178314209,7.953629493713379,12.208843231201172
1966-12-01,10.18702220916748,9.679910659790039,13.888619422912598,15.845717430114746,12.067002296447754,18.822071075439453,9.881512641906738,11.584142684936523,14.318480491638184
1967-01-01,7.466383457183838,21.068744659423828,10.639799118041992,17.98468780517578,10.480525970458984,16.51143455505371,15.81467342376709,11.51125431060791,20.726118087768555
1967-02-01,13.248453140258789,15.66273021697998,12.744908332824707,16.349653244018555,17.78919219970703,21.938568115234375,13.035148620605469,6.525360584259033,20.456445693969727
1967-03-01,16.934406280517578,16.931896209716797,14.628028869628906,12.080552101135254,13.601003646850586,9.383304595947266,11.577524185180664,11.506021499633789,12.93967056274414
1967-04-01,16.923198699951172,9.29407787322998,21.610820770263672,8.59412956237793,12.709464073181152,8.026629447937012,7.048349380493164,11.335060119628906,9.455547332763672
1967-05-01,14.545642852783203,1.678698182106018,17.327056884765625,13.49251937866211,14.920961380004883,9.367023468017578,6.619165897369385,4.664019584655762,10.865299224853516
1967-06-01,13.661996841430664,7.21354866027832,12.963579177856445,4.187201976776123,5.124107360839844,1.7279472351074219,6.267049789428711,4.460081100463867,7.241979122161865
1967-07-01,7.707794666290283,4.8254570960998535,9.638265609741211,3.991273880004883,4.85974645614624,0.932908296585083,6.200199127197266,8.786941528320312,8.09984016418457
1967-08-01,7.876062870025635,3.034752368927002,10.26145076751709,3.300023078918457,1.3899112939834595,2.4267635345458984,4.949643611907959,10.279204368591309,2.5939605236053467
1967-09-01,14.3683500289917,6.841947078704834,8.929088592529297,6.375630855560303,1.5272141695022583,9.127052307128906,3.924022912979126,5.7998833656311035,2.9493210315704346
1967-10-01,6.87252140045166,4.855993747711182,16.198373794555664,16.90696907043457,6.629789352416992,4.204245090484619,9.05756950378418,8.1951904296875,5.416686534881592
1967-11-01,10.023759841918945,6.253345489501953,16.522981643676758,10.913285255432129,11.035677909851074,14.24576473236084,9.503156661987305,3.545569658279419,8.529882431030273
1967-12-01,6.754875183105469,8.046675682067871,19.388927459716797,15.481305122375488,17.634050369262695,15.213639259338379,15.70877742767334,8.384339332580566,8.004111289978027
1968-01-01,11.768170356750488,21.05735206604004,14.386971473693848,12.050917625427246,14.633537292480469,16.937170028686523,10.566906929016113,8.26346492767334,17.92154312133789
1968-02-01,11.794143676757812,9.725167274475098,6.6346435546875,19.42347526550293,10.448528289794922,10.400213241577148,4.82926607131958,12.335598945617676,36.3154411315918
1968-03-01,16.125633239746094,11.677011489868164,16.552743911743164,17.230134963989258,7.330845355987549,12.424581527709961,8.015058517456055,16.033166885375977,10.077178955078125
1968-04-01,9.286535263061523,8.203553199768066,16.12769317626953,13.058722496032715,16.853422164916992,11.958885192871094,11.1375150680542,6.2731852531433105,9.13063907623291
1968-05-01,10.911815643310547,2.0141096115112305,13.424688339233398,14.061470031738281,11.69542407989502,5.391958713531494,4.806231498718262,8.330892562866211,11.075053215026855
1968-06-01,6.987277984619141,8.438360214233398,13.801843643188477,10.971317291259766,7.866902828216553,2.6784439086914062,8.585064888000488,6.312986373901367,4.889468669891357
1968-07-01,5.717150688171387,2.6325697898864746,14.94540786743164,3.638477325439453,2.1517422199249268,4.177467346191406,7.33873176574707,4.543413162231445,3.54510498046875
1968-08-01,8.421483039855957,3.808943271636963,7.299835681915283,2.6518421173095703,0.5299960374832153,2.3256874084472656,4.100080490112305,7.049685955047607,3.434502601623535
1968-09-01,8.614950180053711,4.079864501953125,7.727674961090088,7.440460681915283,1.5039781332015991,4.172979354858398,4.2635674476623535,6.345887184143066,3.613917589187622
1968-10-01,10.10386848449707,6.113108158111572,9.908452987670898,10.433296203613281,7.433366775512695,1.617326259613037,4.715854644775391,4.346389293670654,5.842146396636963
1968-11-01,7.9742207527160645,8.087410926818848,12.562301635742188,14.880921363830566,13.672247886657715,15.917280197143555,8.953088760375977,11.847389221191406,17.500959396362305
1968-12-01,9.95150089263916,8.526902198791504,12.580564498901367,15.58350944519043,13.355528831481934,11.43692398071289,9.157524108886719,12.530343055725098,16.486080169677734
1969-01-01,15.629077911376953,18.83269500732422,17.643478393554688,12.519583702087402,14.848968505859375,16.906511306762695,6.619488716125488,15.133769989013672,16.964614868164062
1969-02-01,19.808683395385742,14.271498680114746,21.184282302856445,18.481056213378906,16.336496353149414,10.487462043762207,7.018085956573486,13.392268180847168,15.052186012268066
1969-03-01,17.16895294189453,8.607725143432617,24.96815299987793,18.840240478515625,17.41959571838379,10.494685173034668,8.822770118713379,8.123465538024902,10.326998710632324
1969-04-01,9.957637786865234,6.035285949707031,20.900239944458008,15.890663146972656,14.097148895263672,8.093119621276855,6.262293338775635,8.448657035827637,3.689819097518921
