,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9
1965-01-01,1.2941052,-0.1976554,2.2526526,0.20928212,-1.1107258,-0.103905104,0.1215661,-0.15585765,0.46521854
1965-02-01,-0.6350578,-0.81461066,-1.2514246,1.1408964,0.06004734,-0.9695854,0.035174705,1.241711,1.2386204
1965-03-01,-0.00044136046,-0.6878934,0.64962804,0.030317878,0.85125715,-0.08359511,-0.3286406,0.049303435,1.1255906
1965-04-01,0.49170986,-0.9753252,0.41856417,0.19647792,-0.7433783,0.023547912,-0.06240196,1.0636299,-0.031495333
1965-05-01,0.9570757,-1.3809382,0.5199674,0.028551841,-0.647862,0.42327386,-0.09080668,1.1728332,0.32849342
1965-06-01,-0.6911314,0.7544163,-0.4382856,-0.00044152737,-0.6243141,0.08227043,0.54851925,0.61901593,0.3096552
1965-07-01,0.011626815,-0.41723952,0.16439399,-0.4019335,0.11376586,0.06284352,0.37264574,-0.76280534,0.56912386
1965-08-01,-0.33290863,-0.44240648,-0.35527927,-0.38191786,0.06402092,0.06946635,-0.035763405,-0.493476,0.04017868
1965-09-01,0.6668474,-0.16998652,0.012509728,0.03296709,-0.47831702,-0.575305,-0.020898724,-0.3794159,-0.48861924
1965-10-01,-0.84698904,-0.14952926,-0.5494023,0.018691158,0.07976858,-1.0706942,-0.15026517,0.199127,1.1157296
1965-11-01,-0.07226267,-0.5243826,0.93558806,0.6965768,-0.0772665,0.05165825,0.051363945,-0.73925745,-0.7688395
1965-12-01,0.41444343,-0.968408,0.7582429,-0.12789461,-0.49980456,0.42724752,-0.04194472,0.18499832,-0.16071458
1966-01-01,-0.225391,-0.055696677,0.215409,0.20759697,0.11211681,0.14842816,-0.007956696,0.5034407,0.28904438
1966-02-01,0.27703705,-0.5837307,-0.43211994,0.9329566,-0.7016343,-0.5164607,-0.00260396,1.0038434,0.7224663
1966-03-01,0.018517494,-0.067270085,0.053671457,0.70626354,-0.3039451,-0.17750616,-0.12412417,0.535412,0.6109281
1966-04-01,-0.12586021,-0.41230053,-0.34748983,0.3675985,0.117469504,0.34040117,0.004050636,0.6096262,-0.33360195
1966-05-01,-0.18170157,0.21005611,1.6703237,-0.25909835,-0.2851383,0.7373669,0.22799496,-0.9819986,1.2717664
1966-06-01,-0.059313394,1.6588948,0.7175476,-0.33504844,-0.76731306,0.5614521,0.023291398,-0.27486706,0.17085147
1966-07-01,-0.5082146,0.09200821,0.9056145,-0.084340766,-0.38220987,-0.03920474,-0.13034484,-1.5304307,0.3843798
1966-08-01,0.18777752,0.4460079,0.3340357,-0.2511417,-0.017649364,-0.2196043,-0.058879375,-0.87219656,-0.0092587
1966-09-01,-0.15812092,1.0106428,-0.23378162,-0.19124956,-0.41895524,-0.31493974,-0.08925943,-0.8164998,0.53685874
1966-10-01,0.30871907,-0.18719892,0.30987644,-0.4478886,0.71393096,0.58720285,0.09070613,-0.0020254136,-0.15407023
1966-11-01,0.73910296,0.14018211,0.94409597,0.46119794,-0.08115812,-0.22249775,0.11544418,-0.94134724,-1.6586056
1966-12-01,0.3661518,-0.017504692,0.04788475,0.946266,-0.026474023,-0.713497,0.069729425,0.4136026,0.051067352
