,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9
1965-01-01,3.506338543957099e-05,8.030361606450662e-06,3.6588130569725763e-06,1.781842657975608e-05,-7.174010765736039e-06,2.772446237031545e-05,-3.857208303483987e-06,5.624588662242987e-06,8.033104677451774e-06
1965-02-01,3.727261226980344e-05,1.0278510951768392e-05,2.541226820085285e-06,2.3228675091246023e-05,-8.758085624442242e-06,1.8056797064976614e-05,1.4828348481466451e-06,1.0031807104789582e-05,7.876063136791345e-06
1965-03-01,3.666113223195733e-05,1.3943039570781715e-05,-5.13573148452906e-07,2.4178436552708755e-05,-1.4996561610973484e-06,1.3314590319168929e-05,-6.2731848392223064e-06,3.9641710087781285e-06,9.920503543980885e-06
1965-04-01,2.9420818785130154e-05,-8.664213278454833e-07,1.06062122995354e-05,1.1789467459836532e-05,-6.159664409560204e-07,9.085818912050552e-06,-3.573613768189123e-06,5.069851425305696e-06,3.1641536679671844e-06
1965-05-01,1.7782710582490408e-05,-1.2709182766019903e-06,1.27902035274019e-05,1.0762704598581892e-05,3.6425747583842097e-06,6.979240178376737e-06,-1.4094813077067753e-05,1.1987405310195509e-05,-2.0379401632908412e-07
1965-06-01,5.7421777241603085e-06,-9.147212355086454e-06,1.7783304429030977e-05,-1.0966167136474292e-06,2.0540332939763517e-05,-2.07895472688809e-06,-8.605694228722511e-06,-5.3062545333178005e-06,-6.602165285585215e-07
1965-07-01,-1.1826576737535908e-06,-1.519566257439482e-05,1.8814810118783498e-05,1.455816539523543e-05,7.065754512298571e-06,1.6770593447290594e-05,-9.49730549663123e-06,1.5179050363150378e-06,-5.681775405719236e-07
1965-08-01,-2.2504544925622587e-05,-2.7096082423947966e-05,2.241137508462998e-05,2.9755228453842526e-05,3.902570550156459e-06,1.4201897139779856e-05,-3.500888050953306e-06,5.240106713892478e-06,-6.804058330089902e-07
1965-09-01,1.7246802866900584e-05,-9.747579864639332e-06,1.742528411341482e-05,1.3286339932075535e-05,8.548579712452301e-06,1.6048863926698687e-05,-4.152646535816451e-06,3.5628405747324984e-06,6.133897159088519e-07
1965-10-01,1.7187695073730804e-05,-1.2231922360465082e-05,1.12833333787421e-05,1.1567766198480013e-05,1.1554385429986243e-05,1.679644772896912e-05,-3.923701510559666e-06,7.990214826504137e-06,2.5817000732786255e-06
1965-11-01,3.836061938165906e-05,-1.5115508762601865e-05,1.2480428495109663e-05,1.4986351027905362e-05,8.668007038342591e-06,2.7120082298400426e-05,-5.805556151758735e-07,4.5368005307324696e-06,-8.039460226427764e-07
1965-12-01,1.5129377489382235e-05,8.056472521590107e-06,1.0745052350102924e-05,2.4103863951063057e-05,2.0390679769404395e-06,2.4004134502320085e-05,-1.4299162696419364e-05,9.70926039680292e-06,2.819792825903278e-06
1966-01-01,3.529911576633287e-05,-3.780560466391482e-06,1.2226998080677731e-06,2.187603431444646e-05,-7.634242755780436e-08,2.88826261870175e-05,-8.294642097810181e-06,1.6040970013680144e-05,7.970870683493558e-06
1966-02-01,4.1006085345596896e-05,7.0753945745029615e-06,3.9339832369478245e-06,2.378183871471384e-05,1.6822775491301347e-06,2.2621177701391087e-05,-9.891599130123327e-06,1.149611207284132e-05,4.365399490779964e-06
1966-03-01,3.992001759744359e-05,9.557838718767296e-06,4.6839491574246495e-06,2.6890463276850213e-05,4.431911160075819e-06,2.294743618828458e-05,-1.0620368337423196e-05,8.712014293404675e-06,3.1825670703256037e-06
1966-04-01,1.1591469849329715e-05,-9.27078270561966e-06,7.944972821860574e-06,6.95680772296924e-06,1.6335181224452032e-05,1.628229711059248e-05,-9.213575772857597e-06,8.717317495350055e-06,7.265071872097906e-06
1966-05-01,5.727039318598519e-06,5.751631594928487e-06,7.425167041219538e-06,3.956811866135199e-06,1.0635768646506958e-05,5.180294711711516e-06,1.1753867444559031e-07,2.440215616766413e-06,5.782518655905733e-06
1966-06-01,-1.7346405911666807e-05,-1.5490030591536197e-05,1.955897005245788e-05,1.381460576533859e-05,1.7485889365384794e-05,-5.829273656369575e-06,6.673922786396123e-07,7.917687633966187e-06,-3.244002300561988e-06
1966-07-01,-1.5102451096240923e-05,-4.441793722575172e-06,1.9533831618900876e-05,1.0427879342536412e-05,2.5540628416391247e-05,1.4018981649617976e-05,-7.54950989452798e-06,9.482382896964999e-06,3.802658632423572e-09
1966-08-01,-2.1170441922389296e-05,-1.0709962557834491e-05,1.3912218719269731e-05,1.8501989378834327e-05,1.1894240433664306e-05,3.723975083858022e-06,-1.1405605302728793e-05,1.0971109339275785e-05,7.2972653697434e-07
1966-09-01,-2.1599700684258574e-05,-1.2538147040266687e-05,1.9079895992035745e-05,4.84573782338631e-06,1.8983408428436445e-05,5.408235873953042e-06,-2.8782032448203685e-06,1.0855890619588258e-05,-3.6464234653976746e-06
1966-10-01,-3.0925839248940225e-06,-8.674234882514262e-06,1.1063915508202626e-05,4.83764145682188e-06,7.618598159889136e-06,9.618133252805214e-07,7.472481377629699e-07,1.159925725036281e-05,6.481319303475175e-08
1966-11-01,1.1982705045203841e-05,2.386496607169437e-06,9.438531947125739e-06,7.482687250871334e-06,5.298747771790521e-06,-5.490917942552187e-06,-1.0417860444842676e-05,1.409349367303687e-05,5.180126208870206e-06
1966-12-01,1.2447226789149947e-05,4.372412066599141e-06,8.016228321139351e-06,1.4277228445757456e-05,3.7460582024203107e-06,1.3498884262238183e-05,-1.0282034331201272e-05,1.0698669430601482e-05,2.5531430765113328e-06
1967-01-01,3.547495586698299e-05,1.7550776367268274e-05,1.4388135127774149e-06,1.8981491386333143e-05,-5.550580258729822e-06,2.221016567697613e-05,-1.3257910881214269e-05,2.1900411211082445e-05,1.0212496817985084e-05
1967-02-01,5.186973005359451e-06,1.651557637999828e-05,-3.444269225383323e-06,2.201918281660583e-05,-9.443455091282232e-07,2.7125560109197977e-05,-8.943694094499653e-06,1.4383597433260225e-05,8.49535263114376e-06
1967-03-01,1.436272428049158e-05,8.581266596453273e-06,3.062793609842629e-06,1.926090605041684e-05,-1.8583589409453847e-06,2.270686347098187e-05,-5.121394817409885e-06,5.720612804552884e-06,5.026702183386078e-06
1967-04-01,3.864969692264875e-05,-3.0537049811895344e-07,1.172692918771645e-05,2.1195514595181848e-05,4.341754387462301e-06,2.1385238824223052e-05,-5.6647096520780744e-06,5.687638900719507e-06,1.4614203180940422e-08
1967-05-01,1.0524958243502838e-05,-6.254902893068412e-06,1.3915985164203448e-05,1.132015104751011e-05,1.072711462634374e-05,-8.69351997797215e-08,-3.0992371490435247e-06,5.1110012433220345e-06,-2.0059080725332024e-06
1967-06-01,4.991567399937433e-06,-2.0198889125402693e-06,1.7143295281130122e-05,1.3892646374650391e-05,1.6433634025918952e-05,-6.387307867801914e-06,-5.8616033920375426e-06,1.5075878979849345e-05,8.260304866780643e-07
1967-07-01,-2.3776958441350656e-06,-4.465354882435909e-06,1.766406057868153e-05,9.929404679168642e-06,1.4271847489136182e-05,1.1310823803493502e-05,-1.0119785419310968e-05,1.262049069845165e-05,-1.858092559814395e-06
1967-08-01,-1.1724023352144286e-05,-1.3683104235986739e-05,2.1949092570139328e-05,1.8550733821924592e-05,1.415964501540897e-05,1.9253457139711827e-05,-2.3157838313636603e-06,3.0843400210515183e-06,-1.15074203677068e-06
1967-09-01,2.831741713795482e-05,8.603544188190426e-06,1.102871124203375e-05,1.702098013426666e-05,1.8315321076957878e-05,1.5415102438964823e-05,-3.030407183162068e-06,1.0280313429159262e-05,3.087293634962407e-06
1967-10-01,3.892645883538267e-05,-5.480401472805869e-06,1.6521712495887186e-05,6.615361047299869e-06,1.5535179817613063e-05,8.934017614592449e-06,-1.7870817096674885e-06,9.783625655010406e-06,7.510478212680027e-07
1967-11-01,3.0083861822597953e-05,9.044777781442602e-07,1.0714364861996728e-05,1.6329550951505537e-05,4.618555909207814e-06,1.921768557622272e-05,-2.3087199244163576e-06,8.169563905971315e-06,4.916032594337594e-06
1967-12-01,1.9577062042063675e-05,-6.5357509216622785e-06,9.00749341781193e-06,1.2701364867694554e-05,2.0262444234006424e-06,2.37931734166826e-05,-1.8797867764790324e-06,8.009797287956907e-06,4.8491010602447204e-06
1968-01-01,3.5477344628067355e-05,1.8706197561886467e-05,2.8346718750071886e-06,2.5760492149618317e-05,-1.3209526788966097e-05,2.620946399171468e-05,-3.866603037749883e-06,1.3655404719599065e-05,8.704842912266031e-06
1968-02-01,5.475281688953092e-05,2.1350455898965054e-05,-2.177042119910766e-06,2.1067603856714472e-05,-3.014807194665751e-06,2.4090578184162346e-05,-2.4799817310849903e-06,4.060557407452291e-06,4.947629804519238e-06
1968-03-01,3.79377284201944e-05,-5.194708854525323e-06,9.770583346835338e-06,1.1382231515780717e-05,1.4742283494590987e-06,3.0534708154543e-05,-2.5565322689742414e-06,7.640990634943098e-06,2.7190553737455048e-06
1968-04-01,1.2886578267224488e-05,7.511351240142316e-06,5.911254561397072e-06,1.7668211229215186e-06,8.784781438973951e-06,2.8009295268323818e-05,9.027985470311251e-07,2.054740931826172e-06,3.041037871298613e-06
1968-05-01,-2.7208224149516728e-05,-3.89642724922641e-07,1.6455918512292556e-05,-6.873401374474776e-07,1.3633865699307106e-05,1.2504447492271236e-05,-6.803985718800939e-06,1.623063867863478e-06,5.606019385595573e-06
1968-06-01,-1.2796401867543702e-05,-2.5449287914643017e-05,2.230223117294372e-05,-8.031283272668856e-06,2.5011596798716675e-05,6.394635931883386e-06,-4.3842325557425674e-06,6.153971422093692e-06,-4.42175951320678e-06
1968-07-01,-1.911421617585481e-05,-4.759390092291282e-06,2.028124526987085e-05,1.205210641959728e-05,1.5667676893397857e-05,8.470824279053584e-06,-5.562560051222808e-06,6.392547875601834e-06,-2.373438746872125e-06
1968-08-01,-4.0208501291892706e-05,-8.57749831503987e-06,2.2428901047533145e-05,7.132722635478637e-06,1.0399581988853894e-05,2.4857310639466355e-05,-7.81225451093e-06,9.124572266123092e-06,-1.39145754474157e-06
1968-09-01,-2.6622456396259673e-06,-7.338806758875412e-06,1.5666427088945056e-05,4.1630237617818105e-06,9.713689777063851e-06,1.64629568644159e-05,-4.2692052019170346e-06,8.259600027655725e-06,7.323833983718941e-07
1968-10-01,2.302882314645959e-05,-3.52109017498492e-06,1.4463306570178247e-05,9.129919325474833e-06,1.1547962338158439e-05,1.2475625036737863e-05,-1.7293166859852371e-06,1.198208630770658e-05,9.740399491420249e-07
1968-11-01,3.26782543090624e-05,4.2999948080845425e-06,1.4577771025869879e-05,8.880619372844269e-07,8.957284054939112e-06,1.8411819032356411e-06,-9.063579336330092e-06,9.612715029245503e-06,2.7658754788717488e-06
1968-12-01,1.8400044823733074e-05,1.1691027933780928e-05,6.960935934330337e-06,2.133886288798063e-05,1.2837214193118512e-06,2.3263957397527218e-05,-1.1094962444432262e-05,1.1386452061449715e-05,6.289453722274629e-06
1969-01-01,4.5392693316577653e-05,7.196053257547856e-06,8.220641234402137e-06,2.802388452004916e-05,2.1795122453147756e-06,3.4246371190723344e-05,-1.0604194160449602e-05,1.6458013799249677e-05,7.0063892962934915e-06
1969-02-01,1.9884293364799197e-05,2.361456162921408e-05,3.2401166549789195e-06,2.2149137681689818e-05,-4.837068526851582e-06,2.3765100346887873e-05,-5.068589752741188e-06,1.1519557381812405e-05,6.363238753692713e-06
1969-03-01,2.2676632023135692e-05,1.1350673809409693e-05,8.109243481158046e-06,1.583746064274923e-05,3.555447364614904e-06,1.301715239302818e-05,-8.838360767897582e-06,7.865128089302374e-06,2.810288833643426e-06
1969-04-01,3.004400722976938e-05,1.9130352686584747e-06,7.857117907406064e-06,1.322539185925738e-05,6.304892695142079e-06,1.3850282698513183e-05,-3.2302350321159516e-06,9.616479797780088e-06,3.7545848954323446e-06
