,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9
1965-01-01,3.3782185e-06,-5.9720653e-05,-2.5720747e-05,-7.833433e-05,-5.11696e-05,-6.749571e-05,-6.795516e-05,-7.0351216e-06,-3.6834757e-05
1965-02-01,-1.8533478e-06,-6.472788e-05,-3.1795822e-05,-8.317106e-05,-4.6413636e-05,-8.1709775e-05,-6.139551e-05,-5.500644e-06,-4.547626e-05
1965-03-01,-3.1365648e-06,-5.3376374e-05,-3.2666252e-05,-7.76972e-05,-5.249769e-05,-7.7905e-05,-6.8574336e-05,-1.2849965e-05,-3.134296e-05
1965-04-01,-8.395045e-06,-6.7725035e-05,-3.457761e-05,-8.102638e-05,-6.041233e-05,-8.7013126e-05,-7.905541e-05,-1.9005804e-05,-2.9907194e-05
1965-05-01,-8.637335e-06,-5.5799224e-05,-2.8717903e-05,-8.829494e-05,-6.121995e-05,-8.495819e-05,-7.5403186e-05,-6.792832e-06,-3.1307067e-05
1965-06-01,-9.283425e-06,-6.159612e-05,-2.9624225e-05,-0.00010118989,-4.720331e-05,-8.928343e-05,-7.5600605e-05,-9.816909e-06,-3.066097e-05
1965-07-01,-8.152763e-06,-5.5987664e-05,-2.1449345e-05,-8.828596e-05,-5.907528e-05,-7.476427e-05,-7.395845e-05,-2.35823e-05,-2.5546058e-05
1965-08-01,-5.2632836e-06,-6.723149e-05,-1.8335533e-05,-8.428377e-05,-6.645151e-05,-8.045348e-05,-7.091642e-05,-2.0755635e-05,-2.8175305e-05
1965-09-01,-9.803889e-06,-6.558934e-05,-1.6872847e-05,-8.7101456e-05,-5.8168956e-05,-7.861391e-05,-7.307904e-05,-1.40972825e-05,-2.3975696e-05
1965-10-01,-6.555472e-06,-6.455738e-05,-2.0614807e-05,-9.709796e-05,-4.9913313e-05,-7.2852905e-05,-6.091094e-05,-1.0570684e-05,-3.091223e-05
1965-11-01,-5.6850417e-06,-6.1757644e-05,-1.959183e-05,-9.023322e-05,-4.9096718e-05,-7.952921e-05,-6.144038e-05,-1.2132083e-05,-3.268001e-05
1965-12-01,-2.5605686e-07,-5.1249648e-05,-2.3378652e-05,-9.819274e-05,-4.6431585e-05,-7.567957e-05,-6.4078595e-05,-1.4321622e-05,-4.395076e-05
1966-01-01,4.2432134e-06,-5.290451e-05,-2.4643592e-05,-8.290338e-05,-4.4710065e-05,-6.5893895e-05,-6.992536e-05,-1.7686218e-05,-3.679464e-05
1966-02-01,2.9071366e-06,-5.653798e-05,-3.441161e-05,-8.298485e-05,-3.90236e-05,-8.01508e-05,-7.18643e-05,-1.5763575e-05,-3.5735557e-05
1966-03-01,2.100604e-06,-6.0538063e-05,-3.807767e-05,-8.2496044e-05,-5.284872e-05,-7.471688e-05,-7.14814e-05,-2.2492832e-05,-4.5927205e-05
1966-04-01,-7.0808433e-06,-6.38864e-05,-2.7796406e-05,-7.368935e-05,-4.021303e-05,-7.464356e-05,-6.116755e-05,-1.4957039e-05,-2.9910592e-05
1966-05-01,-6.3476305e-06,-5.5055265e-05,-1.5014073e-05,-8.595029e-05,-5.1781488e-05,-7.698984e-05,-7.786035e-05,-6.34587e-06,-3.6118458e-05
1966-06-01,-7.3659808e-06,-6.712883e-05,-2.1278964e-05,-8.137993e-05,-3.3557095e-05,-9.239544e-05,-7.786035e-05,-2.3038667e-05,-2.8387141e-05
1966-07-01,-1.2025952e-05,-6.504325e-05,-2.6769907e-05,-7.99135e-05,-4.1630574e-05,-7.712019e-05,-7.625543e-05,-2.9075449e-05,-3.172733e-05
1966-08-01,-6.2172817e-06,-5.651354e-05,-2.8774022e-05,-8.4606065e-05,-5.2131803e-05,-8.8990084e-05,-7.591327e-05,-2.0896061e-05,-3.9450497e-05
1966-09-01,-8.066605e-06,-6.406563e-05,-2.4765795e-05,-9.426817e-05,-5.197701e-05,-8.461525e-05,-7.3477364e-05,-1.8362405e-05,-3.1979882e-05
1966-10-01,-7.691853e-06,-5.3735483e-05,-1.9209678e-05,-9.257364e-05,-5.4918008e-05,-8.628534e-05,-6.440183e-05,-1.2341918e-05,-3.2957498e-05
1966-11-01,-8.938316e-06,-4.9401384e-05,-1.9209678e-05,-8.379953e-05,-5.1708168e-05,-8.661121e-05,-6.440998e-05,-1.6130181e-05,-3.223243e-05
1966-12-01,-4.4412786e-06,-6.1279425e-05,-2.487985e-05,-8.479344e-05,-4.4970762e-05,-8.322214e-05,-6.898848e-05,-1.2244154e-05,-3.8513615e-05
1967-01-01,8.6791124e-07,-5.3515778e-05,-3.4530534e-05,-7.143975e-05,-4.572328e-05,-7.256425e-05,-5.639585e-05,-1.1598224e-05,-4.118972e-05
1967-02-01,2.512103e-06,-5.8231803e-05,-3.458668e-05,-7.549008e-05,-4.8626687e-05,-6.998167e-05,-6.58279e-05,-1.3531151e-05,-4.807127e-05
1967-03-01,9.64154e-07,-5.3483695e-05,-3.1121843e-05,-8.401582e-05,-4.791287e-05,-8.801966e-05,-6.9958434e-05,-1.4549749e-05,-3.8358503e-05
1967-04-01,-7.0402543e-06,-8.393735e-05,-2.7977825e-05,-8.649414e-05,-4.778454e-05,-7.7384546e-05,-7.592565e-05,-2.608316e-05,-4.1815318e-05
1967-05-01,-8.828816e-06,-6.7278874e-05,-2.842697e-05,-8.68711e-05,-4.249906e-05,-8.154716e-05,-7.612616e-05,-2.5786403e-05,-3.6642126e-05
1967-06-01,-1.4852178e-05,-6.0445447e-05,-2.4978177e-05,-8.279671e-05,-3.3484073e-05,-8.538093e-05,-7.6848e-05,-1.83354e-05,-4.3652e-05
1967-07-01,-1.0055946e-05,-6.613997e-05,-3.2196585e-05,-9.3736606e-05,-3.9531496e-05,-8.066491e-05,-7.084069e-05,-1.868028e-05,-2.9704435e-05
1967-08-01,-8.443834e-06,-6.9789276e-05,-2.4801728e-05,-9.031188e-05,-5.5837074e-05,-7.7970035e-05,-6.461681e-05,-2.5714218e-05,-3.3826946e-05
1967-09-01,-4.658182e-06,-6.137582e-05,-2.7809398e-05,-8.910078e-05,-3.9675862e-05,-7.573233e-05,-6.320521e-05,-1.8399567e-05,-3.194214e-05
1967-10-01,-9.94366e-06,-6.083845e-05,-2.1898322e-05,-8.699141e-05,-3.8689348e-05,-8.12504e-05,-6.303679e-05,-1.844769e-05,-3.7147413e-05
1967-11-01,-7.545544e-06,-6.210568e-05,-1.7110115e-05,-8.2925035e-05,-5.7938432e-05,-7.517892e-05,-6.382279e-05,-1.3218354e-05,-3.0979685e-05
1967-12-01,9.320743e-07,-5.4774988e-05,-3.360016e-05,-7.8818564e-05,-5.3719676e-05,-7.184241e-05,-6.3734566e-05,-7.6280976e-06,-3.958563e-05
1968-01-01,2.246567e-06,-6.3021645e-05,-4.0396644e-05,-8.2585044e-05,-4.7609934e-05,-7.199119e-05,-6.2870524e-05,-1.4764524e-05,-3.9909555e-05
1968-02-01,2.6280964e-06,-5.9950784e-05,-3.1444626e-05,-8.905246e-05,-5.415179e-05,-7.3173e-05,-6.737445e-05,-2.6070868e-05,-4.1994015e-05
1968-03-01,-5.9051686e-06,-6.251914e-05,-3.056059e-05,-8.9424684e-05,-4.5786026e-05,-7.108854e-05,-6.6769586e-05,-1.8477474e-05,-4.0570256e-05
1968-04-01,-2.424867e-06,-4.762082e-05,-2.82621e-05,-8.7303e-05,-4.6707286e-05,-7.2977586e-05,-6.317761e-05,-2.1678612e-05,-3.1776428e-05
1968-05-01,1.9580898e-06,-6.083482e-05,-2.258566e-05,-8.070531e-05,-4.922911e-05,-7.5769276e-05,-7.57123e-05,-1.5843978e-05,-3.4698398e-05
1968-06-01,-6.900876e-06,-6.291928e-05,-1.9952167e-05,-9.377042e-05,-4.683757e-05,-9.2147195e-05,-8.18261e-05,-1.683038e-05,-2.6202353e-05
1968-07-01,-3.6439028e-06,-7.510035e-05,-3.1630738e-05,-0.00010305744,-5.315609e-05,-7.934264e-05,-7.214824e-05,-2.4554056e-05,-2.8016955e-05
1968-08-01,-8.1013e-06,-7.168519e-05,-2.8783212e-05,-8.851274e-05,-4.6372286e-05,-7.476427e-05,-8.138874e-05,-2.2888342e-05,-5.239771e-05
1968-09-01,-7.850047e-06,-6.359859e-05,-2.2576354e-05,-8.560007e-05,-6.0526156e-05,-7.552733e-05,-6.886335e-05,-1.6374403e-05,-3.314436e-05
1968-10-01,-1.0920909e-05,-5.5400327e-05,-2.3274279e-05,-8.972247e-05,-4.7768128e-05,-8.048723e-05,-7.232505e-05,-1.2884788e-05,-4.1072755e-05
1968-11-01,-5.6725344e-06,-5.406032e-05,-3.013253e-05,-8.4827705e-05,-4.840091e-05,-7.793749e-05,-6.825849e-05,-1.4578412e-05,-3.0129333e-05
1968-12-01,7.9488245e-07,-6.447332e-05,-2.7610706e-05,-8.398089e-05,-5.5342916e-05,-6.8054906e-05,-6.5894856e-05,-1.9938458e-05,-3.8588154e-05
1969-01-01,-8.2686765e-06,-6.603424e-05,-3.167664e-05,-7.726614e-05,-4.3374348e-05,-6.762091e-05,-6.4861706e-05,-1.6862881e-05,-4.0219744e-05
1969-02-01,1.7209686e-07,-6.557383e-05,-3.6100148e-05,-7.7672375e-05,-5.292551e-05,-7.5086704e-05,-6.396798e-05,-1.2800478e-05,-3.8955888e-05
1969-03-01,2.113024e-06,-5.5201162e-05,-3.3698812e-05,-8.218616e-05,-4.0575804e-05,-7.334438e-05,-7.13435e-05,-1.3125469e-05,-4.0445437e-05
1969-04-01,-7.48328e-06,-6.0554506e-05,-2.7794787e-05,-8.9570705e-05,-4.834853e-05,-7.7144985e-05,-7.3663585e-05,-1.7332311e-05,-3.848645e-05
1969-05-01,-7.979792e-06,-6.8914036e-05,-1.941721e-05,-8.163548e-05,-4.7788828e-05,-8.01963e-05,-7.023311e-05,-1.2430346e-05,-3.3467128e-05
1969-06-01,-7.095093e-06,-6.14031e-05,-1.7232538e-05,-8.622148e-05,-5.8486487e-05,-8.712045e-05,-6.8906054e-05,-1.8207988e-05,-3.0776915e-05
