,r100_cluster1,r100_cluster2,r100_cluster3,r100_cluster4,r100_cluster5,r100_cluster6,r100_cluster7,r100_cluster8,r100_cluster9
1965-01-01,16.750412,74.056816,84.135605,53.686302,69.02807,63.996048,81.449234,57.943535,26.824282
1965-02-01,13.408833,84.736755,75.13136,51.35539,63.181946,61.489864,68.90194,86.020966,34.380505
1965-03-01,17.087845,57.73059,88.28964,61.673325,78.83658,74.929886,71.40649,72.95442,18.989594
1965-04-01,7.4546013,66.8757,85.3674,25.95285,77.28864,39.088196,85.5574,80.80713,12.73069
1965-05-01,6.4898033,72.90528,71.512955,30.583555,69.18532,44.25126,83.22977,82.41403,14.226212
1965-06-01,4.6830597,61.540646,65.15741,28.848885,54.590492,40.21516,72.13049,66.71354,9.461185
1965-07-01,4.832119,56.000835,71.834015,29.654795,61.190105,44.354454,61.748672,72.66122,9.641369
1965-08-01,4.149063,50.144886,65.58821,19.620235,52.995052,32.80472,66.68569,65.781494,11.813396
1965-09-01,5.500435,55.622448,81.215,28.28704,70.86266,45.037514,66.69879,81.211716,8.671658
1965-10-01,4.877987,70.911804,88.32895,26.521246,78.28784,42.97851,80.210884,90.974365,11.647953
1965-11-01,5.298958,68.39906,91.55914,20.463821,89.85559,34.324814,87.75728,95.47239,12.483349
1965-12-01,12.596371,73.00029,84.36165,50.45611,74.71858,67.09029,88.00134,71.12802,27.636744
1966-01-01,17.924618,67.223404,90.38962,45.134083,82.06508,46.12889,60.194088,61.51393,38.749912
1966-02-01,11.578205,87.09657,75.85985,32.570942,63.171944,44.3297,79.5994,55.477783,35.560287
1966-03-01,11.849068,79.473,86.12639,58.788883,72.77036,75.44288,81.00297,79.2678,27.913733
1966-04-01,6.6649055,76.17339,85.54855,27.124125,74.34301,41.384674,84.15976,74.050804,11.615959
1966-05-01,5.4862404,53.478317,76.94658,24.678144,61.96537,39.217766,82.93513,68.09345,8.053696
1966-06-01,3.8856812,68.43983,70.55421,24.399075,67.50904,43.69276,63.715313,84.58329,11.405838
1966-07-01,5.6323395,67.45323,57.87451,27.555864,49.523712,40.851154,66.34515,75.97804,13.5546875
1966-08-01,5.707855,53.31744,60.376305,27.70525,46.137096,41.337067,69.68252,73.44998,13.748394
1966-09-01,5.031517,58.347294,68.84859,27.936714,53.38967,45.679092,66.85897,75.723595,10.708157
1966-10-01,4.8821297,57.26384,79.24974,22.649132,73.405655,36.37288,77.80186,89.76089,12.912823
1966-11-01,8.199799,58.93991,78.92799,42.691383,80.595856,60.15469,85.55019,96.627686,18.313675
1966-12-01,11.510899,71.12384,85.84404,45.734905,76.76765,67.68634,76.992546,83.02213,23.415758
1967-01-01,21.527714,72.45341,78.19458,71.198425,63.908363,79.21478,74.870476,60.50656,35.700768
1967-02-01,16.163204,62.28685,79.79583,53.02226,67.43516,68.37598,67.97228,53.322914,33.474564
1967-03-01,11.226028,72.09532,92.34399,35.065674,81.930824,48.71342,74.23538,59.879913,27.873579
1967-04-01,7.7178154,63.27665,84.48133,34.086006,82.66219,50.591675,87.74125,77.986824,21.107136
1967-05-01,6.067585,59.619797,72.38922,29.716364,69.55326,43.965424,90.470795,85.69071,12.182049
1967-06-01,4.3143234,61.487915,60.803837,32.85298,66.89296,51.817944,78.27904,70.86736,15.860859
1967-07-01,4.92239,61.271713,60.335964,28.691093,43.62592,44.00596,72.70339,66.47576,13.464058
1967-08-01,5.057518,58.76512,60.258266,40.925083,45.686592,58.685734,69.90628,72.61218,18.451904
1967-09-01,6.7347717,67.142944,72.09532,37.144928,54.057663,54.44446,72.74562,82.290596,14.984226
1967-10-01,7.0185356,60.553856,86.65349,46.07508,70.17991,68.53137,88.106094,82.19769,12.703972
1967-11-01,8.734638,63.374615,78.52902,34.288696,87.893265,51.713223,85.49309,84.24486,16.352379
1967-12-01,12.801941,86.043724,86.88827,38.01142,80.76874,54.724846,85.116425,99.76749,18.931602
1968-01-01,15.303223,80.83242,83.909935,49.992878,66.74216,62.31743,75.17796,63.024033,35.849503
1968-02-01,12.669949,78.00278,77.73881,45.88201,71.80107,62.547596,58.0456,64.83642,33.972733
1968-03-01,10.204075,83.44637,83.0649,41.36714,75.83307,55.050175,92.13006,92.63869,21.958832
1968-04-01,12.385052,65.80539,81.82875,37.19994,81.019135,47.367653,89.63521,79.650986,9.930447
1968-05-01,6.6259766,48.2159,72.66058,29.62365,77.643845,46.194267,87.76005,75.04598,8.549427
