,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9
1965-01-01,1010.91284,1014.2543,1019.4519,1010.9221,1018.83044,1017.3533,1015.22925,1010.0421,1007.0455
1965-02-01,1008.61206,1013.4691,1016.55945,1009.5081,1014.387,1015.8295,1014.48315,1009.09326,1006.39307
1965-03-01,1011.06537,1012.408,1018.83044,1011.83563,1018.63947,1021.9468,1016.3318,1011.80585,1008.0446
1965-04-01,1010.2654,1016.983,1019.64905,1011.3197,1018.7393,1019.05804,1018.4634,1016.7219,1013.592
1965-05-01,1009.2607,1017.5207,1019.44196,1013.87164,1015.2695,1019.0147,1012.80554,1016.7393,1013.37305
1965-06-01,1012.39197,1017.58575,1019.5095,1017.17584,1015.99445,1021.2609,1013.81586,1017.8122,1016.85834
1965-07-01,1012.3578,1020.8832,1025.633,1017.43823,1022.22217,1026.2228,1018.6016,1021.62305,1018.6333
1965-08-01,1011.6062,1019.72845,1024.5223,1016.779,1019.8463,1027.6051,1012.5277,1016.4888,1014.3963
1965-09-01,1012.50977,1020.95764,1024.0101,1016.66235,1018.8423,1023.7137,1015.3061,1018.3362,1013.1715
1965-10-01,1011.8195,1019.87915,1024.5105,1014.90546,1020.9545,1020.343,1015.0909,1014.8893,1011.72095
1965-11-01,1011.2514,1017.7539,1023.5853,1013.52124,1021.79486,1021.05005,1016.37274,1014.0335,1010.20026
1965-12-01,1009.5758,1014.1247,1018.2196,1012.0266,1015.2156,1016.5532,1013.2316,1010.11597,1007.0957
1966-01-01,1011.2992,1016.02966,1020.9604,1012.60547,1019.50586,1016.8508,1018.1646,1011.53955,1006.90674
1966-02-01,1009.9973,1014.02625,1018.46,1010.55505,1018.75476,1014.1689,1015.18353,1010.4649,1007.8324
1966-03-01,1009.40594,1015.74927,1019.46576,1010.81165,1018.50195,1018.9695,1015.7393,1013.31335,1010.2621
1966-04-01,1009.7921,1016.8521,1021.13446,1011.77057,1019.3194,1017.1832,1018.8781,1015.58344,1011.56213
1966-05-01,1011.71295,1020.1506,1020.4309,1014.813,1016.3758,1018.02814,1017.6845,1020.95917,1015.89825
1966-06-01,1011.28485,1019.4789,1020.5248,1016.404,1016.62866,1026.5377,1015.9389,1018.2609,1015.9402
1966-07-01,1010.52814,1020.4172,1023.718,1015.8019,1016.99786,1021.10187,1014.3504,1019.9721,1015.9395
1966-08-01,1010.9199,1020.62994,1022.7449,1016.15607,1020.5673,1025.0461,1020.19366,1021.92365,1015.7111
1966-09-01,1011.7417,1020.64435,1023.5679,1015.8932,1019.66675,1021.242,1016.06287,1017.647,1012.39575
1966-10-01,1010.92053,1017.9192,1021.8655,1014.43054,1019.4921,1019.7569,1019.91956,1017.2182,1012.3733
1966-11-01,1009.82275,1016.5148,1017.416,1012.4727,1011.88385,1016.07227,1014.83484,1012.1686,1008.8514
1966-12-01,1009.0761,1015.27484,1018.2303,1010.13885,1019.21857,1016.15234,1017.0812,1012.82513,1007.92633
1967-01-01,1010.0516,1011.293,1016.6058,1010.93024,1014.7657,1014.48346,1013.9444,1008.3356,1005.2844
1967-02-01,1009.2919,1011.46936,1018.9132,1010.12415,1020.0466,1014.7106,1018.6403,1010.6916,1004.7417
1967-03-01,1009.9514,1015.9949,1021.0515,1009.62494,1022.9511,1016.4353,1019.35724,1015.07117,1009.02344
1967-04-01,1009.66046,1016.28217,1018.702,1010.54065,1018.9755,1018.61206,1016.637,1016.25024,1013.15784
1967-05-01,1009.2367,1016.4171,1016.8692,1012.6796,1012.5019,1021.47156,1014.0096,1016.55786,1014.0742
1967-06-01,1009.8898,1018.7449,1018.67883,1014.86365,1009.5248,1022.79724,1014.1076,1019.36884,1016.69867
1967-07-01,1010.02325,1020.37964,1023.92554,1015.3331,1016.98096,1024.6141,1014.4247,1020.9557,1016.4766
1967-08-01,1011.5528,1020.4202,1024.5002,1016.5296,1018.53876,1029.054,1014.5691,1019.08734,1014.5785
1967-09-01,1011.7088,1021.83875,1025.3964,1015.5726,1020.1024,1023.53516,1018.8921,1020.66986,1014.3565
1967-10-01,1011.883,1018.9843,1021.2322,1014.78534,1014.8107,1022.13403,1016.21326,1014.794,1010.72565
1967-11-01,1010.7205,1017.5817,1021.60297,1011.5542,1016.7821,1017.9757,1015.8244,1014.1069,1008.70056
1967-12-01,1009.6633,1015.1336,1019.5553,1010.99335,1017.6775,1015.8113,1015.18365,1011.36127,1007.8088
1968-01-01,1009.3884,1012.3059,1018.9816,1009.5008,1017.9705,1014.41187,1011.7728,1007.6359,1004.0994
1968-02-01,1010.7766,1013.22186,1021.26654,1010.22284,1022.7679,1015.61835,1015.23413,1011.33057,1005.8784
1968-03-01,1008.5104,1015.7608,1022.0058,1008.9233,1023.23157,1016.47064,1015.4981,1013.07806,1009.6954
1968-04-01,1009.8242,1016.9222,1021.3932,1011.5645,1020.3041,1014.4705,1009.8843,1014.93713,1011.29047
1968-05-01,1010.2257,1017.39166,1019.84827,1013.4959,1018.81714,1017.8596,1015.8767,1017.6306,1012.6122
1968-06-01,1011.44147,1015.45386,1019.6386,1015.4638,1014.69525,1017.3837,1011.68475,1014.1922,1014.89276
1968-07-01,1011.73553,1020.88586,1022.9317,1017.3122,1016.05273,1026.8846,1015.9318,1021.13776,1016.8592
1968-08-01,1012.7238,1021.8834,1027.0901,1017.44104,1023.7103,1025.7898,1012.1635,1019.7424,1015.0309
1968-09-01,1011.6877,1021.31024,1024.5927,1016.1071,1020.54596,1019.7974,1015.3923,1019.70874,1013.66833
1968-10-01,1011.30975,1019.9935,1022.68274,1014.5572,1017.9112,1020.75854,1014.85486,1017.7587,1011.70264
1968-11-01,1011.5545,1018.4994,1020.14307,1013.4559,1016.4893,1019.41174,1014.7182,1014.7554,1009.9945
1968-12-01,1010.20276,1015.9211,1020.1488,1011.50226,1017.8575,1015.6513,1016.41986,1012.7896,1008.20483
1969-01-01,1009.2991,1014.3918,1017.66077,1009.57544,1013.85583,1013.9869,1011.12915,1009.60913,1006.6797
1969-02-01,1010.2319,1013.6244,1017.9029,1010.3205,1017.46423,1014.46423,1016.22687,1010.16327,1006.4894
1969-03-01,1010.38226,1016.2712,1019.5801,1011.0736,1018.20984,1018.06885,1018.22736,1014.79614,1010.56134
1969-04-01,1009.74023,1017.521,1021.0938,1011.3675,1020.48486,1017.984,1017.2302,1017.5628,1013.9601
1969-05-01,1009.65656,1017.0281,1018.3272,1012.77826,1019.4634,1020.0742,1018.7146,1018.74713,1014.05054
1969-06-01,1011.2508,1018.7209,1019.34546,1015.37213,1011.47174,1021.3309,1014.5584,1019.5607,1016.4153
1969-07-01,1011.0069,1021.392,1023.9721,1016.5732,1020.3894,1026.6383,1018.40076,1023.66205,1017.5734
1969-08-01,1010.9601,1022.2587,1024.3291,1016.19006,1018.9448,1027.3165,1019.8777,1022.2924,1016.5264
1969-09-01,1011.4043,1021.59424,1027.8395,1015.22925,1029.6008,1020.49164,1024.2566,1020.8155,1013.8072
1969-10-01,1010.97186,1018.8619,1021.9031,1013.2107,1019.0834,1018.5842,1021.22046,1016.0684,1011.8579
1969-11-01,1010.8371,1018.462,1022.0403,1012.1917,1018.3172,1018.0807,1017.5909,1013.4871,1009.2404
1969-12-01,1010.6843,1015.6753,1020.2396,1011.32446,1019.31177,1015.6703,1017.1092,1010.89954,1007.3142
1970-01-01,1010.73883,1016.4597,1020.0415,1010.3211,1018.7135,1015.0586,1017.50134,1011.88745,1008.1939
1970-02-01,1009.8083,1013.3307,1018.45087,1009.34424,1021.12415,1014.992,1016.58923,1010.8018,1007.9603
1970-03-01,1009.4096,1015.3432,1017.1193,1009.2991,1014.7704,1016.4407,1016.8507,1012.5606,1009.1119
