,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9
1965-01-01,-0.101281285,-0.044442296,0.033251762,-0.077694714,-0.052899837,-0.016443014,0.031991005,-0.028157532,0.040133357
1965-02-01,-0.0350917,-0.079113066,0.027263165,-0.04790938,-0.03587967,-0.062145352,-0.0004734397,-0.006304443,0.028576434
1965-03-01,-0.000315845,-0.08499658,0.030257463,-0.009771526,-0.032885373,-0.035301805,0.032253623,0.007458806,0.026475191
1965-04-01,0.0018379092,0.006145537,0.002573371,-0.038768888,-0.02537334,-0.04160559,0.015391052,-0.040029645,0.017860055
1965-05-01,-0.039451778,0.01229167,0.033304274,0.0409739,-0.020277798,-0.04459989,-0.0059892535,-0.0056215525,0.018175244
1965-06-01,0.011188567,0.03992325,0.029994786,0.046016872,-0.0036253333,-0.030679047,0.030520141,-0.013238609,0.013027132
1965-07-01,-0.012975931,0.022692919,0.040396035,0.018910646,0.022167623,0.0073012114,0.0355106,0.0012075305,0.028681517
1965-08-01,-0.09870726,0.035090327,0.036088467,0.055945337,0.02742076,-0.0418157,0.055472553,0.017282188,0.023638487
1965-09-01,-0.015707552,0.016861916,0.031360626,0.061513662,0.029101789,-0.04486251,0.02815622,0.004464507,-0.0025746822
1965-10-01,-0.038716376,0.028734028,0.02847141,0.047540307,0.018542945,-0.04827708,0.076380074,0.008877158,-0.0051487684
1965-11-01,-0.070970654,0.033671975,0.007879078,0.036718845,0.010663211,-0.05909854,0.051795363,0.008351862,-0.026686668
1965-12-01,-0.06555992,-0.04423213,0.023270786,0.03314668,-0.021486044,-0.08741301,0.025161922,-0.012398064,0.010505617
1966-01-01,-0.05527079,-0.0117762685,0.029621005,0.023876429,-0.03165424,-0.1149503,0.045486867,0.006186843,-0.0015181303
1966-02-01,-0.023128629,-0.0050287247,0.034499288,0.011110723,-0.054495692,-0.105376065,0.03408897,-0.0029314756,0.00983417
1966-03-01,-0.055817842,-0.018295884,0.021551251,0.0033601522,-0.10925132,-0.075650275,0.031216681,-0.022444725,0.031535804
1966-04-01,-0.037535608,-0.020985782,0.0064148307,0.03463608,-0.021487296,-0.07957113,0.03427136,-0.026593566,0.0019012094
1966-05-01,-0.016563416,0.024058819,0.02784288,0.029803336,0.0017188787,-0.050665975,0.014256597,-0.003341794,0.023146927
1966-06-01,7.754564e-05,0.02934742,0.03974235,0.06440747,0.006278038,-0.06534654,0.0094694495,0.0003055334,0.01229614
1966-07-01,-0.08248901,0.012752056,0.03823781,0.018086255,0.020183504,-0.03904009,0.033952177,0.003952861,0.028481185
1966-08-01,-0.035529554,0.02082175,0.037234783,0.02100414,0.011293113,-0.082261026,0.011840224,-0.0009710789,0.019727588
1966-09-01,-0.054085374,0.028845906,0.031854987,0.056930423,0.019590795,-0.0604226,0.031079888,-0.0029314756,0.021596849
1966-10-01,-0.06516415,0.019271672,0.029438615,0.030897558,0.0073722005,-0.09885645,0.0057765245,-0.0017917156,0.02346611
1966-11-01,-0.047839344,0.013846278,0.029666543,0.039058447,-0.05376625,-0.073735416,0.01457572,0.0019012094,0.020867348
1966-12-01,-0.07478398,-0.0068523884,0.031946182,0.020092309,-0.060650587,-0.09584737,0.01835984,-0.0064876676,0.03541112
1967-01-01,-0.071235895,-0.00029814243,0.019162714,-0.012591958,-0.07479334,-0.048426986,0.029939413,-0.017614007,0.023871005
1967-02-01,-0.04031837,-0.030326366,0.022615433,-0.048426986,-0.055750966,-0.025775075,0.019842803,-0.00861609,0.028108418
1967-03-01,0.013774395,-0.034511447,0.030305624,0.0017421246,-0.034616113,-0.019706607,0.0035731792,-0.008982182,0.03490925
1967-04-01,0.0078629255,-0.008197546,-0.0014489889,-0.0046924353,-0.032575846,-0.057791233,0.019110382,-0.011859536,0.01874423
1967-05-01,0.011681795,0.019738197,0.036426365,0.037681878,0.016547024,-0.087087154,-0.0077266693,-0.021903753,-0.05010104
1967-06-01,-0.04115534,0.029677868,0.033444464,0.09010059,0.022510827,-0.008929968,-0.0086683035,0.017959476,-0.03806889
1967-07-01,-0.017457128,0.036740243,0.043070257,0.08340436,0.012361884,-0.023630142,0.05149281,0.011054039,0.027166784
1967-08-01,-0.0074127913,0.030305624,0.03564167,0.04312253,0.013669729,-0.019497395,0.06090933,0.009170771,0.01733172
1967-09-01,-0.039481282,0.034176826,0.01994741,0.046522975,0.014611423,-0.054547787,0.028579235,0.0071828365,0.000957489
1967-10-01,-0.036970258,0.0333398,0.020627499,0.06368196,0.013774395,-0.057843566,0.037106454,-0.0060526133,0.027219057
1967-11-01,-0.013899803,0.0047240257,-0.028181434,-0.0086683035,0.0082291365,-0.10272896,0.03093338,-0.015259862,-0.016515493
1967-12-01,-0.055018544,-0.059569955,0.025231123,-0.018294096,-0.11973107,-0.06469667,0.043227196,-0.006942034,0.020889103
1968-01-01,-0.035862982,-0.033854395,0.018330991,-0.0025357306,-0.06770241,-0.006627232,0.050319195,0.0019277334,0.029340893
1968-02-01,0.008250982,-0.03448674,0.0268116,-0.04374844,-0.001271069,0.009106487,0.049314916,-0.025931746,0.02454266
1968-03-01,-0.034561127,-0.017860323,-0.027531147,-0.03854105,-0.072761,-0.15834802,0.07107434,-0.06684691,0.020562738
1968-04-01,-0.022770137,-0.01499626,-0.018678606,0.013160795,-0.02291891,-0.066474915,0.039904445,-0.05884981,0.027443916
1968-05-01,-0.0022381544,0.01673159,0.024951816,0.041801393,-0.05803156,-0.041330725,0.035031796,-0.0012338758,-0.0067016482
1968-06-01,-0.0037259758,0.016136467,0.030754328,0.034362286,-0.020129234,-0.045161873,0.04585573,0.007804632,0.026625603
1968-07-01,-0.015702963,0.03123787,0.031981766,0.09465632,-0.035751373,-0.04850948,0.04652524,-0.0010851026,0.023315191
1968-08-01,-0.003911972,0.037040383,0.035701334,0.07829028,0.010371149,-0.028386652,0.067205995,0.020004809,0.03272569
1968-09-01,-0.021579862,0.028708547,0.028411001,0.045483768,0.024505466,-0.04229781,0.0417642,0.012342513,0.02692318
