,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11,vo500_cluster12
1965-01-01,1.514473838958062e-06,-1.3190842832615876e-05,2.064758692064234e-06,-1.5505705690615015e-05,-1.1874260141461668e-05,1.4306883089125668e-05,-1.888244354064794e-05,-3.859292519337032e-05,-0.0012335112842265517,1.0904423106694594e-05,-7.4970019382796645e-06,1.2477031328345242e-06
1965-02-01,-2.5685405558198614e-07,-1.7123294304865202e-05,-4.254715826218239e-06,-1.37387368576364e-05,3.885797630045413e-05,-8.146240806100275e-08,-2.118333638948086e-05,3.833873355082081e-05,-0.002006132126552984,6.609652195442726e-06,-9.051207640347467e-06,2.9624366923086105e-05
1965-03-01,4.266006160708089e-07,-9.810178402295238e-06,1.1022521562153997e-06,-1.1401344737451937e-05,2.86395363453325e-05,-1.4046694488177879e-05,-2.7012561962716038e-05,-2.3299930944631342e-05,-0.0061429258494172245,2.9544201728034143e-05,-1.576727613453464e-05,8.752625746684572e-08
1965-04-01,-7.063169265749112e-07,-1.5375331007708698e-05,-1.211811417349617e-06,-1.005938698923543e-05,-4.000318929155906e-06,1.6774290498670226e-05,-1.2611902790225728e-05,-5.8583470187538e-05,-0.006826708704466,-5.129592055810564e-06,-6.321132964696789e-06,9.410288653154379e-06
1965-05-01,1.812860468018823e-06,-9.709878104874419e-06,-1.1725167799644018e-05,-1.4928437613653604e-05,-6.8410731875056014e-06,5.841950184606271e-06,-5.899250168880968e-06,-3.8682295174415536e-05,-0.008136843825923279,-1.8295722838956863e-05,-3.5270345663242363e-06,2.3049152239251175e-06
1965-06-01,8.409684578908974e-07,4.0688905246769084e-07,-9.392360447063333e-06,-1.2503773581960963e-05,-4.868396635790686e-05,-1.6228106830442578e-05,-5.910028862258927e-06,-2.3963987890359327e-05,-0.006614933226956055,-1.9549594677907105e-05,-2.4486840713465448e-06,6.218953365952564e-06
1965-07-01,2.405015111574059e-06,3.1440553112900744e-06,-5.551484199323958e-06,-1.119628820931582e-05,-5.0458032590892886e-05,-3.27300072325777e-05,-3.958520470145491e-06,-4.91494536921285e-06,-0.005518369289347902,-2.185687359694081e-05,-5.182280425476071e-06,1.2970842642691703e-05
1965-08-01,4.030410496949908e-06,6.376798573096018e-06,-3.213442109232087e-06,-1.4601054890253753e-05,-4.3550396860096484e-05,-2.6141928994512257e-05,-6.143219760307655e-06,-4.2906340998645955e-06,-0.006316115468507633,-1.5673986126785167e-05,-3.958708193436153e-06,-7.842093288136545e-07
1965-09-01,1.7335399029746905e-06,2.2583489864239286e-06,-7.163417389425117e-06,-1.2294509798704422e-05,-1.7835487421008667e-05,-6.021361389453066e-06,-3.3090692022006486e-06,-3.730830333855314e-05,-0.007006178930168971,-3.397075084245039e-05,-4.331702685944372e-06,1.1800446559507876e-05
1965-10-01,8.928364992201931e-07,-5.1673817039561216e-06,-6.040483228952369e-06,-1.0563013785469121e-05,-5.058103734852686e-05,5.885968390679873e-06,-1.4356617186847446e-05,-2.4518853933841456e-05,-0.006533275154652074,-2.2245194486458786e-06,-3.5421611881184647e-06,4.139273163999837e-05
1965-11-01,4.651488634130743e-06,-8.220875098408242e-06,-5.915043879039808e-06,-1.2401174158353737e-05,-3.451160673942087e-05,-1.000408616949012e-06,-1.4135808409524283e-05,-3.9174795650372594e-05,-0.0043975764128845185,2.2859555631132225e-06,-4.964263046102802e-06,1.0167146823592842e-05
1965-12-01,9.720814755348175e-08,-1.2277697934942847e-05,2.1699163101272593e-07,-1.0861439208114192e-05,-2.523677633895028e-05,2.5295160893994547e-06,-1.6995520788689397e-05,-6.654298582967992e-05,-0.0043724496208596975,2.6710199563240167e-06,-8.743313367307271e-06,-1.9662025480125194e-05
1966-01-01,-7.468583037852814e-07,-7.902315076928821e-06,-3.971228763822139e-06,-5.277982179702828e-06,2.794132899819693e-05,-1.9689889763956707e-05,-2.091081870429508e-05,1.1690917744999751e-05,-0.008704281935933977,2.4067485355772078e-05,-1.4462772202838597e-05,-2.229167782785132e-05
1966-02-01,2.2628685530976707e-06,-6.020943160297404e-06,-8.603122058134649e-06,-1.7247536258461572e-05,1.909419288201588e-05,-2.778327803289536e-05,-2.1123430217682782e-05,1.1673103775441026e-05,-0.005322544893715531,2.3524860605700975e-05,-1.2001190294415273e-05,-9.182829275325788e-06
1966-03-01,-2.510096246207454e-07,-1.7726210559763486e-05,-1.0303540962229904e-05,-2.0546760342515174e-07,6.498660901167069e-06,1.1934282477287685e-05,-1.1593780167364552e-05,4.385591031071575e-07,-0.007033372821751982,1.2924788784908338e-05,-7.113792095366791e-06,1.6792363310695433e-05
1966-04-01,-7.521285565521342e-07,-1.1025664451750996e-05,-1.648433567424945e-06,-1.3282321257671962e-05,2.0307315055341008e-05,-1.7109187847738356e-05,-1.3878247778115842e-05,-3.650936681272773e-05,-0.004656950477510691,1.175560302928918e-05,-1.0660068224312673e-05,-1.8084116303585826e-05
1966-05-01,2.006692013574208e-06,-9.664039571905063e-06,-1.1722470714760546e-05,-1.0611867967074633e-05,-6.307085230571008e-05,-5.625153954836196e-07,-8.18772073748201e-06,-2.9099907502920058e-05,-0.002742452488746494,-2.0776367616943186e-05,2.918422403869128e-06,1.7311240532226526e-05
1966-06-01,1.8834701804978227e-07,5.796701811756174e-06,-1.0007418149186942e-05,-4.609185671816468e-06,-4.4896167368748254e-05,-2.3032070577541802e-05,-4.309295449771029e-06,-2.0691906380913377e-05,-0.006094046693760902,-1.705595625228145e-05,-3.780999201086976e-06,2.4089282445717028e-05
1966-07-01,2.045343195235726e-06,3.155933040604273e-06,-6.754988221690014e-06,-4.4915623220731504e-06,-1.1515483551662445e-05,-3.0411530472109934e-05,-6.781894106617463e-06,2.1283003661665134e-05,-0.0059058551414636895,-1.5131435146839875e-05,-4.677184702374908e-06,1.067354531140807e-05
1966-08-01,6.298745911616614e-07,5.920414131746363e-06,-2.1035947925373054e-06,-1.7105050439433263e-05,-5.199795968139604e-05,-2.8687784780392094e-05,-6.306021083667934e-06,-2.1990408640704118e-05,-0.006722979742335156,-9.277651366169772e-06,-6.064859311057565e-06,-6.404607470008508e-06
