,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8,vo1000_cluster9,vo1000_cluster10,vo1000_cluster11,vo1000_cluster12
1965-01-01,-1.8176877e-05,1.43521465e-05,-8.84665e-05,1.9197847e-05,9.274486e-05,-5.887705e-07,4.3318683e-05,2.4725541e-05,-0.00016304545,-4.573012e-06,2.866036e-06,6.889323e-05
1965-02-01,-1.8679399e-05,1.2745884e-05,-9.251355e-05,1.2925353e-05,8.1393344e-05,6.764967e-07,-1.728411e-06,3.8661423e-05,-0.00016353899,-4.5819907e-06,-9.2079426e-07,6.7062625e-05
1965-03-01,-1.5206642e-05,1.970934e-05,-7.683681e-05,6.528587e-05,8.5162224e-05,1.4841135e-06,2.4622277e-06,3.6094996e-05,-0.00017491743,-4.7435096e-06,7.2136027e-07,5.5199627e-05
1965-04-01,-5.40755e-06,9.389791e-06,-7.475494e-05,0.00010563083,7.4564494e-05,-1.0419899e-07,0.000111014946,3.7324367e-05,-0.00015482571,-3.7653954e-06,1.0892763e-06,6.957522e-05
1965-05-01,-3.0834126e-06,6.9400194e-06,-9.4299285e-05,8.220994e-05,4.541849e-05,-5.7979923e-07,7.952685e-05,2.7686805e-05,-5.17558e-05,-3.774374e-06,3.2160024e-06,9.4234456e-05
1965-06-01,-6.9151065e-06,1.340537e-06,-8.506553e-05,0.00011612986,3.7521786e-05,-2.4552646e-06,9.524847e-05,3.126724e-05,-3.7784026e-05,-8.404713e-06,2.3994144e-06,6.946753e-05
1965-07-01,-1.2362034e-05,8.7391527e-07,-0.000100275654,0.00013669717,6.507948e-05,-2.7334463e-06,0.00010667177,4.8469487e-05,-5.2545474e-05,-1.1150609e-05,3.0903757e-06,7.20878e-05
1965-08-01,-1.1787728e-05,9.13853e-06,-9.134699e-05,0.00013724455,4.13804e-05,-2.9039365e-06,0.00010501166,4.588511e-05,-4.4361623e-05,-8.557261e-06,1.0623553e-06,8.040626e-05
1965-09-01,-1.0001997e-05,2.1661035e-06,-7.26013e-05,8.6956934e-05,3.7109003e-05,-2.3655302e-06,5.593546e-05,2.31462e-05,-2.5400564e-05,-7.426599e-06,1.3943791e-06,6.194772e-05
1965-10-01,-1.45605445e-05,1.7981874e-06,-6.689414e-05,1.5644335e-05,4.3955803e-05,-1.7732746e-06,3.7010297e-05,1.0843498e-05,-3.858267e-05,-5.174239e-06,2.0673906e-06,4.2717456e-05
1965-11-01,-9.0418325e-06,1.1669064e-05,-7.4010146e-05,3.7109003e-05,6.435262e-05,-1.2887031e-06,1.26382e-05,1.8228711e-05,-4.5052577e-05,-3.200068e-06,2.2781751e-07,6.9090645e-05
1965-12-01,-1.8114064e-05,9.892305e-06,-9.065604e-05,3.266711e-05,8.994511e-05,-9.566866e-07,6.406044e-07,2.757015e-05,-9.332116e-05,-3.8102662e-06,-9.925789e-07,7.486062e-05
