,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,0.022587836,-0.000315845,-0.009298742,0.043495357,-0.0127132535,0.0025208592,0.0076164007,-0.013448715,0.020223975,0.07653767,0.025319517,0.021537244
1965-02-01,-0.01933223,0.008246779,-0.035039127,0.018122673,0.038662493,-0.09203577,0.03614098,0.021957457,0.03624606,0.0013126135,0.015391052,0.021327138
1965-03-01,0.023218215,0.024373949,-0.009193659,0.010768294,-0.029996097,-0.21175498,0.0072486997,-0.01733607,0.03960806,0.0506922,0.030730247,0.015233457
1965-04-01,0.054947257,0.02069676,-0.026476502,0.00892967,0.013604999,-0.18743289,0.017229676,-0.09749907,0.030309975,0.052845955,0.084785104,0.020118892
1965-05-01,0.050534606,0.012922049,-0.2146442,-0.05799538,0.010348022,-0.41069156,-0.002732277,-0.05936122,-0.0042032003,0.037349224,0.036088467,-0.12712681
1965-06-01,-0.008248091,0.0032037497,-0.28787303,-0.07753712,-0.03141445,-0.214329,-0.04664862,0.010190427,0.004937291,0.028681517,0.024373949,-0.03614229
1965-07-01,-0.061567545,0.00010442734,-0.20681703,-0.06314349,0.0032562613,-0.32947797,-0.02673918,0.026685297,0.015233457,0.029259384,0.039292872,-0.02469045
1965-08-01,-0.005306363,0.0033613443,-0.1985696,-0.11835402,-0.008720875,-0.37628347,-0.01665312,0.029942274,0.016389132,0.011661291,0.02411127,-5.3167343e-05
1965-09-01,-6.556511e-07,0.013289809,-0.17030764,-0.056787193,-0.025583506,-0.40932578,-0.05268973,0.025687218,0.015706241,0.030625165,0.01801765,-0.0075652003
1965-10-01,-0.026529074,0.006408155,-0.079113066,-0.031309426,-0.086835146,-0.49090713,-0.013816416,0.03755933,5.185604e-05,0.035247922,-0.0056215525,-0.000315845
1965-11-01,0.03277898,0.0072486997,-0.10548383,-0.03451383,-0.0051487684,-0.3193919,0.014130294,0.012764454,-0.002732277,0.020328999,-0.022746801,-0.029680908
1965-12-01,0.059622526,0.027525842,-0.03924167,0.014918268,-0.06613779,-0.30846536,0.005410075,0.019593596,0.023008108,0.021904945,0.04465109,-0.020225286
1966-01-01,0.023511708,0.012979984,-0.019800425,0.03180939,0.0047279,-0.37723935,0.013207972,-0.0022476315,0.01229614,0.020229101,-0.05490601,0.025882483
1966-02-01,0.0024027228,0.03518319,-0.040453434,0.022189558,0.05341983,-0.2284736,0.015441954,-0.023584545,0.040608585,0.02478826,-0.05873573,0.030760765
1966-03-01,0.020001113,0.018496633,-0.013964713,0.017949522,0.004044056,-0.15288258,0.013207972,-0.03256607,0.017721534,0.023055792,0.025517702,-0.008356929
1966-04-01,0.0040896535,0.019180477,-0.051988184,0.015578747,0.06135279,-0.08709377,0.008238494,-0.042094767,0.015031636,0.02688545,0.058161378,-0.034617722
1966-05-01,-0.017019331,0.021414459,-0.15643871,-0.050255656,0.009378254,-0.49988103,-0.0027947426,-0.06402439,-0.002202034,-0.030468881,0.05547148,-0.04528618
1966-06-01,-0.03238374,-0.00028717518,-0.25300193,-0.10833949,0.020320296,-0.3629691,-0.0637964,-0.030833602,-0.006897986,0.027295828,0.06828272,-0.0585078
1966-07-01,-0.04182118,0.007098675,-0.2171213,-0.1383844,-0.00986141,-0.028645217,-0.0063052773,0.04092771,0.0021291971,0.026383996,0.044347107,-0.017064929
1966-08-01,-0.011730671,-0.011411548,-0.16190976,-0.043644905,-0.0026123524,-0.33807606,-0.010727704,0.026976645,0.017858326,0.027888477,0.046626687,-0.010454118
1966-09-01,-0.054586887,0.0131623745,-0.09160733,-0.032702863,-0.014055848,-0.12466133,-0.012779295,0.030396044,0.017448008,0.019043684,0.025973618,0.010381281
1966-10-01,-0.057048857,0.0045911074,-0.03904009,-0.010636508,-0.093066275,-0.16181856,-0.04145646,0.02971214,-0.0044816136,0.02574569,0.015761077,0.02364844
1966-11-01,0.049726903,0.010244489,-0.096303284,-0.03676051,0.026976645,-0.054586887,0.014256597,0.0037704706,-0.040088713,-0.0012446046,0.053237498,-0.032885253
1966-12-01,0.023785233,0.0074633956,-0.0671702,0.0052294135,-0.0030226707,-0.105558395,0.012660861,0.0073722005,0.007417798,-0.010362923,0.045486867,-0.004436016
1967-01-01,-0.010760903,0.038518906,-0.0100284815,0.026957512,0.017750263,-0.046805263,0.010740161,0.0051949024,0.03250277,0.004985571,0.012885094,0.01142025
1967-02-01,-0.0030183792,-0.033255935,0.0006958246,0.023243189,-0.054809332,-0.15289819,0.024603367,-0.03911507,0.025754273,0.05881679,0.065356016,0.025126517
1967-03-01,0.049818754,0.00090515614,-0.044974327,0.008699894,-0.080809355,-0.07604885,0.020522892,-0.014213681,0.026957512,0.01942426,0.05096966,-0.017195582
1967-04-01,0.060595453,-0.0063664913,-0.083268166,-0.05810511,-0.044398785,-0.20479369,0.017593324,-0.14322007,0.021726131,0.04275638,0.030828774,-0.039690614
1967-05-01,0.0005389452,0.024969578,-0.28206158,-0.032157302,-0.03681326,-0.3774823,0.021569192,-0.05632639,0.015814602,0.032555103,0.010217071,-0.08944118
1967-06-01,-0.022113085,0.008909225,-0.33317232,-0.08645928,0.014768362,-0.34321666,-0.032732844,-0.0023384094,0.02256316,0.03213662,0.05913067,-0.079606175
1967-07-01,-0.012696505,0.0031023026,-0.2875545,-0.08577919,0.013460517,-0.098753095,-0.039585948,0.035380065,0.0078105927,0.029991746,0.040768445,-0.027919888
1967-08-01,-0.009034514,-0.014370561,-0.21400094,-0.043928027,0.00880456,0.032973647,-0.020595908,0.03177041,0.0413962,0.0286839,0.023557127,-0.0015536547
1967-09-01,-0.047171474,-0.005529523,-0.1292522,-0.02567041,-0.038121104,-0.029960155,-0.026664376,0.031665802,0.024603367,0.018691897,0.026695967,0.013983607
1967-10-01,-0.011493325,0.0082291365,-0.05616951,-0.021380663,-0.03629017,-0.084994555,-0.01975894,0.027062118,0.025649667,0.036583304,0.018848836,0.0022653341
1967-11-01,0.027219057,-0.013324261,-0.08682549,0.0012713671,-0.024362564,-0.03597629,0.015291452,0.037158728,0.012728095,0.028526962,-0.05287373,-0.03524387
1967-12-01,0.019058108,0.017122447,-0.02394402,0.030514836,0.037838817,0.087641776,-0.0022860765,0.0024222136,0.027689934,0.023243189,0.06938422,0.029573202
1968-01-01,0.049054533,0.036705613,-0.058552265,0.020599931,-0.04386002,-0.014847457,0.008436978,0.0057216883,0.040499568,0.044405103,0.052699715,0.0074698925
1968-02-01,0.051100314,-0.013731599,-0.026489675,0.016359627,-0.04118195,-0.004135132,0.02454266,-0.030097663,0.01922369,0.06396997,-0.027159214,0.0058704615
1968-03-01,0.05798149,0.007135123,-0.012355357,0.013718754,-0.028907388,-0.1440649,0.0165084,-0.061974287,0.02952686,0.034473866,0.0068003535,-0.017525554
