,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1021.3459,1010.7671,1017.29803,1014.1433,1020.35297,1017.46545,1011.59436,1019.60443,1018.6432,1019.91705,1019.5418,1012.5581
1965-02-01,1017.0344,1010.91284,1015.9554,1014.45953,1011.5479,1014.78705,1009.8257,1016.78827,1019.9059,1019.19946,1018.14703,1013.60187
1965-03-01,1022.19055,1011.8766,1017.52936,1015.32404,1017.5442,1015.5957,1010.71313,1016.37714,1019.96906,1016.79694,1020.95953,1010.18414
1965-04-01,1020.8466,1011.38916,1016.87445,1013.8258,1028.2668,1012.78076,1011.0567,1013.7296,1017.233,1017.1541,1017.3055,1013.2391
1965-05-01,1021.44946,1011.66943,1016.7932,1013.063,1021.8457,1010.4397,1009.9292,1012.5867,1018.99915,1018.67664,1016.8732,1015.90204
1965-06-01,1023.8606,1014.22943,1018.12164,1015.1883,1024.007,1011.2558,1010.6158,1013.20557,1021.21436,1018.3678,1017.7179,1020.8454
1965-07-01,1024.8821,1014.062,1016.77094,1014.64435,1026.5546,1008.1891,1010.4632,1015.2484,1021.543,1016.8193,1017.0692,1023.4668
1965-08-01,1020.4497,1013.5839,1014.356,1013.54236,1023.5065,1008.7664,1010.85767,1014.70264,1019.35266,1016.8962,1016.4763,1019.4122
1965-09-01,1019.4941,1013.1051,1014.7101,1012.3002,1021.9164,1012.5315,1010.8961,1012.9959,1017.0413,1019.055,1017.0072,1017.4437
1965-10-01,1020.74805,1011.9907,1015.48157,1012.03406,1018.4832,1013.7879,1011.288,1017.93555,1016.19666,1016.89307,1015.28314,1017.6453
1965-11-01,1018.09125,1011.30725,1015.5901,1011.8685,1021.6937,1017.0215,1011.1435,1017.4537,1015.90515,1019.6026,1020.1788,1017.2335
1965-12-01,1020.5682,1011.33203,1017.00165,1012.66174,1023.44946,1019.92694,1010.1655,1018.8292,1016.94214,1021.06305,1023.7583,1014.27783
1966-01-01,1016.8183,1011.20154,1016.87585,1013.35834,1007.52576,1018.47186,1009.49786,1020.5104,1017.8504,1019.1804,1020.50037,1008.1504
1966-02-01,1020.3289,1011.5815,1016.94604,1015.0164,1009.36646,1017.15375,1009.9285,1019.0715,1020.9811,1021.6314,1019.0027,1014.1827
1966-03-01,1019.1353,1010.97565,1015.6541,1013.483,1021.96564,1014.17206,1009.8616,1019.0058,1018.6396,1020.08673,1020.1743,1017.538
1966-04-01,1019.2793,1011.23914,1015.9871,1013.9267,1015.76306,1010.8342,1010.53436,1013.1869,1019.1554,1018.59705,1017.29083,1014.58325
1966-05-01,1023.6054,1011.8181,1016.3232,1013.82904,1025.8254,1010.4705,1011.40564,1013.7846,1020.8859,1016.563,1016.6506,1023.97656
1966-06-01,1023.6461,1012.536,1016.7075,1013.9561,1024.451,1010.20264,1011.7737,1015.4201,1020.4027,1018.5201,1017.23517,1023.52405
1966-07-01,1023.39954,1013.2257,1016.7432,1013.6594,1027.6667,1008.1454,1010.7879,1014.10944,1020.0779,1015.243,1015.56213,1020.42346
1966-08-01,1021.831,1013.585,1014.56006,1013.8278,1021.61633,1008.25494,1011.5465,1014.39984,1019.82635,1017.0111,1015.6861,1020.1273
1966-09-01,1020.08673,1013.3033,1014.63586,1013.2282,1020.307,1011.022,1011.4582,1013.9755,1017.59186,1014.2121,1016.4059,1017.0793
1966-10-01,1017.90424,1011.77057,1014.4994,1011.7643,1013.47797,1013.262,1011.3493,1016.9353,1015.33057,1017.02924,1015.7969,1016.7607
1966-11-01,1014.99255,1010.1488,1014.3035,1010.6301,1023.49774,1015.6623,1011.8688,1020.1261,1012.715,1021.1163,1019.2724,1017.8247
1966-12-01,1016.1286,1009.5987,1014.6189,1012.1886,1025.0863,1017.724,1011.3574,1019.039,1016.9735,1020.2701,1022.4288,1014.9713
1967-01-01,1019.4966,1010.5704,1015.99194,1014.82666,1017.21313,1020.07556,1011.15155,1021.03845,1021.2619,1020.90784,1023.8066,1017.53314
1967-02-01,1023.24054,1010.90924,1017.32196,1014.91956,1022.33575,1015.0828,1011.45557,1019.9559,1020.1779,1019.4791,1019.34344,1016.52454
1967-03-01,1020.569,1010.9498,1015.9949,1014.5814,1025.815,1014.00604,1011.24005,1017.2001,1019.0184,1021.30975,1022.0898,1015.6008
1967-04-01,1017.8095,1011.56805,1016.35834,1013.9603,1022.4947,1011.46936,1011.0558,1013.8979,1018.3603,1019.6794,1013.79193,1010.6117
1967-05-01,1024.2992,1012.14417,1017.5643,1014.36444,1022.84656,1010.6168,1011.06665,1013.1382,1020.7555,1015.8809,1016.49335,1018.829
1967-06-01,1023.63385,1012.8937,1017.06506,1013.9153,1025.6938,1010.14514,1011.01587,1012.4946,1018.8689,1016.41284,1017.13763,1024.6511
1967-07-01,1024.3718,1013.752,1015.9992,1014.89197,1024.4958,1007.7333,1011.2321,1015.6872,1022.1696,1017.72174,1017.2908,1025.6807
1967-08-01,1022.29224,1014.3485,1014.7251,1014.601,1023.49963,1007.615,1011.3837,1015.6227,1020.4725,1017.55347,1015.9165,1024.9225
1967-09-01,1019.15625,1013.7346,1014.00604,1012.59766,1021.47235,1011.25604,1011.711,1013.6897,1016.89966,1016.674,1017.7921,1017.6499
1967-10-01,1019.8978,1012.7972,1015.3803,1012.0397,1023.1216,1013.65924,1011.0703,1017.3553,1015.60956,1019.02057,1018.59827,1020.52905
1967-11-01,1019.3522,1010.67334,1014.9493,1011.3032,1023.6172,1014.5792,1011.2372,1018.3204,1015.4543,1018.6418,1016.01154,1016.743
1967-12-01,1015.2235,1011.71967,1016.9178,1014.07135,1020.3013,1018.33344,1011.6116,1017.76025,1018.33124,1019.98126,1021.38525,1010.8947
1968-01-01,1018.70044,1011.5531,1016.98083,1014.4291,1023.613,1019.6679,1010.9956,1021.8233,1019.2379,1022.9854,1024.6879,1017.6421
1968-02-01,1016.7018,1011.11804,1016.53436,1013.7378,1014.71313,1015.04443,1011.7291,1020.15814,1015.83594,1015.47815,1016.47925,1006.1196
1968-03-01,1020.1502,1011.92804,1017.22205,1014.882,1025.032,1013.48944,1011.91595,1019.0518,1018.6983,1019.9821,1015.9383,1016.2832
1968-04-01,1018.4192,1011.53595,1016.3404,1013.4945,1017.2556,1010.9727,1011.5316,1014.2209,1017.03815,1018.02704,1015.9218,1016.349
1968-05-01,1021.9671,1012.67944,1017.03455,1013.60187,1023.3203,1009.92584,1011.5195,1011.65826,1019.09326,1015.5497,1015.82166,1016.3719
1968-06-01,1022.46014,1013.8122,1017.2628,1014.5128,1022.9425,1010.0525,1012.27155,1011.9509,1020.3527,1015.0774,1016.3039,1019.46967
1968-07-01,1023.44196,1014.7081,1016.5444,1015.3221,1023.9071,1007.56647,1011.69696,1016.79694,1021.11053,1019.474,1016.6832,1021.58716
1968-08-01,1021.009,1014.0613,1015.80725,1014.2237,1022.9138,1008.3437,1011.7449,1016.21594,1019.0346,1018.1423,1015.67633,1018.2224
1968-09-01,1019.1277,1013.0237,1015.0173,1012.6387,1020.71344,1011.0672,1011.03357,1014.44336,1016.6538,1016.8313,1018.5223,1015.59766
1968-10-01,1018.0636,1011.96533,1014.8334,1012.0225,1014.24084,1013.59467,1011.0114,1015.7472,1016.3125,1016.94226,1019.3938,1017.3823
1968-11-01,1019.09186,1010.8497,1014.6995,1012.09406,1014.7933,1013.4079,1011.5316,1017.37305,1016.9458,1017.34436,1014.1808,1014.3153
1968-12-01,1019.2651,1011.0586,1015.9075,1013.13025,1018.93585,1015.9941,1010.9263,1018.99524,1017.1948,1020.09875,1017.3688,1012.92847
1969-01-01,1015.8257,1009.72833,1013.8184,1012.3758,1009.3371,1015.1481,1009.62286,1017.0056,1017.14667,1021.25165,1017.69946,1014.35815
1969-02-01,1012.5343,1009.8656,1013.9881,1012.18304,1009.3933,1011.73065,1009.5692,1016.0734,1013.90454,1016.33545,1012.5006,1008.45795
1969-03-01,1015.39514,1010.8764,1015.36896,1013.0591,1009.43884,1011.1085,1010.1639,1016.71484,1016.2438,1015.7302,1014.5185,1007.24
1969-04-01,1022.6898,1010.6262,1016.17017,1012.1474,1026.2015,1013.6936,1009.96606,1012.8625,1017.1622,1017.69507,1017.68634,1021.59985
1969-05-01,1023.46423,1011.4455,1016.6244,1011.6395,1021.42944,1011.0131,1009.66406,1012.9492,1016.733,1017.483,1016.64307,1020.7356
1969-06-01,1023.0094,1012.62036,1017.1847,1012.6104,1022.8334,1010.45337,1010.23315,1010.6106,1017.6196,1013.7679,1015.1069,1019.91077
1969-07-01,1023.09045,1013.9881,1016.01166,1014.23083,1025.4584,1009.20544,1010.6231,1013.71924,1019.9557,1015.84686,1017.7569,1020.0056
1969-08-01,1020.375,1012.8787,1014.0736,1012.3141,1022.2675,1007.1252,1010.6375,1012.0014,1017.3924,1015.74274,1014.4885,1019.3311
1969-09-01,1020.1566,1012.4632,1014.2171,1011.11163,1024.1519,1010.59814,1010.11584,1014.1884,1014.7406,1016.3192,1017.43555,1019.22437
1969-10-01,1016.9595,1011.3893,1013.8484,1010.42847,1018.3134,1012.7545,1010.6768,1013.8895,1013.0722,1017.5784,1016.6668,1015.8943
1969-11-01,1013.8459,1010.7953,1014.3232,1010.8546,1018.2903,1015.04944,1010.6843,1019.95197,1015.6179,1017.9266,1016.4253,1016.54706
1969-12-01,1016.8496,1010.6094,1015.0083,1012.3908,1028.3068,1017.1947,1010.5507,1016.4447,1015.7533,1015.9343,1019.72925,1012.3222
1970-01-01,1018.37604,1011.3437,1017.25476,1014.26,1005.65015,1017.1264,1011.604,1020.69867,1018.6214,1019.745,1015.9636,1007.2711
1970-02-01,1020.65533,1010.82196,1015.4045,1014.33185,1028.5071,1015.7728,1010.84155,1021.0017,1019.0545,1020.38556,1021.57336,1020.2346
1970-03-01,1016.9446,1010.7406,1015.2541,1014.0146,1016.9143,1012.6183,1010.43695,1014.1946,1018.72656,1015.6843,1015.3593,1010.9016
1970-04-01,1020.3564,1011.1785,1016.285,1013.92725,1022.7047,1012.9938,1010.17725,1011.724,1018.30884,1016.9588,1019.8365,1011.5712
1970-05-01,1021.4426,1011.6515,1016.3563,1012.73236,1023.5413,1010.43396,1011.3936,1015.81146,1017.0414,1019.8276,1015.87976,1023.6376
1970-06-01,1025.3073,1013.0811,1017.92737,1014.1127,1025.419,1010.8784,1011.25635,1014.55,1020.6113,1016.8388,1017.1401,1023.90375
1970-07-01,1023.5176,1013.6236,1015.8613,1014.2826,1024.069,1006.9687,1011.7377,1015.54224,1020.8211,1016.7051,1015.919,1022.4302
1970-08-01,1021.8847,1012.4537,1013.59393,1012.5862,1022.3512,1006.59845,1010.964,1012.6099,1018.67017,1014.61237,1014.78766,1020.7914
1970-09-01,1020.0237,1012.05615,1013.74243,1012.2986,1021.2311,1009.08875,1010.94617,1013.96234,1016.8911,1018.00525,1016.269,1019.4889
1970-10-01,1015.3046,1010.6622,1014.1893,1010.3496,1018.092,1012.1993,1010.64557,1015.0616,1013.1744,1017.6641,1017.36945,1018.12463
1970-11-01,1017.6956,1009.7958,1014.1655,1011.16425,1019.80084,1014.52563,1012.1993,1019.45447,1014.6046,1017.6683,1019.18585,1015.8869
1970-12-01,1018.59705,1010.0359,1015.29456,1012.3782,1019.6969,1017.07587,1010.3519,1017.40924,1018.2756,1018.7081,1018.1407,1011.51306
1971-01-01,1020.4832,1010.17413,1015.95294,1013.7342,1014.7204,1017.62964,1011.10333,1017.5221,1018.8283,1018.1672,1019.42346,1011.4496
1971-02-01,1019.865,1009.97516,1015.41986,1013.91724,1022.27374,1014.4888,1011.05725,1015.11646,1020.1088,1018.3298,1019.64484,1017.71857
1971-03-01,1021.90576,1010.04175,1015.77313,1013.60565,1022.9419,1011.6057,1010.8308,1015.6432,1017.8331,1016.1993,1013.44305,1014.5041
1971-04-01,1020.4959,1010.576,1016.19104,1013.276,1016.6287,1011.34656,1010.55237,1013.96844,1017.174,1015.9587,1011.5673,1011.6678
1971-05-01,1022.15924,1011.5571,1017.00055,1013.2818,1024.3959,1010.82947,1010.91583,1012.0518,1017.892,1014.9905,1014.4734,1017.79083
1971-06-01,1023.54987,1012.4761,1017.1778,1015.0589,1024.584,1009.835,1011.34015,1014.12006,1020.15485,1015.9773,1017.2514,1018.7124
1971-07-01,1022.57513,1012.89014,1015.6464,1014.40356,1023.79626,1007.5549,1010.35016,1014.89124,1020.64,1017.1925,1015.80896,1023.146
1971-08-01,1022.4574,1013.036,1014.2187,1013.12756,1025.6924,1006.9936,1011.62494,1014.5924,1018.30475,1016.16034,1014.9988,1021.64026
1971-09-01,1018.5831,1012.6143,1014.7818,1012.2143,1017.29297,1010.53705,1011.3382,1011.5206,1015.3597,1015.89087,1016.9743,1018.56464
1971-10-01,1017.8536,1011.7548,1014.954,1012.1113,1017.28595,1014.6827,1011.3977,1014.8477,1016.69275,1015.4409,1021.0515,1019.6
1971-11-01,1015.4244,1010.72833,1014.74084,1011.9545,1025.9695,1015.0295,1011.9231,1017.8856,1015.59204,1018.9268,1017.71216,1014.32556
1971-12-01,1017.2053,1010.50696,1015.40576,1013.1768,1021.13336,1017.53174,1010.1242,1017.03186,1019.19305,1021.9084,1021.7132,1016.8329
1972-01-01,1023.47266,1010.11115,1016.36255,1013.85156,1020.1711,1016.1014,1010.2924,1017.6937,1020.916,1020.1786,1018.0825,1019.9511
1972-02-01,1023.00146,1010.92993,1017.2126,1014.31647,1021.201,1015.8814,1010.9524,1018.61993,1019.54736,1018.50616,1017.00757,1016.9526
1972-03-01,1019.63794,1010.533,1016.63196,1012.86914,1020.183,1013.4328,1010.4755,1014.1172,1016.86694,1016.10077,1016.1658,1015.4558
1972-04-01,1021.66034,1010.8893,1016.09576,1013.3653,1023.97205,1010.8406,1009.7644,1012.76917,1018.50055,1017.6169,1015.40076,1015.0271
1972-05-01,1021.83093,1011.3173,1016.3251,1012.7098,1027.0511,1010.9112,1009.5075,1013.12225,1018.6437,1014.4127,1017.0376,1022.7015
1972-06-01,1023.70953,1012.6754,1017.2557,1013.28284,1027.188,1010.68805,1009.8794,1011.91174,1018.3843,1013.26654,1015.91455,1022.1672
1972-07-01,1022.93085,1013.2428,1016.8407,1014.4133,1022.1872,1008.1957,1009.3094,1016.077,1021.1041,1018.9693,1016.0795,1020.2667
1972-08-01,1022.02716,1012.3279,1014.75836,1013.21783,1022.93085,1007.72577,1009.90063,1015.4308,1018.9643,1016.6582,1015.4483,1019.40546
1972-09-01,1018.4137,1012.681,1015.38513,1012.30975,1016.76385,1011.11115,1009.9525,1014.324,1016.6488,1017.54126,1014.70526,1018.62366
1972-10-01,1018.29626,1011.58984,1014.63275,1011.4011,1016.64136,1012.636,1010.2174,1015.7464,1014.3977,1018.10626,1015.9564,1017.9963
1972-11-01,1017.40686,1010.7043,1015.3783,1012.0655,1022.4746,1015.7683,1010.02185,1016.8632,1016.8407,1016.907,1019.01807,1012.3254
1972-12-01,1022.769,1010.63367,1016.93634,1013.3684,1021.25104,1018.1875,1010.02124,1019.1674,1019.5736,1020.57477,1021.8747,1019.88983
1973-01-01,1022.36273,1012.165,1018.27155,1014.69867,1020.55383,1021.139,1009.8462,1019.5178,1020.0888,1019.92487,1024.164,1013.9489
1973-02-01,1023.3878,1011.4165,1017.4916,1014.464,1031.1399,1016.3649,1010.61975,1021.1853,1018.3539,1019.9712,1020.52875,1018.386
1973-03-01,1019.6593,1011.1593,1016.40796,1013.77594,1019.4046,1013.92444,1009.97217,1010.6481,1018.58405,1017.2844,1019.1108,1015.1655
1973-04-01,1017.1018,1010.9754,1015.5643,1012.9817,1014.5444,1011.1245,1009.90594,1012.72833,1017.4446,1016.58093,1015.12054,1013.46594
1973-05-01,1022.3209,1011.73804,1016.5546,1013.97595,1020.26953,1009.8204,1010.9091,1012.70905,1018.5957,1014.84534,1016.7841,1018.5217
1973-06-01,1022.99554,1011.8583,1016.5829,1013.2859,1025.2668,1009.6757,1011.0429,1013.3322,1018.79315,1016.34814,1015.8897,1021.56085
1973-07-01,1023.5485,1012.90967,1015.75397,1013.981,1026.4635,1006.7665,1011.7727,1014.3675,1019.1538,1015.7765,1014.5051,1023.0849
1973-08-01,1022.1158,1012.6679,1014.3045,1012.95404,1023.0746,1007.54333,1011.9393,1014.9154,1019.3204,1016.5218,1016.2478,1019.6856
1973-09-01,1020.56665,1012.61584,1015.1534,1012.50073,1021.0592,1009.7445,1012.2159,1011.81714,1017.6568,1016.17834,1017.0118,1016.7031
1973-10-01,1018.7378,1010.2262,1014.0325,1010.7098,1019.0053,1012.6203,1011.4525,1015.02155,1014.9585,1016.7012,1018.0889,1016.8935
1973-11-01,1015.9475,1010.4327,1014.8511,1012.46857,1018.1777,1015.8137,1011.65765,1015.6177,1017.9012,1019.8014,1020.1339,1012.9573
1973-12-01,1016.5951,1010.57733,1015.25366,1013.8113,1023.32477,1018.2176,1012.6312,1017.9024,1019.25226,1018.51013,1018.114,1019.6548
1974-01-01,1024.5844,1010.1983,1017.0079,1014.87836,1020.20447,1020.1195,1011.36053,1017.6158,1022.6409,1020.86194,1025.2317,1019.32416
1974-02-01,1022.50854,1009.6665,1016.52014,1013.5389,1022.76117,1015.59644,1010.86127,1017.6763,1018.9091,1016.75385,1018.7902,1012.69867
1974-03-01,1023.27264,1010.2425,1017.01263,1014.0239,1019.58154,1012.6525,1011.5616,1013.7338,1019.30853,1016.781,1014.731,1015.216
1974-04-01,1023.01117,1011.56226,1016.8904,1014.2637,1021.41016,1011.23627,1010.20374,1014.21405,1020.0414,1019.01373,1013.6326,1018.1266
1974-05-01,1020.6433,1012.39703,1016.87537,1013.77325,1019.7446,1009.6855,1010.6582,1010.0305,1018.0057,1014.3404,1015.26556,1014.7684
