,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10,zgu850_cluster11,zgu850_cluster12
1965-01-01,0.15935668,-0.045297623,-0.28221512,0.39203757,0.3431549,-0.2307251,-1.3172195,-0.43994254,0.3711811,0.17174034,0.43603173,-0.034869768
1965-02-01,0.17988738,0.11047439,-0.23202896,0.6546997,0.24245682,-0.32327613,-1.3149388,-0.64557457,0.44548264,-0.2727642,-0.16945915,-0.15218773
1965-03-01,0.05865898,-0.017272186,-0.17956161,0.54878694,0.13296051,-0.27308998,-1.0894276,-0.7661514,0.42821044,0.13296051,-0.1398037,-0.0821228
1965-04-01,0.053444672,-0.05377083,-0.14566955,0.4581917,0.35097617,-0.42918816,-0.9861229,-0.5197838,0.2479969,0.7586559,-0.33728942,-0.03975754
1965-05-01,0.16489677,-0.1870575,-0.199115,0.329142,-0.20074424,-0.30241966,-0.1851017,-0.78537863,0.41093865,0.05637779,-0.17923546,0.0736496
1965-06-01,0.21084633,0.10917129,-0.22127494,0.53118974,-0.4405941,-0.07136841,-0.1665264,-0.6126606,0.21247597,0.17695466,0.16489677,-0.01759758
1965-07-01,0.16163826,0.09092102,-0.33631173,0.65567625,-0.47481194,-0.18086548,-0.5116364,-0.5142437,0.14795074,-0.21410522,0.60027695,-0.14045563
1965-08-01,0.1590313,0.18477555,-0.2968796,0.5347748,-0.46047324,-0.15446854,-0.46699065,-0.4839363,0.09580956,0.16359329,0.443853,0.07299805
1965-09-01,-0.03324013,0.15186158,-0.21019478,0.23300628,-0.32327613,-0.1244873,-0.35553855,-0.5233685,-0.039432146,0.4722046,0.13296051,-0.057681274
1965-10-01,0.08668518,-0.12025108,-0.23268051,0.26005477,-0.1352417,0.037150573,-0.6344948,-0.40865746,0.060614396,0.3236023,-0.2913395,-0.10134964
