,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9,zgv850_cluster10,zgv850_cluster11,zgv850_cluster12
1965-01-01,-0.3055343,0.15894845,0.3978127,0.58384115,0.22164473,-0.15291424,0.1608617,-0.1122941,-1.1180845,-0.36499268,0.056367826,0.10007866
1965-02-01,-0.48994383,-0.22164473,0.38854066,0.67420626,-0.072409846,-0.019427061,0.15100102,0.029876422,-1.053475,0.18926637,-0.03443885,-0.0172194
1965-03-01,-0.346596,0.051658224,0.403994,0.6335861,-0.007947421,0.0026491643,0.16748457,-0.19794965,-1.0065262,-0.3577811,0.03826537,0.43490058
1965-04-01,-0.124656774,0.3920728,0.26167616,0.4818492,0.7915043,0.057103682,0.15335579,-0.076677896,-0.46610156,-0.5218806,0.015011787,-0.3195158
1965-05-01,-0.38309515,0.119211294,0.33997306,0.60621166,0.5071632,0.059016954,0.024578143,-0.17499046,-0.09330861,-0.2506382,-0.00014717579,-0.603268
1965-06-01,-0.1377553,-0.07888553,0.31951576,0.7505897,0.59914726,0.16498259,-0.0069171907,-0.19794968,0.0141287325,-0.07991572,-0.07608919,-0.94235814
1965-07-01,-0.15938996,-0.1464386,0.38029885,0.6898068,0.9086553,0.0997843,-0.10140324,-0.09860687,0.12686439,-0.051952552,-0.09831254,-0.8508156
1965-08-01,-0.11052804,-0.21193126,0.44520283,0.5585271,0.51893723,0.036940813,-0.080945924,-0.0813875,-0.06490395,-0.21752386,-0.16454105,-0.6516885
1965-09-01,-0.21634646,0.36307943,0.4635996,0.2687406,0.59296596,0.010743737,-0.05577917,-0.21487474,-0.043122124,-0.1643939,-0.17705087,-0.54071903
1965-10-01,-0.28036737,0.2841939,0.4059072,0.24033591,0.17631502,0.010743737,0.08094595,0.0011774063,-0.24548702,-0.068583295,-0.03561623,-0.26903495
1965-11-01,-0.33658805,0.0038265227,0.22959216,0.3262858,0.4237153,-0.14364228,0.063726544,-0.09492753,-0.42680597,-0.09007077,-0.018838335,-0.26491404
1965-12-01,-0.42901358,0.1217133,0.21752386,0.6237254,0.1988327,-0.03252554,0.07873833,-0.15261993,-0.5969397,-0.088599026,-0.08948207,-0.37087965
1966-01-01,-0.4797154,-0.09157412,0.54134345,0.91053313,-0.5027174,-0.022423362,0.15566154,-0.19660226,-0.6563536,-0.026040029,-0.025316691,-0.42893726
1966-02-01,-0.20933299,-0.1283195,0.4177979,0.6858656,-0.12152014,-0.040072728,0.22206363,-0.18777756,-0.99805677,-0.02502737,-0.13063416,-0.07739677
1966-03-01,-0.10647488,0.05367141,0.47826856,0.7800437,0.18965825,0.0,0.10647483,-0.13396148,-0.70438296,-0.2285736,-0.020398045,0.12152016
1966-04-01,-0.25099698,-0.0112839695,0.3114678,0.5439474,0.25099698,0.13092354,0.08188143,-0.20383558,-0.34705582,-0.09041681,-0.112116836,0.20311229
1966-05-01,-0.2502737,-0.35891852,0.3440178,0.42069125,0.53468865,0.21671095,0.022857357,-0.20513758,-0.028644014,-0.09793949,-0.009547996,-0.6028268
1966-06-01,-0.09041679,-0.244487,0.33041912,0.26633173,0.67602825,0.063653424,-0.030235361,-0.09070611,0.105317496,-0.10907879,0.008969331,-0.8565725
1966-07-01,0.1069088,-0.34691113,0.39103454,0.483766,0.90358925,0.08636613,-0.2621363,-0.11949487,0.27139503,-0.44557396,-0.13945885,-0.68948233
1966-08-01,-0.09765015,-0.44947997,0.4640913,0.5135673,0.83805525,0.15493819,-0.0044846535,-0.10763216,0.07204409,-0.12557077,-0.1676689,-0.57447207
1966-09-01,-0.21945962,-0.15855487,0.46119794,0.42546526,0.35645917,0.03558805,-0.0011573315,0.007378006,-0.089838125,-0.10256882,-0.16795826,-0.26517433
