,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11,ssta20_cluster12
1965-01-01,-4.866913,0.3631897,-7.087799,-2.8660889,-10.696289,-1.5987244,-5.8249207,-20.517365,0.19055176,-2.2783203,-2.6874695,-10.33606
1965-02-01,-6.312134,0.07458496,-8.2725525,-3.6357117,-11.535767,-2.086914,-6.565094,-22.75943,0.16339111,-1.1249084,-3.533905,-10.901093
1965-03-01,-6.997223,-0.028717041,-9.187683,-3.9590454,-11.412537,-2.0774536,-6.9193726,-23.693481,0.93826294,-0.6409607,-3.472046,-10.64563
1965-04-01,-6.7128906,-0.19445801,-9.347931,-4.2684937,-11.609222,-2.1688538,-7.535187,-23.584808,0.5225525,-0.94940186,-2.959198,-10.319397
1965-05-01,-4.729706,0.46099854,-8.120148,-3.7158203,-9.995239,-1.5388489,-6.399231,-19.271454,0.061340332,-1.2070312,-1.7444153,-8.665009
1965-06-01,-1.7593384,1.1960144,-5.0959167,-2.4768372,-7.541321,-0.40567017,-4.5610046,-14.390076,-0.28042603,-1.5697327,0.41763306,-6.4565735
1965-07-01,0.8012085,1.5785828,-1.9605713,-1.2799683,-5.8404846,0.6061096,-2.864685,-7.1936646,-0.5415039,-0.82092285,2.1304321,-4.7287903
1965-08-01,0.9789429,1.6500244,0.5767517,-0.92510986,-4.4088745,1.1705322,-2.3336792,-3.505249,-0.8053589,-1.8147583,2.9213867,-4.0042114
1965-09-01,0.66833496,1.9546509,-1.1713562,-0.46731567,-5.5941467,1.6098633,-2.2885132,-6.726288,-0.45983887,-2.7535706,1.9107361,-4.443054
1965-10-01,-1.4225464,1.9414673,-3.0262146,-0.5593262,-7.1785583,0.8162842,-2.565155,-11.772522,-0.18560791,-2.7937012,0.69155884,-5.5958557
1965-11-01,-3.272766,0.80825806,-4.907379,-1.5897827,-9.030304,0.05380249,-3.9982605,-14.912048,-0.86428833,-2.566742,-0.7774658,-7.2519836
1965-12-01,-4.839386,0.88119507,-6.374695,-2.3590698,-10.053558,-0.5807495,-5.2465515,-18.494995,-0.52038574,-2.6499634,-1.8256531,-9.152924
1966-01-01,-6.28833,0.68252563,-7.793152,-3.028595,-10.672668,-1.1173096,-6.217743,-21.29712,0.26446533,-1.2459106,-3.3553772,-9.549103
1966-02-01,-7.3485413,-0.29296875,-9.159973,-3.3691711,-11.366241,-1.7821655,-6.3288574,-23.064331,0.3242798,-0.47149658,-4.3580933,-10.118134
1966-03-01,-8.026398,-0.44940186,-9.845886,-4.0677185,-11.601837,-2.0127258,-6.834259,-23.625214,0.41796875,-1.7343445,-4.4620667,-10.454071
1966-04-01,-7.954651,0.17456055,-9.96225,-3.6147156,-11.3732605,-2.0619812,-6.590027,-22.982086,0.33944702,-3.173462,-4.2541504,-10.045441
1966-05-01,-5.5411987,0.6757202,-8.319336,-3.4241638,-10.343079,-1.6203308,-5.8800964,-20.237305,0.6227722,-4.8730164,-2.467041,-9.131775
1966-06-01,-2.952301,1.1975403,-4.8620605,-2.3476562,-8.354279,-0.68548584,-5.0758667,-13.15918,0.671051,-5.1026,-0.8004761,-6.6921387
1966-07-01,0.09603882,1.4046936,-2.1001587,-1.6074524,-7.2056274,0.37893677,-3.9892273,-5.761322,-0.3795166,-4.1032104,1.0970459,-4.865204
1966-08-01,1.2632446,1.8149414,-0.32983398,-0.6898804,-4.917877,1.3010559,-2.5340881,-4.4574585,-0.5249939,-3.8094482,2.5890198,-3.910797
1966-09-01,0.51498413,2.380371,-1.1305237,0.05154419,-4.3892517,1.821106,-1.707428,-6.5637817,-0.17892456,-4.1224976,2.394989,-3.325714
1966-10-01,-1.0055542,2.47406,-2.5144043,-0.23602295,-6.2643433,1.2395325,-2.3969116,-11.098999,-0.104888916,-4.5290527,1.557251,-5.290558
1966-11-01,-2.916626,1.4006348,-4.600464,-1.0592957,-9.026123,0.5746155,-3.6766052,-13.002502,-0.17477417,-4.206604,-0.9206238,-7.52536
1966-12-01,-5.196808,0.7074585,-6.0551147,-1.9819336,-10.303284,-0.41055298,-5.427246,-15.23172,0.012542725,-4.1322327,-2.8634338,-9.270996
1967-01-01,-6.0300293,0.64697266,-7.503479,-3.0290833,-10.9887085,-1.2752075,-6.199829,-18.401917,0.77767944,-2.660492,-2.9725037,-10.17337
1967-02-01,-6.349945,0.09716797,-8.444885,-3.8197632,-11.567047,-1.9271545,-6.57782,-19.958344,0.7006836,-1.2680664,-3.366516,-10.471222
1967-03-01,-7.345825,-0.19555664,-8.75415,-4.3539124,-11.678986,-1.9815063,-7.253174,-21.163086,0.64331055,-1.5628052,-3.7113647,-10.757965
1967-04-01,-7.394928,-0.14147949,-9.445801,-3.8530884,-11.878815,-2.0396118,-7.0243225,-21.2818,0.4494934,-2.330597,-3.7994995,-10.556122
