,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6,r200_cluster7,r200_cluster8,r200_cluster9,r200_cluster10
1965-01-01,103.88734147355363,83.95525325428356,51.13729476928711,118.61685675543708,124.1811801225711,87.05618177141463,79.16468779246013,164.96939939611096,128.6268711090088,164.82775006975447
1965-02-01,96.6468501735378,42.41087653420188,33.71113204956055,152.32927477037583,113.54820055839343,44.20737402779716,72.10690180460612,214.99514860265393,47.37689197063446,209.58993094308036
1965-03-01,93.85320302602408,51.54940431768244,28.811161041259766,92.54417419433594,111.43730359199719,62.55433763776507,60.142699877421066,229.82388664694392,37.53163814544678,94.79395185198103
1965-04-01,109.8963144663218,114.6409121426669,58.550628662109375,132.7962720716322,145.93060811360675,105.47777448381697,71.23348712921143,213.92072789809282,106.63126707077026,163.73018537248885
1965-05-01,131.79315103066935,60.20283265547319,48.51091766357422,173.09712590398016,198.9342518341847,116.7854963030134,49.545423189798996,244.47625104118794,39.52435851097107,240.77900477818082
1965-06-01,201.34629945497255,38.897375626997515,30.212749481201172,203.9987306337099,230.58849236904047,197.5165012904576,80.56677182515463,242.0509338378906,41.03476107120514,258.3227321079799
1965-07-01,216.3874033335093,61.529163880781695,23.25251579284668,200.6433022988809,215.61557085086136,222.44432721819197,109.70627466837566,229.31341283461626,155.1682949066162,254.68826293945315
1965-08-01,221.84072958456503,58.48265127702193,21.5263614654541,174.33960373337206,223.63048455654047,246.40106201171878,90.49185117085776,262.95879588407627,131.24492168426514,249.54382760184154
1965-09-01,174.41946493612753,52.87503329190341,47.43367385864258,139.38911025588578,221.0531968336839,191.8455287388393,93.34007898966472,261.8506263284122,83.6066722869873,237.36018589564733
1965-10-01,124.77534526103251,84.54443324695934,90.29633331298828,137.38883765968117,209.18788420848355,127.619138445173,95.05476951599121,251.28326416015622,96.73340916633606,235.17708914620536
1965-11-01,163.33056269465266,89.78555852716619,86.77130889892578,143.3020205111117,169.42134759364984,101.24611990792411,91.37006600697836,239.6360060747932,123.61290454864502,191.0913303920201
1965-12-01,142.11388665276604,58.29797658053312,58.632938385009766,116.3010159054318,186.89125256660657,116.59176417759487,73.80402882893881,250.4571802475873,85.7316255569458,200.7214791434152
1966-01-01,114.51753152383341,77.80923843383789,87.65126037597656,106.80534775192673,172.30240259415064,104.22356741768974,80.48347632090251,208.0410003662109,90.53475260734558,164.8237500871931
1966-02-01,68.43925682274072,73.8604805686257,41.24114227294922,121.10822522962415,97.38334264510716,53.529902866908486,62.26841608683269,203.74964545754824,60.94112992286682,147.7430398123605
1966-03-01,84.98321223903346,71.36621908708052,38.56904220581055,97.8194674930057,121.62464826534955,81.96729932512557,59.25891796747844,216.39399808995861,76.82040333747864,149.98682294573103
1966-04-01,108.83026123046875,120.89232531460848,79.86697387695312,146.97545025799727,143.95199311085236,97.76882716587612,81.21610482533774,234.61238636690027,98.76227378845215,192.74385724748885
1966-05-01,130.62961681469068,67.89660453796387,69.2310791015625,160.64478899981523,199.1261017628205,114.90328107561385,62.00453042984009,256.0466541963465,52.94963717460632,223.67645263671875
1966-06-01,211.7908374683277,46.68786742470481,27.850576400756836,212.0272868388408,224.18089646559494,214.30326189313618,72.76868025461833,227.7941535500919,108.56561660766602,261.1572701590402
1966-07-01,219.58158338392104,58.34819186817516,15.327075004577637,220.209771233636,228.8158514560797,234.14051600864957,90.15545050303142,243.47401787252986,135.2189064025879,260.6854466029576
1966-08-01,210.3761827623522,68.16428791392933,16.009105682373047,199.4630968248522,223.90134762494992,246.22007097516743,85.37768522898357,264.9735619040096,166.51568412780762,263.2684762137277
1966-09-01,191.32713111671242,58.377690748734906,40.482364654541016,178.79605679898648,207.42643307416867,181.17727007184712,65.55671294530234,247.8563869700712,78.91882658004761,251.62166050502233
