,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1013.73334,1021.80664,1028.5845,1018.0453,1011.177,1016.4918,1016.37714,1021.0829,1016.988,1018.8404
1965-02-01,1010.6481,1016.4894,1022.7356,1011.95654,1009.5441,1015.9746,1013.9969,1013.9696,1012.5891,1015.8041
1965-03-01,1011.2942,1019.59705,1015.7297,1015.868,1011.3594,1014.2096,1013.1132,1015.06915,1010.4229,1016.3108
1965-04-01,1009.1782,1011.52185,1006.2492,1013.9578,1009.8108,1011.3445,1011.0307,1009.4034,1007.49445,1011.1206
1965-05-01,1005.2594,1011.1621,1006.0346,1012.5532,1009.40955,1006.7757,1005.4219,1012.30444,1001.1955,1011.3879
1965-06-01,1005.01447,1007.3692,999.9607,1010.5296,1011.6353,1002.0854,999.89435,1010.0229,995.72314,1007.73206
1965-07-01,1005.8833,1004.1394,999.3883,1010.3293,1011.27936,998.0171,997.3418,1007.373,996.9957,1004.1691
1965-08-01,1006.8973,1008.41724,1000.99023,1012.9414,1010.8589,1000.2714,1001.2587,1009.5398,1000.9238,1008.5388
1965-09-01,1007.4027,1014.16125,1008.9761,1015.2825,1011.5591,1005.28357,1005.505,1013.0772,1003.95026,1013.2453
1965-10-01,1009.5503,1016.7319,1015.9908,1024.2104,1010.8304,1011.5243,1011.00085,1018.68164,1008.8582,1015.11194
1965-11-01,1012.1203,1018.36475,1024.8126,1028.3574,1010.9885,1016.5923,1015.0878,1024.6538,1014.04407,1018.699
1965-12-01,1010.8471,1018.65314,1033.8695,1022.51306,1010.15814,1018.9582,1016.2921,1027.7391,1015.5095,1018.9043
1966-01-01,1013.4842,1019.04083,1029.3279,1024.4779,1011.738,1018.2754,1017.7396,1025.1332,1017.0217,1019.94836
1966-02-01,1011.4851,1016.5623,1022.09265,1016.47845,1010.3836,1016.7025,1014.6878,1018.6766,1012.9597,1016.5285
1966-03-01,1009.712,1015.31055,1011.10583,1012.97284,1009.8046,1014.7366,1012.73065,1010.1482,1009.26447,1013.7696
1966-04-01,1008.6205,1013.3446,1008.65295,1014.2697,1009.3521,1009.747,1009.4779,1009.64435,1005.2081,1012.3307
1966-05-01,1006.0055,1013.56555,1008.5754,1012.608,1010.9856,1007.24414,1006.23206,1011.497,1000.7643,1012.3357
