,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7,mgu500_cluster8,mgu500_cluster9,mgu500_cluster10
1965-01-01,-0.7071667,-0.13654518,1.5586994,1.3840259,1.2487843,1.0695488,-1.4185696,1.074763,1.5951984,-1.14939
1965-02-01,-0.55497915,-0.39497033,1.8748058,0.91768724,1.1816524,1.0024166,-1.4583275,2.128343,2.3978486,-0.1492546
1965-03-01,-0.67164516,-0.3431549,1.994731,1.0164295,0.8521845,0.8573986,-0.92257535,1.6958959,1.2777879,-0.29818305
1965-04-01,-0.47807065,-0.07690849,1.4303013,1.8695921,0.47546387,-0.19227104,0.36433735,0.25060406,1.721641,-0.67522985
1965-05-01,-1.1177795,-0.036172867,0.2770008,1.4843981,0.12285805,-0.7540935,0.13393784,0.9854706,0.8453411,0.55791205
1965-06-01,-0.37444,0.9698284,-0.32523116,0.9685246,-0.051163483,-0.22779235,-0.11210384,0.5142437,-0.24473839,1.2305351
1965-07-01,0.093854524,0.28971022,-1.5984573,-0.43570596,0.22322997,0.39464456,0.62765104,-0.24832305,-0.28645134,1.327974
1965-08-01,0.07495308,0.20954284,-0.19096756,0.022485733,-0.21149826,-0.63938296,1.1907772,0.27667505,-0.15316506,0.6351463
1965-09-01,0.09450607,0.25940323,-0.25288543,0.22811814,0.28384438,0.19781113,0.07690849,1.1989243,-0.53379667,0.9662434
1965-10-01,-0.48947677,-0.38063163,0.539011,1.0213181,0.8798847,-0.30404893,-0.3799797,1.7056729,1.0822582,1.0868204
1965-11-01,-0.49762362,-0.16228981,1.4814651,1.531977,0.8811882,-0.022486115,0.46145058,0.88379514,1.0982262,0.35651627
1965-12-01,-1.5212231,-0.30372316,1.9103272,2.145615,0.87955856,0.093854524,-0.23431015,0.9779755,1.5492489,-0.60679454
1966-01-01,-1.0073376,-0.015426636,2.0396209,0.5176188,1.7153295,0.9955212,-0.23501262,0.37122804,0.50416106,0.13457432
1966-02-01,-0.57505894,-0.21761627,1.4225485,1.5039494,1.1809714,0.36367875,-0.05284519,1.0503359,1.640493,-1.502965
1966-03-01,-0.11488037,-0.06860008,1.352964,1.3667492,1.3365524,0.63315547,-0.6725429,1.640165,1.7740825,-1.1327213
1966-04-01,-0.34004632,-0.4191498,1.295852,1.305042,0.9433327,0.37254104,-0.49858132,0.8898312,1.2879746,-0.9177309
1966-05-01,-0.3774643,0.9351269,1.3181717,1.6129221,0.59737855,-0.5163059,-0.62363684,0.7532875,0.7562416,0.89902174
1966-06-01,-0.6695892,0.50284845,-0.27604142,0.15525284,0.39321938,-0.042341612,0.9942085,0.20809785,0.12669678,1.2259388
1966-07-01,0.0045951842,0.88228226,-1.1986954,-0.059081268,0.29376602,-0.09584312,0.4273552,-0.29737625,-0.33249703,1.1908184
1966-08-01,-0.30525398,-0.1979229,-0.30098686,-0.05842476,-0.2166317,0.09059143,0.53698426,0.028884506,-0.6032864,1.1845818
1966-09-01,-0.11717834,0.1326046,-0.06597443,0.5432205,0.20645675,-0.1667408,0.20383072,0.52845,-0.21105194,1.1586517
1966-10-01,-0.86324465,0.055799104,1.3454144,1.4849122,0.48216972,-0.4362175,-0.54223555,1.2328316,1.0450844,0.6328274
1966-11-01,-1.8341488,-0.24453124,1.5800987,2.3045022,0.8832666,-0.48906288,0.5491287,0.09124794,0.7683865,0.0170681
1966-12-01,-1.5607334,-0.17166443,1.843996,2.2920296,1.3099657,0.063019946,-0.54748744,1.2672958,2.175508,-0.46575832
1967-01-01,-1.6242301,-1.3561375,2.466061,2.0794327,1.018491,0.41830254,-0.6393736,2.2322555,2.644354,-0.7468063
1967-02-01,-0.37813815,-0.8258301,2.3325043,1.5448802,1.3260956,1.1406181,-1.1634767,2.0856373,2.4631221,-1.0828202
1967-03-01,-0.6583128,-0.43495673,1.6999884,0.8761179,1.014246,0.950243,-0.5756973,1.7421128,2.591454,-1.8596685
1967-04-01,-0.4431204,-0.5188786,1.582433,1.5487986,0.6099846,0.5224705,-1.2297652,1.3420961,1.7626851,-1.0952289
1967-05-01,-0.57994235,-0.37030107,0.99628603,1.6591704,-0.3680149,-0.7915428,-0.6560272,1.71403,1.0932697,0.11037178
1967-06-01,-0.65439415,1.0439613,-0.365403,0.9139969,0.21192703,-0.08751412,0.06432915,1.100127,-0.74615324,0.9313038
1967-07-01,0.15674095,0.30891076,-1.1611907,-0.61912763,0.5998615,0.066288374,1.4129565,-0.41340446,-1.2513168,1.8103607
1967-08-01,0.37389296,0.6410061,-1.1696812,-0.9887756,0.40817985,0.19331399,1.4926329,-0.342218,-0.44344673,0.84019816
1967-09-01,0.5743912,-0.061390303,-0.52573586,0.15086326,0.8179928,0.36050493,0.7817467,0.31576806,-0.5459816,1.2624195
1967-10-01,-0.55251276,0.6080254,0.86599463,1.3695259,0.4068741,-0.5401039,0.09273853,1.5977802,1.2111518,0.43756905
1967-11-01,-0.883955,-0.42646676,2.2541337,0.7882776,1.3486271,0.71937674,-0.27233773,1.5876576,1.8407291,-0.46010074
1967-12-01,-1.1311487,-0.6801914,2.1751103,1.4478966,1.0821673,0.49961242,-0.17502765,0.38728142,2.057881,-0.7784813
1968-01-01,-1.2223978,-0.7749382,2.6898587,0.8088535,1.3737389,1.3773854,-0.7869732,2.2850666,2.5374234,-1.0294838
1968-02-01,-1.1268524,-0.17723313,2.12935,1.3719155,1.4915295,1.1057011,-0.36175996,0.58311844,1.1735309,-1.7147118
1968-03-01,-0.7858795,-0.34863204,1.9149196,0.7917141,0.77493894,0.61666906,-1.6242718,2.158524,1.8164566,-0.19911346
1968-04-01,-0.6137516,-0.30341187,1.4061947,1.0265663,1.0079677,0.10721512,0.03026848,1.098772,1.3792088,-1.1790012
1968-05-01,-0.75706977,-0.4255783,1.0659516,1.8230209,-0.28007203,-0.6516777,-0.48976135,1.3431057,1.550972,-0.90585786
