,vws_u250-50_cluster1,vws_u250-50_cluster2,vws_u250-50_cluster3,vws_u250-50_cluster4,vws_u250-50_cluster5,vws_u250-50_cluster6,vws_u250-50_cluster7,vws_u250-50_cluster8,vws_u250-50_cluster9,vws_u250-50_cluster10
1965-01-01,5.173396110534668,-13.312328338623047,-20.90214729309082,-32.70075225830078,12.375414848327637,-31.154434204101562,-26.851146697998047,-12.07886028289795,-9.784643173217773,-22.99431800842285
1965-02-01,17.18708038330078,-11.85074234008789,-19.92449951171875,-33.12113952636719,27.001052856445312,-49.001426696777344,-34.02546691894531,-20.221054077148438,-2.1361637115478516,-28.43982696533203
1965-03-01,11.886589050292969,-14.449661254882812,-20.538787841796875,-33.15046691894531,17.61398696899414,-44.58082580566406,-35.858558654785156,-22.984542846679688,-2.5386295318603516,-22.51038360595703
1965-04-01,3.07470703125,-15.388204574584961,-14.373079299926758,-26.833223342895508,9.302336692810059,-29.751506805419922,-28.61580467224121,-19.567655563354492,-5.468320846557617,-28.617433547973633
1965-05-01,2.224153518676758,-18.67636489868164,-16.978513717651367,-32.26569366455078,8.560951232910156,-32.89302062988281,-25.026199340820312,-25.446590423583984,-6.038614273071289,-19.056020736694336
1965-06-01,4.529777526855469,-30.17678451538086,-6.535587310791016,-24.824153900146484,10.628679275512695,-25.9126033782959,-12.90008544921875,-37.63787841796875,-2.8840675354003906,-31.284786224365234
1965-07-01,1.4224815368652344,-33.354148864746094,-8.681529998779297,-20.441024780273438,6.173854827880859,-17.082799911499023,-11.493900299072266,-33.0445556640625,-6.351463317871094,-25.752920150756836
1965-08-01,-3.6645584106445312,-28.228002548217773,-6.481819152832031,-19.3884220123291,0.42201995849609375,-18.761096954345703,-12.241802215576172,-22.603260040283203,-6.24066162109375,-27.124887466430664
1965-09-01,-4.594951629638672,-26.653987884521484,-7.376365661621094,-22.140504837036133,-3.9562225341796875,-29.78083610534668,-14.524614334106445,-24.125133514404297,-6.128231048583984,-25.653526306152344
1965-10-01,-7.96458625793457,-12.2939453125,-18.76761245727539,-28.214967727661133,-6.657793045043945,-32.3846435546875,-16.563013076782227,-30.737302780151367,-12.846317291259766,-23.78458595275879
1965-11-01,-9.479944229125977,-4.321210861206055,-19.85280418395996,-24.540634155273438,-8.109603881835938,-24.579740524291992,-23.942638397216797,-13.866329193115234,-14.650079727172852,-22.09162139892578
1965-12-01,-8.622869491577148,-2.3838367462158203,-16.686847686767578,-32.90116882324219,-10.553726196289062,-25.59323501586914,-26.192861557006836,-6.822364807128906,-10.12356185913086,-21.707080841064453
1966-01-01,-18.520374298095703,-9.113304138183594,-29.20589828491211,-25.46735954284668,-18.172449111938477,-17.097497940063477,-29.049989700317383,-7.985834121704102,-21.421926498413086,-7.322809219360352
1966-02-01,-16.02910614013672,-7.142284393310547,-20.878705978393555,-31.79563331604004,-14.895072937011719,-35.217430114746094,-31.285234451293945,-6.136259078979492,-16.116090774536133,-22.337688446044922
1966-03-01,-15.005029678344727,-19.130882263183594,-23.803234100341797,-29.73434829711914,-13.268693923950195,-39.03802490234375,-28.457534790039062,-17.601329803466797,-18.27256202697754,-27.083892822265625
1966-04-01,-20.3157901763916,-10.375347137451172,-29.03521728515625,-19.628149032592773,-19.377052307128906,-24.77643585205078,-37.034183502197266,-7.7511491775512695,-22.372150421142578,-15.170787811279297
1966-05-01,-16.76270294189453,-23.150056838989258,-19.74302864074707,-35.699928283691406,-11.968902587890625,-28.249107360839844,-29.043426513671875,-23.803234100341797,-14.698137283325195,-23.333866119384766
1966-06-01,-2.5125999450683594,-27.30052375793457,-12.52853775024414,-26.458614349365234,5.799823760986328,-19.40331268310547,-16.82506561279297,-30.97998046875,-11.607852935791016,-24.572933197021484
1966-07-01,0.24124908447265625,-38.31264114379883,-14.061370849609375,-19.95802116394043,11.77032470703125,-18.748493194580078,-14.727676391601562,-29.25677490234375,-10.774147033691406,-26.118896484375
1966-08-01,5.263164520263672,-29.13368797302246,-10.757736206054688,-16.957998275756836,12.215076446533203,-19.557579040527344,-11.391220092773438,-28.706989288330078,-3.8452110290527344,-26.09592056274414
1966-09-01,10.047119140625,-23.1123104095459,-5.888446807861328,-21.540090560913086,14.82778549194336,-22.675765991210938,-18.961841583251953,-29.72614288330078,1.1159820556640625,-21.164264678955078
1966-10-01,9.87643814086914,-11.005550384521484,-5.48307991027832,-31.89902687072754,13.700315475463867,-29.92636489868164,-20.44544219970703,-15.599126815795898,3.2954273223876953,-24.718996047973633
1966-11-01,14.143426895141602,-14.095834732055664,-4.562397003173828,-42.93411636352539,13.398345947265625,-16.73151969909668,-23.04010009765625,-5.2910661697387695,10.45904541015625,-25.797231674194336
1966-12-01,17.92463493347168,-13.882484436035156,-10.08486557006836,-42.19395446777344,21.63363265991211,-29.23215675354004,-27.633678436279297,-12.144508361816406,8.309139251708984,-24.449848175048828
1967-01-01,15.54023265838623,-11.510679244995117,-9.293444633483887,-43.474449157714844,19.10772705078125,-39.93307876586914,-26.254146575927734,-21.969886779785156,5.69166374206543,-35.04634475708008
1967-02-01,14.426717758178711,-11.951513290405273,-13.771997451782227,-32.788291931152344,21.385372161865234,-39.56245422363281,-28.87955665588379,-18.75832748413086,0.8555450439453125,-34.64469528198242
1967-03-01,10.834733009338379,-14.80714225769043,-16.508438110351562,-24.823881149291992,15.736160278320312,-49.31958770751953,-34.194061279296875,-19.767345428466797,-1.3714866638183594,-28.851804733276367
1967-04-01,10.68452262878418,-12.745015144348145,-16.50843620300293,-19.517539978027344,17.359085083007812,-35.358192443847656,-26.8419246673584,-14.611215591430664,-4.058942794799805,-23.512807846069336
1967-05-01,9.115478515625,-14.718975067138672,-12.625825881958008,-29.64693832397461,14.825100898742676,-36.60395812988281,-21.631914138793945,-27.06560707092285,-1.090658187866211,-32.15806198120117
1967-06-01,6.292503356933594,-30.438806533813477,-7.987266540527344,-26.103933334350586,17.600727081298828,-25.45084571838379,-12.45765495300293,-36.4488525390625,-0.769012451171875,-26.190467834472656
1967-07-01,7.237848281860352,-37.270111083984375,-6.143924713134766,-19.223649978637695,23.6434268951416,-16.483945846557617,-8.921184539794922,-30.951480865478516,-2.618885040283203,-21.40822982788086
1967-08-01,7.619905471801758,-32.736045837402344,-3.6181068420410156,-13.576072692871094,20.023685455322266,-15.409618377685547,-6.6566009521484375,-26.582321166992188,-0.42940521240234375,-21.60089111328125
1967-09-01,9.946535110473633,-30.75718879699707,-4.1601715087890625,-16.332103729248047,20.42043685913086,-19.39508819580078,-9.739179611206055,-28.46158218383789,2.0800857543945312,-20.203283309936523
1967-10-01,7.567657470703125,-13.26422119140625,-12.962167739868164,-31.23557472229004,14.748364448547363,-31.085365295410156,-23.044218063354492,-15.489618301391602,-3.3748340606689453,-19.026092529296875
