,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7,mgu200_cluster8,mgu200_cluster9,mgu200_cluster10
1965-01-01,-5.68386057148809,3.0612592697143555,-7.155850659246029,-15.830744014066807,-3.3514780026895026,1.349227070327728,4.908690849939982,-5.1947712898254395,5.472822343149493,-9.924358129501341
1965-02-01,-12.02319290326989,4.394100189208984,-10.71248780126157,-25.19680471981273,7.260001588750768,0.7685504373042814,6.315915981928508,-7.102053253738968,12.269979907620337,-17.154771941048757
1965-03-01,-12.621854699176291,3.7260071436564126,-8.235712155051854,-18.287085084354175,1.3783035454926666,0.6036224624802989,3.8893985748291016,-5.749815923196298,7.775091355846774,-9.191662073135376
1965-04-01,-3.1340324360391367,2.715198834737142,-9.615843192390773,-9.12275805192835,-1.413480661533497,0.4914624856845025,5.570633014043173,-2.7699004720758507,8.110148675980106,-5.354545371873038
1965-05-01,1.44622468430063,2.106004238128662,-1.5442398579224295,-7.358758589800666,5.16218035309403,0.392855565634466,7.794107596079509,-5.075059996710883,6.930245122601909,-2.935564517974853
1965-06-01,12.897596151932426,1.985146204630534,11.48525735606318,-0.4751726546708275,10.099291801452637,-0.2570690647248299,8.087910016377768,2.003522713979085,7.875274842785251,-4.190731048583984
1965-07-01,14.437353092691172,1.1094473203023274,12.424148683962613,12.835543295916388,9.296937342043275,-0.5186446191322419,7.277708848317465,8.300242600617585,4.3103148860316125,5.2387854882649005
1965-08-01,12.257725259532098,1.0961364110310872,7.57162622783495,11.116293598623836,6.731228475217465,-0.9123327030289557,6.783714294433594,6.875511893519648,6.888977173836,6.394310082708086
1965-09-01,10.886622511822244,1.7143108050028484,4.047032802001289,-6.099329275243422,9.847485577618633,-0.44900926370774547,8.980335394541424,4.772855617381908,8.871319217066612,-0.10210140608251093
1965-10-01,0.09103343700585158,2.241848945617676,3.6675284738126006,-12.950884594636804,10.438909354033292,-0.012213700721340795,7.621918519337973,-3.402200451603642,7.596184361365534,-5.431645257132393
