,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,-0.12087554,0.023008108,0.04323274,0.09150916,-0.12980592,0.2606079,0.033409357,0.15192032,-0.22977328,0.52998924
1965-02-01,-0.22163087,0.006040454,0.045859277,-0.0063569546,-0.0946098,0.25498703,0.02474165,0.30163497,-0.35017532,0.58236307
1965-03-01,-0.10075599,0.027315676,0.022482812,0.024689138,-0.06235552,0.05510485,0.027893543,0.11756474,-0.19504994,0.23991051
1965-04-01,-0.07049787,-0.02001512,0.01738727,0.02946949,-0.030889153,0.051270068,0.033671975,0.19053093,-0.08336806,-0.048854947
1965-05-01,-0.09303385,-0.052164376,0.014025211,-0.0016291142,0.043442845,-0.05704981,0.009980321,-0.0059892535,-0.0069873333,-0.3749177
1965-06-01,-0.056524515,-0.026318908,-0.14046979,-0.05904603,0.05499977,-0.12066543,0.00078731775,0.15507221,0.12948936,-0.23718017
1965-07-01,-0.0476467,0.0069335103,-0.15601909,-0.01933223,0.05610293,-0.082054794,-0.0070924163,0.111418545,0.12544447,-0.10474837
1965-08-01,-0.06808144,-0.032885373,-0.025688529,-0.030363858,0.0503245,-0.0940845,0.0014176965,0.021799862,0.14850575,0.0072486997
1965-09-01,-0.04990554,-0.056104243,-0.015865147,-0.037245452,0.02946949,-0.054738462,0.00793159,0.081843376,0.088514864,-0.030679047
1965-10-01,-0.024270177,-0.06172514,0.013920188,-0.04260367,-0.042761266,0.050534606,0.026842892,0.16899303,0.04323274,0.1465621
1965-11-01,-0.035669506,-0.035722077,0.028734028,0.03892517,-0.05263716,0.16757467,0.03419733,0.5194829,0.0060929656,0.11357236
1965-12-01,-0.18675,-0.045440376,0.037664413,-0.009981632,-0.06109476,0.2819882,0.022640407,0.30074194,-0.18822086,0.22131437
1966-01-01,-0.21019137,-0.006989181,0.032128513,0.0023571253,-0.028827548,0.29268506,0.027295828,0.8193603,-0.097397506,0.085334
