,zgv50_cluster1,zgv50_cluster2,zgv50_cluster3,zgv50_cluster4,zgv50_cluster5,zgv50_cluster6,zgv50_cluster7,zgv50_cluster8,zgv50_cluster9
1965-01-01,0.009272004,-0.07991572,-0.022517681,-0.031789683,0.13142681,-0.11832829,0.068583325,0.2663858,-0.07564769
1965-02-01,0.0076530455,-0.088010356,0.015011787,0.02560835,-0.06593416,0.045918416,0.032525588,0.0069171907,-0.12553982
1965-03-01,-0.044446707,0.025461197,0.12730591,-0.02001574,-0.014423084,-0.02560835,0.039737083,-0.018544007,-0.09492755
1965-04-01,0.04297495,0.07020221,-0.0016189099,0.042386245,-0.002943468,-0.0997843,0.06696439,0.049156286,0.03296707
1965-05-01,0.038559724,-0.012657022,0.0946332,-0.12701158,0.042680643,-0.11729805,-0.04297495,0.23680373,0.08845186
1965-06-01,0.024872446,0.0075058937,0.101403214,-0.025313998,-0.09948997,-0.07770815,-0.033702947,0.12701158,0.06725874
1965-07-01,-0.012509823,0.01030221,-0.007947445,0.05003929,0.024283791,-0.03988428,-0.114354566,0.0259027,0.040325783
1965-08-01,0.008977652,-0.0030906678,-0.017955279,0.030906629,0.033702947,-0.08359508,-0.08006291,0.051805425,0.052688457
1965-09-01,-0.008241797,-0.004415226,0.048126053,-0.06460957,0.010743761,-0.15438601,-0.061813284,0.11685653,0.111411095
1965-10-01,-0.030465126,0.00088305474,0.07594202,-0.053277157,0.011185264,-0.1395214,-0.018838335,0.13790248,-0.09492755
1965-11-01,-0.002943492,0.0014717579,-0.08933489,-0.091101006,0.2191428,-0.011921132,0.03620491,0.0341445,-0.015306187
1965-12-01,-0.019574214,-0.005739808,0.11715088,-0.13746095,0.17763953,-0.09875412,0.22017303,0.26609144,-0.050186493
1966-01-01,0.0,0.025316667,-0.055841397,0.001012659,0.19544497,-0.0007233143,0.17302155,0.32333046,-0.020253371
1966-02-01,-0.02184472,0.02068739,0.23349233,-0.11906083,0.19110489,0.0039060116,0.13974819,0.23783235,-0.11399746
1966-03-01,0.01692605,-0.038770724,0.17562556,-0.049620725,0.12499218,-0.14394352,0.110670134,0.11356349,-0.1069088
1966-04-01,-0.009982014,0.014466668,0.0014466525,0.013454008,0.08390675,-0.04513607,0.03370738,0.11963949,-0.02661872
1966-05-01,0.0037613392,0.007088661,0.10589614,-0.044123363,-0.07869883,-0.03356271,-0.0030379773,0.19009233,0.07016344
